,forest_male,forest_female,tuple,labs_male,labs_female,inc_male,inc_female,average_male,average_female,male-female
71,2.0404372,1.9872035,"('diffident', 'self-confident')",-0.1487782,-0.07818349,0.58354187,0.7283026,0.825067,0.8791075,-0.0540405
56,1.9639097,2.2390237,"('impractical', 'practical')",1.312849,1.4517473,-0.15719517,0.10516369,1.0398545,1.2653116,-0.2254571
85,1.6659423,1.126911,"('insignificant', 'prestigious')",-1.0588937,-0.99136716,0.9432459,0.9703815,0.5167648,0.3686418,0.148123
36,-1.6112952,-2.1600916,"('hostile', 'amicable')",-2.4012825,-2.5134156,0.63889784,0.30760923,-1.12456,-1.4552994,0.3307394
31,-1.5620289,-1.8503599,"('evil', 'good')",-1.5053155,-1.5383126,-0.55801797,-0.7359713,-1.2084541,-1.3748813,0.1664272
9,1.5175159,1.2581329,"('unaffectionate', 'caring')",-0.7966913,-0.71626925,1.3302624,1.4845269,0.6836956,0.6754635,0.0082321
19,-1.426101,-1.4727211,"('inhospitable', 'hospitable')",-1.5741794,-1.5415009,-0.096585296,-0.039893184,-1.0322886,-1.0180384,-0.0142502
39,1.4122664,1.5321419,"('exploitative', 'cooperative')",0.7058456,0.75185984,0.08894482,0.17095421,0.7356857,0.8183187,-0.082633
25,1.2996047,1.0623202,"('egoistic', 'altruistic')",-0.09341578,-0.008591786,1.8126646,1.7036953,1.0062846,0.9191413,0.0871433
43,1.2639196,1.4013348,"('irresponsible', 'responsible')",0.24099383,0.3344924,0.3058365,0.4455147,0.6035833,0.727114,-0.1235307
33,1.2453781,0.9920368,"('wrong', 'right')",-1.0597973,-1.1577705,-0.5786805,-0.5996346,-0.1310332,-0.2551228,0.1240896
28,1.2168766,1.0664976,"('disloyal', 'loyal')",0.011429161,-0.0035078302,1.187037,1.237507,0.8051143,0.7668322,0.0382821
44,-1.2047627,-1.0780507,"('prejudiced', 'unprejudiced')",0.04663614,0.0076860934,-1.3047355,-1.3247219,-0.820954,-0.7983622,-0.0225918
59,1.1875274,1.027348,"('foolish', 'wise')",-1.0245601,-0.8700622,0.29964224,0.40138954,0.1542032,0.1862251,-0.0320219
68,-1.0778838,-0.87635314,"('dependent', 'independent')",0.023102714,-0.097030185,-0.5042283,-0.55749506,-0.5196698,-0.5102928,-0.009377
24,0.99192816,0.9859394,"('dishonest', 'honest')",-0.850204,-0.7317005,0.7013411,0.7643082,0.2810218,0.3395157,-0.0584939
82,-0.9849922,-0.7526599,"('poor', 'rich')",0.7300148,0.9726205,6.038668,6.2867575,1.927897,2.1689061,-0.2410091
30,0.97175133,1.3022168,"('intolerant', 'tolerant')",1.3788029,1.5827757,0.89159214,1.0565013,1.0807155,1.3138313,-0.2331158
21,0.9425922,1.123935,"('immoral', 'moral')",1.1424471,1.0089751,-0.5420942,-0.5178346,0.514315,0.5383585,-0.0240435
38,0.94153,0.9222772,"('untruthful', 'truthful')",-0.15877244,0.024003584,0.14452085,0.1318929,0.3090928,0.3593912,-0.0502984
50,-0.9310539,-0.91010153,"('clumsy', 'skillful')",-0.7803531,-0.7350643,-0.11654644,-0.09610374,-0.6093178,-0.5804232,-0.0288946
1,0.90901893,0.57316864,"('unfriendly', 'friendly')",-1.0905545,-0.78922004,2.0686831,2.1733713,0.6290492,0.65244,-0.0233908
60,0.89993984,1.3880548,"('inefficient', 'efficient')",2.6916106,2.7486134,0.027592037,0.16729474,1.2063808,1.4346542,-0.2282734
7,0.88386714,0.96382254,"('insensitive', 'sensitive')",0.7782785,0.79965097,0.5299412,0.70331824,0.7306956,0.8222639,-0.0915683
8,0.881862,0.64184356,"('unaffectionate', 'affectionate')",-1.0477427,-0.94358814,0.8564382,0.9904026,0.2301858,0.2295527,0.0006331
