,boston_male,boston_female,tuple,scientific_male,scientific_female,corp_male,corp_female,average_male,average_female,male-female
57,-0.8800236,-0.3926421,"('unimaginative', 'imaginative')",-0.05278554,0.03156762,-3.0713773,-2.7341568,-1.3347289,-1.0317438,-0.3029851
84,0.8794993,0.68405855,"('inferior', 'superior')",1.012511,0.8454335,0.71038324,0.60498405,0.8674645,0.7114921,0.1559724
9,0.86247313,0.6969934,"('unaffectionate', 'caring')",-0.22320588,-0.17660332,0.8820621,0.8865856,0.5071098,0.4689919,0.0381179
80,0.8395722,0.9067618,"('dominated', 'dominating')",0.5792298,0.69201946,0.33305913,0.65185416,0.5839537,0.7502119,-0.1662582
35,0.83251125,0.58291996,"('corrupt', 'incorrupt')",-0.22026342,-0.36391547,-1.2740752,-1.7610444,-0.2206091,-0.5140133,0.2934042
60,0.82655644,0.6596493,"('inefficient', 'efficient')",0.34026662,0.48957333,0.37521067,0.9015568,0.5140112,0.6835931,-0.1695819
40,0.8144731,0.9156831,"('stingy', 'generous')",0.53837204,0.4150965,-2.4170887,-2.6079078,-0.3547479,-0.4257094,0.0709615
68,0.8138333,0.687279,"('dependent', 'independent')",-0.13434266,-0.20512891,-0.43695238,-0.5230696,0.0808461,-0.0136398,0.0944859
4,-0.7981492,-0.34505036,"('disliked', 'liked')",0.040422875,0.0658418,-7.9119916,-7.951839,-2.8899059,-2.7436825,-0.1462234
16,-0.7692131,-0.69058293,"('unpopular', 'popular')",0.24664077,0.0827512,0.072004266,-0.04547721,-0.1501893,-0.2177696,0.0675803
23,0.76051927,0.33595943,"('insincere', 'sincere')",-0.5986077,-0.5218228,6.422969,6.641401,2.1949601,2.1518458,0.0431143
51,0.74139273,0.7637118,"('uneducated', 'educated')",0.4374774,0.46687004,0.65942454,0.92373186,0.6127649,0.7181046,-0.1053397
12,0.7049417,0.77024907,"('unsupportive', 'supportive')",0.23784034,0.3497154,-2.2682407,-2.1001391,-0.4418195,-0.3267249,-0.1150946
87,0.69996667,0.64175326,"('unsuccessful', 'successful')",0.08891426,0.12958264,1.1378407,1.3597219,0.6422406,0.7103526,-0.068112
44,-0.68830824,-1.0211916,"('prejudiced', 'unprejudiced')",-0.059224926,-0.10626473,-1.4291611,-1.4462379,-0.7255647,-0.8578981,0.1323334
8,-0.6710657,-0.7650122,"('unaffectionate', 'affectionate')",-0.53608567,-0.5027226,-0.26336962,-0.34580183,-0.4901737,-0.5378455,0.0476718
56,0.6586689,0.56229264,"('impractical', 'practical')",0.7461089,0.786279,0.05077446,0.42512062,0.4851841,0.5912308,-0.1060467
28,0.6288912,0.21592262,"('disloyal', 'loyal')",0.12948704,0.08404629,1.0801141,0.98648953,0.6128308,0.4288195,0.1840113
47,-0.6196745,-0.55463856,"('stupid', 'smart')",0.15668353,0.17042708,5.7390127,5.896261,1.758674,1.8373499,-0.0786759
49,-0.6195341,-0.6564266,"('unable', 'able')",0.44036138,0.553544,0.20584537,0.3918039,0.0088909,0.0963071,-0.0874162
10,0.52004355,0.76451737,"('unsympathetic', 'sympathetic')",-1.1826758,-0.9139785,0.09474315,0.6052749,-0.1892964,0.1519379,-0.3412343
0,-0.50233054,-0.23982704,"('unsociable', 'sociable')",-0.069531545,0.028484397,-0.25572535,0.037043523,-0.2758625,-0.0580997,-0.2177628
36,-0.49811637,-0.38064963,"('hostile', 'amicable')",-1.2663927,-1.2911599,-0.92145765,-1.3177248,-0.8953222,-0.9965115,0.1011893
88,-0.49364772,-0.18027115,"('low', 'eminent')",-0.1533495,-0.048537835,-0.58511543,-0.42841262,-0.4107042,-0.2190739,-0.1916303
11,0.47862923,0.4172614,"('unhelpful', 'helpful')",0.2245452,0.2649855,2.5106678,2.751965,1.0712807,1.1447373,-0.0734566
3,-0.4776511,-0.47304562,"('repellent', 'pleasant')",-0.65469354,-0.70748514,0.9213669,0.962066,-0.0703259,-0.0728216,0.0024957
62,0.4583133,0.5240273,"('incompetent', 'brilliant')",1.6399412,1.6662632,0.9852725,1.280541,1.0278424,1.1569438,-0.1291014
77,-0.42886978,-0.67966384,"('unmotivated', 'motivated')",1.1954956,1.0882944,-0.21760598,-0.12794772,0.1830066,0.0935609,0.0894457
70,0.42754036,0.487707,"('lethargic', 'energetic')",-0.41562763,-0.2780648,0.59501857,1.0068995,0.2023104,0.4055139,-0.2032035
75,-0.42286542,-0.14280838,"('meek', 'impulsive')",0.08820552,0.14045203,-0.55501395,-0.59362376,-0.2965579,-0.19866,-0.0978979
33,0.4227867,0.5006441,"('wrong', 'right')",0.362126,0.4302303,-0.8504758,-0.88891524,-0.0218544,0.0139864,-0.0358408
34,-0.41262537,-0.592151,"('mean', 'honorable')",0.37065983,0.33184537,5.7254033,5.7485385,1.8944793,1.829411,0.0650683
63,0.39388043,0.59360915,"('unperceptive', 'insightful')",-0.0048720837,0.10777025,0.7830486,1.1000484,0.3906856,0.6004759,-0.2097903
19,0.3686823,0.33974075,"('inhospitable', 'hospitable')",-0.5898117,-0.47989497,-0.60037977,-0.73906094,-0.2738364,-0.2930717,0.0192353
32,0.33901754,0.27075064,"('unkind', 'kind')",-0.06117823,0.024885058,0.59199554,0.8290142,0.2899449,0.3748833,-0.0849384
30,0.32483172,0.5547885,"('intolerant', 'tolerant')",-0.056918494,0.15953963,0.19169648,0.35507637,0.1532032,0.3564682,-0.203265
81,0.31770736,0.56613934,"('submissive', 'aggressive')",0.8553782,0.8986769,0.20456687,0.6803136,0.4592175,0.7150432,-0.2558257
25,0.30522716,0.15888979,"('egoistic', 'altruistic')",1.0210333,0.8024013,0.50733495,0.2344589,0.6111985,0.3985833,0.2126152
43,0.30158547,0.13607366,"('irresponsible', 'responsible')",-0.44040996,-0.24264775,0.34930158,0.67419696,0.070159,0.1892076,-0.1190486
82,-0.2816536,-0.44914007,"('poor', 'rich')",-0.020538144,-0.077026,6.996106,7.0196443,2.2313048,2.1644928,0.066812
7,0.26444092,-0.13591978,"('insensitive', 'sensitive')",-0.5063507,-0.47963563,0.44886908,0.6715787,0.0689864,0.0186744,0.050312
69,-0.26221442,-0.43035725,"('lazy', 'industrious')",1.1638381,1.0388956,-1.3194393,-1.6697984,-0.1392719,-0.3537533,0.2144814
53,-0.26123667,-0.27670053,"('uncreative', 'creative')",0.1536291,0.102194905,0.48441032,0.41262951,0.1256009,0.0793746,0.0462263
52,-0.2608189,-0.103658944,"('irrational', 'rational')",-0.3992467,-0.3586961,-0.5076853,-0.7558428,-0.3892503,-0.4060659,0.0168156
65,0.24742587,0.105151236,"('insecure', 'secure')",-0.6039414,-0.59569854,0.23184974,0.5735405,-0.0415553,0.0276644,-0.0692197
59,0.2442488,0.2287842,"('foolish', 'wise')",-0.08202648,-0.024773404,-0.3504072,-0.5360871,-0.0627283,-0.1106921,0.0479638
46,-0.2374511,-0.24097794,"('uncompetitive', 'competitive')",-0.41793463,-0.34593475,-0.21713606,0.109097674,-0.2908406,-0.1592717,-0.1315689
21,-0.23180296,-0.16375318,"('immoral', 'moral')",0.55489904,0.68410397,-0.0009214636,0.40078846,0.1073915,0.3070464,-0.1996549
14,-0.2260219,-0.16591851,"('antisocial', 'social')",0.81027156,0.83250123,-0.33612877,0.0047104806,0.082707,0.2237644,-0.1410574
83,0.20715371,0.29895642,"('powerless', 'powerful')",0.63208985,0.7545937,-0.3733349,-0.3469508,0.1553029,0.2355331,-0.0802302
17,0.17282325,0.2601889,"('nasty', 'nice')",-0.37400728,-0.35895672,-0.8091193,-0.8615223,-0.3367678,-0.3200967,-0.0166711
41,-0.15800366,0.38479444,"('unforgiving', 'forgiving')",0.038262583,0.1818934,-0.80212015,-0.65868616,-0.3072871,-0.0306661,-0.276621
27,-0.15557891,-0.3961771,"('hardhearted', 'softhearted')",-1.144976,-1.0100127,0.62073255,0.56752324,-0.2266075,-0.2795556,0.0529481
50,0.1529585,0.11259076,"('clumsy', 'skillful')",-0.73008454,-0.6818298,0.18076244,0.19118765,-0.1321212,-0.1260171,-0.0061041
22,-0.15046139,0.2095414,"('untrustworthy', 'trustworthy')",-0.04046484,0.09574658,-0.8465239,-0.44018954,-0.3458167,-0.0449672,-0.3008495
37,0.1492971,-0.099537775,"('fake', 'genuine')",-0.3860847,-0.2764082,-0.060973164,-0.002742933,-0.0992536,-0.1262296,0.026976
45,-0.14194207,0.19504264,"('incompetent', 'competent')",-0.42784268,-0.28803548,-0.32146144,-0.010915199,-0.2970821,-0.034636,-0.2624461
48,-0.12673876,-0.21836758,"('unintelligent', 'intelligent')",2.1182966,2.097319,1.0345259,1.1894293,1.0086946,1.0227935,-0.0140989
85,-0.12185934,-0.03730824,"('insignificant', 'prestigious')",0.35737213,0.30137715,-1.7180623,-2.1111195,-0.4941831,-0.6156836,0.1215005
54,0.101627134,-0.20791349,"('incapable', 'capable')",-0.24524975,-0.2834897,0.75265783,0.85848755,0.2030118,0.1223615,0.0806503
5,-0.091560036,-0.023834698,"('distant', 'outgoing')",-0.40198237,-0.3451688,-0.57840675,-0.9034485,-0.3573164,-0.4241507,0.0668343
1,0.06687292,0.07620861,"('unfriendly', 'friendly')",-0.30400088,-0.23563552,0.75161695,0.6544011,0.1714963,0.1649914,0.0065049
2,0.061831057,0.17409256,"('unlikable', 'likable')",0.25744575,0.23172781,0.28250962,0.25767276,0.2005955,0.2211644,-0.0205689
64,-0.055629335,0.024857923,"('shy', 'confident')",-0.2946838,-0.35510063,-6.498703,-6.3008413,-2.2830054,-2.2103613,-0.0726441
6,0.054224126,0.1361526,"('distant', 'open')",-0.7331287,-0.6631274,-0.79748553,-1.1020086,-0.49213,-0.5429945,0.0508645
26,-0.052193254,0.34323546,"('hardhearted', 'benevolent')",0.4381708,0.689135,0.36256415,0.34856033,0.2495139,0.4603103,-0.2107964
18,0.047008768,-0.017973498,"('disagreeable', 'welcoming')",-0.007753812,-0.06862481,-0.9141247,-1.0769483,-0.2916233,-0.3878489,0.0962256
55,-0.03742669,0.05658462,"('incompetent', 'clever')",1.0648113,1.0873727,0.655689,0.9653018,0.5610245,0.7030864,-0.1420619
29,0.034711163,-0.1637541,"('unfair', 'fair')",0.080787644,0.08431969,-0.2869853,-0.3276536,-0.0571622,-0.135696,0.0785338
79,0.032707468,0.12978247,"('wavering', 'unwavering')",-1.2437209,-1.1639208,-0.48097292,-0.58658665,-0.5639954,-0.5402416,-0.0237538
86,0.02013756,0.4017887,"('uninfluential', 'influential')",0.0017142221,0.20051777,-0.3884552,-0.074562125,-0.1222011,0.1759148,-0.2981159
20,0.01856412,-0.027674671,"('rough', 'thoughtful')",1.8531153,1.8095618,0.7302249,0.7225165,0.8673015,0.8348012,0.0325003
67,0.011917038,-0.0034281085,"('doubtful', 'determined')",-0.60524774,-0.6064858,-0.42157272,-0.3434903,-0.3383011,-0.3178014,-0.0204997
