,coventry_male,coventry_female,tuple,health_male,health_female,care_male,care_female,inc_male,inc_female,average_male,average_female,male-female
31,-2.0907357,-1.8619491,"('evil', 'good')",0.16584884,0.036191605,-0.3771325,-0.6878238,-0.98618984,-1.0334952,-0.8220523,-0.8867691,0.0647168
70,1.6211745,1.545756,"('lethargic', 'energetic')",-0.63285184,-0.6029951,-0.60391986,-0.5245752,0.8522774,0.8170235,0.30917,0.3088023,0.0003677
56,1.4826791,1.4969397,"('impractical', 'practical')",0.33265525,0.6523742,0.30066603,0.5596962,-0.19911525,0.07846712,0.4792213,0.6968693,-0.217648
80,1.4708121,1.0723429,"('dominated', 'dominating')",-0.74896985,-0.9077139,0.15746987,0.075174175,-1.1293818,-1.2844293,-0.0625174,-0.2611565,0.1986391
39,1.4490175,1.1342318,"('exploitative', 'cooperative')",0.06969953,0.083794765,0.0044930223,0.11059917,0.236841,0.22193098,0.4400128,0.3876392,0.0523736
43,1.4237686,1.3483449,"('irresponsible', 'responsible')",0.24063596,0.31494755,0.5650202,0.6353329,0.75125635,0.8276031,0.7451704,0.7815571,-0.0363867
46,1.4222966,1.182361,"('uncompetitive', 'competitive')",-0.6048034,-0.57864344,0.0048763156,0.07020418,-0.7284238,-0.6888279,0.0234865,-0.0037265,0.027213
45,1.38881,1.1067932,"('incompetent', 'competent')",-0.60067177,-0.47826955,0.016626853,0.06452877,-0.25243676,-0.24350074,0.1380821,0.1123879,0.0256942
87,1.3836817,1.2593621,"('unsuccessful', 'successful')",0.39946023,0.38471085,0.3682441,0.29551542,0.36587483,0.41660178,0.6293152,0.5890476,0.0402676
62,1.3339913,1.1917945,"('incompetent', 'brilliant')",-0.60000724,-0.44771367,0.00025917962,0.09634108,0.033782117,0.19619313,0.1920063,0.2591538,-0.0671475
71,1.3044883,1.5429868,"('diffident', 'self-confident')",3.0007637,2.9689295,2.862016,2.7992578,1.2157819,1.1931907,2.0957625,2.1260912,-0.0303287
57,1.2919359,1.3309355,"('unimaginative', 'imaginative')",-0.534684,-0.5513613,-0.4412797,-0.4766835,-2.66356,-2.7632082,-0.5868969,-0.6150794,0.0281825
60,1.2143625,1.1380838,"('inefficient', 'efficient')",-1.4629006,-1.1681995,0.011619251,0.23627453,-0.20292588,0.051178776,-0.1099612,0.0643344,-0.1742956
86,1.208445,1.2036475,"('uninfluential', 'influential')",-0.41626668,-0.2187061,-0.41021565,-0.4461892,-0.26737717,-0.44399756,0.0286464,0.0236887,0.0049577
74,1.1424876,1.3463956,"('undedicated', 'dedicated')",0.2950742,0.54319596,-0.14461556,-0.11136148,-0.23105185,-0.094029784,0.2654736,0.4210501,-0.1555765
12,1.109558,1.2835785,"('unsupportive', 'supportive')",2.7807338,3.038684,2.5042355,2.6356177,-1.4164909,-1.4402149,1.2445091,1.3794162,-0.1349071
24,1.0991496,1.149386,"('dishonest', 'honest')",-0.51682425,-0.45086792,-0.5802834,-0.3355977,1.334576,1.4509255,0.3341545,0.4534615,-0.119307
10,1.093833,1.2208321,"('unsympathetic', 'sympathetic')",-1.2666126,-1.0281559,-0.641944,-0.3349428,-0.08806455,-0.07935186,-0.2256971,-0.0554046,-0.1702925
36,-1.072567,-0.8474604,"('hostile', 'amicable')",0.612328,0.5664361,-0.10024424,-0.25289145,0.02492261,0.10033068,-0.1338902,-0.1083963,-0.0254939
38,1.0714674,1.1462585,"('untruthful', 'truthful')",0.79008985,0.8164546,0.6281376,0.6000022,0.26553038,0.47187477,0.6888063,0.7586475,-0.0698412
22,1.0545835,0.98948944,"('untrustworthy', 'trustworthy')",-0.6597385,-0.7475762,-0.33089745,-0.32716408,-0.60170203,-0.6307007,-0.1344386,-0.1789879,0.0445493
72,0.9883463,0.9846117,"('unambitious', 'ambitious')",0.091277756,0.0067835245,-0.9165467,-0.8819273,-0.9458479,-0.90197635,-0.1956926,-0.1981271,0.0024345
11,0.93770146,0.9042009,"('unhelpful', 'helpful')",-0.2546187,-0.22966208,0.85786474,1.0287213,2.353001,2.556366,0.9734871,1.0649066,-0.0914195
63,0.9293858,1.088177,"('unperceptive', 'insightful')",0.091013946,0.11208481,0.6984019,0.6250554,0.9005251,0.8716732,0.6548316,0.6742476,-0.019416
47,0.91545904,0.9169203,"('stupid', 'smart')",0.80856323,0.87541693,0.77742887,0.9376783,5.7013664,5.983231,2.0507045,2.1783116,-0.1276071
16,-0.87682694,-0.8323363,"('unpopular', 'popular')",0.9429586,0.90862536,0.52911574,0.48708653,0.44686514,0.451768,0.2605281,0.2537859,0.0067422
27,0.86897135,0.76948595,"('hardhearted', 'softhearted')",0.6499183,0.74604475,1.2029984,1.1780107,1.9735696,1.6582357,1.1738644,1.0879443,0.0859201
14,0.8162994,0.9037383,"('antisocial', 'social')",-0.8647889,-0.38551724,0.09898107,0.4370299,-0.8951842,-0.55819935,-0.2111732,0.0992629,-0.3104361
52,-0.78438085,-0.49868602,"('irrational', 'rational')",0.1628807,0.06825944,0.13450412,-0.05482418,-0.39375538,-0.4303088,-0.2201878,-0.2288899,0.0087021
7,0.7584942,0.67329586,"('insensitive', 'sensitive')",-0.6520581,-0.5266882,-0.30169106,-0.14057899,0.90653735,0.80014294,0.1778206,0.2015429,-0.0237223
23,0.7441994,0.86088514,"('insincere', 'sincere')",-0.6516087,-0.4203109,0.29185256,0.5420673,6.225679,6.3603554,1.6525306,1.8357493,-0.1832187
64,0.6783094,0.6692955,"('shy', 'confident')",-0.25335014,-0.2966043,0.13940087,0.07476386,-6.6207705,-6.633337,-1.5141026,-1.5464705,0.0323679
59,0.6200691,0.93088275,"('foolish', 'wise')",2.6652582,2.461061,1.4964921,1.3589554,0.70367706,0.79891783,1.3713741,1.3874543,-0.0160802
15,-0.6040437,-0.28706744,"('boring', 'funny')",-0.15435803,-0.18453676,-0.06923449,-0.016083375,0.27045774,0.4137891,-0.1392946,-0.0184746,-0.12082
44,-0.5640068,-0.8075068,"('prejudiced', 'unprejudiced')",-0.37492502,-0.517848,-0.14297846,-0.14001706,-1.268388,-1.2197108,-0.5875746,-0.6712707,0.0836961
79,-0.55862814,-0.4002855,"('wavering', 'unwavering')",0.85539675,0.91326797,0.060325477,-0.03559182,0.21027195,0.3920055,0.1418415,0.2173491,-0.0755076
73,0.54853123,0.71599,"('helpless', 'self-reliant')",1.2050154,1.0516464,-0.31318623,-0.47105455,-3.2300582,-3.4173036,-0.4474244,-0.5301805,0.0827561
37,0.541397,0.505054,"('fake', 'genuine')",0.26917142,0.14782548,-0.54977304,-0.58236074,0.8269467,0.7253308,0.2719355,0.1989624,0.0729731
2,-0.5256,-0.099020295,"('unlikable', 'likable')",0.908558,0.7542826,0.98211306,0.9477872,0.4802009,0.6575251,0.461318,0.5651436,-0.1038256
9,0.5193138,0.7738955,"('unaffectionate', 'caring')",1.4279746,1.4958849,1.9778577,2.0425315,1.647645,1.6384741,1.3931978,1.4876965,-0.0944987
55,0.50221705,0.35625106,"('incompetent', 'clever')",-2.4115324,-2.328181,-1.3205079,-1.1577994,-0.19261932,-0.2795598,-0.8556106,-0.8523223,-0.0032883
13,0.49459523,0.28164214,"('impolite', 'polite')",-0.18960208,-0.11426498,0.42538574,0.5469551,-0.030047804,0.009507395,0.1750828,0.1809599,-0.0058771
77,-0.48956862,-0.42334378,"('unmotivated', 'motivated')",-0.9042267,-0.74069524,-0.4612326,-0.3877944,-1.511148,-1.4329369,-0.841544,-0.7461926,-0.0953514
32,0.48435074,0.7013895,"('unkind', 'kind')",1.7863215,1.8422945,2.0089366,2.23153,1.8369094,1.9004321,1.5291295,1.6689116,-0.1397821
8,-0.48044503,-0.27751708,"('unaffectionate', 'affectionate')",-0.024628751,0.012409497,-0.24978971,-0.19763276,0.8167706,0.8666487,0.0154768,0.1009771,-0.0855003
30,0.4790868,0.66579026,"('intolerant', 'tolerant')",-0.59683394,-0.58697695,0.18979408,0.30410317,0.73587096,0.9994408,0.2019795,0.3455893,-0.1436098
66,-0.4719686,-0.34398797,"('inactive', 'active')",0.46715814,0.3133333,0.070988424,-0.06655315,1.3119264,1.2115192,0.3445261,0.2785779,0.0659482
25,-0.45336804,-0.3612025,"('egoistic', 'altruistic')",0.10665196,0.10839756,0.096234985,0.13120146,1.5022755,1.472931,0.3129486,0.3378319,-0.0248833
18,-0.41560245,-0.08315545,"('disagreeable', 'welcoming')",-0.15617102,-0.16822952,-0.039435215,0.009195596,-0.07878819,0.08042492,-0.1724992,-0.0404411,-0.1320581
78,-0.41487932,-0.36575726,"('nonresilient', 'resilient')",1.8699291,2.0316522,2.6859734,2.5496514,0.34987313,0.3391393,1.1227241,1.1386715,-0.0159474
28,0.39249736,0.72797847,"('disloyal', 'loyal')",-0.37648606,-0.15434459,-0.5777637,-0.3512096,1.2466202,1.4832896,0.1712169,0.4264285,-0.2552116
20,0.37140727,0.38194215,"('rough', 'thoughtful')",-0.32840824,-0.377543,-0.7414957,-0.7884706,0.90539086,0.7852954,0.0517235,0.000306,0.0514175
26,0.36916107,0.7158889,"('hardhearted', 'benevolent')",1.7714385,1.7605081,1.5217892,1.6084496,1.7413539,1.7375543,1.3509357,1.4556003,-0.1046646
49,0.36870396,0.6370317,"('unable', 'able')",0.70667166,0.96470237,0.98532706,1.0481193,0.27304545,0.5715474,0.583437,0.8053502,-0.2219132
34,-0.3500856,-0.36232132,"('mean', 'honorable')",0.9283657,0.90457505,0.6000083,0.5931636,6.357448,6.568639,1.8839341,1.9260141,-0.04208
51,0.34801173,0.41764882,"('uneducated', 'educated')",-0.2611283,-0.35913596,-0.13477665,-0.20359704,-0.068702504,-0.12045956,-0.0291489,-0.0663859,0.037237
84,0.33769318,0.26185408,"('inferior', 'superior')",0.50940615,0.5545488,-0.274463,-0.21435283,0.48668927,0.54882556,0.2648314,0.2877189,-0.0228875
4,0.32514107,0.6578833,"('disliked', 'liked')",1.5744628,1.5352634,1.4526806,1.2388648,-6.294675,-6.2333136,-0.7355976,-0.7003255,-0.0352721
53,0.31909573,0.58982134,"('uncreative', 'creative')",-0.6741079,-0.73055536,-0.9221201,-1.0486938,0.8671678,0.79366004,-0.1024911,-0.098942,-0.0035491
33,0.30800658,0.43677634,"('wrong', 'right')",1.3281453,1.097147,1.1161708,0.7883469,-0.51820594,-0.612883,0.5585292,0.4273469,0.1311823
3,0.30502656,0.076722294,"('repellent', 'pleasant')",-1.1590046,-1.1624533,-0.8501051,-0.8309246,0.28191805,0.05828412,-0.3555413,-0.4645928,0.1090515
50,-0.2964612,-0.25797555,"('clumsy', 'skillful')",1.6929288,1.4349072,1.1985017,0.9954913,0.56210005,0.440364,0.7892673,0.6531967,0.1360706
40,0.28954864,0.6465303,"('stingy', 'generous')",0.8325922,0.61272854,0.597811,0.40405476,-1.5816606,-1.8551056,0.0345728,-0.047948,0.0825208
76,0.28884122,0.39272293,"('anxious', 'daring')",-1.4007714,-1.2897424,-0.47066945,-0.25163466,0.21201941,0.29658997,-0.342645,-0.213016,-0.129629
58,-0.2862842,-0.24728629,"('undiscriminating', 'discriminating')",-1.9915836,-2.0121365,-0.89897645,-1.0803906,-0.31409574,-0.48257482,-0.872735,-0.955597,0.082862
75,-0.28137502,0.061662406,"('meek', 'impulsive')",0.7718941,0.41469073,-0.075415425,-0.29623953,-0.43091807,-0.37625408,-0.0039536,-0.0490351,0.0450815
19,-0.27722925,-0.02016693,"('inhospitable', 'hospitable')",0.9874312,0.8516596,0.29637387,0.15242219,0.24108161,0.38546097,0.3119144,0.342344,-0.0304296
67,-0.2647972,-0.18854047,"('doubtful', 'determined')",0.37231418,0.4056478,0.20057794,0.1962833,-0.4714156,-0.2959152,-0.0408302,0.0293689,-0.0701991
0,0.22202317,0.31540087,"('unsociable', 'sociable')",-0.35903484,-0.29021516,0.56336623,0.5520014,-0.41741654,-0.37718078,0.0022345,0.0500016,-0.0477671
83,-0.22113302,-0.11036168,"('powerless', 'powerful')",0.33288068,0.50959814,-0.036414396,-0.030084245,-1.387422,-1.3544143,-0.3280222,-0.2463155,-0.0817067
54,0.22051279,0.45325762,"('incapable', 'capable')",0.29964218,0.29241213,0.5742669,0.507662,1.1254457,1.3155919,0.5549669,0.6422309,-0.087264
69,-0.21827178,-0.31787845,"('lazy', 'industrious')",1.7481208,1.7303643,1.3291214,1.1155267,-0.26626232,-0.29983366,0.648177,0.5570447,0.0911323
17,-0.21510157,0.0069668572,"('nasty', 'nice')",-0.1362388,0.11594467,0.11855486,0.25176024,-0.358939,-0.18855919,-0.1479311,0.0465281,-0.1944592
85,-0.20811674,0.11402823,"('insignificant', 'prestigious')",2.6337245,2.569786,1.0226974,0.8941318,0.5140589,0.5608694,0.990591,1.0347039,-0.0441129
5,0.16884872,0.63773274,"('distant', 'outgoing')",1.2345624,1.3696507,0.6412339,0.47628766,0.09058517,0.30221978,0.5338076,0.6964727,-0.1626651
29,0.15652207,0.35568786,"('unfair', 'fair')",-0.2316643,0.0027457103,-0.09564151,-0.26547888,-0.14284478,-0.22306103,-0.0784071,-0.0325266,-0.0458805
6,-0.14911504,0.33641595,"('distant', 'open')",1.4905521,1.5562146,0.60030603,0.42259133,0.6475844,0.8369025,0.6473318,0.7880311,-0.1406993
21,0.14666168,0.2860453,"('immoral', 'moral')",-0.053923625,0.103444435,0.58855736,0.7569243,-0.7966902,-0.6965892,-0.0288487,0.1124562,-0.1413049
48,0.13049144,0.18991882,"('unintelligent', 'intelligent')",-0.023823451,0.089763075,0.031889986,0.101511806,0.4405387,0.35603294,0.1447742,0.1843067,-0.0395325
65,0.1249809,0.07546796,"('insecure', 'secure')",-1.7809362,-1.8049904,-0.42836922,-0.32996234,-0.2741763,-0.23200798,-0.5896252,-0.5728732,-0.016752
1,0.12382573,0.5986771,"('unfriendly', 'friendly')",1.0757545,1.1677221,0.6666745,0.6277659,2.043497,2.077781,0.977438,1.1179864,-0.1405484
61,0.11271674,0.17884642,"('illogical', 'logical')",-0.75992715,-0.569511,0.16382894,0.11225054,0.23633185,0.1849349,-0.0617624,-0.0233698,-0.0383926
81,0.07140801,0.21471429,"('submissive', 'aggressive')",-0.8303181,-0.9544449,-0.06616977,0.19959316,-1.033544,-0.9879259,-0.4646559,-0.3820158,-0.0826401
35,0.04647692,0.22794844,"('corrupt', 'incorrupt')",0.31325388,0.23367885,-0.21216781,-0.31969863,0.15599263,0.30854008,0.0758889,0.1126172,-0.0367283
42,0.037960365,0.35802636,"('unreliable', 'reliable')",0.9939043,1.0851579,1.2798119,1.1673592,-2.5466948,-2.5715418,-0.0587546,0.0097504,-0.068505
82,0.030145735,0.2960323,"('poor', 'rich')",-0.17508385,-0.3323846,-0.69873655,-0.6032723,6.319613,6.546915,1.3689846,1.4768226,-0.107838
88,0.017100174,0.18951282,"('low', 'eminent')",-0.24158543,-0.25853443,-0.75070405,-0.6277918,0.09300142,0.3152544,-0.220547,-0.0953898,-0.1251572
41,0.0075373054,0.43019977,"('unforgiving', 'forgiving')",-0.06509137,-0.12521857,0.7558629,0.79447186,-0.26425812,-0.0657557,0.1085127,0.2584243,-0.1499116
68,0.0019119754,-0.06348898,"('dependent', 'independent')",-1.0909321,-1.1857266,-0.7102626,-0.86652094,-0.4733667,-0.6398323,-0.5681624,-0.6888922,0.1207298
