,costco_male,costco_female,tuple,wholesale_male,wholesale_female,corp_male,corp_female,average_male,average_female,male-female
82,-1.4891114,-1.377668,"('poor', 'rich')",-0.9605305,-0.84047484,6.695914,6.860199,1.415424,1.547352,-0.131928
6,-1.4843204,-1.3762835,"('distant', 'open')",-0.6830125,-0.23711857,-0.6992423,-0.6894878,-0.9555251,-0.7676299,-0.1878952
16,-1.3373764,-1.0863273,"('unpopular', 'popular')",-1.1604649,-1.0901254,0.072656535,0.11416864,-0.8083949,-0.687428,-0.1209669
8,-1.3311055,-1.182367,"('unaffectionate', 'affectionate')",-0.3051878,0.088228315,0.114698425,0.18843743,-0.5071983,-0.3019004,-0.2052979
1,-1.2560787,-1.2144072,"('unfriendly', 'friendly')",0.5708065,0.86524814,1.0337111,1.2562405,0.1161463,0.3023605,-0.1862142
81,1.209508,0.97491276,"('submissive', 'aggressive')",0.09332184,-0.19599302,-0.31509182,-0.3478496,0.329246,0.14369,0.185556
18,-1.1811937,-1.0855827,"('disagreeable', 'welcoming')",-0.5368874,-0.5539033,-0.5461877,-0.3922983,-0.7547563,-0.6772614,-0.0774949
2,1.1520952,1.1898196,"('unlikable', 'likable')",0.636839,0.73837054,0.78617877,0.9864703,0.858371,0.9715535,-0.1131825
5,-1.1105938,-1.0194736,"('distant', 'outgoing')",-0.9189694,-0.6541959,-0.9820819,-0.77478504,-1.0038817,-0.8161515,-0.1877302
19,-1.1054372,-1.0067619,"('inhospitable', 'hospitable')",-0.61915153,-0.35848594,-0.8386694,-0.72134274,-0.8544194,-0.6955302,-0.1588892
85,-1.0817119,-1.0735857,"('insignificant', 'prestigious')",-0.8297761,-0.737027,-1.1382619,-1.0505009,-1.0165833,-0.9537045,-0.0628788
31,-1.0707107,-0.85000527,"('evil', 'good')",-1.5490692,-1.337882,-1.4998589,-1.3130513,-1.3732128,-1.1669795,-0.2062333
80,1.050913,0.83743614,"('dominated', 'dominating')",1.4063845,0.81558555,-0.0900421,-0.38277307,0.7890851,0.4234162,0.3656689
30,1.0428759,0.95266587,"('intolerant', 'tolerant')",0.29845932,0.33718142,0.6343163,0.79094374,0.6585505,0.693597,-0.0350465
68,-0.98660743,-1.0256845,"('dependent', 'independent')",-1.5017593,-1.6876469,-1.0142618,-1.0461544,-1.1675428,-1.2531619,0.0856191
35,-0.94980985,-0.9190117,"('corrupt', 'incorrupt')",-1.7806411,-1.6137627,-1.3683276,-1.2696172,-1.3662596,-1.2674638,-0.0987958
46,0.94236636,0.7013243,"('uncompetitive', 'competitive')",1.1400685,0.8609787,0.020207383,-0.13268586,0.7008808,0.4765391,0.2243417
36,-0.9365722,-0.98534614,"('hostile', 'amicable')",-0.7402008,-0.5095731,-0.76763606,-0.9223385,-0.814803,-0.8057526,-0.0090504
60,0.93514097,1.0049852,"('inefficient', 'efficient')",2.6870022,2.601847,0.5521013,0.8123167,1.3914148,1.4730496,-0.0816348
42,0.87443066,0.70804846,"('unreliable', 'reliable')",1.1154175,0.9066961,-2.3140805,-2.3947403,-0.1080774,-0.2599986,0.1519212
53,-0.8643289,-0.8980998,"('uncreative', 'creative')",-0.029156432,-0.06086351,0.48105997,0.61955804,-0.1374751,-0.1131351,-0.02434
67,0.8622794,0.8046458,"('doubtful', 'determined')",1.1836697,1.1632739,-0.3332516,-0.2898695,0.5708991,0.5593501,0.011549
73,0.84363055,0.9512042,"('helpless', 'self-reliant')",-0.6452337,-0.3924719,-3.7652388,-3.6651804,-1.1889473,-1.0354827,-0.1534646
77,0.83741987,0.6529993,"('unmotivated', 'motivated')",0.76064235,0.37508664,-0.77985775,-0.6394876,0.2727348,0.1295328,0.143202
21,0.8199618,0.73038906,"('immoral', 'moral')",0.7752674,0.56058335,0.113940805,0.101638585,0.5697233,0.4642037,0.1055196
39,0.8191109,0.8621129,"('exploitative', 'cooperative')",1.8621402,1.705015,0.5039405,0.49471933,1.0617305,1.0206157,0.0411148
