,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,male-female
4,-0.22035399,-0.19997813,"('disliked', 'liked')",0.074048355,0.07653407,-5.5897775,-6.2900167,-1.9120277,-2.1378202,0.2257925
37,0.2097405,0.23289184,"('fake', 'genuine')",-0.3056224,-0.3583588,0.45359477,0.51184225,0.1192376,0.1287918,-0.0095542
47,0.16114241,0.40882498,"('stupid', 'smart')",-0.25099182,-0.17732003,4.2493143,4.8968415,1.3864883,1.7094488,-0.3229605
13,-0.15206286,-0.18155725,"('impolite', 'polite')",-1.9648314,-2.0791132,-0.19091259,-0.2187667,-0.7692689,-0.826479,0.0572101
17,-0.11436337,-0.116758525,"('nasty', 'nice')",-0.24445778,-0.25616747,-0.53017515,-0.5789768,-0.2963321,-0.3173009,0.0209688
27,0.07877205,0.07497218,"('hardhearted', 'softhearted')",0.020580674,-0.0757536,1.2545713,1.41556,0.451308,0.4715929,-0.0202849
58,0.0786406,0.34792024,"('undiscriminating', 'discriminating')",0.6991955,0.76113135,0.3469569,0.28730917,0.374931,0.4654536,-0.0905226
40,0.06732129,0.2862778,"('stingy', 'generous')",-0.13443576,-0.16486953,-1.2111772,-1.3625222,-0.4260972,-0.4137047,-0.0123925
38,-0.06390935,-0.0969601,"('untruthful', 'truthful')",-0.35847384,-0.39207828,0.2987912,0.045498922,-0.0411973,-0.1478465,0.1066492
20,-0.0596527,0.22466686,"('rough', 'thoughtful')",-0.7033918,-0.5870835,1.3709084,1.6971968,0.2026213,0.4449267,-0.2423054
78,0.043712534,0.18756521,"('nonresilient', 'resilient')",0.3012951,0.5774206,0.65732163,0.71999997,0.3341097,0.4949953,-0.1608856
19,0.039596632,-0.14076567,"('inhospitable', 'hospitable')",0.274084,0.14534917,0.098395035,-0.08618478,0.1373586,-0.0272004,0.164559
12,0.039424315,0.1200747,"('unsupportive', 'supportive')",0.23364341,0.0964884,-1.4052877,-1.6414263,-0.3774067,-0.4749544,0.0975477
62,0.035331402,-0.013635047,"('incompetent', 'brilliant')",-1.27008,-1.2164968,0.25694504,0.118557386,-0.3259345,-0.3705248,0.0445903
53,-0.023831569,0.05902952,"('uncreative', 'creative')",1.6105889,1.5560083,1.327271,1.0454559,0.9713427,0.8868313,0.0845114
74,0.01884304,0.06247765,"('undedicated', 'dedicated')",-0.022433937,-0.16029494,0.419668,0.04112807,0.1386924,-0.0188964,0.1575888
29,0.0073171146,0.29591757,"('unfair', 'fair')",0.3444788,0.59953535,-0.6222221,-0.39855027,-0.0901421,0.1656342,-0.2557763
5,-0.0042146556,-0.13893797,"('distant', 'outgoing')",0.8072008,0.5223957,-0.21608642,-0.24644163,0.1956333,0.045672,0.1499613
