,time_male,time_female,tuple,warner_male,warner_female,inc_male,inc_female,average_male,average_female,male-female
85,2.0755787,2.0709152,"('insignificant', 'prestigious')",2.1548855,2.0903952,0.84812707,0.61657387,1.6928636,1.592628,0.1002356
46,-1.8766339,-1.7595794,"('uncompetitive', 'competitive')",-2.060373,-2.0332613,-0.42439157,-0.5103431,-1.4537996,-1.4343945,-0.0194051
45,-1.7007551,-1.6068523,"('incompetent', 'competent')",-2.1972802,-2.2696457,-0.5564952,-0.6648813,-1.4848436,-1.5137932,0.0289496
83,1.5917438,1.6882303,"('powerless', 'powerful')",-0.26632977,0.07304313,-0.5507128,-0.61417687,0.2582337,0.3823655,-0.1241318
36,1.5378009,1.6161945,"('hostile', 'amicable')",2.3272386,2.3101218,0.38162404,0.47925603,1.4155545,1.4685241,-0.0529696
70,-1.523749,-1.3789579,"('lethargic', 'energetic')",-1.9094881,-1.880995,0.5662034,0.6595193,-0.9556779,-0.8668113,-0.0888666
57,-1.500565,-1.2375736,"('unimaginative', 'imaginative')",-1.4684937,-1.2845558,-2.0911083,-2.3787665,-1.6867224,-1.633632,-0.0530904
59,1.4445881,1.4036154,"('foolish', 'wise')",1.3397117,1.5994742,0.31447613,0.39090002,1.0329253,1.1313299,-0.0984046
88,1.3734215,1.514487,"('low', 'eminent')",-0.47987565,-0.4355753,0.455389,0.3480621,0.449645,0.4756579,-0.0260129
9,1.3554474,1.3673449,"('unaffectionate', 'caring')",1.5432049,1.4585261,0.9760806,1.0727127,1.2915777,1.2995279,-0.0079502
3,-1.3112514,-1.1662619,"('repellent', 'pleasant')",-1.6371758,-1.4176062,-0.15514338,0.041173078,-1.0345235,-0.847565,-0.1869585
71,1.2535689,1.3277683,"('diffident', 'self-confident')",1.4501846,1.4836106,0.4742182,0.35630652,1.0593239,1.0558952,0.0034287
15,1.168334,1.3519418,"('boring', 'funny')",1.7306901,1.747697,0.3525257,0.30459437,1.0838499,1.1347444,-0.0508945
22,-1.1308448,-0.81961125,"('untrustworthy', 'trustworthy')",-1.2354188,-1.2212139,-1.0268162,-0.7767776,-1.1310266,-0.9392009,-0.1918257
33,1.1303177,1.08293,"('wrong', 'right')",1.1178206,0.993096,-0.3680285,-0.40865257,0.6267033,0.5557911,0.0709122
55,-1.1135546,-0.74381524,"('incompetent', 'clever')",-1.5243795,-1.3061118,-0.09822863,0.11433464,-0.9120543,-0.6451975,-0.2668568
73,1.1029859,1.1038266,"('helpless', 'self-reliant')",0.3950895,0.32609996,-2.8163419,-2.89066,-0.4394222,-0.4869111,0.0474889
35,1.0986061,0.88657343,"('corrupt', 'incorrupt')",1.794532,1.5698316,0.12335913,-0.013507001,1.005499,0.8142994,0.1911996
68,-1.0957547,-1.0934674,"('dependent', 'independent')",-0.79610574,-0.7566297,-0.2591088,-0.11533826,-0.7169898,-0.6551451,-0.0618447
69,1.047951,0.8117051,"('lazy', 'industrious')",2.4518178,2.2303815,-0.08486625,-0.28320315,1.1383008,0.9196278,0.218673
10,-1.0470624,-0.93234104,"('unsympathetic', 'sympathetic')",-1.7816133,-1.8360047,-0.13557069,-0.21927603,-0.9880822,-0.9958739,0.0077917
65,-1.0201827,-0.9814818,"('insecure', 'secure')",-1.0258969,-1.1524196,-0.41718367,-0.21117578,-0.8210878,-0.7816923,-0.0393955
49,-0.9941575,-0.959142,"('unable', 'able')",-0.31426156,-0.1711098,-0.39876074,-0.3899043,-0.5690599,-0.5067187,-0.0623412
79,0.9331388,0.69483864,"('wavering', 'unwavering')",0.246258,0.21966581,0.121674,0.0060923174,0.4336902,0.3068656,0.1268246
28,0.92848665,0.864034,"('disloyal', 'loyal')",0.30369818,0.30533755,0.81385094,0.58886,0.6820119,0.5860772,0.0959347
2,0.9219695,0.8936927,"('unlikable', 'likable')",0.9232679,0.8060849,0.8457781,0.6135545,0.8970052,0.7711107,0.1258945
43,-0.91896474,-0.779165,"('irresponsible', 'responsible')",-1.2746936,-1.3122277,0.58334225,0.53115165,-0.536772,-0.5200804,-0.0166916
25,0.9159956,0.9140391,"('egoistic', 'altruistic')",1.406334,1.5449018,1.7917224,1.90346,1.3713506,1.4541337,-0.0827831
11,-0.9006843,-0.9676318,"('unhelpful', 'helpful')",-1.3059788,-1.356744,1.8204211,1.6831331,-0.1287473,-0.2137476,0.0850003
0,-0.90042084,-0.82312846,"('unsociable', 'sociable')",-0.72654617,-0.7970323,-0.41266719,-0.36423215,-0.6798781,-0.6614643,-0.0184138
26,0.88360584,0.99465543,"('hardhearted', 'benevolent')",1.6975956,1.6164892,1.8021622,1.7966055,1.4611212,1.46925,-0.0081288
82,-0.8743119,-1.0399395,"('poor', 'rich')",-0.82068586,-0.90686506,5.339437,5.478733,1.2148131,1.1773095,0.0375036
44,-0.8637823,-1.0003697,"('prejudiced', 'unprejudiced')",-1.2416942,-1.3504103,-1.2052583,-1.3435311,-1.1035782,-1.231437,0.1278588
64,-0.8619765,-0.87653726,"('shy', 'confident')",-1.5802392,-1.5664475,-5.48439,-5.914948,-2.6422017,-2.7859777,0.143776
81,-0.8010967,-0.67204314,"('submissive', 'aggressive')",-2.2597497,-2.1826198,-0.8465047,-0.91919273,-1.3024503,-1.2579519,-0.0444984
18,-0.7801847,-0.7829748,"('disagreeable', 'welcoming')",0.0010430962,-0.18638141,-0.20569566,-0.36306223,-0.3282791,-0.4441395,0.1158604
39,0.761719,0.67438364,"('exploitative', 'cooperative')",0.47648513,0.26078808,0.019385383,0.09603457,0.4191965,0.3437354,0.0754611
61,0.7591086,0.8829851,"('illogical', 'logical')",0.29183444,0.386264,0.21306232,0.18750875,0.4213351,0.4855859,-0.0642508
60,-0.7583768,-0.6089581,"('inefficient', 'efficient')",-1.3906583,-1.3271798,0.3258217,0.1454634,-0.6077378,-0.5968915,-0.0108463
75,-0.7379313,-0.78845096,"('meek', 'impulsive')",-0.47223184,-0.33487254,-0.36973426,-0.5567406,-0.5266325,-0.5600213,0.0333888
8,0.7314254,0.7186809,"('unaffectionate', 'affectionate')",1.4419879,1.3679129,0.4829322,0.5727961,0.8854485,0.8864633,-0.0010148
41,-0.7229168,-0.5772994,"('unforgiving', 'forgiving')",0.0783311,0.21925013,0.0065713637,-0.09211914,-0.2126714,-0.1500561,-0.0626153
52,0.6344487,0.5148823,"('irrational', 'rational')",1.319306,1.3142605,-0.41666222,-0.20083317,0.5123641,0.5427699,-0.0304058
23,-0.62388116,-0.54355043,"('insincere', 'sincere')",-0.8081925,-0.7860172,4.9172444,5.2566853,1.1617236,1.3090392,-0.1473156
48,0.6010473,1.0011506,"('unintelligent', 'intelligent')",-0.1443046,0.14714196,0.70262814,0.8268232,0.3864569,0.6583719,-0.271915
42,0.5717811,0.5528314,"('unreliable', 'reliable')",-0.04733061,-0.1434873,-2.227751,-2.5685244,-0.5677668,-0.7197267,0.1519599
7,0.56473875,0.60854113,"('insensitive', 'sensitive')",-0.62779254,-0.56745994,0.5711233,0.5798489,0.1693565,0.2069767,-0.0376202
54,0.5644819,0.47518736,"('incapable', 'capable')",0.39004904,0.2879771,1.1775625,1.2397337,0.7106978,0.6676327,0.0430651
86,-0.5549029,-0.41932526,"('uninfluential', 'influential')",-0.48867592,-0.48737192,0.10042207,-0.056244604,-0.3143856,-0.3209806,0.006595
16,-0.5471418,-0.6354977,"('unpopular', 'popular')",-0.2438568,-0.20809686,0.34069663,0.41222587,-0.1501006,-0.1437896,-0.006311
14,0.51515347,0.71334827,"('antisocial', 'social')",-1.2541476,-1.1365137,-0.6117446,-0.63284194,-0.4502463,-0.3520025,-0.0982438
51,-0.50057423,-0.33569288,"('uneducated', 'educated')",-1.6020142,-1.3402869,0.97199744,0.92368543,-0.3768636,-0.2507648,-0.1260988
63,-0.4911031,-0.52610755,"('unperceptive', 'insightful')",-0.77294123,-0.73962724,1.0384214,1.0817913,-0.0752076,-0.0613145,-0.0138931
24,0.48598868,0.63182366,"('dishonest', 'honest')",-0.62952006,-0.7913117,0.74702686,0.7279588,0.2011652,0.1894903,0.0116749
21,0.4537632,0.61399734,"('immoral', 'moral')",-1.8164597,-1.8000095,-0.93973917,-0.79344434,-0.7674785,-0.6598188,-0.1076597
84,0.4496396,0.56477815,"('inferior', 'superior')",0.08076617,0.2527105,0.93672717,1.0295513,0.4890443,0.61568,-0.1266357
56,0.44606447,0.5866174,"('impractical', 'practical')",-0.89573175,-0.9110016,0.0071388045,-0.28865704,-0.1475095,-0.2043471,0.0568376
72,0.40009436,0.4585134,"('unambitious', 'ambitious')",-0.5210577,-0.42997092,-0.8410524,-0.7669093,-0.3206719,-0.2461223,-0.0745496
1,0.39849547,0.5725725,"('unfriendly', 'friendly')",1.8184063,1.731908,1.9830961,1.85131,1.3999993,1.3852634,0.0147359
31,0.39849192,0.43304032,"('evil', 'good')",1.3683754,1.4182379,-1.215567,-1.1735493,0.1837668,0.2259097,-0.0421429
32,0.37668112,0.34561402,"('unkind', 'kind')",-0.18996832,-0.28272924,0.74085784,0.65091944,0.3091902,0.2379347,0.0712555
66,0.34751785,0.22467503,"('inactive', 'active')",0.15535486,0.13408887,1.2519577,1.2951517,0.5849435,0.5513052,0.0336383
34,0.3302635,0.16650812,"('mean', 'honorable')",0.6692958,0.42169985,5.402484,5.5756063,2.1340144,2.0546048,0.0794096
67,0.3230819,0.32221144,"('doubtful', 'determined')",-0.82748747,-0.7459369,-0.58996105,-0.7423435,-0.3647889,-0.3886896,0.0239007
76,-0.31951192,-0.42155352,"('anxious', 'daring')",-0.83547527,-1.0030472,0.38355687,0.38470054,-0.2571435,-0.3466334,0.0894899
30,-0.31125838,-0.2755926,"('intolerant', 'tolerant')",-0.16466565,-0.23640567,1.2894634,1.0996733,0.2711798,0.1958917,0.0752881
77,0.27694988,0.52746886,"('unmotivated', 'motivated')",-0.9674823,-0.5901279,-0.6572467,-0.5742546,-0.4492597,-0.2123045,-0.2369552
87,0.26085433,0.15904522,"('unsuccessful', 'successful')",-0.28357172,-0.24183741,0.9719671,0.92459774,0.3164166,0.2806019,0.0358147
80,-0.24993147,-0.24827066,"('dominated', 'dominating')",-0.83842725,-0.6754305,-1.2052386,-1.1212326,-0.7645324,-0.6816446,-0.0828878
6,0.23717034,0.09753306,"('distant', 'open')",1.2069576,0.9651495,0.44473112,0.37594593,0.6296197,0.4795429,0.1500768
50,-0.22435436,-0.2504926,"('clumsy', 'skillful')",0.34120938,0.47215623,0.21438256,0.41719556,0.1104125,0.2129531,-0.1025406
