,qwest_male,qwest_female,tuple,communications_male,communications_female,intl_male,intl_female,inc_male,inc_female,average_male,average_female,male-female
77,-1.251288,-1.111262,"('unmotivated', 'motivated')",0.6031184,0.5037518,-0.97937745,-0.92343515,-0.8604992,-0.9499321,-0.6220115,-0.6202193,-0.0017922
55,-1.2220216,-1.2859246,"('incompetent', 'clever')",0.38784102,0.23435542,-1.0176463,-1.1054624,0.6813133,0.59359163,-0.2926284,-0.39086,0.0982316
72,-1.200274,-1.2055519,"('unambitious', 'ambitious')",-0.8244287,-0.8295029,-1.3924285,-1.3444657,-0.10682584,-0.4058887,-0.8809892,-0.9463523,0.0653631
60,-1.1894426,-0.9909158,"('inefficient', 'efficient')",1.776409,1.6726347,-0.82797897,-0.76090854,0.4302252,0.30354506,0.0473032,0.0560889,-0.0087857
48,-1.1700634,-1.2667367,"('unintelligent', 'intelligent')",0.15465716,-0.06512803,-1.5029912,-1.6765666,0.61734587,0.54492116,-0.4752629,-0.6158776,0.1406147
43,-1.0967294,-0.92561626,"('irresponsible', 'responsible')",-0.01641275,0.2949103,-1.8074754,-1.5365818,1.0115309,0.9788473,-0.4772717,-0.2971101,-0.1801616
78,-1.0240163,-1.1312871,"('nonresilient', 'resilient')",0.92315376,0.6077797,-0.27074584,-0.38750228,-0.048890736,-0.06373453,-0.1051248,-0.2436861,0.1385613
82,-1.0013529,-0.9315216,"('poor', 'rich')",0.9477123,1.0561191,1.2822926,1.3290292,6.3445683,6.430306,1.8933051,1.9709831,-0.077678
59,0.92374694,1.0137823,"('foolish', 'wise')",-0.3789335,-0.14842884,0.19940093,0.3015735,-0.094682336,-0.004956159,0.162383,0.2904927,-0.1281097
20,-0.8657383,-0.9788737,"('rough', 'thoughtful')",-0.003784975,-0.088977255,-0.17922214,-0.22547957,0.7051103,0.8694915,-0.0859088,-0.1059598,0.020051
1,-0.82933986,-0.9553322,"('unfriendly', 'friendly')",0.24725707,0.278091,-1.4240754,-1.4765688,1.576579,1.6810714,-0.1073948,-0.1181847,0.0107899
33,0.8034201,0.69593054,"('wrong', 'right')",0.3634405,0.36917046,0.22495529,0.08517672,-0.5362303,-0.55494136,0.2138964,0.1488341,0.0650623
54,-0.77093273,-0.5980126,"('incapable', 'capable')",-1.3800176,-1.1222794,-0.46518925,-0.36016938,0.93544596,1.0575749,-0.4201734,-0.2557217,-0.1644517
85,0.7552335,0.66678125,"('insignificant', 'prestigious')",-1.0221503,-0.69272417,-1.4008428,-1.0798732,-0.16195345,0.18792593,-0.4574282,-0.2294725,-0.2279557
18,-0.7438861,-0.36675233,"('disagreeable', 'welcoming')",-0.37629187,-0.011023954,-0.30946764,-0.19795677,-0.13826466,-0.009704763,-0.3919776,-0.1463595,-0.2456181
70,-0.7424345,-0.4578406,"('lethargic', 'energetic')",0.70819783,0.90243244,-0.2604087,0.03004591,0.8845363,0.9912044,0.1474727,0.3664605,-0.2189878
47,-0.71550703,-0.6536048,"('stupid', 'smart')",0.62590486,0.592684,0.043060064,0.07834667,5.293033,5.2291017,1.3116227,1.3116319,-9.2e-06
69,0.7101722,0.8115324,"('lazy', 'industrious')",-0.42328572,-0.29506612,1.2673631,1.2242049,-1.2212224,-1.1807421,0.0832568,0.1399823,-0.0567255
51,-0.6748312,-0.45878333,"('uneducated', 'educated')",0.62793887,0.6245153,-0.06219085,0.040926132,0.9838605,0.9554009,0.2186943,0.2905147,-0.0718204
36,0.67110634,0.7394539,"('hostile', 'amicable')",-1.4872389,-1.2313628,0.057971835,0.21344995,-0.14735106,0.16222209,-0.2263779,-0.0290592,-0.1973187
7,-0.6646318,-0.41693172,"('insensitive', 'sensitive')",0.27344593,0.43533093,-0.5116341,-0.4631362,1.1875433,1.1508651,0.0711808,0.176532,-0.1053512
8,-0.65243363,-0.76200974,"('unaffectionate', 'affectionate')",-0.9076191,-0.75447345,-2.2370203,-2.2793107,0.49728164,0.46376234,-0.8249478,-0.8330079,0.0080601
28,-0.6328828,-0.66396976,"('disloyal', 'loyal')",-0.37170163,-0.3753695,-1.4719573,-1.5325402,1.2676299,1.296478,-0.302228,-0.3188503,0.0166223
41,-0.6299535,-0.39225602,"('unforgiving', 'forgiving')",-0.91287977,-0.79217887,-0.5879769,-0.46635935,0.19893293,0.14710507,-0.4829693,-0.3759223,-0.107047
15,0.60164744,0.5838242,"('boring', 'funny')",-0.8281926,-0.576673,0.71328616,0.7264491,0.1204887,0.15587603,0.1518074,0.2223691,-0.0705617
46,-0.5998783,-0.58630526,"('uncompetitive', 'competitive')",1.6928748,1.6936134,-1.2372177,-1.0593618,-0.13935798,-0.11599314,-0.0708948,-0.0170117,-0.0538831
68,-0.5825067,-0.5297388,"('dependent', 'independent')",-0.2110883,-0.29962638,-0.26315188,-0.20158254,-0.6252162,-0.62181216,-0.4204908,-0.4131899,-0.0073009
11,-0.58198303,-0.4944316,"('unhelpful', 'helpful')",0.9963973,0.9885886,-1.320001,-1.2367201,1.9470115,2.0152786,0.2603562,0.3181789,-0.0578227
42,0.5716361,0.93972874,"('unreliable', 'reliable')",0.0033017844,0.54051775,-0.10119897,0.27964365,-3.2433882,-3.0562923,-0.6924123,-0.3241005,-0.3683118
45,-0.5543489,-0.78152215,"('incompetent', 'competent')",0.4568392,0.23010837,-0.798183,-0.8720098,0.07176961,-0.040123016,-0.2059808,-0.3658866,0.1599058
9,-0.54158473,-0.57312787,"('unaffectionate', 'caring')",-0.21677399,-0.13667221,-2.4963355,-2.5066135,1.1967403,1.1832836,-0.5144885,-0.5082825,-0.006206
61,-0.50880355,-0.4013821,"('illogical', 'logical')",1.0154994,1.0702791,-0.12986575,-0.021133091,0.73742825,0.7605734,0.2785646,0.3520843,-0.0735197
40,0.5002053,0.4513443,"('stingy', 'generous')",0.06897427,0.04362976,-0.73866606,-0.7660736,-1.1801379,-1.2130939,-0.3374061,-0.3710483,0.0336422
56,-0.4988967,-0.3766754,"('impractical', 'practical')",0.8357005,0.9920022,-0.21531896,-0.14587724,-0.37953892,-0.39018393,-0.0645135,0.0198164,-0.0843299
65,-0.4829448,-0.2475326,"('insecure', 'secure')",0.44101968,0.5667061,-0.0762244,0.023167575,0.17910564,0.15307397,0.015239,0.1238538,-0.1086148
79,0.48264176,0.3880942,"('wavering', 'unwavering')",-0.8121954,-0.6667783,0.09170547,0.13652001,-0.2271114,-0.17124426,-0.1162399,-0.0783521,-0.0378878
26,-0.455235,-0.4187,"('hardhearted', 'benevolent')",-0.25188187,-0.06201969,0.51926774,0.4449662,1.4495403,1.6634557,0.3154228,0.4069256,-0.0915028
32,-0.44925,-0.2603058,"('unkind', 'kind')",0.20008387,0.3954262,-0.15872267,-0.14556918,1.3523662,1.2429575,0.2361193,0.3081272,-0.0720079
31,0.42620757,0.28315955,"('evil', 'good')",-1.0473155,-1.0297737,-0.83105797,-0.8190066,-1.2165214,-1.2574329,-0.6671718,-0.7057635,0.0385917
63,-0.40383923,-0.34784204,"('unperceptive', 'insightful')",1.2627598,1.473288,-0.9238849,-0.70432407,1.0711715,0.9354379,0.2515518,0.33914,-0.0875882
76,0.38879216,0.44153327,"('anxious', 'daring')",0.76923966,0.9956457,0.36925048,0.56912684,0.027502388,0.20910498,0.3886962,0.5538527,-0.1651565
87,0.3872604,0.17425671,"('unsuccessful', 'successful')",1.2001783,1.0548574,0.5172497,0.5297422,0.5844103,0.3937456,0.6722747,0.5381505,0.1341242
62,-0.37626028,-0.36991775,"('incompetent', 'brilliant')",1.085998,1.019883,-1.0552118,-1.0384591,0.60756344,0.41737285,0.0655224,0.0072198,0.0583026
88,-0.3699534,-0.21240531,"('low', 'eminent')",-0.26573178,0.01026639,-1.0736685,-0.779966,-0.051389918,0.11243042,-0.4401859,-0.2174186,-0.2227673
13,-0.3521383,-0.20837025,"('impolite', 'polite')",0.41304106,0.46159863,0.23606384,0.21467422,0.33275145,0.21777797,0.1574295,0.1714201,-0.0139906
71,0.31852522,0.32903773,"('diffident', 'self-confident')",0.37929976,0.44094133,-0.6730257,-0.7758573,0.22611761,0.25759998,0.0627292,0.0629304,-0.0002012
34,-0.30857038,-0.012906034,"('mean', 'honorable')",0.3012259,0.62070405,0.37034214,0.54315567,5.8665967,6.0388374,1.5573986,1.7974478,-0.2400492
50,0.2903572,0.29551384,"('clumsy', 'skillful')",-0.050770804,-0.07417162,0.68837994,0.7018622,0.25155258,0.12696342,0.2948797,0.2625419,0.0323378
84,0.28342497,0.47935808,"('inferior', 'superior')",0.0028374884,0.19667807,0.5902542,0.64491904,0.36539662,0.5415752,0.3104783,0.4656326,-0.1551543
5,-0.26315817,-0.16062406,"('distant', 'outgoing')",-1.132726,-0.9427606,-1.1895517,-1.072325,-0.97340804,-0.7681363,-0.889711,-0.7359615,-0.1537495
16,-0.24712703,-0.33432683,"('unpopular', 'popular')",-0.76700187,-0.7668051,0.057731777,0.10568595,0.2615841,0.25520468,-0.1737033,-0.1850603,0.011357
23,-0.24217734,-0.15278551,"('insincere', 'sincere')",0.8361124,0.9190182,-0.94340116,-0.8453585,6.4521785,6.3561954,1.525678,1.5692674,-0.0435894
12,-0.23726428,-0.20474629,"('unsupportive', 'supportive')",0.3807115,0.40909606,-2.539251,-2.410883,-1.6704211,-1.7349974,-1.0165563,-0.9853827,-0.0311736
4,0.22965635,0.24988258,"('disliked', 'liked')",-0.84579647,-0.8285674,-0.88219583,-0.78249633,-6.8320904,-6.8010187,-2.0826066,-2.04055,-0.0420566
22,-0.22790024,-0.032276936,"('untrustworthy', 'trustworthy')",0.67531514,0.8524643,-1.1422051,-0.90714985,-0.7564445,-0.6522888,-0.3628087,-0.1848128,-0.1779959
30,-0.22353853,-0.091131695,"('intolerant', 'tolerant')",1.4016418,1.5133336,-0.7405531,-0.47732607,0.7668146,0.85062736,0.3010912,0.4488758,-0.1477846
27,-0.21916008,-0.2487974,"('hardhearted', 'softhearted')",-0.96364015,-0.9955932,0.0783722,-0.11029342,1.3020425,1.1988192,0.0494036,-0.0389662,0.0883698
3,-0.21351153,-0.26688063,"('repellent', 'pleasant')",0.3095578,0.19444922,0.071078956,0.19819275,0.5051927,0.53406566,0.1680795,0.1649567,0.0031228
38,-0.21217999,-0.2591179,"('untruthful', 'truthful')",-0.32183886,-0.1499638,-1.8154317,-1.6055864,-0.002517037,-0.031296004,-0.5879919,-0.511491,-0.0765009
19,-0.20080751,-0.12119323,"('inhospitable', 'hospitable')",-0.44017568,-0.28891754,-0.74335355,-0.7003994,-0.553394,-0.4311639,-0.4844327,-0.3854185,-0.0990142
74,-0.19245145,-0.05207739,"('undedicated', 'dedicated')",0.2578611,0.3401932,-0.6344577,-0.47344908,-0.1030131,0.11280239,-0.1680153,-0.0181327,-0.1498826
83,-0.18410224,-0.20276043,"('powerless', 'powerful')",0.82384026,0.69133955,-1.2132331,-1.0970507,-0.56944054,-0.68130964,-0.2857339,-0.3224453,0.0367114
64,-0.1706936,0.04809425,"('shy', 'confident')",-0.13007936,0.019020215,-1.3554528,-0.8923874,-6.693588,-6.561687,-2.0874534,-1.84674,-0.2407134
80,0.15825021,-0.07849706,"('dominated', 'dominating')",0.9965059,0.5746282,-0.10660764,-0.29017657,-0.65680796,-1.0304126,0.0978351,-0.2061145,0.3039496
67,-0.15398327,0.089944765,"('doubtful', 'determined')",-0.5952221,-0.5506903,0.81041914,0.86198723,-0.54630667,-0.5420608,-0.1212732,-0.0352048,-0.0860684
29,0.13794632,0.15597025,"('unfair', 'fair')",-0.4905232,-0.5709869,-1.0604781,-0.89279795,-0.40562788,-0.29627496,-0.4546707,-0.4010224,-0.0536483
17,0.12413358,0.023822669,"('nasty', 'nice')",-1.2273154,-1.3356885,-1.0047672,-0.8885815,-0.88540274,-0.7464512,-0.7483379,-0.7367246,-0.0116133
44,0.11685348,0.18148923,"('prejudiced', 'unprejudiced')",-0.8367908,-0.6933552,0.041153096,0.1973284,-1.5892973,-1.4978104,-0.5670204,-0.453087,-0.1139334
75,0.10057758,0.029524192,"('meek', 'impulsive')",-0.78920805,-0.83833325,0.01395935,0.15256232,-0.54401165,-0.548292,-0.3046707,-0.3011347,-0.003536
2,0.07796579,0.47529903,"('unlikable', 'likable')",0.7544238,1.1025614,0.27630484,0.65893304,0.5710553,0.7165134,0.4199374,0.7383267,-0.3183893
66,-0.07151612,0.07043317,"('inactive', 'active')",-0.7849739,-0.58244497,1.1401722,1.20944,0.60665226,0.6622466,0.2225836,0.3399187,-0.1173351
37,-0.07017079,-0.16986452,"('fake', 'genuine')",0.20602088,0.07093066,-0.21932912,-0.17941558,0.7335161,0.6350415,0.1625093,0.089173,0.0733363
35,0.067227036,0.20353019,"('corrupt', 'incorrupt')",-2.112371,-1.8714957,0.5679573,0.59324664,-0.808542,-0.5186268,-0.5714321,-0.3983364,-0.1730957
58,-0.06330162,-0.22022806,"('undiscriminating', 'discriminating')",1.2224073,1.1659937,-0.73558974,-0.76761174,0.16248587,0.12624438,0.1465005,0.0760996,0.0704009
6,-0.03618352,-0.085427925,"('distant', 'open')",-1.5986502,-1.3612471,-0.90037906,-0.79173005,-0.23939708,-0.0075879544,-0.6936525,-0.5614982,-0.1321543
24,-0.03091674,0.06739299,"('dishonest', 'honest')",-0.316993,0.024363082,-1.0298622,-0.8263309,1.1334884,1.2226684,-0.0610709,0.1220234,-0.1830943
25,-0.02656027,-0.015601009,"('egoistic', 'altruistic')",0.34693035,0.46647948,0.35773873,0.23354071,1.8897636,1.9197673,0.6419681,0.6510466,-0.0090785
