,sunedison_male,sunedison_female,tuple,inc_male,inc_female,average_male,average_female,male-female
1,-2.008423,-2.029182,"('unfriendly', 'friendly')",1.5152076,1.483081,-0.2466077,-0.2730505,0.0264428
6,-1.916459,-1.7203975,"('distant', 'open')",-0.45000148,-0.54130226,-1.1832302,-1.1308498,-0.0523804
9,-1.7649562,-1.7093523,"('unaffectionate', 'caring')",0.626752,0.677188,-0.5691021,-0.5160822,-0.0530199
53,-1.6824572,-1.4713242,"('uncreative', 'creative')",0.70034224,0.82125247,-0.4910575,-0.3250359,-0.1660216
8,-1.641287,-1.6401757,"('unaffectionate', 'affectionate')",0.34435883,0.3718934,-0.6484641,-0.6341411,-0.014323
10,-1.5772197,-1.4636115,"('unsympathetic', 'sympathetic')",-0.43098637,-0.2393482,-1.0041031,-0.8514798,-0.1526233
86,-1.5669079,-1.7585666,"('uninfluential', 'influential')",-0.27469537,-0.27675548,-0.9208016,-1.0176611,0.0968595
66,-1.5439371,-1.5104493,"('inactive', 'active')",0.4859677,0.3531471,-0.5289847,-0.5786511,0.0496664
36,-1.4899158,-1.4425029,"('hostile', 'amicable')",0.0063970312,0.020416275,-0.7417594,-0.7110433,-0.0307161
5,-1.4443536,-1.231418,"('distant', 'outgoing')",-0.72943133,-0.7519416,-1.0868925,-0.9916798,-0.0952127
78,-1.2651416,-1.5009227,"('nonresilient', 'resilient')",0.43110728,0.2256863,-0.4170172,-0.6376182,0.220601
19,-1.2319031,-0.9853951,"('inhospitable', 'hospitable')",-0.14527717,-0.062239725,-0.6885901,-0.5238174,-0.1647727
82,-1.223925,-1.0440297,"('poor', 'rich')",4.7787776,4.9333777,1.7774262,1.944674,-0.1672478
57,-1.2100683,-1.1931244,"('unimaginative', 'imaginative')",-1.8865044,-1.7281404,-1.5482864,-1.4606323,-0.0876541
12,-1.1748885,-1.3381306,"('unsupportive', 'supportive')",-1.5045577,-1.305436,-1.3397231,-1.3217833,-0.0179398
58,-1.1346216,-1.2419894,"('undiscriminating', 'discriminating')",0.33785182,0.44780272,-0.3983849,-0.3970933,-0.0012916
45,-1.1299195,-1.2061361,"('incompetent', 'competent')",-0.39416763,-0.32624477,-0.7620436,-0.7661904,0.0041468
38,-1.0630026,-1.1123652,"('untruthful', 'truthful')",-0.42122495,-0.2864803,-0.7421138,-0.6994228,-0.042691
0,-1.0409894,-1.0393456,"('unsociable', 'sociable')",-0.24665944,-0.08875778,-0.6438244,-0.5640517,-0.0797727
31,-1.0174735,-1.1793941,"('evil', 'good')",-1.0332643,-1.1740068,-1.0253689,-1.1767005,0.1513316
63,-1.015954,-1.0710161,"('unperceptive', 'insightful')",1.166127,1.3849808,0.0750865,0.1569824,-0.0818959
61,-1.00701,-0.9094733,"('illogical', 'logical')",0.07785231,0.15383929,-0.4645788,-0.377817,-0.0867618
43,-0.9738181,-0.81606334,"('irresponsible', 'responsible')",0.19422552,0.54034674,-0.3897963,-0.1378583,-0.251938
72,-0.951079,-0.9309721,"('unambitious', 'ambitious')",-1.355173,-1.1283033,-1.153126,-1.0296377,-0.1234883
39,0.93482,1.0557338,"('exploitative', 'cooperative')",0.17961866,0.41406715,0.5572193,0.7349005,-0.1776812
46,-0.9254953,-0.88077384,"('uncompetitive', 'competitive')",-0.36713263,-0.1043129,-0.646314,-0.4925434,-0.1537706
74,-0.91125,-1.0145661,"('undedicated', 'dedicated')",-0.07386997,0.11654932,-0.49256,-0.4490084,-0.0435516
27,-0.8495264,-0.9408659,"('hardhearted', 'softhearted')",1.2834313,1.0063001,0.2169524,0.0327171,0.1842353
44,0.8342049,1.0125067,"('prejudiced', 'unprejudiced')",-1.1684179,-1.1857352,-0.1671065,-0.0866143,-0.0804922
28,-0.83325523,-1.0435648,"('disloyal', 'loyal')",0.6559616,0.5487166,-0.0886468,-0.2474241,0.1587773
54,-0.8228231,-0.5103447,"('incapable', 'capable')",0.92935514,1.0724854,0.053266,0.2810704,-0.2278044
67,0.797191,0.8265004,"('doubtful', 'determined')",-0.5321977,-0.39497316,0.1324967,0.2157636,-0.0832669
11,-0.7696747,-0.55953956,"('unhelpful', 'helpful')",1.4259428,1.7183855,0.328134,0.579423,-0.251289
24,-0.74867797,-0.6970634,"('dishonest', 'honest')",0.116048664,0.30590984,-0.3163146,-0.1955768,-0.1207378
30,0.7035638,0.929678,"('intolerant', 'tolerant')",1.3240445,1.5465584,1.0138042,1.2381182,-0.224314
84,0.694644,0.5678936,"('inferior', 'superior')",1.247702,1.2964144,0.971173,0.932154,0.039019
73,0.69187826,0.84145135,"('helpless', 'self-reliant')",-2.4043384,-2.302377,-0.85623,-0.7304628,-0.1257672
52,-0.6808842,-0.72184324,"('irrational', 'rational')",0.24755454,0.093127675,-0.2166648,-0.3143578,0.097693
79,-0.64500874,-0.4952883,"('wavering', 'unwavering')",-0.29532078,-0.37428245,-0.4701648,-0.4347854,-0.0353794
51,-0.62638867,-0.56499046,"('uneducated', 'educated')",0.8258147,0.8713145,0.099713,0.153162,-0.053449
16,-0.5860651,-0.6877817,"('unpopular', 'popular')",0.37104273,0.25938267,-0.1075112,-0.2141995,0.1066883
7,-0.58047414,-0.5257592,"('insensitive', 'sensitive')",0.484573,0.60914004,-0.0479506,0.0416904,-0.089641
87,-0.57422346,-0.37352288,"('unsuccessful', 'successful')",0.8773646,0.9122896,0.1515706,0.2693834,-0.1178128
62,-0.5515599,-0.4022366,"('incompetent', 'brilliant')",-0.090097114,0.1607152,-0.3208285,-0.1207607,-0.2000678
41,-0.53117853,-0.79133254,"('unforgiving', 'forgiving')",-0.037836112,0.009227205,-0.2845073,-0.3910527,0.1065454
80,-0.52806044,-0.5993246,"('dominated', 'dominating')",-1.2779801,-1.4166812,-0.9030203,-1.0080029,0.1049826
60,0.4998672,0.67679906,"('inefficient', 'efficient')",0.0075471504,0.3278833,0.2537072,0.5023412,-0.248634
29,-0.49065247,-0.54625446,"('unfair', 'fair')",-0.41627637,-0.38887247,-0.4534644,-0.4675635,0.0140991
4,-0.44832486,-0.53202313,"('disliked', 'liked')",-5.3158817,-5.3261776,-2.8821032,-2.9291003,0.0469971
47,-0.44326523,-0.37838635,"('stupid', 'smart')",4.484808,4.511147,2.0207713,2.0663803,-0.045609
23,-0.4425254,-0.32293954,"('insincere', 'sincere')",4.7140846,4.8692727,2.1357796,2.2731667,-0.1373871
32,-0.43334442,-0.29331392,"('unkind', 'kind')",0.6468757,0.85844636,0.1067656,0.2825662,-0.1758006
13,-0.4332875,-0.06842771,"('impolite', 'polite')",-0.65317345,-0.45412016,-0.5432305,-0.2612739,-0.2819566
48,0.40474015,0.18744645,"('unintelligent', 'intelligent')",1.2089618,1.2242756,0.806851,0.705861,0.10099
70,-0.4018088,-0.20153406,"('lethargic', 'energetic')",0.52963245,0.7399006,0.0639118,0.2691833,-0.2052715
2,-0.4011411,-0.23595646,"('unlikable', 'likable')",0.23808888,0.5343578,-0.0815261,0.1492007,-0.2307268
20,0.39573503,0.34345374,"('rough', 'thoughtful')",1.4587237,1.457842,0.9272293,0.9006479,0.0265814
55,-0.387169,-0.40669918,"('incompetent', 'clever')",0.23696932,0.42271224,-0.0750998,0.0080065,-0.0831063
22,-0.3765971,-0.29572558,"('untrustworthy', 'trustworthy')",-0.8705931,-0.5829984,-0.6235951,-0.439362,-0.1842331
25,-0.37327537,-0.63017946,"('egoistic', 'altruistic')",1.4362475,1.2556093,0.531486,0.3127149,0.2187711
17,-0.36292076,-0.34151024,"('nasty', 'nice')",-0.37272865,-0.41885394,-0.3678247,-0.3801821,0.0123574
59,-0.3504793,-0.40157202,"('foolish', 'wise')",0.43979824,0.44173038,0.0446595,0.0200792,0.0245803
35,-0.31146157,-0.35569352,"('corrupt', 'incorrupt')",-0.20177838,-0.40184245,-0.25662,-0.378768,0.122148
40,-0.29502046,-0.51751566,"('stingy', 'generous')",-1.0376674,-1.1410885,-0.6663439,-0.8293021,0.1629582
75,-0.2946607,-0.20574896,"('meek', 'impulsive')",-0.5096199,-0.4686613,-0.4021403,-0.3372051,-0.0649352
65,0.2896243,0.43691915,"('insecure', 'secure')",-0.47533643,-0.21522841,-0.0928561,0.1108454,-0.2037015
81,0.28930876,0.45969313,"('submissive', 'aggressive')",-0.5050484,-0.33097294,-0.1078698,0.0643601,-0.1722299
85,-0.22319508,-0.36514705,"('insignificant', 'prestigious')",1.0410974,0.8945366,0.4089512,0.2646948,0.1442564
3,-0.21601377,-0.2844793,"('repellent', 'pleasant')",0.17702438,0.22278911,-0.0194947,-0.0308451,0.0113504
37,-0.1949102,-0.2422576,"('fake', 'genuine')",0.029974915,0.027294818,-0.0824676,-0.1074814,0.0250138
50,0.19187076,0.3436505,"('clumsy', 'skillful')",0.47353148,0.45030528,0.3327011,0.3969779,-0.0642768
18,-0.18760026,-0.260532,"('disagreeable', 'welcoming')",-0.45746377,-0.4137498,-0.322532,-0.3371409,0.0146089
33,-0.18692362,-0.20117891,"('wrong', 'right')",-0.81459224,-0.8086817,-0.5007579,-0.5049303,0.0041724
56,0.17988062,0.30708465,"('impractical', 'practical')",-0.44517314,-0.15624306,-0.1326463,0.0754208,-0.2080671
69,0.1544389,0.09519893,"('lazy', 'industrious')",-0.33240268,-0.59768766,-0.0889819,-0.2512444,0.1622625
77,-0.13497372,-0.23239817,"('unmotivated', 'motivated')",-0.88786936,-0.79720783,-0.5114216,-0.514803,0.0033814
42,-0.11090855,0.06671037,"('unreliable', 'reliable')",-2.77668,-2.6164966,-1.4437943,-1.274893,-0.1689013
15,0.1091299,0.21764661,"('boring', 'funny')",0.42250276,0.37271112,0.2658163,0.2951789,-0.0293626
14,0.10840976,-0.018591259,"('antisocial', 'social')",-0.6371813,-0.46342367,-0.2643858,-0.2410075,-0.0233783
34,-0.087878235,-0.026580714,"('mean', 'honorable')",5.294929,5.3327055,2.6035254,2.6530623,-0.0495369
