,illinois_male,illinois_female,tuple,tool_male,tool_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
33,-0.47304517,-0.2968012,"('wrong', 'right')",1.3739874,1.3375709,-0.145225,-0.109923065,-0.28027162,-0.24950491,0.1188614,0.1703354,-0.051474
34,0.4501943,0.41574743,"('mean', 'honorable')",-0.33290842,-0.31492597,0.02871114,0.009499349,5.816067,5.6785164,1.4905161,1.4472094,0.0433067
75,-0.44175154,-0.18137436,"('meek', 'impulsive')",-0.15274689,-0.27730584,-0.8035669,-0.9024059,-0.3700262,-0.40193173,-0.4420229,-0.4407545,-0.0012684
45,0.41617584,0.014017865,"('incompetent', 'competent')",-0.23314095,-0.4319199,0.40120488,0.36334506,-0.15962051,-0.12092977,0.1061548,-0.0438717,0.1500265
22,-0.38783348,-0.5737745,"('untrustworthy', 'trustworthy')",-1.5156295,-1.5520756,-0.15155928,-0.15007153,-0.9028947,-0.807376,-0.7394792,-0.7708244,0.0313452
54,-0.37803,-0.3201706,"('incapable', 'capable')",0.74061066,0.66543233,-0.6228357,-0.8255936,1.0585772,1.076457,0.1995805,0.1490313,0.0505492
64,-0.37011603,-0.5438678,"('shy', 'confident')",-0.19160362,-0.2232975,-0.0062860437,0.087298125,-6.9391274,-6.67467,-1.8767833,-1.8386344,-0.0381489
88,-0.33794272,-0.32874167,"('low', 'eminent')",-0.09696373,-0.057784557,-0.043029282,-0.07985718,-0.0766955,0.07210232,-0.1386578,-0.0985703,-0.0400875
9,0.29575476,0.53325915,"('unaffectionate', 'caring')",1.2537853,1.2553108,-0.38169813,-0.30740207,1.4454653,1.3709614,0.6533268,0.7130323,-0.0597055
50,-0.27845588,-0.36120754,"('clumsy', 'skillful')",1.4131778,1.3075999,0.58758014,0.5451894,0.026209466,0.21211109,0.4371279,0.4259232,0.0112047
68,-0.2779201,-0.25072113,"('dependent', 'independent')",-1.3693048,-1.3968431,-1.7404975,-1.7295526,-0.7776845,-0.71777517,-1.0413518,-1.023723,-0.0176288
52,-0.26477963,-0.03837612,"('irrational', 'rational')",1.0040585,0.972162,-0.53794444,-0.7294257,0.074399315,-0.120859295,0.0689334,0.0208752,0.0480582
61,-0.2618384,-0.39704508,"('illogical', 'logical')",-0.543738,-0.60930884,-0.70639026,-0.7352116,0.23046482,0.18715501,-0.3203755,-0.3886026,0.0682271
25,0.25951946,0.4673769,"('egoistic', 'altruistic')",1.2902756,1.4947281,0.6822382,0.675489,1.5652225,1.5802956,0.9493139,1.0544724,-0.1051585
18,-0.24985102,-0.09075345,"('disagreeable', 'welcoming')",-1.1593922,-0.8961551,-1.0680388,-0.9176779,-0.42914447,-0.36027676,-0.7266066,-0.5662158,-0.1603908
8,-0.2485255,0.051038485,"('unaffectionate', 'affectionate')",0.5096374,0.60733855,-1.0380946,-1.0119256,1.0691372,0.9703162,0.0730386,0.1541919,-0.0811533
0,0.21882392,-0.15751056,"('unsociable', 'sociable')",0.011679836,-0.2531461,1.013327,0.7649076,-0.40463844,-0.48210353,0.2097981,-0.0319632,0.2417613
78,0.20689693,-0.10958792,"('nonresilient', 'resilient')",0.44760385,0.16890523,0.3889972,0.11247129,-0.1932495,0.08368538,0.2125621,0.0638685,0.1486936
41,-0.1916032,-0.17364605,"('unforgiving', 'forgiving')",-0.007544931,0.019957513,0.5443969,0.55320466,0.34413743,0.30789486,0.1723465,0.1768527,-0.0045062
15,-0.17586982,-0.17584917,"('boring', 'funny')",0.39027974,0.38133466,-0.60600096,-0.6425122,0.543957,0.38531482,0.0380915,-0.012928,0.0510195
38,0.17324354,0.08003488,"('untruthful', 'truthful')",0.7783935,0.67408055,-0.31148127,-0.30644748,-0.34320796,-0.17332083,0.074237,0.0685868,0.0056502
67,0.1693616,0.0069559263,"('doubtful', 'determined')",1.8295503,1.6298484,0.69073284,0.72621346,-0.4995308,-0.5010023,0.5475285,0.4655039,0.0820246
30,0.14566043,-0.15986466,"('intolerant', 'tolerant')",-0.04553666,0.016493175,0.3003706,0.3973264,0.6953302,0.78692526,0.2739561,0.2602201,0.013736
82,0.1434001,0.038548455,"('poor', 'rich')",-0.44610956,-0.5414483,-0.18186393,-0.25132313,6.14421,5.866294,1.4149091,1.2780178,0.1368913
17,-0.13592748,-0.24833593,"('nasty', 'nice')",-0.22794805,-0.2684854,0.2908908,0.34207305,-0.24497443,-0.33505106,-0.0794898,-0.1274498,0.04796
66,0.11601011,0.15133289,"('inactive', 'active')",-0.29850954,-0.41698512,-1.0668424,-0.9936339,0.8581401,0.77512527,-0.0978004,-0.1210402,0.0232398
71,0.10063978,0.1492512,"('diffident', 'self-confident')",1.0799038,1.1173989,-0.308102,-0.21531014,0.16739069,-0.0489991,0.2599581,0.2505852,0.0093729
83,-0.099428624,-0.26409853,"('powerless', 'powerful')",0.33491617,0.250727,-0.6589503,-0.6017259,-1.3880382,-1.3233415,-0.4528752,-0.4846097,0.0317345
79,-0.087426856,0.043386005,"('wavering', 'unwavering')",0.91474885,0.54606664,-0.84167284,-1.1434083,0.17862849,0.0670371,0.0410694,-0.1217296,0.162799
84,-0.075952254,-0.014330247,"('inferior', 'superior')",1.1733268,1.0918864,-0.12508246,-0.074551426,0.5336586,0.68277097,0.3764877,0.4214439,-0.0449562
73,-0.031530343,0.32423186,"('helpless', 'self-reliant')",0.94556713,0.9091448,-0.28538013,-0.40172797,-3.411048,-3.383237,-0.6955978,-0.637897,-0.0577008
2,0.031000063,0.08601986,"('unlikable', 'likable')",-0.07031585,0.10116868,0.13006887,0.19683747,0.18584187,0.39383397,0.0691487,0.194465,-0.1253163
