,public_male,public_female,tuple,service_male,service_female,enterprise_male,enterprise_female,gp_male,gp_female,inc_male,inc_female,average_male,average_female,male-female
57,1.0292727,0.9561058,"('unimaginative', 'imaginative')",-0.0040694457,0.021481019,1.3737524,1.4014057,0.73441577,0.6366381,-2.2962365,-2.380836,0.167427,0.1269589,0.0404681
26,1.0215253,1.0434376,"('hardhearted', 'benevolent')",0.12934378,0.1657958,0.44980738,0.398206,1.1738214,1.0917401,1.2743111,1.1427908,0.8097618,0.7683941,0.0413677
44,0.9928046,1.0075501,"('prejudiced', 'unprejudiced')",0.14905693,0.26652735,0.26880488,0.5536392,-0.56402266,-0.41216823,-0.9893594,-0.84379196,-0.0285431,0.1143513,-0.1428944
67,0.9923855,1.1392885,"('doubtful', 'determined')",1.8694049,1.9635227,0.6239623,0.7251075,0.53885,0.60062385,-0.6388141,-0.4930015,0.6771577,0.7871082,-0.1099505
32,0.9838159,0.9162019,"('unkind', 'kind')",0.48487777,0.4158497,0.6502378,0.63131475,2.0031695,1.939192,1.3412176,1.4600455,1.0926637,1.0725207,0.020143
76,0.9586479,0.99541384,"('anxious', 'daring')",1.293421,1.3350195,0.5775345,0.73197365,1.7142037,1.5689954,0.43856788,0.5875523,0.996475,1.043791,-0.047316
82,-0.9363291,-0.74397296,"('poor', 'rich')",-0.48043472,-0.46248326,-0.55213857,-0.43402547,0.33820415,0.31822225,6.8232493,6.846411,1.0385102,1.1048304,-0.0663202
22,0.9221722,1.0111593,"('untrustworthy', 'trustworthy')",0.7014193,0.7131969,1.3663182,1.256361,1.608741,1.6356765,-0.24825022,-0.2622016,0.8700802,0.8708384,-0.0007582
40,0.9170482,0.710669,"('stingy', 'generous')",0.04480137,-0.030064948,0.36521965,0.10811987,0.21463506,0.1440685,-1.6589198,-1.7276852,-0.0234431,-0.1589786,0.1355355
78,-0.91151553,-1.1231257,"('nonresilient', 'resilient')",-0.21800546,-0.4664867,-0.6474577,-0.69884485,-0.2138473,-0.31265992,0.083311066,-0.05776898,-0.381503,-0.5317772,0.1502742
62,0.90894455,1.0794406,"('incompetent', 'brilliant')",1.3197722,1.4959257,1.4195392,1.5676634,2.3065104,2.3730109,0.37715444,0.5679203,1.2663841,1.4167922,-0.1504081
65,0.8669869,0.9907223,"('insecure', 'secure')",-0.79394364,-0.84878135,0.9087128,1.0882992,2.7773316,2.7361734,0.39322478,0.4636333,0.8304625,0.8860094,-0.0555469
73,0.85747683,0.7650165,"('helpless', 'self-reliant')",-0.106275976,-0.029198784,0.8211342,0.60794514,0.00043041632,-0.06388172,-3.5421262,-3.6107292,-0.3938721,-0.4661696,0.0722975
64,0.8556717,0.79914725,"('shy', 'confident')",0.7618854,0.73859173,1.3172516,1.2803079,1.0791861,1.0063399,-6.079788,-6.0469613,-0.4131587,-0.4445148,0.0313561
55,0.8362149,0.94114846,"('incompetent', 'clever')",0.95066726,1.019469,1.2526238,1.376686,1.7298898,1.5570146,0.4347065,0.40054703,1.0408205,1.058973,-0.0181525
2,0.821607,0.71674556,"('unlikable', 'likable')",0.84686416,0.6660902,1.1365981,1.0391315,1.179588,1.1345038,0.71261954,0.69831043,0.9394554,0.8509563,0.0884991
0,0.7953538,0.7529059,"('unsociable', 'sociable')",-0.23833221,-0.27370784,0.40954947,0.37014586,2.3151886,2.141797,0.2532975,0.09597703,0.7070115,0.6174236,0.0895879
34,0.7714132,0.7382767,"('mean', 'honorable')",-0.0064884424,-0.1588161,1.452096,1.4105041,0.9075987,0.6722969,6.2341847,6.0979123,1.8717609,1.7520348,0.1197261
1,-0.7464747,-1.0626212,"('unfriendly', 'friendly')",-1.2350063,-1.4739857,-1.4996777,-1.9818671,0.36600003,-0.06845848,1.2927104,1.0068816,-0.3644897,-0.7160101,0.3515204
37,0.7421443,0.6080253,"('fake', 'genuine')",0.5862623,0.48801154,0.32375625,0.1384959,0.24964505,0.24510135,0.47811952,0.54988146,0.4759855,0.4059031,0.0700824
63,0.73185474,0.6939529,"('unperceptive', 'insightful')",1.0760555,0.90529037,1.6319205,1.3383815,1.7936196,1.6940215,1.2998099,1.1999626,1.3066521,1.1663218,0.1403303
85,-0.7186594,-1.1792457,"('insignificant', 'prestigious')",-1.1736746,-1.3881612,-1.1372715,-1.6739461,-2.3705642,-2.4969697,-0.3666457,-0.6434705,-1.153363,-1.4763586,0.3229956
50,-0.6824739,-0.8692259,"('clumsy', 'skillful')",-0.56395113,-0.7386538,0.14501017,-0.15730149,-0.54502624,-0.6225596,0.54574966,0.4297585,-0.2201383,-0.3915964,0.1714581
27,-0.6551892,-0.96341866,"('hardhearted', 'softhearted')",0.18397267,-0.020405523,-0.9502816,-1.2067875,0.2216754,-0.095326126,1.1973065,1.0302376,-0.0005033,-0.25114,0.2506367
24,0.64813274,0.51837367,"('dishonest', 'honest')",0.37140313,0.22800623,0.3367216,0.12162916,1.103177,0.94501555,0.7296193,0.8383399,0.6378108,0.5302729,0.1075379
54,-0.645181,-0.95196986,"('incapable', 'capable')",0.50356215,0.29926458,0.075447425,-0.30125272,0.4812803,0.24999234,0.86675155,0.79704607,0.2563721,0.0186161,0.237756
17,0.64180714,0.5520651,"('nasty', 'nice')",1.1240002,1.0969374,-0.42549253,-0.4941076,-0.68386745,-0.67126673,-0.8559392,-0.8717237,-0.0398984,-0.0776191,0.0377207
28,0.64060813,0.3894347,"('disloyal', 'loyal')",0.53209764,0.38330352,-0.046776388,-0.41641268,-0.07999035,-0.13885456,1.1454746,1.1188521,0.4382827,0.2672646,0.1710181
84,0.62456363,0.53632665,"('inferior', 'superior')",0.7301316,0.7833544,-0.22496477,-0.4343174,0.8652096,0.84805465,-0.0027431324,-0.053100538,0.3984394,0.3360635,0.0623759
88,-0.55080384,-0.8069355,"('low', 'eminent')",-0.28365642,-0.36169836,0.06712026,-0.07104696,-0.78225225,-0.94397616,0.06777789,0.114339665,-0.2963629,-0.4138635,0.1175006
61,0.5373882,0.3619636,"('illogical', 'logical')",0.52465045,0.41388214,0.3281086,0.11788281,1.1879351,1.059797,0.15775791,0.047074772,0.5471681,0.4001201,0.147048
87,-0.49896416,-0.271855,"('unsuccessful', 'successful')",0.031155013,0.2005817,0.54821634,0.69430125,1.563189,1.5321666,0.36887172,0.27907103,0.4024936,0.4868531,-0.0843595
80,0.48707175,0.7414495,"('dominated', 'dominating')",1.2702785,1.3545752,1.2011033,1.5674891,1.3167145,1.4706472,-1.5367839,-1.4265968,0.5476769,0.7415129,-0.193836
49,-0.44354066,-0.42762113,"('unable', 'able')",0.12342519,0.20755045,0.80387956,0.81861913,-0.0057928935,0.048874114,-0.39460096,-0.35456634,0.016674,0.0585713,-0.0418973
79,0.42279345,0.18598464,"('wavering', 'unwavering')",0.00036366284,-0.042943247,-0.89382315,-1.0938134,-2.018502,-1.9376514,-0.5073537,-0.5940712,-0.5993044,-0.6964989,0.0971945
19,-0.41286165,-0.48820737,"('inhospitable', 'hospitable')",0.8383045,0.7831492,-0.6275714,-0.9265462,-0.4421457,-0.5435553,-0.57873243,-0.71253663,-0.2446013,-0.3775393,0.132938
9,-0.41049647,-0.7566494,"('unaffectionate', 'caring')",0.4707779,0.24270126,-0.5827499,-1.0411507,-0.1844957,-0.48402092,1.0181713,0.8700594,0.0622414,-0.2338121,0.2960535
4,-0.40433124,-0.4390072,"('disliked', 'liked')",-0.07733756,-0.024574712,-0.026170123,-0.12211219,-0.84559506,-0.6769273,-6.596505,-6.544606,-1.5899879,-1.5614455,-0.0285424
53,-0.40006968,-0.6328137,"('uncreative', 'creative')",-0.820967,-0.94360363,0.39297295,0.1149743,0.12341563,-0.259394,1.4702312,1.2578015,0.1531166,-0.0926071,0.2457237
6,0.39568675,0.013878919,"('distant', 'open')",0.3407517,0.120345265,-0.5946881,-0.9845848,-1.6831149,-1.8528408,0.054172736,-0.24374418,-0.2974384,-0.5893891,0.2919507
20,0.34991822,0.46886164,"('rough', 'thoughtful')",0.91106796,0.9893367,0.6914016,0.781053,0.813439,0.90715444,0.91807497,0.9159743,0.7367804,0.812476,-0.0756956
77,0.31862855,0.033733916,"('unmotivated', 'motivated')",0.8159739,0.64211786,0.95907605,0.70858276,0.5720824,0.3805609,-0.4897126,-0.64358306,0.4352097,0.2242825,0.2109272
10,0.26717967,0.060842387,"('unsympathetic', 'sympathetic')",0.10975887,-0.029787883,0.9176559,0.65878445,1.1378596,0.9596949,-0.2558565,-0.16649853,0.4353195,0.2966071,0.1387124
86,0.2604015,-0.093362,"('uninfluential', 'influential')",0.65035003,0.3737466,0.35142553,0.057433717,1.2288283,0.9007076,-0.25073653,-0.45768702,0.4480538,0.1561678,0.291886
18,-0.21561967,-0.5730261,"('disagreeable', 'welcoming')",0.16242057,0.10982244,-0.034846358,-0.30272672,-0.66757184,-0.82823277,-0.3338853,-0.55335337,-0.2179005,-0.4295033,0.2116028
58,-0.20761581,-0.25877464,"('undiscriminating', 'discriminating')",-0.052492872,-0.08931926,0.48447716,0.37981015,0.9624116,0.82154405,0.005047765,-0.10616866,0.2383656,0.1494183,0.0889473
25,0.20507616,-0.28535384,"('egoistic', 'altruistic')",1.5398893,1.2729337,-0.61453736,-0.83062375,-1.3157524,-1.6514672,1.1507139,0.97918236,0.1930779,-0.1030658,0.2961437
51,-0.14311484,-0.055766728,"('uneducated', 'educated')",-0.06994643,-0.08845312,0.64870745,0.5446051,1.0475914,1.0693598,0.6911764,0.66972864,0.4348828,0.4278947,0.0069881
72,0.12031972,0.18584478,"('unambitious', 'ambitious')",0.13162528,0.18252459,1.4866629,1.5538085,0.20051305,0.3415379,-1.3551089,-1.241064,0.1168024,0.2045304,-0.087728
69,-0.11980473,-0.27943063,"('lazy', 'industrious')",0.22599675,0.1814122,0.351435,0.21253976,0.19275683,0.12265858,-0.40467817,-0.6118187,0.0491411,-0.0749277,0.1240688
45,0.09980598,0.48738304,"('incompetent', 'competent')",0.8056135,1.1299344,0.54184467,0.76211405,1.9828608,2.1807382,0.012195616,0.05009862,0.6884641,0.9220536,-0.2335895
59,0.09700273,-0.20788366,"('foolish', 'wise')",0.05684308,-0.080198765,-0.025260326,-0.5094332,-0.29839656,-0.39486033,0.33773747,0.09292573,0.0335853,-0.21989,0.2534753
52,-0.074399985,-0.3078693,"('irrational', 'rational')",0.3880729,0.25192544,-1.0143245,-1.3195852,-0.541901,-0.7961919,-0.06729491,-0.3367748,-0.2619695,-0.5016992,0.2397297
71,-0.054041684,-0.40402877,"('diffident', 'self-confident')",0.7485519,0.5960647,1.0562086,0.8318152,1.0372672,0.8622304,0.3760099,0.21245147,0.6327992,0.4197066,0.2130926
41,0.04146941,0.0885815,"('unforgiving', 'forgiving')",-0.15203628,-0.20041578,-0.8187758,-0.7956936,0.7242457,1.0472263,0.06578806,0.011695733,-0.0278618,0.0302788,-0.0581406
5,-0.033778556,-0.3799628,"('distant', 'outgoing')",0.36701965,0.2503739,-0.58122337,-0.8747513,-1.9885826,-2.1220407,-0.65194005,-0.84446627,-0.577701,-0.7941694,0.2164684
29,0.033113033,0.08518873,"('unfair', 'fair')",-0.86728644,-0.8370446,-1.1139896,-1.0852594,-0.22468288,-0.15201648,-0.36972374,-0.46953234,-0.5085139,-0.4917328,-0.0167811
74,-0.012802862,0.00323572,"('undedicated', 'dedicated')",0.6571085,0.6993114,0.9660068,0.9947818,1.4905413,1.4526085,0.19963653,0.021562215,0.6600981,0.6342999,0.0257982
15,0.009351827,0.0066310726,"('boring', 'funny')",0.4776863,0.5599515,-0.01602447,0.004834261,0.053190317,-0.066114545,0.3726786,0.3913839,0.1793765,0.1793372,3.93e-05
66,0.008692268,-0.0071446523,"('inactive', 'active')",0.036262244,-0.042356536,1.0299574,0.73401076,-0.18781532,-0.3559413,0.5341612,0.17713904,0.2842516,0.1011415,0.1831101
48,-0.007948425,-0.16748545,"('unintelligent', 'intelligent')",-0.8879124,-0.9938748,-0.46023482,-0.4815783,0.06897221,0.028101165,0.756016,0.7425216,-0.1062215,-0.1744632,0.0682417
3,-0.005608158,0.084806755,"('repellent', 'pleasant')",0.2981798,0.272088,1.0747606,1.0205107,1.3570315,1.1909811,0.72004706,0.729538,0.6888822,0.6595849,0.0292973
