,tenet_male,tenet_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,male-female
76,0.928205,0.89886224,"('anxious', 'daring')",-0.11546233,-0.22043574,0.08878218,0.18788302,0.3005083,0.2887698,0.0117385
17,-0.8924192,-0.8980912,"('nasty', 'nice')",-0.58454907,-0.5818893,-0.877212,-0.8759866,-0.7847268,-0.7853223,0.0005955
73,0.8681822,1.1123543,"('helpless', 'self-reliant')",0.43451488,0.44258332,-3.636854,-3.4885519,-0.7780523,-0.6445381,-0.1335142
48,-0.81624395,-1.2395585,"('unintelligent', 'intelligent')",0.74746823,0.5119958,1.0157025,0.7843363,0.3156423,0.0189246,0.2967177
67,0.79386,0.6816178,"('doubtful', 'determined')",0.2349039,0.14711139,-0.16801,-0.2146191,0.286918,0.2047034,0.0822146
28,-0.7899119,-1.0513109,"('disloyal', 'loyal')",-0.10884042,-0.20486262,1.206054,1.1509515,0.1024339,-0.035074,0.1375079
25,-0.7830303,-0.8057588,"('egoistic', 'altruistic')",0.001518622,0.17292838,0.78914875,0.8298923,0.0025457,0.0656873,-0.0631416
6,-0.74827695,-0.5034376,"('distant', 'open')",0.32815436,0.66040814,-0.74189013,-0.5866275,-0.3873376,-0.143219,-0.2441186
54,-0.7449847,-0.611601,"('incapable', 'capable')",0.29286435,0.37973943,0.5640351,0.6945862,0.0373049,0.1542416,-0.1169367
38,-0.7446302,-0.6374271,"('untruthful', 'truthful')",0.44552693,0.5465081,0.05705326,0.06559652,-0.0806833,-0.0084408,-0.0722425
10,-0.7103979,-0.8614379,"('unsympathetic', 'sympathetic')",-0.1055206,-0.30785704,0.20774955,0.13318183,-0.202723,-0.345371,0.142648
37,0.70709306,0.69808656,"('fake', 'genuine')",0.2270907,0.064893305,0.40219313,0.3674506,0.445459,0.3768102,0.0686488
88,-0.6968725,-0.83307517,"('low', 'eminent')",-0.00077950954,-0.14819671,-0.37813893,-0.3872028,-0.358597,-0.4561582,0.0975612
42,0.6908924,0.8810223,"('unreliable', 'reliable')",1.5511975,1.4711467,-2.448738,-2.213205,-0.0688827,0.0463213,-0.115204
52,-0.6884819,-0.7959899,"('irrational', 'rational')",-0.3417406,-0.38441992,-0.32459867,-0.38225204,-0.4516071,-0.5208873,0.0692802
82,-0.68361235,-0.6731312,"('poor', 'rich')",0.35849565,0.24696983,6.78845,6.678059,2.1544444,2.0839659,0.0704785
24,-0.6753241,-1.077392,"('dishonest', 'honest')",0.29929945,0.16652836,0.9632574,0.92125356,0.1957442,0.0034633,0.1922809
23,-0.6722731,-1.0699736,"('insincere', 'sincere')",0.8801027,0.8185645,6.122339,5.8755193,2.1100561,1.8747034,0.2353527
78,-0.64637816,-0.32388863,"('nonresilient', 'resilient')",1.7301522,1.8464969,0.20253943,0.28410855,0.4287712,0.6022389,-0.1734677
64,0.55068547,0.5567601,"('shy', 'confident')",0.49615622,0.33854005,-5.893482,-5.8467774,-1.6155469,-1.6504924,0.0349455
39,0.53592545,0.36769614,"('exploitative', 'cooperative')",0.45577237,0.4730602,0.02042473,-0.0013853526,0.3373742,0.2797903,0.0575839
85,-0.5331493,-0.46770185,"('insignificant', 'prestigious')",0.78257895,0.7977542,-0.84826285,-0.9525416,-0.1996111,-0.2074964,0.0078853
51,-0.5276754,-0.5508407,"('uneducated', 'educated')",0.98081625,0.78996795,0.6333607,0.53237325,0.3621672,0.2571668,0.1050004
3,-0.5178263,-0.56300086,"('repellent', 'pleasant')",-1.09626,-1.0371017,0.70346457,0.6302211,-0.3035406,-0.3232938,0.0197532
80,0.5071967,0.3353615,"('dominated', 'dominating')",0.19608864,0.012165248,-0.31230804,-0.29244047,0.1303258,0.0183621,0.1119637
30,-0.49648488,-0.8132945,"('intolerant', 'tolerant')",1.0470746,0.84660727,0.9170088,0.81102407,0.4891995,0.2814456,0.2077539
77,-0.48416024,-0.41425705,"('unmotivated', 'motivated')",0.085050106,0.18667802,-1.2272582,-1.1305652,-0.5421228,-0.4527147,-0.0894081
18,-0.4838293,-0.70969427,"('disagreeable', 'welcoming')",0.30424714,0.33296424,-0.49791634,-0.4756553,-0.2258328,-0.2841284,0.0582956
56,0.4580215,0.50899994,"('impractical', 'practical')",1.1741558,1.137825,-0.05361458,0.03436781,0.5261876,0.5603976,-0.03421
79,-0.45149988,-0.13021538,"('wavering', 'unwavering')",-0.6395903,-0.42680323,-0.69887304,-0.53322434,-0.5966544,-0.3634143,-0.2332401
41,-0.4084117,-0.72867954,"('unforgiving', 'forgiving')",0.93725115,0.865437,0.11871668,0.006808663,0.215852,0.0478554,0.1679966
75,0.4005766,0.73203033,"('meek', 'impulsive')",-0.7613837,-0.622789,-1.0113436,-0.92093915,-0.4573836,-0.2705659,-0.1868177
32,-0.38942724,-0.5062412,"('unkind', 'kind')",1.7339531,1.5751876,1.2483902,1.1572896,0.8643053,0.7420786,0.1222267
21,0.36677912,0.26994917,"('immoral', 'moral')",0.8791147,0.6464959,-0.1536563,-0.21112972,0.3640792,0.2351051,0.1289741
43,-0.36496568,-0.573102,"('irresponsible', 'responsible')",1.4511156,1.3533206,0.7679304,0.6370341,0.6180268,0.4724176,0.1456092
74,-0.35037407,-0.4558498,"('undedicated', 'dedicated')",0.6020342,0.5564358,-0.23776549,-0.22144735,0.0046315,-0.0402871,0.0449186
40,-0.34302986,-0.59130347,"('stingy', 'generous')",0.7698377,0.77127016,-2.1117702,-2.1393023,-0.5616541,-0.6531119,0.0914578
55,-0.34290043,-0.70105815,"('incompetent', 'clever')",-0.0102615245,-0.28516915,0.71184754,0.517729,0.1195619,-0.1561661,0.275728
15,-0.3333509,-0.4130969,"('boring', 'funny')",0.3635282,0.30422762,-0.3791625,-0.39166158,-0.1163284,-0.1668436,0.0505152
12,0.3165092,0.42634732,"('unsupportive', 'supportive')",2.3667636,2.4852614,-1.737804,-1.6637546,0.3151563,0.4159514,-0.1007951
46,-0.31516522,-0.4118734,"('uncompetitive', 'competitive')",0.60382247,0.45606565,-0.4363479,-0.5449404,-0.0492302,-0.1669161,0.1176859
2,0.31361428,0.25226235,"('unlikable', 'likable')",1.1605959,1.0569873,1.0542432,0.93122643,0.8428178,0.7468254,0.0959924
87,-0.28448358,-0.06606356,"('unsuccessful', 'successful')",0.6118429,0.5087482,0.6955811,0.71875143,0.3409801,0.3871454,-0.0461653
66,-0.27141187,-0.06901499,"('inactive', 'active')",-0.5948859,-0.4246105,0.57133704,0.6456239,-0.0983202,0.0506661,-0.1489863
71,0.26151034,0.23370779,"('diffident', 'self-confident')",2.2916532,2.3873146,0.3137762,0.3074932,0.9556466,0.9761718,-0.0205252
50,0.26099345,0.3450487,"('clumsy', 'skillful')",0.8094775,0.7095552,0.2018196,0.2003375,0.4240968,0.4183138,0.005783
68,-0.25918037,-0.09445009,"('dependent', 'independent')",-0.86022085,-0.9413502,-0.82094055,-0.74887174,-0.6467806,-0.5948907,-0.0518899
27,-0.25335795,-0.34575817,"('hardhearted', 'softhearted')",0.69342947,0.80680346,1.2611637,1.2815462,0.5670784,0.5808638,-0.0137854
13,-0.24709015,-0.3525581,"('impolite', 'polite')",0.5209037,0.34190506,0.025226403,-0.11225351,0.09968,-0.0409689,0.1406489
84,0.24024375,0.25339574,"('inferior', 'superior')",0.66443884,0.68792695,0.74076843,0.8047533,0.5484837,0.5820253,-0.0335416
4,-0.2327119,0.11553714,"('disliked', 'liked')",0.37219998,0.5108583,-7.101126,-6.955442,-2.320546,-2.1096821,-0.2108639
81,0.22754171,-0.050837893,"('submissive', 'aggressive')",0.5768731,0.27270463,-0.12007387,-0.09353878,0.2281137,0.042776,0.1853377
65,-0.20444703,-0.6146489,"('insecure', 'secure')",-0.35424218,-0.63823414,0.3244633,0.29684782,-0.0780753,-0.3186784,0.2406031
49,0.20384882,0.27379116,"('unable', 'able')",0.70328325,0.67734236,0.044332653,0.054327127,0.3171549,0.3351535,-0.0179986
83,-0.18557052,-0.220817,"('powerless', 'powerful')",0.5535837,0.583081,-0.95298266,-0.9524808,-0.1949898,-0.1967389,0.0017491
33,0.18380004,0.32225144,"('wrong', 'right')",0.6424904,0.7511248,-1.0298592,-0.97053915,-0.0678563,0.034279,-0.1021353
47,-0.18334627,-0.3077981,"('stupid', 'smart')",1.0261836,0.84220624,5.505999,5.423079,2.1162788,1.985829,0.1304498
62,0.1745231,0.19748902,"('incompetent', 'brilliant')",0.93840533,0.8974312,0.74317193,0.7672893,0.6187001,0.6207365,-0.0020364
63,-0.17394547,-0.0630729,"('unperceptive', 'insightful')",0.9721097,0.9400606,0.7588022,0.841474,0.5189888,0.5728206,-0.0538318
34,0.16680323,0.1721621,"('mean', 'honorable')",0.60868394,0.6171512,5.816808,5.763931,2.1974319,2.1844147,0.0130172
70,0.14426064,0.14772883,"('lethargic', 'energetic')",0.06741692,0.023256533,0.69533485,0.8258853,0.3023375,0.3322902,-0.0299527
14,-0.13724354,-0.36140347,"('antisocial', 'social')",0.46361402,0.32967493,0.039515894,-0.18814065,0.1219621,-0.0732897,0.1952518
59,0.10774587,0.12746236,"('foolish', 'wise')",0.7353991,0.7644377,-0.13128878,-0.11728954,0.2372854,0.2582035,-0.0209181
69,0.09471347,0.5725107,"('lazy', 'industrious')",1.1026993,1.3805809,-1.1049278,-0.9850634,0.0308283,0.3226761,-0.2918478
22,-0.07423017,-0.15852855,"('untrustworthy', 'trustworthy')",-0.017005581,-0.18926516,-0.92615175,-1.0001067,-0.3391292,-0.4493001,0.1101709
60,0.072090976,-0.1263982,"('inefficient', 'efficient')",0.81745666,0.7259951,0.69541526,0.691627,0.5283209,0.430408,0.0979129
11,-0.06457965,-0.24286512,"('unhelpful', 'helpful')",0.6491232,0.5804973,2.3257108,2.2077887,0.9700847,0.8484736,0.1216111
20,-0.05944097,-0.28225854,"('rough', 'thoughtful')",-0.21791062,-0.2339842,0.6579444,0.5949,0.1268643,0.0262191,0.1006452
72,0.03638565,-0.15845804,"('unambitious', 'ambitious')",-0.44831118,-0.4205385,-0.38126603,-0.35026506,-0.2643972,-0.3097539,0.0453567
7,-0.026544128,-0.15969896,"('insensitive', 'sensitive')",0.28891513,0.2005808,0.5309251,0.51427644,0.264432,0.1850528,0.0793792
35,-0.014441084,0.21993378,"('corrupt', 'incorrupt')",-0.9711269,-0.75888586,-0.83105904,-0.83702016,-0.6055423,-0.4586574,-0.1468849
29,0.00723077,0.1429658,"('unfair', 'fair')",-0.47183836,-0.39036357,-0.30826184,-0.38564086,-0.2576232,-0.2110129,-0.0466103
