,texas_male,texas_female,tuple,instruments_male,instruments_female,inc_male,inc_female,average_male,average_female,male-female
26,0.45249313,0.5908338,"('hardhearted', 'benevolent')",1.2431829,1.4732168,1.3037461,1.4501277,0.9998074,1.1713928,-0.1715854
48,0.44781885,-0.026798528,"('unintelligent', 'intelligent')",0.8387474,0.59695053,0.7377331,0.37621826,0.6747665,0.3154567,0.3593098
86,-0.44189692,-0.73641455,"('uninfluential', 'influential')",-0.719073,-0.57521486,-0.47631642,-0.58495283,-0.5457621,-0.6321941,0.086432
55,0.41983274,0.13742024,"('incompetent', 'clever')",-0.6387842,-0.62009114,0.24565949,0.040386442,0.0089027,-0.1474282,0.1563309
43,-0.4085361,-0.6492388,"('irresponsible', 'responsible')",-1.1732361,-1.0673615,0.296171,0.093212694,-0.4285337,-0.5411292,0.1125955
60,0.39740896,0.08285241,"('inefficient', 'efficient')",-0.080295004,-0.1294068,0.49410588,0.12346803,0.2704066,0.0256379,0.2447687
83,0.38722596,0.4427665,"('powerless', 'powerful')",0.3661326,0.42792892,-0.73807,-0.8137444,0.0050962,0.0189837,-0.0138875
82,-0.37638357,-0.8477309,"('poor', 'rich')",0.14102142,0.02204227,6.041065,6.0383587,1.9352344,1.7375568,0.1976776
23,-0.34922713,-0.8327955,"('insincere', 'sincere')",-0.15428758,-0.34100002,5.7338324,5.496457,1.7434392,1.4408871,0.3025521
5,-0.33933705,-0.3367766,"('distant', 'outgoing')",-0.6361119,-0.58330524,-0.52735853,-0.52867115,-0.5009358,-0.4829177,-0.0180181
12,0.33926487,0.057667367,"('unsupportive', 'supportive')",-0.6142335,-0.49065328,-1.7304298,-2.0569475,-0.6684661,-0.8299778,0.1615117
4,-0.29808563,-0.4943511,"('disliked', 'liked')",-0.2671453,-0.2266895,-6.3503265,-6.4762506,-2.3051858,-2.3990971,0.0939113
65,0.28933924,0.29936755,"('insecure', 'secure')",-0.37606958,-0.327881,-0.055328008,-0.1248239,-0.0473528,-0.0511125,0.0037597
35,-0.28527382,-0.015602509,"('corrupt', 'incorrupt')",1.0255438,0.9897236,-0.5775472,-0.26911643,0.0542409,0.2350016,-0.1807607
61,0.2840175,0.43577933,"('illogical', 'logical')",0.13768277,0.23363051,0.22594449,0.20562212,0.2158816,0.2916773,-0.0757957
58,0.2836378,0.4410457,"('undiscriminating', 'discriminating')",0.8081239,0.99289995,0.030375808,-0.05045358,0.3740458,0.461164,-0.0871182
44,-0.2816693,0.06004613,"('prejudiced', 'unprejudiced')",-0.96849763,-1.0108956,-1.2243448,-1.0710641,-0.8248372,-0.6739712,-0.150866
80,0.27850398,0.33834094,"('dominated', 'dominating')",-0.8381856,-0.8325721,-0.9194999,-1.0193428,-0.4930605,-0.5045246,0.0114641
53,-0.26760894,-0.504621,"('uncreative', 'creative')",0.29980686,0.27771658,0.5516512,0.40674883,0.1946164,0.0599481,0.1346683
13,-0.24093215,-0.46041703,"('impolite', 'polite')",-0.8666385,-0.9852065,-0.2738239,-0.57494426,-0.4604648,-0.6735226,0.2130578
36,-0.23691972,0.046885144,"('hostile', 'amicable')",0.8750865,1.0667727,-0.309758,0.050345637,0.1094696,0.3880012,-0.2785316
45,-0.21976967,-0.8330471,"('incompetent', 'competent')",-1.6953526,-1.7230514,-0.23959616,-0.468003,-0.7182395,-1.0080338,0.2897943
14,-0.2068469,0.3381305,"('antisocial', 'social')",-0.9597622,-0.5986277,-0.88443637,-0.68595403,-0.6836818,-0.3154837,-0.3681981
88,0.2002722,0.01916258,"('low', 'eminent')",0.21471213,0.23197569,0.07054588,-0.03497528,0.1618434,0.0720543,0.0897891
52,-0.18472123,0.13292357,"('irrational', 'rational')",-0.1824999,0.09829583,-0.5367783,-0.20955288,-0.3013331,0.0072222,-0.3085553
70,-0.16933589,-0.4337151,"('lethargic', 'energetic')",-1.9085399,-1.8799932,0.5803434,0.47064492,-0.4991775,-0.6143545,0.115177
22,-0.16685799,-0.38529915,"('untrustworthy', 'trustworthy')",-2.0902185,-2.0375836,-1.2065403,-1.1634732,-1.1545389,-1.1954521,0.0409132
79,-0.16571784,-0.26576793,"('wavering', 'unwavering')",-0.6481605,-0.6818193,-0.40403655,-0.30186072,-0.4059716,-0.4164826,0.010511
76,0.15285642,0.3588606,"('anxious', 'daring')",-0.69950515,-0.541538,0.46012425,0.5113362,-0.0288415,0.1095529,-0.1383944
37,-0.14548598,-0.20355622,"('fake', 'genuine')",-0.53166664,-0.5403804,0.24379002,0.19594821,-0.1444542,-0.1826628,0.0382086
27,0.14023711,-0.3994707,"('hardhearted', 'softhearted')",0.17277941,-0.048313797,1.5464392,1.2698725,0.6198186,0.2740294,0.3457892
38,-0.14020634,-0.5718489,"('untruthful', 'truthful')",0.042810738,-0.1113363,-0.042016152,-0.2371977,-0.0464706,-0.3067943,0.2603237
18,0.13842216,0.051752307,"('disagreeable', 'welcoming')",-0.6799346,-0.61432517,-0.6987797,-0.59836555,-0.4134307,-0.3869795,-0.0264512
51,0.13124669,-0.3298957,"('uneducated', 'educated')",-0.5928582,-0.74904627,0.45026594,0.2574587,-0.0037819,-0.2738278,0.2700459
41,-0.12773062,-0.450774,"('unforgiving', 'forgiving')",-0.500331,-0.35970688,-0.09430174,-0.18578106,-0.2407878,-0.3320873,0.0912995
77,-0.11909812,-0.5412904,"('unmotivated', 'motivated')",0.7551973,0.5947987,-0.8377236,-1.1255256,-0.0672082,-0.3573391,0.2901309
46,0.115714304,-0.25504103,"('uncompetitive', 'competitive')",-0.40756887,-0.36237693,-0.5717876,-0.7640658,-0.2878807,-0.4604946,0.1726139
19,-0.114198275,-0.3703159,"('inhospitable', 'hospitable')",-0.7027802,-0.9147691,-0.44604674,-0.5576172,-0.4210084,-0.6142341,0.1932257
62,-0.11203726,-0.5304881,"('incompetent', 'brilliant')",-0.60200334,-0.7128928,0.6144068,0.20139764,-0.0332113,-0.3473277,0.3141164
59,-0.10611977,-0.20060813,"('foolish', 'wise')",-0.42183703,-0.32367256,0.039477613,0.2298282,-0.1628264,-0.0981508,-0.0646756
15,-0.09974823,-0.14100718,"('boring', 'funny')",-0.18668905,-0.24646333,-0.043165296,-0.12164749,-0.1098675,-0.169706,0.0598385
21,0.09228318,-0.09686806,"('immoral', 'moral')",-0.986763,-0.9500531,-0.9803512,-1.0674812,-0.6249437,-0.7048008,0.0798571
75,0.0883973,0.14205112,"('meek', 'impulsive')",-0.41412628,-0.38639528,-0.25794846,-0.14823931,-0.1945591,-0.1308612,-0.0636979
29,0.048973083,0.014188312,"('unfair', 'fair')",-0.33130625,-0.30289108,-0.55145884,-0.46723986,-0.2779307,-0.2519809,-0.0259498
8,0.040929146,-0.10191588,"('unaffectionate', 'affectionate')",0.00169871,0.053645007,0.39727467,0.32824394,0.1466342,0.0933244,0.0533098
64,0.034255523,0.059137214,"('shy', 'confident')",-1.0031142,-0.78634626,-6.483335,-6.5463796,-2.4840646,-2.4245296,-0.059535
67,0.031244926,0.51166075,"('doubtful', 'determined')",-0.8912334,-0.71266127,-0.82172114,-0.495681,-0.5605698,-0.2322272,-0.3283426
34,0.026889967,-0.01602643,"('mean', 'honorable')",0.47085786,0.41557896,5.7514596,5.86122,2.0830692,2.0869241,-0.0038549
6,-0.023797141,-0.20266464,"('distant', 'open')",-0.106855914,-0.11056374,0.12422328,0.21121319,-0.0021433,-0.0340051,0.0318618
54,-0.01637673,-0.06899112,"('incapable', 'capable')",-0.19789937,-0.13769373,1.1641366,1.182035,0.3166202,0.3251167,-0.0084965
68,-0.015604563,-0.30524093,"('dependent', 'independent')",-0.6706349,-0.82588184,-0.62075377,-0.69582987,-0.4356644,-0.6089842,0.1733198
