,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,male-female
1,-2.5687833,-2.5027251,"('unfriendly', 'friendly')",1.0618663,0.8049938,-0.7534585,-0.8488656,0.0954071
9,-2.052381,-1.8125544,"('unaffectionate', 'caring')",1.0867981,0.871302,-0.4827915,-0.4706262,-0.0121653
86,-2.0126588,-1.9420661,"('uninfluential', 'influential')",-0.07645107,-0.110288695,-1.0445549,-1.0261774,-0.0183775
8,-1.94533,-1.8280501,"('unaffectionate', 'affectionate')",0.38219526,0.13172653,-0.7815674,-0.8481618,0.0665944
6,-1.8373768,-1.3666345,"('distant', 'open')",-0.72278506,-0.9011421,-1.2800809,-1.1338882,-0.1461927
53,-1.8053527,-1.8541508,"('uncreative', 'creative')",0.552683,0.5356529,-0.6263348,-0.6592489,0.0329141
36,-1.4903431,-1.5482358,"('hostile', 'amicable')",-0.52029794,-0.81433713,-1.0053205,-1.1812865,0.175966
77,-1.4644223,-1.5124036,"('unmotivated', 'motivated')",-0.8822014,-0.85427696,-1.1733118,-1.1833403,0.0100285
85,-1.2571796,-1.1810191,"('insignificant', 'prestigious')",-0.84750885,-0.9637375,-1.0523442,-1.0723783,0.0200341
25,-1.2423804,-1.2496122,"('egoistic', 'altruistic')",0.57300246,0.4869274,-0.334689,-0.3813424,0.0466534
10,-1.2045616,-1.0899689,"('unsympathetic', 'sympathetic')",0.034802414,0.16182303,-0.5848796,-0.4640729,-0.1208067
5,-1.1914028,-0.6736866,"('distant', 'outgoing')",-0.7076827,-0.85925364,-0.9495428,-0.7664701,-0.1830727
31,-1.1618783,-1.0556728,"('evil', 'good')",-1.1693244,-1.4726791,-1.1656014,-1.2641759,0.0985745
57,-1.1608703,-1.1975579,"('unimaginative', 'imaginative')",-2.922919,-2.8164108,-2.0418947,-2.0069842,-0.0349105
54,-1.1591185,-1.0045395,"('incapable', 'capable')",0.7726127,0.79008174,-0.1932529,-0.1072289,-0.086024
79,-1.119318,-0.57693446,"('wavering', 'unwavering')",-0.44514084,-0.38568598,-0.7822294,-0.4813102,-0.3009192
71,-1.053799,-0.7542462,"('diffident', 'self-confident')",0.26906538,0.22871563,-0.3923668,-0.2627653,-0.1296015
66,-1.052161,-0.9972557,"('inactive', 'active')",0.008516505,-0.041456185,-0.5218222,-0.519356,-0.0024662
19,-1.0413413,-0.66399777,"('inhospitable', 'hospitable')",-0.4747874,-0.41010508,-0.7580644,-0.5370514,-0.221013
