,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,male-female
28,-1.0392957,-1.4722439,"('disloyal', 'loyal')",1.3074039,1.0599155,0.1340541,-0.2061642,0.3402183
0,-1.0121888,-1.2281152,"('unsociable', 'sociable')",-0.08564768,-0.22988512,-0.5489182,-0.7290002,0.180082
67,0.97622305,1.0512642,"('doubtful', 'determined')",-0.43337688,-0.3686814,0.2714231,0.3412914,-0.0698683
78,-0.95162195,-0.79286414,"('nonresilient', 'resilient')",0.33594164,0.39337435,-0.3078402,-0.1997449,-0.1080953
26,-0.9160972,-1.0651654,"('hardhearted', 'benevolent')",1.1793365,1.2083634,0.1316197,0.071599,0.0600207
12,-0.9152092,-0.4389604,"('unsupportive', 'supportive')",-1.9465922,-1.8746712,-1.4309007,-1.1568158,-0.2740849
84,0.9105562,0.6859033,"('inferior', 'superior')",1.1446185,1.182508,1.0275874,0.9342057,0.0933817
44,0.860453,0.9897722,"('prejudiced', 'unprejudiced')",-1.8308403,-1.6046284,-0.4851937,-0.3074281,-0.1777656
61,-0.85724264,-0.71914196,"('illogical', 'logical')",0.35589772,0.4133327,-0.2506725,-0.1529046,-0.0977679
72,-0.78452927,-0.85540336,"('unambitious', 'ambitious')",-0.2933648,-0.5194458,-0.538947,-0.6874245,0.1484775
63,-0.7817974,-0.59749126,"('unperceptive', 'insightful')",0.94073087,1.0321933,0.0794667,0.217351,-0.1378843
52,-0.774598,-1.0944991,"('irrational', 'rational')",-0.32461515,-0.64479065,-0.5496066,-0.8696449,0.3200383
38,-0.7718689,-0.46089897,"('untruthful', 'truthful')",0.060188532,0.066755466,-0.3558402,-0.1970717,-0.1587685
46,-0.75157124,-0.6289017,"('uncompetitive', 'competitive')",-0.4833042,-0.22442305,-0.6174377,-0.4266624,-0.1907753
18,-0.69821316,-0.6621148,"('disagreeable', 'welcoming')",-0.65942293,-0.5940542,-0.678818,-0.6280845,-0.0507335
81,0.6974732,0.293567,"('submissive', 'aggressive')",-0.05331847,-0.10247876,0.3220774,0.0955441,0.2265333
23,-0.6775323,-0.6823104,"('insincere', 'sincere')",6.1055913,5.9959707,2.7140296,2.6568301,0.0571995
24,-0.6438523,-0.6764616,"('dishonest', 'honest')",0.8427669,0.7838803,0.0994573,0.0537094,0.0457479
7,-0.62192416,-0.5079398,"('insensitive', 'sensitive')",0.4700297,0.61009765,-0.0759472,0.0510789,-0.1270261
88,-0.61123765,-0.55463004,"('low', 'eminent')",-0.22348124,-0.3055728,-0.4173594,-0.4301014,0.012742
43,-0.58363396,-0.031338777,"('irresponsible', 'responsible')",0.437739,0.70832443,-0.0729475,0.3384928,-0.4114403
76,0.55905706,0.50636435,"('anxious', 'daring')",0.069967255,0.3075364,0.3145122,0.4069504,-0.0924382
62,0.5456583,0.47401842,"('incompetent', 'brilliant')",0.9247768,0.97616506,0.7352176,0.7250918,0.0101258
30,0.54385257,0.41599324,"('intolerant', 'tolerant')",1.0182397,1.0362387,0.7810462,0.7261159,0.0549303
45,-0.5230255,-0.3666468,"('incompetent', 'competent')",0.13462193,0.24245286,-0.1942018,-0.062097,-0.1321048
32,-0.5203119,-0.24882878,"('unkind', 'kind')",0.7828212,0.81325155,0.1312546,0.2822114,-0.1509568
3,-0.5101096,-0.48373857,"('repellent', 'pleasant')",0.8271304,0.76739573,0.1585104,0.1418286,0.0166818
60,0.5021859,0.59442306,"('inefficient', 'efficient')",0.53701437,0.72502893,0.5196002,0.659726,-0.1401258
74,-0.4428479,-0.07448696,"('undedicated', 'dedicated')",-0.3546214,-0.2695436,-0.3987347,-0.1720153,-0.2267194
16,-0.42811847,-0.32100552,"('unpopular', 'popular')",-0.037021775,-0.03934052,-0.2325701,-0.180173,-0.0523971
83,-0.426256,-0.6307941,"('powerless', 'powerful')",-0.69530094,-0.92162514,-0.5607785,-0.7762096,0.2154311
73,0.3847859,0.68406546,"('helpless', 'self-reliant')",-3.286445,-3.3754056,-1.4508295,-1.34567,-0.1051595
41,-0.38370898,-0.5095289,"('unforgiving', 'forgiving')",-0.21060055,-0.29724112,-0.2971548,-0.403385,0.1062302
50,0.37370586,0.5831672,"('clumsy', 'skillful')",0.029766582,0.093916476,0.2017362,0.3385418,-0.1368056
58,-0.37211972,-0.58424944,"('undiscriminating', 'discriminating')",0.34439757,0.21861184,-0.0138611,-0.1828188,0.1689577
70,0.37040657,0.60751384,"('lethargic', 'energetic')",0.5242023,0.8012404,0.4473044,0.7043771,-0.2570727
48,-0.3481243,-0.8822185,"('unintelligent', 'intelligent')",1.1831809,1.0195361,0.4175283,0.0686588,0.3488695
4,-0.34808072,-0.20743518,"('disliked', 'liked')",-7.1044474,-6.9076605,-3.726264,-3.5575478,-0.1687162
42,0.33470646,0.77107763,"('unreliable', 'reliable')",-3.471453,-3.1312199,-1.5683732,-1.1800711,-0.3883021
27,-0.32801288,-0.3275151,"('hardhearted', 'softhearted')",1.0095516,0.85338,0.3407694,0.2629325,0.0778369
21,-0.3174027,-0.36654392,"('immoral', 'moral')",-0.22285536,-0.11431563,-0.270129,-0.2404298,-0.0296992
49,0.3122492,0.12781711,"('unable', 'able')",0.28745997,0.24926041,0.2998546,0.1885388,0.1113158
33,-0.3080677,-0.17198834,"('wrong', 'right')",-1.1383331,-1.1881027,-0.7232004,-0.6800455,-0.0431549
80,0.29696026,-0.09131309,"('dominated', 'dominating')",-0.79258704,-0.7096921,-0.2478134,-0.4005026,0.1526892
34,0.27914622,0.37117773,"('mean', 'honorable')",6.0926123,6.1125703,3.1858792,3.241874,-0.0559948
69,0.27023566,0.48387754,"('lazy', 'industrious')",-1.0890282,-1.1026037,-0.4093963,-0.3093631,-0.1000332
39,0.25195146,0.24603146,"('exploitative', 'cooperative')",-0.10973192,-0.07931441,0.0711098,0.0833585,-0.0122487
2,0.21690077,0.48333585,"('unlikable', 'likable')",0.22248462,0.38080722,0.2196927,0.4320715,-0.2123788
22,-0.1890417,-0.2532045,"('untrustworthy', 'trustworthy')",-1.0979278,-1.1835562,-0.6434848,-0.7183803,0.0748955
20,0.18679929,-0.22801203,"('rough', 'thoughtful')",0.76825976,0.581115,0.4775295,0.1765515,0.300978
29,0.18407509,-0.109072976,"('unfair', 'fair')",-0.44962376,-0.5382533,-0.1327743,-0.3236631,0.1908888
56,0.18398666,0.6245962,"('impractical', 'practical')",-0.01702686,0.1808956,0.0834799,0.4027459,-0.319266
17,-0.16770041,-0.28653315,"('nasty', 'nice')",-0.70868474,-0.7807807,-0.4381926,-0.5336569,0.0954643
37,0.16118903,0.118616454,"('fake', 'genuine')",0.4272071,0.29519382,0.2941981,0.2069051,0.087293
47,0.1577611,-0.020979598,"('stupid', 'smart')",5.6584835,5.531767,2.9081223,2.7553937,0.1527286
65,0.15612921,-0.2041936,"('insecure', 'secure')",-0.22593,-0.094788596,-0.0349004,-0.1494911,0.1145907
40,-0.15606259,-0.56726646,"('stingy', 'generous')",-2.253906,-2.4383621,-1.2049843,-1.5028143,0.29783
11,0.15439647,0.16140251,"('unhelpful', 'helpful')",2.3144138,2.360058,1.2344052,1.2607303,-0.0263251
51,-0.14896894,-0.3411211,"('uneducated', 'educated')",0.3220128,0.36289465,0.0865219,0.0108868,0.0756351
64,-0.14841458,-0.042716727,"('shy', 'confident')",-6.5409455,-6.3604455,-3.3446801,-3.201581,-0.1430991
82,-0.14541592,-0.0792552,"('poor', 'rich')",6.650661,6.628597,3.2526226,3.2746708,-0.0220482
13,-0.115111664,0.11352759,"('impolite', 'polite')",-0.5164721,-0.40664387,-0.3157919,-0.1465581,-0.1692338
14,0.11371803,-0.005798366,"('antisocial', 'social')",-0.2922708,-0.21945925,-0.0892764,-0.1126288,0.0233524
68,0.09808858,-0.01626024,"('dependent', 'independent')",-0.38956803,-0.46948546,-0.1457397,-0.2428728,0.0971331
75,-0.097448505,0.018634927,"('meek', 'impulsive')",-0.9053505,-0.9085952,-0.5013995,-0.4449801,-0.0564194
35,-0.08859678,-0.2648481,"('corrupt', 'incorrupt')",-0.86095023,-1.0842359,-0.4747735,-0.674542,0.1997685
15,0.057388194,-0.10894615,"('boring', 'funny')",0.017526776,-0.0882912,0.0374575,-0.0986187,0.1360762
59,0.02740207,-0.17513102,"('foolish', 'wise')",0.043051478,-0.13839704,0.0352268,-0.156764,0.1919908
55,-0.009294745,-0.259978,"('incompetent', 'clever')",0.38774288,0.42316654,0.1892241,0.0815943,0.1076298
87,0.00089514256,0.060445994,"('unsuccessful', 'successful')",0.6365732,0.69181895,0.3187342,0.3761325,-0.0573983
