,stanley_male,stanley_female,tuple,black_male,black_female,&_male,&_female,decker_male,decker_female,inc_male,inc_female,average_male,average_female,male-female
29,-2.0984297,-2.072704,"('unfair', 'fair')",-0.12800702,-0.048340082,-0.70568657,-0.74940205,-0.3114696,-0.22385782,-0.7328399,-0.80620414,-0.7952865,-0.7801016,-0.0151849
26,1.790715,1.9237409,"('hardhearted', 'benevolent')",-0.38564226,-0.33486158,1.0723612,1.1442574,0.6815292,0.79413354,1.7843018,1.742503,0.988653,1.0539547,-0.0653017
12,1.5939716,1.6822262,"('unsupportive', 'supportive')",0.10044876,0.2339024,-0.7376977,-0.61960477,-0.28580996,-0.35096073,-1.1882201,-0.946769,-0.1034615,-0.0002412,-0.1032203
71,1.5879087,1.6294839,"('diffident', 'self-confident')",0.9174168,1.0366,0.22383365,0.22753602,2.662131,2.6432889,0.79224545,0.9183297,1.2367071,1.2910477,-0.0543406
52,-1.473454,-1.34454,"('irrational', 'rational')",-0.50074613,-0.38281214,1.1578437,1.3068831,1.4947493,1.4684451,0.27291006,0.09131956,0.1902606,0.2278591,-0.0375985
9,1.3647658,1.5303617,"('unaffectionate', 'caring')",0.23531058,0.34791103,-0.5003995,-0.39619887,0.55084,0.5191096,1.1262028,1.1751436,0.5553439,0.6352654,-0.0799215
22,-1.2511472,-1.3205996,"('untrustworthy', 'trustworthy')",-1.3054348,-1.4321257,-0.87060165,-1.1065295,-1.6804457,-1.7444699,-0.9094463,-0.99044657,-1.2034151,-1.3188342,0.1154191
49,-1.23734,-1.2366015,"('unable', 'able')",-1.0511246,-1.0519949,-0.97035813,-1.0764931,-0.33553213,-0.47402593,-0.39285952,-0.38570178,-0.7974429,-0.8449635,0.0475206
72,1.1922505,1.1279919,"('unambitious', 'ambitious')",-0.24796328,-0.20609544,-0.75090617,-0.78840077,-0.81468654,-0.8769044,-0.80208766,-0.7658994,-0.2846786,-0.3018616,0.017183
44,-1.140554,-1.2312044,"('prejudiced', 'unprejudiced')",-0.53747994,-0.7247925,-0.2733237,-0.44890624,-0.83486015,-0.8060804,-1.3853565,-1.3856367,-0.8343148,-0.919324,0.0850092
84,1.118671,1.134381,"('inferior', 'superior')",0.71803474,0.75084704,0.5605274,0.5560435,0.16197938,0.039713927,1.0578705,1.080189,0.7234166,0.7122349,0.0111817
31,-1.1100185,-1.0853674,"('evil', 'good')",-1.364915,-1.1676152,0.97436446,1.1830403,2.6796114,2.841159,-0.66992843,-0.73429495,0.1018228,0.2073843,-0.1055615
85,1.0815068,1.2235606,"('insignificant', 'prestigious')",-0.11739771,0.12705192,1.6155076,1.8633717,2.649045,2.7381186,1.0913864,1.0873895,1.2640096,1.4078984,-0.1438888
68,-1.0219693,-0.99997175,"('dependent', 'independent')",-0.6177355,-0.5454036,-0.92676526,-0.87780666,-0.8303467,-0.817629,-0.7451537,-0.61395764,-0.8283941,-0.7709537,-0.0574404
50,-0.981484,-0.96040124,"('clumsy', 'skillful')",1.4436693,1.6327736,2.374655,2.4846356,0.7448947,0.71547556,1.0971574,1.091848,0.9357785,0.9928663,-0.0570878
37,-0.9676169,-0.882263,"('fake', 'genuine')",0.46949,0.5489345,-0.19975759,-0.3122,-0.17367187,-0.13905782,0.5740911,0.53670895,-0.0594931,-0.0495755,-0.0099176
21,-0.9267471,-0.74094146,"('immoral', 'moral')",-0.5802325,-0.63715136,-1.0855806,-1.2093222,-3.7724612,-3.8359685,-1.1159548,-1.0833545,-1.4961953,-1.5013476,0.0051523
3,-0.9179112,-0.86130697,"('repellent', 'pleasant')",-0.25477117,-0.20280294,-0.7031389,-0.66383934,-1.7642925,-1.6977892,-0.114775434,-0.11200702,-0.7509778,-0.7075491,-0.0434287
75,-0.8548218,-0.9705553,"('meek', 'impulsive')",-0.01780339,0.046818405,0.32781973,0.40821332,1.6868919,1.6846118,-0.15132855,-0.12808828,0.1981516,0.2082,-0.0100484
87,0.8435216,0.80099165,"('unsuccessful', 'successful')",1.2194413,1.1773981,2.0991108,2.1526618,0.035735182,0.031030342,1.2415308,1.3370329,1.087868,1.0998229,-0.0119549
30,-0.8165801,-0.8185876,"('intolerant', 'tolerant')",-1.1583877,-1.3841811,-1.8772705,-2.101812,-2.403741,-2.4932146,0.82079804,0.64197063,-1.0870362,-1.2311649,0.1441287
40,0.7663338,0.8548564,"('stingy', 'generous')",-0.8665632,-0.72434354,-0.7074405,-0.71026415,-0.6803183,-0.6538328,-1.1432514,-1.1900014,-0.5262479,-0.4847171,-0.0415308
