,monsanto_male,monsanto_female,tuple,co_male,co_female,average_male,average_female,male-female
3,-2.2502632,-2.0933225,"('repellent', 'pleasant')",0.7182848,0.6562252,-0.7659892,-0.7185487,-0.0474405
10,-1.7072306,-1.9889393,"('unsympathetic', 'sympathetic')",0.24802099,0.08363115,-0.7296048,-0.9526541,0.2230493
14,-1.5373663,-1.4144716,"('antisocial', 'social')",-0.3908423,-0.46036977,-0.9641043,-0.9374207,-0.0266836
57,-1.4801079,-1.6890608,"('unimaginative', 'imaginative')",-3.4721944,-3.4113708,-2.4761512,-2.5502157,0.0740645
22,-1.4583379,-1.3971617,"('untrustworthy', 'trustworthy')",-0.72661936,-0.58010375,-1.0924786,-0.9886327,-0.1038459
46,-1.4238824,-1.503742,"('uncompetitive', 'competitive')",-0.83866143,-1.034448,-1.1312718,-1.2690949,0.1378231
69,1.4222732,1.2900511,"('lazy', 'industrious')",-1.304989,-1.2590122,0.0586421,0.0155194,0.0431227
45,-1.3552315,-1.1887203,"('incompetent', 'competent')",-0.38717973,-0.32255387,-0.8712056,-0.7556371,-0.1155685
70,-1.3089793,-1.4254361,"('lethargic', 'energetic')",0.81313527,0.62712586,-0.247922,-0.3991551,0.1512331
85,1.2772317,1.3228422,"('insignificant', 'prestigious')",-0.87903196,-0.52723855,0.1990999,0.3978018,-0.1987019
28,-1.2693598,-1.3331676,"('disloyal', 'loyal')",0.75104415,0.8215726,-0.2591578,-0.2557975,-0.0033603
65,-1.2680427,-1.3821918,"('insecure', 'secure')",0.35725838,0.18582767,-0.4553922,-0.5981821,0.1427899
60,-1.2302234,-1.0063754,"('inefficient', 'efficient')",-0.08153498,0.24003418,-0.6558792,-0.3831706,-0.2727086
7,-1.1919502,-1.1368055,"('insensitive', 'sensitive')",0.44972378,0.76587933,-0.3711132,-0.1854631,-0.1856501
53,-1.1824975,-1.26482,"('uncreative', 'creative')",0.40597674,0.54466444,-0.3882604,-0.3600778,-0.0281826
77,-1.1259074,-0.85682064,"('unmotivated', 'motivated')",-1.6483252,-1.3998821,-1.3871163,-1.1283513,-0.258765
0,-1.1038713,-1.2873312,"('unsociable', 'sociable')",-0.45045748,-0.34113154,-0.7771644,-0.8142314,0.037067
30,-1.03206,-1.1654577,"('intolerant', 'tolerant')",0.59420884,0.6820574,-0.2189256,-0.2417002,0.0227746
13,-0.93885183,-1.2970792,"('impolite', 'polite')",0.27388272,0.08072288,-0.3324845,-0.6081781,0.2756936
55,-0.9345676,-0.80785555,"('incompetent', 'clever')",0.6125977,0.60783035,-0.1609849,-0.1000126,-0.0609723
43,-0.9177916,-1.2089005,"('irresponsible', 'responsible')",0.5092481,0.6415092,-0.2042718,-0.2836956,0.0794238
58,-0.86770624,-0.90724605,"('undiscriminating', 'discriminating')",0.42567027,0.12292728,-0.221018,-0.3921594,0.1711414
24,-0.86763334,-0.920608,"('dishonest', 'honest')",1.0963677,1.4292237,0.1143672,0.2543078,-0.1399406
18,-0.8585467,-0.72291625,"('disagreeable', 'welcoming')",-0.9725212,-0.5360388,-0.9155339,-0.6294775,-0.2860564
86,-0.82491827,-1.1224347,"('uninfluential', 'influential')",-0.0792525,-0.24505526,-0.4520854,-0.683745,0.2316596
23,-0.77702576,-0.76589406,"('insincere', 'sincere')",6.5176992,6.8571234,2.8703368,3.0456147,-0.1752779
84,0.76999176,0.6530771,"('inferior', 'superior')",0.5208924,0.46349785,0.6454421,0.5582875,0.0871546
33,0.757078,0.60222846,"('wrong', 'right')",-0.79454887,-0.53093076,-0.0187354,0.0356489,-0.0543843
79,0.73546565,0.58080435,"('wavering', 'unwavering')",-0.558969,-0.3299144,0.0882483,0.125445,-0.0371967
27,-0.7190508,-0.68602234,"('hardhearted', 'softhearted')",1.2314103,1.5405303,0.2561797,0.427254,-0.1710743
11,-0.6859707,-0.6709133,"('unhelpful', 'helpful')",2.491612,2.3680134,0.9028206,0.8485501,0.0542705
54,-0.67330194,-0.71995634,"('incapable', 'capable')",0.9484515,1.2492112,0.1375748,0.2646274,-0.1270526
19,-0.6692586,-0.74991846,"('inhospitable', 'hospitable')",-0.24931473,0.19785787,-0.4592867,-0.2760303,-0.1832564
61,-0.6558235,-0.7637432,"('illogical', 'logical')",-0.23830181,-0.17286031,-0.4470627,-0.4683018,0.0212391
76,-0.64752203,-0.6890182,"('anxious', 'daring')",0.218236,0.043535464,-0.214643,-0.3227414,0.1080984
63,-0.6206007,-0.58113986,"('unperceptive', 'insightful')",0.18527637,0.36778036,-0.2176622,-0.1066798,-0.1109824
26,0.6069121,0.37187782,"('hardhearted', 'benevolent')",1.4826617,1.0873733,1.0447869,0.7296255,0.3151614
37,-0.60208017,-0.59286404,"('fake', 'genuine')",0.4929388,0.6479029,-0.0545707,0.0275194,-0.0820901
59,0.5946069,0.3996641,"('foolish', 'wise')",-0.18167253,0.031312782,0.2064672,0.2154884,-0.0090212
47,-0.5845327,-0.51341355,"('stupid', 'smart')",5.716912,5.8831563,2.5661895,2.6848714,-0.1186819
12,-0.5677475,-0.476409,"('unsupportive', 'supportive')",-2.057246,-1.8506126,-1.3124967,-1.1635108,-0.1489859
17,-0.56639636,-0.50855917,"('nasty', 'nice')",-0.1831767,-0.1583337,-0.3747865,-0.3334464,-0.0413401
82,-0.5647728,-0.32670006,"('poor', 'rich')",6.4820595,7.0802436,2.9586434,3.3767717,-0.4181283
62,-0.5506074,-0.18828803,"('incompetent', 'brilliant')",-0.06336281,0.47268704,-0.3069851,0.1421995,-0.4491846
75,0.5229687,0.6582491,"('meek', 'impulsive')",-0.627059,-0.49275762,-0.0520451,0.0827457,-0.1347908
81,-0.5227658,-0.5632817,"('submissive', 'aggressive')",-0.4464804,-0.73999965,-0.4846231,-0.6516407,0.1670176
73,0.5203937,0.62347776,"('helpless', 'self-reliant')",-3.739397,-3.1955824,-1.6095016,-1.2860523,-0.3234493
68,-0.5123044,-0.50523317,"('dependent', 'independent')",-1.2285066,-1.2641511,-0.8704055,-0.8846921,0.0142866
2,-0.5096443,-0.368335,"('unlikable', 'likable')",0.62115437,0.78588027,0.055755,0.2087726,-0.1530176
9,-0.48070392,-0.5099051,"('unaffectionate', 'caring')",0.9295235,1.6888645,0.2244098,0.5894797,-0.3650699
5,0.47621542,0.46914628,"('distant', 'outgoing')",-0.7302841,-0.15143846,-0.1270343,0.1588539,-0.2858882
36,-0.47308302,-0.55100113,"('hostile', 'amicable')",-0.41976628,-0.3771982,-0.4464247,-0.4640996,0.0176749
8,-0.4520656,-0.6388074,"('unaffectionate', 'affectionate')",0.38613516,1.205974,-0.0329652,0.2835833,-0.3165485
35,0.44101065,0.43156862,"('corrupt', 'incorrupt')",-0.8142958,-0.6875562,-0.1866426,-0.1279938,-0.0586488
16,-0.421843,-0.043505523,"('unpopular', 'popular')",0.0052511916,0.30353558,-0.2082959,0.130015,-0.3383109
21,-0.41414592,-0.6097017,"('immoral', 'moral')",-0.5263729,-0.66376483,-0.4702594,-0.6367333,0.1664739
29,-0.40807715,-0.2394012,"('unfair', 'fair')",-0.57440484,-0.68457174,-0.491241,-0.4619865,-0.0292545
72,-0.40682572,-0.39926606,"('unambitious', 'ambitious')",-0.40835238,-0.10961564,-0.407589,-0.2544408,-0.1531482
38,-0.4026991,-0.40238413,"('untruthful', 'truthful')",0.056527603,0.20682675,-0.1730857,-0.0977787,-0.075307
25,0.38337624,0.45392454,"('egoistic', 'altruistic')",1.2901064,1.5586216,0.8367413,1.006273,-0.1695317
49,-0.3697486,-0.058346625,"('unable', 'able')",-0.65289503,-0.08465415,-0.5113218,-0.0715004,-0.4398214
64,-0.35636172,-0.43149358,"('shy', 'confident')",-6.820802,-6.974013,-3.588582,-3.7027533,0.1141713
31,-0.33336437,-0.13319552,"('evil', 'good')",-1.1576791,-0.848616,-0.7455217,-0.4909058,-0.2546159
56,-0.31088662,-0.42759183,"('impractical', 'practical')",-0.5469486,-0.22876659,-0.4289176,-0.3281792,-0.1007384
41,-0.30688405,-0.21518326,"('unforgiving', 'forgiving')",0.0133988885,-0.073449366,-0.1467426,-0.1443163,-0.0024263
48,0.28467005,0.44479835,"('unintelligent', 'intelligent')",-0.028663645,0.22061466,0.1280032,0.3327065,-0.2047033
40,-0.2788372,0.07070094,"('stingy', 'generous')",-2.2139704,-1.9777981,-1.2464038,-0.9535486,-0.2928552
39,-0.274795,-0.53397924,"('exploitative', 'cooperative')",0.45692325,0.4874856,0.0910641,-0.0232468,0.1143109
1,-0.27063072,-0.2101354,"('unfriendly', 'friendly')",1.4371667,2.1061218,0.583268,0.9479932,-0.3647252
32,-0.23968193,-0.37453493,"('unkind', 'kind')",1.2917691,1.2772294,0.5260436,0.4513472,0.0746964
78,0.23670138,0.5722646,"('nonresilient', 'resilient')",-0.41134796,-0.09368136,-0.0873233,0.2392916,-0.3266149
50,-0.21829942,-0.16811739,"('clumsy', 'skillful')",-0.11472911,0.0044503585,-0.1665143,-0.0818335,-0.0846808
34,-0.20686537,-0.12893692,"('mean', 'honorable')",5.7096643,6.072519,2.7513995,2.971791,-0.2203915
15,0.20225948,0.09783846,"('boring', 'funny')",0.6686528,0.84486777,0.4354561,0.4713531,-0.035897
4,-0.1915389,0.08641212,"('disliked', 'liked')",-7.6998487,-7.709275,-3.9456937,-3.8114314,-0.1342623
80,0.17596224,0.17061676,"('dominated', 'dominating')",-0.25192797,-0.67964685,-0.0379829,-0.2545151,0.2165322
66,-0.16161536,-0.42975524,"('inactive', 'active')",0.5403474,0.15904103,0.189366,-0.1353571,0.3247231
42,-0.13050674,-0.34776235,"('unreliable', 'reliable')",-3.2138052,-3.3511639,-1.672156,-1.8494631,0.1773071
74,-0.11188868,-0.15742874,"('undedicated', 'dedicated')",0.10854065,-0.050279405,-0.001674,-0.1038541,0.1021801
44,0.10280761,0.15820688,"('prejudiced', 'unprejudiced')",-1.4949651,-1.6187569,-0.6960787,-0.730275,0.0341963
52,-0.092054345,-0.15890807,"('irrational', 'rational')",-0.368992,-0.09548508,-0.2305232,-0.1271966,-0.1033266
67,0.09056107,-0.19335008,"('doubtful', 'determined')",-0.22639777,-0.78854334,-0.0679183,-0.4909467,0.4230284
88,0.08697893,0.054211266,"('low', 'eminent')",-0.17218198,-0.23609257,-0.0426015,-0.0909407,0.0483392
20,0.075230405,0.28104907,"('rough', 'thoughtful')",0.4873684,0.49041665,0.2812994,0.3857329,-0.1044335
87,0.06685114,0.16761556,"('unsuccessful', 'successful')",0.44522262,0.5206419,0.2560369,0.3441287,-0.0880918
6,0.06485008,-0.042669993,"('distant', 'open')",-0.4436746,0.077058226,-0.1894123,0.0171941,-0.2066064
71,0.05272775,0.19620413,"('diffident', 'self-confident')",-0.07994895,0.23434356,-0.0136106,0.2152738,-0.2288844
51,-0.048193835,-0.014527582,"('uneducated', 'educated')",1.1601619,0.72766185,0.555984,0.3565671,0.1994169
83,-0.040196594,0.0796571,"('powerless', 'powerful')",-1.2616773,-1.3000594,-0.6509369,-0.6102012,-0.0407357
