,raytheon_male,raytheon_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,male-female
34,-0.8243407,-0.9227637,"('mean', 'honorable')",0.16928785,-0.028849788,5.6314654,5.7278767,1.6588043,1.5920877,0.0667166
2,0.8159477,0.74485224,"('unlikable', 'likable')",0.44394827,0.45905638,0.83690184,0.62574214,0.6989326,0.6098836,0.089049
82,-0.79070723,-0.9551052,"('poor', 'rich')",0.27086443,0.15568227,6.1646466,6.0544047,1.8816013,1.7516607,0.1299406
59,0.7898918,1.0041479,"('foolish', 'wise')",0.15735492,0.3038863,-0.39134404,-0.8387737,0.1853009,0.1564202,0.0288807
66,0.76222765,0.71615154,"('inactive', 'active')",-0.1918744,-0.27136508,1.062585,0.64354587,0.5443128,0.3627774,0.1815354
9,-0.757928,-0.7799156,"('unaffectionate', 'caring')",0.3226231,0.16168404,1.038157,0.8211894,0.2009507,0.0676526,0.1332981
72,-0.75579506,-0.7314353,"('unambitious', 'ambitious')",-0.7001031,-0.6819246,-0.42800674,-0.20855792,-0.6279683,-0.5406393,-0.087329
12,-0.7551167,-0.8941745,"('unsupportive', 'supportive')",0.4674921,0.30718318,-1.4493806,-1.4215481,-0.5790017,-0.6695131,0.0905114
16,0.7339976,0.80418694,"('unpopular', 'popular')",-0.103568345,-0.052789938,-0.06255005,-0.31714073,0.1892931,0.1447521,0.044541
1,-0.7267773,-0.7750674,"('unfriendly', 'friendly')",-0.1776701,-0.36442885,1.1259342,0.52479815,0.0738289,-0.2048994,0.2787283
61,-0.7099247,-0.5878788,"('illogical', 'logical')",0.48158935,0.46542168,0.70463246,0.8496704,0.1587657,0.2424044,-0.0836387
48,-0.6958354,-0.7082274,"('unintelligent', 'intelligent')",1.5010371,1.3748455,0.9019358,1.1010394,0.5690459,0.5892192,-0.0201733
29,-0.68155247,-0.44192553,"('unfair', 'fair')",-0.7655797,-0.6857307,-0.51345974,-0.56266165,-0.6535306,-0.5634393,-0.0900913
53,-0.6753088,-0.622419,"('uncreative', 'creative')",0.72249454,0.55034995,0.91322416,0.42483678,0.3201366,0.1175892,0.2025474
79,0.657178,0.66409206,"('wavering', 'unwavering')",-1.4237701,-1.4867268,-0.625205,-1.047294,-0.4639324,-0.6233096,0.1593772
4,0.64478964,0.91152656,"('disliked', 'liked')",-0.6057325,-0.3978719,-5.7677517,-6.330912,-1.9095648,-1.9390858,0.029521
77,-0.6249927,-0.6105626,"('unmotivated', 'motivated')",0.6996418,0.5637429,-1.0600348,-0.9836207,-0.3284619,-0.3434801,0.0150182
50,0.6169417,0.4191727,"('clumsy', 'skillful')",0.1555797,-0.022071917,0.12670891,-0.28478724,0.2997434,0.0374378,0.2623056
47,-0.6011928,-0.5992719,"('stupid', 'smart')",0.6465499,0.60449857,4.976769,5.103302,1.6740421,1.7028429,-0.0288008
68,-0.59827363,-0.54164726,"('dependent', 'independent')",0.00901616,-0.10928429,-0.69707423,-0.7080967,-0.4287772,-0.4530094,0.0242322
80,-0.5394351,-0.5139462,"('dominated', 'dominating')",0.65139693,0.60698193,0.06261861,0.44529954,0.0581935,0.1794451,-0.1212516
44,0.5319869,0.5725379,"('prejudiced', 'unprejudiced')",-0.5928835,-0.43051973,-1.3583295,-1.2626152,-0.4730754,-0.3735323,-0.0995431
78,-0.5226065,-0.7983084,"('nonresilient', 'resilient')",1.2257313,0.8479128,0.26755455,0.38715798,0.3235598,0.1455875,0.1779723
37,-0.47786862,-0.52977175,"('fake', 'genuine')",0.051926915,0.036801353,0.2235201,0.38243037,-0.0674739,-0.0368467,-0.0306272
71,0.46938276,0.46725267,"('diffident', 'self-confident')",0.8205856,0.68431365,0.5252913,0.28271395,0.6050866,0.4780934,0.1269932
26,0.4483869,0.3680794,"('hardhearted', 'benevolent')",0.561409,0.51483756,1.6744512,1.3483796,0.894749,0.7437655,0.1509835
15,0.43403965,0.51972383,"('boring', 'funny')",0.14857149,0.20389612,0.18467835,-0.10005481,0.2557632,0.207855,0.0479082
42,-0.41229886,-0.574471,"('unreliable', 'reliable')",-1.350377,-1.4498117,-2.3237748,-2.5565388,-1.3621502,-1.5269405,0.1647903
39,-0.39793992,-0.26656705,"('exploitative', 'cooperative')",0.48058498,0.65070206,0.23451154,0.54468024,0.1057189,0.3096051,-0.2038862
88,0.3551488,0.38663533,"('low', 'eminent')",0.34257954,0.45548978,-0.34325507,-0.32353017,0.1181578,0.172865,-0.0547072
52,0.33579782,0.43270722,"('irrational', 'rational')",-0.4189333,-0.40284666,-0.3502637,-0.9669797,-0.1444664,-0.312373,0.1679066
5,0.30099812,0.5127713,"('distant', 'outgoing')",-0.73774487,-0.7099756,-0.9213603,-1.3004798,-0.4527024,-0.499228,0.0465256
49,-0.2865267,-0.07831998,"('unable', 'able')",0.985653,0.93488115,-0.07141336,-0.106170535,0.2092376,0.2501302,-0.0408926
84,0.2637351,0.377411,"('inferior', 'superior')",0.49784523,0.62398696,1.1618932,1.1697129,0.6411579,0.7237036,-0.0825457
58,-0.2635694,-0.260438,"('undiscriminating', 'discriminating')",0.2684505,0.1679191,0.3439526,0.3177496,0.1162779,0.0750769,0.041201
67,0.23789616,0.2360318,"('doubtful', 'determined')",0.12759957,0.25266916,-0.43314153,-0.11221829,-0.0225486,0.1254942,-0.1480428
20,-0.20046775,-0.107692085,"('rough', 'thoughtful')",0.9081513,0.9617549,0.6355841,0.7022223,0.4477559,0.5187617,-0.0710058
6,0.16412857,0.3053936,"('distant', 'open')",-1.2554644,-1.214302,-1.0727435,-1.5537107,-0.7213598,-0.820873,0.0995132
64,-0.15637526,-0.06423962,"('shy', 'confident')",-0.47651586,-0.28363484,-5.5715013,-5.3143444,-2.0681308,-1.8874063,-0.1807245
54,-0.15222593,-0.14119768,"('incapable', 'capable')",0.18616591,0.04836908,0.6352184,0.33191895,0.2230528,0.0796968,0.143356
18,-0.15004873,-0.06693514,"('disagreeable', 'welcoming')",0.047282368,0.15322174,-0.64572346,-0.7990556,-0.2494966,-0.2375897,-0.0119069
40,-0.14835912,-0.13704175,"('stingy', 'generous')",-0.03759205,0.026393399,-1.5915712,-1.7737843,-0.5925074,-0.6281442,0.0356368
8,-0.11450418,-0.15135112,"('unaffectionate', 'affectionate')",0.25929925,0.1747863,0.22314674,-0.11763076,0.1226473,-0.0313985,0.1540458
83,0.025346864,0.2592158,"('powerless', 'powerful')",0.20304364,0.36235118,-0.86901593,-0.5723675,-0.2135418,0.0163998,-0.2299416
19,0.024944283,0.07110827,"('inhospitable', 'hospitable')",-0.6699015,-0.7161516,-0.5863153,-1.1344225,-0.4104242,-0.5931553,0.1827311
17,-0.015390841,0.18661468,"('nasty', 'nice')",-0.9512854,-0.807742,-0.80862516,-0.77167064,-0.5917672,-0.464266,-0.1275012
87,0.014429793,-0.02830261,"('unsuccessful', 'successful')",0.39863193,0.36344934,1.129309,1.0194902,0.5141236,0.4515456,0.062578
