,truist_male,truist_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
1,-1.8132099,-1.448859,"('unfriendly', 'friendly')",1.6900479,1.4663819,1.0280579,1.0711339,0.301632,0.3628856,-0.0612536
86,-1.7612349,-1.4096106,"('uninfluential', 'influential')",-0.17123282,-0.2599123,-0.21604867,-0.10174947,-0.7161721,-0.5904241,-0.125748
53,-1.5374974,-1.4467986,"('uncreative', 'creative')",1.4184585,1.2320064,0.4972489,0.2611232,0.12607,0.0154437,0.1106263
8,-1.3797148,-1.2660902,"('unaffectionate', 'affectionate')",0.5768891,0.25507653,0.113501884,0.14672329,-0.2297746,-0.2880968,0.0583222
78,-1.3462752,-1.2025982,"('nonresilient', 'resilient')",0.35003892,0.32379955,-0.03862279,0.059239212,-0.344953,-0.2731865,-0.0717665
9,-1.326834,-0.9310478,"('unaffectionate', 'caring')",1.6339175,1.564489,0.9052548,1.2160769,0.4041127,0.616506,-0.2123933
73,1.2804863,1.179332,"('helpless', 'self-reliant')",1.0847884,1.0313851,-3.4217887,-3.4549012,-0.3521713,-0.414728,0.0625567
19,-1.2553177,-1.1969266,"('inhospitable', 'hospitable')",-0.5200052,-0.6162799,-1.0348241,-1.1112206,-0.9367157,-0.974809,0.0380933
6,-1.2445092,-0.7906405,"('distant', 'open')",0.13838363,0.13581212,-1.2701991,-1.0668048,-0.7921082,-0.5738777,-0.2182305
28,-1.227518,-0.96431386,"('disloyal', 'loyal')",0.38895977,0.41174436,1.0572141,1.1241405,0.0728853,0.1905237,-0.1176384
44,1.1521662,0.9086557,"('prejudiced', 'unprejudiced')",-0.5108605,-0.2963522,-1.1894672,-1.2051307,-0.1827205,-0.1976091,0.0148886
57,-1.1062057,-0.6216113,"('unimaginative', 'imaginative')",-0.43185776,-0.28246346,-2.7538939,-2.682348,-1.4306525,-1.1954743,-0.2351782
39,1.093066,0.96194595,"('exploitative', 'cooperative')",1.0751275,1.2792183,0.33863214,0.6778763,0.8356085,0.9730135,-0.137405
10,-1.0491692,-0.92146873,"('unsympathetic', 'sympathetic')",-1.1727493,-1.0166454,0.023146678,0.09656747,-0.732924,-0.6138489,-0.1190751
88,-0.9890074,-1.0690095,"('low', 'eminent')",-0.716809,-0.7091955,-0.1748708,-0.28895175,-0.6268957,-0.6890523,0.0621566
48,-0.9612111,-0.8961254,"('unintelligent', 'intelligent')",-0.6325519,-0.79457414,0.75503623,0.73679745,-0.2795756,-0.3179674,0.0383918
18,-0.94095445,-1.28113,"('disagreeable', 'welcoming')",-0.053988524,-0.26279372,-0.6825565,-0.87403643,-0.5591665,-0.8059867,0.2468202
82,-0.9405234,-0.98306733,"('poor', 'rich')",-0.25230742,-0.3484349,6.4171433,6.2452574,1.7414376,1.6379185,0.1035191
67,0.90164745,0.8848062,"('doubtful', 'determined')",0.034864582,0.10233046,-0.61464345,-0.34578142,0.1072895,0.2137851,-0.1064956
21,0.8616574,0.5723728,"('immoral', 'moral')",0.62205833,0.63631713,-0.015011158,-0.08434231,0.4895682,0.3747825,0.1147857
72,-0.8541068,-0.8026382,"('unambitious', 'ambitious')",-0.16668233,-0.028854799,-0.6455519,-0.34403446,-0.555447,-0.3918425,-0.1636045
79,-0.8391777,-0.9506021,"('wavering', 'unwavering')",-0.690336,-0.76607186,-0.85582435,-0.97770154,-0.7951127,-0.8981252,0.1030125
69,0.8213107,0.53849363,"('lazy', 'industrious')",1.1906933,0.91655624,-1.1764673,-1.2448995,0.2785122,0.0700501,0.2084621
30,0.815527,0.8474857,"('intolerant', 'tolerant')",0.69627523,0.7423912,0.6519622,0.73872775,0.7212548,0.7762016,-0.0549468
66,-0.7828138,-0.64184463,"('inactive', 'active')",0.76705635,0.7297186,0.44513604,0.31476074,0.1431262,0.1342116,0.0089146
64,0.76851654,1.0588418,"('shy', 'confident')",0.1933296,0.47470748,-5.5444255,-5.2474065,-1.5275265,-1.2379524,-0.2895741
51,-0.74319607,-0.5905052,"('uneducated', 'educated')",-0.3117251,-0.39343867,0.6677887,0.44334412,-0.1290442,-0.1801999,0.0511557
42,0.73585767,0.8558374,"('unreliable', 'reliable')",0.62666166,0.75075996,-2.183985,-2.62632,-0.2738219,-0.3399075,0.0660856
46,-0.73281753,-0.4133097,"('uncompetitive', 'competitive')",0.25916868,0.4136455,-0.12478779,-0.06811756,-0.1994789,-0.0225939,-0.176885
25,-0.72345525,-0.99880165,"('egoistic', 'altruistic')",0.25609094,-0.042236187,0.97471625,0.63000613,0.1691173,-0.1370106,0.3061279
