,ppl_male,ppl_female,tuple,corp_male,corp_female,average_male,average_female,male-female
60,2.27113,2.6832469,"('inefficient', 'efficient')",0.1400351,0.70549166,1.2055826,1.6943693,-0.4887867
36,-2.0359552,-2.3239942,"('hostile', 'amicable')",-0.11717718,-0.4588949,-1.0765662,-1.3914446,0.3148784
56,1.8124305,2.0924525,"('impractical', 'practical')",-0.5984533,-0.3498138,0.6069886,0.8713194,-0.2643308
62,1.7308357,2.0212424,"('incompetent', 'brilliant')",0.5623976,0.978758,1.1466167,1.5000002,-0.3533835
14,1.7229942,1.6830472,"('antisocial', 'social')",0.11446857,-0.06206136,0.9187314,0.8104929,0.1082385
79,-1.7020413,-1.8021045,"('wavering', 'unwavering')",-0.7877458,-0.7904891,-1.2448936,-1.2962968,0.0514032
39,1.699331,1.4577961,"('exploitative', 'cooperative')",0.027304891,-0.07554905,0.863318,0.6911235,0.1721945
31,-1.5593617,-1.787997,"('evil', 'good')",-0.7634883,-1.1753985,-1.161425,-1.4816978,0.3202728
61,1.356539,1.2689075,"('illogical', 'logical')",0.81572026,0.6481789,1.0861297,0.9585432,0.1275865
42,1.3387699,1.3900259,"('unreliable', 'reliable')",-3.0079575,-3.1424854,-0.8345938,-0.8762298,0.041636
8,-1.325605,-1.6221603,"('unaffectionate', 'affectionate')",0.6797468,0.49697837,-0.3229291,-0.562591,0.2396619
6,-1.3025138,-1.4783032,"('distant', 'open')",-0.43082127,-0.5909212,-0.8666676,-1.0346122,0.1679446
80,1.2859912,1.3591951,"('dominated', 'dominating')",-0.64750004,-0.7428514,0.3192456,0.3081719,0.0110737
21,1.247983,1.2575569,"('immoral', 'moral')",-0.12421838,-0.17590477,0.5618823,0.5408261,0.0210562
87,1.2423072,1.3538368,"('unsuccessful', 'successful')",1.1063014,1.0034962,1.1743042,1.1786665,-0.0043623
76,1.2277263,1.4954594,"('anxious', 'daring')",-0.4133414,-0.16088447,0.4071925,0.6672875,-0.260095
35,-1.2182491,-1.3773934,"('corrupt', 'incorrupt')",-0.5790688,-0.92612696,-0.8986589,-1.1517601,0.2531012
1,-1.2016724,-1.6503234,"('unfriendly', 'friendly')",1.3633225,1.0365448,0.080825,-0.3068893,0.3877143
81,1.0994215,1.3627279,"('submissive', 'aggressive')",-0.720984,-0.31226817,0.1892188,0.5252299,-0.3360111
77,1.085128,1.1598544,"('unmotivated', 'motivated')",-0.946754,-0.68777716,0.069187,0.2360386,-0.1668516
55,1.0762079,1.0626556,"('incompetent', 'clever')",0.5099584,0.58798945,0.7930831,0.8253225,-0.0322394
5,-1.0423393,-1.0039186,"('distant', 'outgoing')",-0.6614267,-0.65482384,-0.8518831,-0.8293712,-0.0225119
2,1.0022961,0.66952974,"('unlikable', 'likable')",0.64587915,0.2767697,0.8240876,0.4731497,0.3509379
18,-0.9686631,-1.255762,"('disagreeable', 'welcoming')",-0.42721355,-0.66831464,-0.6979383,-0.9620383,0.2641
20,0.9632182,0.9745969,"('rough', 'thoughtful')",1.112424,0.95420784,1.0378211,0.9644024,0.0734187
65,0.9071202,0.9686168,"('insecure', 'secure')",-0.26246664,0.062808625,0.3223268,0.5157127,-0.1933859
70,0.9055151,1.0194428,"('lethargic', 'energetic')",0.25052917,0.4653634,0.5780221,0.7424031,-0.164381
3,0.89985657,0.76175493,"('repellent', 'pleasant')",0.97639704,0.8935272,0.9381268,0.8276411,0.1104857
52,-0.8920983,-1.1743625,"('irrational', 'rational')",-0.121134765,-0.48386684,-0.5066165,-0.8291147,0.3224982
26,-0.87503666,-1.3965486,"('hardhearted', 'benevolent')",1.8304318,1.3424172,0.4776976,-0.0270657,0.5047633
64,0.86842215,0.87109965,"('shy', 'confident')",-6.5638695,-6.603857,-2.8477237,-2.8663788,0.0186551
37,0.8638488,0.7302224,"('fake', 'genuine')",0.288046,0.35595685,0.5759474,0.5430896,0.0328578
45,0.8206024,0.8459175,"('incompetent', 'competent')",0.2167684,0.24370684,0.5186854,0.5448122,-0.0261268
63,0.8035608,0.98729724,"('unperceptive', 'insightful')",0.66914964,0.9568347,0.7363552,0.9720659,-0.2357107
9,-0.7787922,-0.980134,"('unaffectionate', 'caring')",1.0949104,1.1237507,0.1580591,0.0718083,0.0862508
88,-0.7709065,-0.97349876,"('low', 'eminent')",-0.38626832,-0.41659874,-0.5785874,-0.6950487,0.1164613
67,0.7670039,0.95735264,"('doubtful', 'determined')",-0.45194197,-0.45293084,0.157531,0.2522109,-0.0946799
75,-0.75132346,-0.43365002,"('meek', 'impulsive')",-0.83926916,-0.6164704,-0.7952963,-0.5250602,-0.2702361
30,0.7242474,0.7931032,"('intolerant', 'tolerant')",0.7461827,0.78995216,0.7352151,0.7915277,-0.0563126
43,0.72128,0.6568298,"('irresponsible', 'responsible')",0.6578215,0.7674491,0.6895508,0.7121394,-0.0225886
66,-0.71711224,-0.9334053,"('inactive', 'active')",0.45329607,0.18403302,-0.1319081,-0.3746861,0.242778
16,-0.71147597,-0.8339769,"('unpopular', 'popular')",0.28906077,0.17231196,-0.2112076,-0.3308325,0.1196249
85,-0.705504,-1.3477554,"('insignificant', 'prestigious')",0.031602934,-0.57666385,-0.3369505,-0.9622096,0.6252591
