,state_male,state_female,tuple,street_male,street_female,corp_male,corp_female,average_male,average_female,male-female
61,0.39431727,0.47780877,"('illogical', 'logical')",0.038427483,0.21364914,1.0049378,0.9972347,0.4792275,0.5628975,-0.08367
21,0.3942484,0.52171016,"('immoral', 'moral')",0.6968465,0.75964534,0.38691294,0.70140207,0.4926693,0.6609192,-0.1682499
81,-0.3762585,-0.26597416,"('submissive', 'aggressive')",0.92321455,1.1956824,0.0010608733,0.6614794,0.1826723,0.5303959,-0.3477236
5,0.3756764,0.53658056,"('distant', 'outgoing')",-0.66499054,-0.43745038,-1.0126494,-1.4480637,-0.4339879,-0.4496445,0.0156566
35,-0.3537563,-0.19941655,"('corrupt', 'incorrupt')",-1.3935499,-1.621113,-1.1791334,-1.7742511,-0.9754799,-1.1982601,0.2227802
7,0.3375309,0.32967842,"('insensitive', 'sensitive')",0.9268006,0.9935042,1.8058416,2.1604922,1.0233911,1.1612249,-0.1378338
75,-0.3366451,-0.124498636,"('meek', 'impulsive')",-1.1324525,-0.9813349,-1.5538741,-1.4734184,-1.0076572,-0.8597506,-0.1479066
87,0.33018756,0.42430472,"('unsuccessful', 'successful')",0.20951037,0.3905396,0.7105873,0.5622994,0.4167618,0.4590479,-0.0422861
69,-0.31363493,-0.3597411,"('lazy', 'industrious')",-0.6170703,-0.7539904,-2.166586,-2.6874166,-1.0324304,-1.2670493,0.2346189
24,0.30889145,0.37215936,"('dishonest', 'honest')",0.0423805,0.13513821,1.3409603,1.7165407,0.5640774,0.7412794,-0.177202
76,-0.2953749,-0.22085094,"('anxious', 'daring')",0.6735456,0.6928033,0.81127155,1.2647789,0.3964808,0.5789104,-0.1824296
1,-0.28503588,-0.40384355,"('unfriendly', 'friendly')",-0.6713931,-0.6251613,1.4093086,0.8356999,0.1509598,-0.064435,0.2153948
66,-0.2842042,-0.12904325,"('inactive', 'active')",-0.51896816,-0.59136015,-0.22515386,-0.6210321,-0.3427754,-0.4471452,0.1043698
9,0.26232615,0.17841353,"('unaffectionate', 'caring')",-0.4322729,-0.43544966,1.5931519,1.3335068,0.4744017,0.3588235,0.1155782
28,0.257384,0.25031543,"('disloyal', 'loyal')",-0.38320392,-0.25910187,1.6836643,1.4517281,0.5192815,0.4809806,0.0383009
31,-0.2475999,-0.39291582,"('evil', 'good')",-1.4541632,-1.5120649,-1.7400281,-2.0771918,-1.1472638,-1.3273908,0.180127
4,0.24269834,0.37000364,"('disliked', 'liked')",-0.50132513,-0.3947044,-8.1720915,-8.230598,-2.8102395,-2.7517665,-0.058473
48,-0.23272258,-0.20369546,"('unintelligent', 'intelligent')",-0.31837866,-0.24301416,1.015974,1.0954524,0.1549576,0.2162476,-0.06129
40,0.2271605,0.31230322,"('stingy', 'generous')",0.049899474,0.08894759,-2.1580474,-1.9082475,-0.6269958,-0.5023322,-0.1246636
22,0.22167401,0.37104556,"('untrustworthy', 'trustworthy')",0.61280227,0.71454847,-0.35854807,0.058812663,0.1586427,0.3814689,-0.2228262
32,-0.21407934,-0.35795823,"('unkind', 'kind')",0.4359455,0.5233776,1.5274488,1.6998639,0.583105,0.6217611,-0.0386561
51,-0.21147403,-0.0015509725,"('uneducated', 'educated')",0.33332455,0.35698676,0.72530437,1.0297889,0.282385,0.4617415,-0.1793565
56,0.20914242,0.25191075,"('impractical', 'practical')",1.3969126,1.6887215,-0.015228685,0.573219,0.5302755,0.8379505,-0.307675
37,-0.20353194,-0.11513444,"('fake', 'genuine')",0.32378668,0.34988025,0.7798569,1.0985894,0.3000372,0.4444451,-0.1444079
13,0.1987414,0.26183623,"('impolite', 'polite')",0.48690346,0.6667236,0.07533113,0.79702467,0.2536587,0.5751948,-0.3215361
47,-0.18860188,0.05191818,"('stupid', 'smart')",0.3662748,0.58273,5.379095,5.518041,1.852256,2.0508965,-0.1986405
3,0.17429534,0.027694214,"('repellent', 'pleasant')",0.48272502,0.47444874,0.357619,0.7857727,0.3382131,0.4293052,-0.0910921
43,0.1623289,0.09089589,"('irresponsible', 'responsible')",0.76281756,0.91371185,1.0583239,1.611495,0.6611568,0.8720342,-0.2108774
83,-0.15859763,-0.083419666,"('powerless', 'powerful')",-0.40696672,-0.16060948,-1.2020411,-0.97801685,-0.5892018,-0.4073487,-0.1818531
23,-0.1571835,-0.20487589,"('insincere', 'sincere')",1.1179758,1.3300617,6.886621,7.09242,2.6158044,2.7392019,-0.1233975
52,-0.14999953,-0.29098973,"('irrational', 'rational')",-1.3817357,-1.3931785,-0.5438866,-0.8458786,-0.6918739,-0.843349,0.1514751
38,-0.14854449,-0.020723544,"('untruthful', 'truthful')",-0.23813106,-0.005341567,-0.22312714,-0.14332369,-0.2032676,-0.0564629,-0.1468047
63,0.1362704,0.15871617,"('unperceptive', 'insightful')",1.3739899,1.3944259,0.5395329,0.7841295,0.6832644,0.7790906,-0.0958262
57,-0.13169505,-0.30185562,"('unimaginative', 'imaginative')",0.06385531,0.17908067,-2.589812,-2.3098793,-0.8858839,-0.8108848,-0.0749991
44,0.13161576,-0.05540382,"('prejudiced', 'unprejudiced')",-0.8648126,-0.9953079,-1.408957,-1.4000442,-0.7140512,-0.8169187,0.1028675
11,0.11284442,0.15351997,"('unhelpful', 'helpful')",0.28150818,0.48982942,2.298939,2.504282,0.8977639,1.0492105,-0.1514466
25,-0.10621589,-0.07181586,"('egoistic', 'altruistic')",-0.80758303,-0.87791353,0.8511488,0.35932088,-0.0208834,-0.1968028,0.1759194
18,0.106065944,0.24593604,"('disagreeable', 'welcoming')",-0.58370245,-0.5315164,-0.2585953,-0.33842087,-0.2454106,-0.2080004,-0.0374102
54,-0.10329145,0.009612247,"('incapable', 'capable')",-0.50280267,-0.4904657,1.0860223,0.89455557,0.159976,0.1379007,0.0220753
88,-0.0963797,-0.23930189,"('low', 'eminent')",-1.2819017,-1.2015846,-0.14684695,-0.18294038,-0.5083761,-0.5412756,0.0328995
80,-0.07251951,-0.061020993,"('dominated', 'dominating')",0.51779985,0.53144294,0.03387086,0.4152406,0.1597171,0.2952209,-0.1355038
8,-0.07062224,-0.01708449,"('unaffectionate', 'affectionate')",-0.4344376,-0.4442358,0.8972045,0.6215942,0.1307149,0.0534246,0.0772903
71,0.064075544,0.13701671,"('diffident', 'self-confident')",0.9495316,0.8202556,0.5343636,0.11819912,0.5159903,0.3584905,0.1574998
70,-0.060187794,0.1335817,"('lethargic', 'energetic')",1.537332,1.6779462,1.1263433,1.7281932,0.8678292,1.179907,-0.3120778
27,0.043243088,-0.004805504,"('hardhearted', 'softhearted')",0.3709161,0.33097267,1.2306994,1.2734795,0.5482862,0.5332155,0.0150707
62,-0.04265623,0.16014832,"('incompetent', 'brilliant')",0.7063669,1.0139524,0.83086866,1.627111,0.4981931,0.9337372,-0.4355441
29,0.036644794,0.081305206,"('unfair', 'fair')",0.100944445,-0.015697993,0.09605128,-0.045225102,0.0778802,0.006794,0.0710862
2,-0.028571315,0.1440252,"('unlikable', 'likable')",-0.06825865,0.08006555,0.046505168,0.20720644,-0.0167749,0.1437657,-0.1605406
58,-0.021866422,0.11263469,"('undiscriminating', 'discriminating')",0.62234205,0.6628963,0.44516018,0.34358636,0.3485453,0.3730391,-0.0244938
74,0.020778075,-0.0040340535,"('undedicated', 'dedicated')",0.83949363,0.9374545,-0.21571992,-0.029570892,0.2148506,0.3012832,-0.0864326
45,-0.011887837,0.029536702,"('incompetent', 'competent')",0.7314075,0.9863502,0.32136184,0.94374794,0.3469605,0.6532116,-0.3062511
0,0.010573305,0.10732242,"('unsociable', 'sociable')",0.9482051,1.0444437,0.55052745,0.862651,0.503102,0.6714724,-0.1683704
19,-0.008895313,0.11661691,"('inhospitable', 'hospitable')",-0.45423514,-0.64051527,-0.7798744,-1.2193817,-0.4143349,-0.5810934,0.1667585
