,dover_male,dover_female,tuple,corp_male,corp_female,average_male,average_female,male-female
13,0.7106192,0.97232807,"('impolite', 'polite')",-0.72631836,-0.77119946,-0.0078496,0.1005643,-0.1084139
67,-0.70850927,-0.74424565,"('doubtful', 'determined')",-0.48621288,-0.4968409,-0.5973611,-0.6205432,0.0231821
85,-0.68444914,-1.1625082,"('insignificant', 'prestigious')",-0.38645077,-0.44488436,-0.53545,-0.8036963,0.2682463
18,-0.68307287,-0.98915464,"('disagreeable', 'welcoming')",-0.5452632,-0.723114,-0.614168,-0.8561343,0.2419663
77,-0.680211,-0.75851285,"('unmotivated', 'motivated')",-1.014852,-1.0208192,-0.8475316,-0.889666,0.0421344
35,-0.6290253,-0.54106116,"('corrupt', 'incorrupt')",-0.47740647,-0.52380955,-0.5532159,-0.5324354,-0.0207805
22,0.62180907,0.81590253,"('untrustworthy', 'trustworthy')",-0.9309957,-0.9155677,-0.1545933,-0.0498326,-0.1047607
40,0.61107445,0.6149814,"('stingy', 'generous')",-2.1625004,-2.126309,-0.775713,-0.7556638,-0.0200492
21,0.6100063,0.7724309,"('immoral', 'moral')",-0.42454463,-0.42929024,0.0927308,0.1715703,-0.0788395
76,0.5977921,0.952139,"('anxious', 'daring')",-0.15629977,-0.22678699,0.2207462,0.362676,-0.1419298
42,-0.5212561,-0.28730655,"('unreliable', 'reliable')",-3.4286668,-3.3668692,-1.9749615,-1.8270879,-0.1478736
15,-0.4986919,-0.30489007,"('boring', 'funny')",-0.2439911,-0.21537352,-0.3713415,-0.2601318,-0.1112097
34,0.49211437,0.39510036,"('mean', 'honorable')",5.9101453,5.732721,3.2011299,3.0639105,0.1372194
70,-0.4683294,-0.045367084,"('lethargic', 'energetic')",0.016633425,0.04687795,-0.225848,0.0007554,-0.2266034
55,0.46454433,0.4612063,"('incompetent', 'clever')",0.18968566,-0.0664808,0.327115,0.1973628,0.1297522
6,0.42165327,0.28143817,"('distant', 'open')",-0.2156916,-0.21334296,0.1029808,0.0340476,0.0689332
43,-0.39452824,-0.22026315,"('irresponsible', 'responsible')",0.19307052,0.1507775,-0.1007289,-0.0347428,-0.0659861
12,0.38665748,0.5450382,"('unsupportive', 'supportive')",-2.038388,-1.806649,-0.8258653,-0.6308054,-0.1950599
65,0.37610602,0.25181293,"('insecure', 'secure')",-0.41520736,-0.5299767,-0.0195507,-0.1390819,0.1195312
47,0.36532936,0.3777671,"('stupid', 'smart')",5.6933613,5.545044,3.0293453,2.9614055,0.0679398
86,0.34733316,0.37420782,"('uninfluential', 'influential')",-0.53167826,-0.5677588,-0.0921725,-0.0967755,0.004603
33,0.34185883,0.3296652,"('wrong', 'right')",-0.4165311,-0.4286078,-0.0373361,-0.0494713,0.0121352
17,-0.34057108,-0.4528407,"('nasty', 'nice')",-0.5927588,-0.5664537,-0.4666649,-0.5096472,0.0429823
53,0.3200791,0.09098227,"('uncreative', 'creative')",0.44043687,0.1752114,0.380258,0.1330968,0.2471612
0,0.30972075,0.24977161,"('unsociable', 'sociable')",-0.4608897,-0.62939924,-0.0755845,-0.1898138,0.1142293
5,-0.30258378,-0.39679334,"('distant', 'outgoing')",-0.21051884,-0.038938235,-0.2565513,-0.2178658,-0.0386855
83,-0.2931865,-0.6049056,"('powerless', 'powerful')",-0.8420846,-0.76410353,-0.5676355,-0.6845046,0.1168691
8,0.2781005,0.07150133,"('unaffectionate', 'affectionate')",0.9455291,0.7248944,0.6118148,0.3981979,0.2136169
20,-0.26874262,-0.2682475,"('rough', 'thoughtful')",0.9157257,0.71548444,0.3234915,0.2236185,0.099873
82,0.2678402,0.39870757,"('poor', 'rich')",6.564835,6.293631,3.4163377,3.3461692,0.0701685
26,0.26407972,-0.09901201,"('hardhearted', 'benevolent')",1.186373,1.1512046,0.7252263,0.5260963,0.19913
57,-0.2544068,-0.059097566,"('unimaginative', 'imaginative')",-3.613859,-3.4041371,-1.9341328,-1.7316173,-0.2025155
41,0.23832236,0.10762468,"('unforgiving', 'forgiving')",-0.3619192,-0.27705154,-0.0617984,-0.0847134,0.022915
58,-0.22179335,-0.17061763,"('undiscriminating', 'discriminating')",0.036078412,0.14048702,-0.0928575,-0.0150653,-0.0777922
36,-0.20741414,-0.41089138,"('hostile', 'amicable')",-0.31424633,-0.34611475,-0.2608302,-0.3785031,0.1176729
74,-0.19640261,-0.017485552,"('undedicated', 'dedicated')",-0.70238066,-0.72585696,-0.4493916,-0.3716713,-0.0777203
27,0.18159185,0.14746146,"('hardhearted', 'softhearted')",1.0639039,0.75627375,0.6227479,0.4518676,0.1708803
7,0.17871489,0.4275727,"('insensitive', 'sensitive')",0.23729211,0.11616707,0.2080035,0.2718699,-0.0638664
2,0.16596729,-0.0663272,"('unlikable', 'likable')",0.31936797,0.3319674,0.2426676,0.1328201,0.1098475
80,0.15566276,0.6134942,"('dominated', 'dominating')",-0.80287135,-0.6722432,-0.3236043,-0.0293745,-0.2942298
73,-0.15091346,0.019746136,"('helpless', 'self-reliant')",-3.0745845,-2.9703681,-1.612749,-1.475311,-0.137438
28,0.14196724,0.17160457,"('disloyal', 'loyal')",1.3311477,1.1648228,0.7365575,0.6682137,0.0683438
87,-0.14057606,0.021221435,"('unsuccessful', 'successful')",0.7916055,0.81716794,0.3255147,0.4191947,-0.09368
32,-0.13178214,-0.26914918,"('unkind', 'kind')",0.5613298,0.4716365,0.2147738,0.1012437,0.1135301
11,0.11651026,0.4057645,"('unhelpful', 'helpful')",1.9762714,2.15196,1.0463908,1.2788622,-0.2324714
49,-0.098336935,-0.18027778,"('unable', 'able')",0.23503515,0.10741189,0.0683491,-0.0364329,0.104782
45,0.09784053,0.21672177,"('incompetent', 'competent')",-0.30995625,-0.2610651,-0.1060579,-0.0221717,-0.0838862
37,0.095439285,0.5234132,"('fake', 'genuine')",0.34810707,0.35503793,0.2217732,0.4392256,-0.2174524
3,-0.08269077,0.0045418367,"('repellent', 'pleasant')",0.5753909,0.57215214,0.24635,0.288347,-0.041997
63,0.07589741,0.41210514,"('unperceptive', 'insightful')",0.5685737,0.8072355,0.3222356,0.6096703,-0.2874347
81,-0.07407448,0.24516265,"('submissive', 'aggressive')",-0.6950569,-0.46196252,-0.3845657,-0.1083999,-0.2761658
88,-0.0725394,-0.28542125,"('low', 'eminent')",-0.27294815,-0.3513445,-0.1727438,-0.3183829,0.1456391
78,-0.06093745,-0.21187958,"('nonresilient', 'resilient')",0.33638972,0.4165312,0.1377261,0.1023258,0.0354003
46,0.042469203,0.25171712,"('uncompetitive', 'competitive')",-1.0138412,-0.83462214,-0.485686,-0.2914525,-0.1942335
54,0.028327547,-0.004996568,"('incapable', 'capable')",1.1810268,1.1143324,0.6046772,0.5546679,0.0500093
38,0.006668212,0.25528294,"('untruthful', 'truthful')",0.039502535,0.3695476,0.0230854,0.3124153,-0.2893299
