,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,male-female
31,-0.9730114,-0.8502683,"('evil', 'good')",-3.1771479,-2.6971617,-1.5104412,-1.6964602,-1.7755404,-1.5095041,-1.8590353,-1.6883485,-0.1706868
66,-0.87267536,-1.0294788,"('inactive', 'active')",-1.9897448,-2.1230638,-1.5489163,-1.7943225,-0.97534406,-0.529686,-1.3466702,-1.3691378,0.0224676
48,-0.8581972,-0.80571425,"('unintelligent', 'intelligent')",2.6306474,2.5407822,-0.00013265014,0.17708415,1.1673839,1.1043701,0.7349254,0.7541305,-0.0192051
5,-0.8563955,-0.525442,"('distant', 'outgoing')",-3.3252454,-2.7678351,-1.856243,-2.0109901,-1.7455082,-1.1342916,-1.945848,-1.6096398,-0.3362082
42,0.8236954,0.6918269,"('unreliable', 'reliable')",-1.0052869,-1.5664206,0.30563647,0.018624336,-2.9395287,-3.0745049,-0.703871,-0.9826186,0.2787476
58,-0.8225185,-0.7687959,"('undiscriminating', 'discriminating')",0.100633085,0.16428721,-0.8958883,-0.8078382,0.0307418,0.13603352,-0.396758,-0.3190783,-0.0776797
35,0.8221284,1.2279414,"('corrupt', 'incorrupt')",-2.7331398,-2.3156073,-0.8263787,-0.7723639,-1.7333659,-1.1255537,-1.117689,-0.7463959,-0.3712931
23,-0.7970287,-1.1461442,"('insincere', 'sincere')",1.5226707,1.2861549,0.6158394,0.51870084,6.4442334,6.310823,1.9464288,1.7423836,0.2040452
25,-0.7578905,-0.75889313,"('egoistic', 'altruistic')",-0.85543597,-0.8636621,-0.07510071,-0.20010224,1.0071571,0.9946855,-0.1703175,-0.206993,0.0366755
43,-0.75290155,-1.1009983,"('irresponsible', 'responsible')",0.9553544,0.47188824,-0.20461999,-0.24480578,1.2219257,0.8504579,0.3049397,-0.0058645,0.3108042
84,0.7284509,0.8607451,"('inferior', 'superior')",-0.2948281,-0.23563026,0.01938963,0.10471241,0.6625367,0.7395503,0.2788873,0.3673444,-0.0884571
15,0.7273594,0.61466426,"('boring', 'funny')",-0.24292514,-0.6398778,0.08619037,0.17919269,-0.22181998,-0.45057148,0.0872012,-0.0741481,0.1613493
46,-0.7113029,-1.0630575,"('uncompetitive', 'competitive')",2.1648116,1.6691428,0.599439,0.13561155,0.14391957,-0.36256826,0.5492168,0.0947821,0.4544347
20,0.6974838,0.6384332,"('rough', 'thoughtful')",1.6594311,1.3926392,-0.14353755,0.19933559,0.44654754,0.390447,0.6649812,0.6552137,0.0097675
13,-0.674695,-1.1109161,"('impolite', 'polite')",1.9894186,1.5621334,1.2976923,1.4863448,0.023723887,-0.36513093,0.6590349,0.3931078,0.2659271
26,-0.6728978,-0.70573676,"('hardhearted', 'benevolent')",-0.8442141,-0.4912765,0.08504453,0.23540911,1.3123167,1.4795544,-0.0299377,0.1294876,-0.1594253
2,0.67050827,0.49713165,"('unlikable', 'likable')",0.8558937,0.5677541,1.2243862,1.0371933,0.7968457,0.6121504,0.8869085,0.6785573,0.2083512
52,-0.6486406,-0.6161535,"('irrational', 'rational')",-2.4182537,-2.0873938,-1.1670518,-1.3585409,-0.79227775,-0.53541154,-1.2565559,-1.1493748,-0.1071811
78,-0.64096874,-0.7701576,"('nonresilient', 'resilient')",0.74367267,0.7066934,0.016462367,-0.56587553,-0.04583739,-0.03727389,0.0183322,-0.1666534,0.1849856
54,-0.6370626,-0.9298673,"('incapable', 'capable')",-0.43445197,-0.71687543,-0.20837483,-0.6418205,0.5341993,0.44768754,-0.1864225,-0.4602189,0.2737964
63,-0.636148,-0.8471591,"('unperceptive', 'insightful')",0.9853274,0.84135896,0.41173613,0.26309216,0.7986269,0.8296323,0.3898856,0.2717311,0.1181545
81,0.59496766,0.12850605,"('submissive', 'aggressive')",3.188099,2.3493233,1.1313413,0.8336993,0.33794287,-0.44324028,1.3130877,0.717072,0.5960157
55,-0.58304125,-0.713871,"('incompetent', 'clever')",3.4667366,2.9142656,0.74184895,0.8782439,1.583406,1.0821098,1.3022375,1.0401871,0.2620504
85,-0.57874656,-0.67883027,"('insignificant', 'prestigious')",-2.5447598,-2.1943533,-0.46089262,-0.98467606,-0.7907449,-0.58941364,-1.093786,-1.1118183,0.0180323
41,-0.5697176,-0.68388194,"('unforgiving', 'forgiving')",-0.41030404,-0.5086791,0.60331815,0.3854577,0.28514948,0.004649842,-0.0228885,-0.2006134,0.1777249
64,0.5622783,0.60307986,"('shy', 'confident')",0.124649614,-0.06718055,-0.55227304,-0.3433244,-5.875585,-6.3148236,-1.4352325,-1.5305622,0.0953297
7,-0.5333527,-0.6956556,"('insensitive', 'sensitive')",1.221163,1.097239,0.32294387,0.65045625,0.92992705,1.0158415,0.4851703,0.5169703,-0.0318
37,-0.52230155,-0.29663616,"('fake', 'genuine')",-0.39685467,-0.31117028,-0.34327045,0.11201004,0.17255415,0.6226864,-0.2724681,0.0317225,-0.3041906
76,0.51041275,0.14259875,"('anxious', 'daring')",1.7403651,1.1151482,1.3406138,0.8025465,0.7147396,0.26401785,1.0765328,0.5810778,0.495455
47,-0.48053017,-0.46583104,"('stupid', 'smart')",1.08843,1.2764499,0.596165,0.95071304,5.024356,5.205552,1.5571052,1.741721,-0.1846158
40,-0.47647387,-0.06793629,"('stingy', 'generous')",-1.1108426,-0.5359365,-0.28440243,-0.39725235,-1.6913172,-1.3243567,-0.890759,-0.5813705,-0.3093885
72,-0.4756441,-0.63212276,"('unambitious', 'ambitious')",0.74632955,0.5430769,-0.3706813,-0.65452164,-0.2846634,-0.24230886,-0.0961648,-0.2464691,0.1503043
57,-0.46063483,-0.85823274,"('unimaginative', 'imaginative')",1.5300757,0.97676355,-0.6791445,-1.3753266,-2.2150786,-2.6556437,-0.4561956,-0.9781099,0.5219143
74,-0.45865333,-0.5241634,"('undedicated', 'dedicated')",0.54311246,0.39887166,0.36286584,0.066309206,0.18123102,0.086544275,0.157139,0.0068904,0.1502486
12,-0.41247225,-0.5649133,"('unsupportive', 'supportive')",0.9269362,0.90997857,0.043230012,-0.37803397,-1.3399869,-1.4961846,-0.1955732,-0.3822883,0.1867151
60,-0.39889416,-0.5520137,"('inefficient', 'efficient')",3.7239041,3.2800794,1.0002618,1.4039857,1.0399741,0.75998914,1.3413115,1.2230102,0.1183013
70,-0.39530417,-0.4926664,"('lethargic', 'energetic')",0.84607494,0.47366315,0.58431643,0.5905586,1.045606,0.89223266,0.5201733,0.365947,0.1542263
29,-0.391518,-0.12768677,"('unfair', 'fair')",-1.2047325,-1.1048545,-1.3449309,-1.3427999,-0.62991667,-0.5804553,-0.8927745,-0.7889491,-0.1038254
82,-0.3716833,-0.57307637,"('poor', 'rich')",0.90985835,0.8542847,0.36172503,0.2757292,6.839933,7.016121,1.9349582,1.8932647,0.0416935
21,0.34069595,-0.19931607,"('immoral', 'moral')",2.500738,1.8120061,1.4667585,1.3518173,0.33338124,-0.48971722,1.1603934,0.6186975,0.5416959
80,0.3334418,0.27154648,"('dominated', 'dominating')",1.7152939,1.1919996,0.87013435,0.907438,-0.61313546,-0.69434464,0.5764337,0.4191599,0.1572738
16,-0.3303933,-0.51675147,"('unpopular', 'popular')",-1.4286911,-1.5727968,-0.4130648,-0.7247636,-0.009000702,-0.0952674,-0.5452875,-0.7273948,0.1821073
36,-0.31923428,-0.46506858,"('hostile', 'amicable')",-2.8199618,-2.473782,-1.4457403,-2.0062668,-0.92315394,-0.88354915,-1.3770226,-1.4571667,0.0801441
71,-0.31314024,-0.37070718,"('diffident', 'self-confident')",-0.041260947,0.02943454,-0.3368265,-0.49009776,-0.10465308,-0.015185954,-0.1989702,-0.2116391,0.0126689
32,-0.30091363,-0.81242204,"('unkind', 'kind')",0.98006415,0.5359223,0.87732863,0.5793323,1.8174435,1.4736665,0.8434807,0.4441248,0.3993559
56,0.28106412,-0.0995055,"('impractical', 'practical')",2.5570636,1.9520184,0.9572922,0.91914546,0.14796185,-0.48826528,0.9858454,0.5708483,0.4149971
18,-0.27581298,-0.25473666,"('disagreeable', 'welcoming')",-0.43399918,-0.20627424,-0.047026783,-0.2524438,-0.34320545,-0.11556808,-0.2750111,-0.2072557,-0.0677554
79,-0.26610693,-0.49382433,"('wavering', 'unwavering')",-2.0126805,-2.0818515,-0.81065416,-1.6113727,-0.8806246,-0.906511,-0.9925165,-1.2733898,0.2808733
87,-0.26274928,-0.4456371,"('unsuccessful', 'successful')",0.5204718,0.12091616,-0.15740654,-0.08040164,0.2537604,0.403314,0.0885191,-0.0004521,0.0889712
39,0.24903657,0.27750415,"('exploitative', 'cooperative')",0.7500019,0.7631898,0.59790933,1.1393528,0.34254536,0.3579478,0.4848733,0.6344987,-0.1496254
59,-0.23784548,0.09060632,"('foolish', 'wise')",-1.7721064,-1.3034395,-0.78831303,-0.34897035,-0.8630738,-0.35319442,-0.9153347,-0.4787495,-0.4365852
34,0.22444445,0.107673466,"('mean', 'honorable')",0.7119826,0.57935536,-0.1299724,-0.17294462,5.585534,5.6480546,1.5979972,1.5405347,0.0574625
17,-0.21528156,-0.17321356,"('nasty', 'nice')",-0.5433238,-0.6294507,-0.04058838,-0.10182648,-0.8324382,-0.93644863,-0.407908,-0.4602348,0.0523268
49,0.20731324,0.107208624,"('unable', 'able')",0.9363896,0.6643697,0.18148631,0.074332245,-0.39057752,-0.4387009,0.2336529,0.1018024,0.1318505
51,-0.18972477,-0.3933791,"('uneducated', 'educated')",2.0074425,1.6698858,1.08023,0.7444821,0.8956661,0.83538264,0.9484035,0.7140929,0.2343106
33,-0.16721632,-0.1938975,"('wrong', 'right')",-0.38291657,-0.46306428,-0.5183346,-0.5593773,-1.2485245,-1.1803558,-0.579248,-0.5991737,0.0199257
38,-0.15669222,-0.5074315,"('untruthful', 'truthful')",0.2957867,-0.11874395,-0.19776161,-0.68153524,0.2282247,0.054531977,0.0423894,-0.3132947,0.3556841
77,-0.14074758,-0.47459957,"('unmotivated', 'motivated')",1.6684073,1.3078961,0.1913259,-0.12759742,-1.0380352,-1.5234848,0.1702376,-0.2044464,0.374684
11,0.13882285,-0.30782607,"('unhelpful', 'helpful')",3.0304482,2.3825066,0.57504624,0.37051928,2.8294952,2.571283,1.6434531,1.2541208,0.3893323
30,-0.13189526,-0.25990483,"('intolerant', 'tolerant')",2.14926,2.070153,1.2105597,1.3874993,1.4063606,1.1258065,1.1585712,1.0808885,0.0776827
88,0.1078189,-0.13401724,"('low', 'eminent')",0.98629105,0.4892998,-0.47491375,-0.45057875,0.24423644,0.14564264,0.2158582,0.0125866,0.2032716
68,-0.09833839,0.04960324,"('dependent', 'independent')",-0.37947422,-0.4979872,-0.5726641,-0.38005614,-0.7866284,-0.71802557,-0.4592763,-0.3866164,-0.0726599
3,-0.09825061,-0.3968935,"('repellent', 'pleasant')",0.87198067,0.6458744,0.66923726,0.32827082,1.744335,1.2220285,0.7968256,0.44982,0.3470056
83,0.098123364,0.008926829,"('powerless', 'powerful')",1.0410339,0.95008725,-0.70711875,-0.87665343,-0.9502332,-1.0384104,-0.1295487,-0.2390124,0.1094637
62,-0.08828996,-0.217339,"('incompetent', 'brilliant')",2.8491054,2.4952695,0.94818115,0.9131888,0.9767097,0.70989317,1.1714265,0.9752531,0.1961734
22,-0.06038843,-0.11966629,"('untrustworthy', 'trustworthy')",0.58161235,0.33003312,0.29730174,0.46160254,-0.6579065,-0.6841042,0.0401548,-0.0030337,0.0431885
65,0.055284522,-0.24434483,"('insecure', 'secure')",1.6700771,1.0510967,0.83155596,1.0488492,0.58348453,0.12687644,0.7851006,0.4956194,0.2894812
4,0.0336883,-0.06387682,"('disliked', 'liked')",-2.0821621,-2.083252,-0.49991643,-0.9762707,-6.6301847,-6.778771,-2.2946439,-2.4755425,0.1808986
14,0.028621756,-0.3111318,"('antisocial', 'social')",2.7186048,2.370238,1.4817208,1.5183252,0.7417497,0.1321779,1.2426742,0.9274024,0.3152718
