,franklin_male,franklin_female,tuple,resources_male,resources_female,inc_male,inc_female,average_male,average_female,male-female
81,0.7234613,0.7370613,"('submissive', 'aggressive')",1.4971646,1.5159163,-0.23425604,-0.20254199,0.6621233,0.6834785,-0.0213552
37,0.69115883,0.5795936,"('fake', 'genuine')",0.12336673,0.104257606,0.25544852,0.24821605,0.356658,0.3106891,0.0459689
55,0.6891638,0.40726495,"('incompetent', 'clever')",-0.14551222,-0.17562583,0.0049720015,-0.11614768,0.1828745,0.0384971,0.1443774
52,-0.63759315,-0.6785312,"('irrational', 'rational')",-0.38453215,-0.31019226,-0.38952667,-0.47310832,-0.4705506,-0.4872773,0.0167267
18,-0.62487376,-0.31930524,"('disagreeable', 'welcoming')",-0.70114815,-0.537821,-0.626496,-0.49221256,-0.6508393,-0.4497796,-0.2010597
11,0.6182402,0.92750126,"('unhelpful', 'helpful')",0.89238167,1.0182977,2.1237974,2.4453561,1.2114731,1.4637184,-0.2522453
21,0.57196194,0.5431159,"('immoral', 'moral')",0.9660779,1.0269204,-0.5910826,-0.5172163,0.3156524,0.35094,-0.0352876
17,-0.55572945,-0.7412161,"('nasty', 'nice')",0.03600788,0.12969865,-0.476571,-0.4415727,-0.3320975,-0.3510301,0.0189326
43,0.54448354,0.4011401,"('irresponsible', 'responsible')",-0.49711376,-0.49025878,0.08123337,0.19253469,0.0428677,0.034472,0.0083957
71,0.5212421,0.8268263,"('diffident', 'self-confident')",1.371468,1.4665858,0.44380683,0.43539003,0.778839,0.9096007,-0.1307617
7,0.5180099,0.6791424,"('insensitive', 'sensitive')",0.7173378,0.8251993,0.5170741,0.58750427,0.5841406,0.697282,-0.1131414
86,0.51784575,-0.02938021,"('uninfluential', 'influential')",-0.31045383,-0.49146566,-0.40554067,-0.56515384,-0.0660496,-0.3619999,0.2959503
65,0.5121459,0.4979443,"('insecure', 'secure')",-0.024949223,0.05149474,-0.25269553,-0.2496993,0.078167,0.0999132,-0.0217462
88,0.49187928,0.95845205,"('low', 'eminent')",0.13552828,0.07378475,0.19525792,0.2642574,0.2742218,0.4321647,-0.1579429
59,0.46304435,0.75260586,"('foolish', 'wise')",0.84602785,0.96090674,0.2335962,0.39037699,0.5142228,0.7012966,-0.1870738
84,0.4574353,0.5856855,"('inferior', 'superior')",1.0985521,1.039875,0.9089493,0.8893496,0.8216456,0.8383034,-0.0166578
23,0.44936958,0.8059557,"('insincere', 'sincere')",0.7670417,0.8985106,5.3545527,5.540047,2.1903213,2.4148378,-0.2245165
54,-0.4302417,-0.049071427,"('incapable', 'capable')",-0.5492226,-0.33817485,0.79219204,1.0586581,-0.0624241,0.223804,-0.2862281
75,-0.39217228,-0.5767565,"('meek', 'impulsive')",-0.127602,-0.17476794,-0.10483016,-0.111253045,-0.2082015,-0.2875925,0.079391
49,-0.38998288,-0.38180214,"('unable', 'able')",-0.04287728,0.04980167,0.006710544,0.2203871,-0.1420499,-0.0372045,-0.1048454
20,0.38074282,0.4246415,"('rough', 'thoughtful')",0.17754161,0.21940225,1.0011657,0.8225729,0.5198167,0.4888722,0.0309445
63,-0.34422117,-0.5501348,"('unperceptive', 'insightful')",0.9006284,0.7639886,1.2665871,1.3127046,0.6076648,0.5088528,0.098812
78,-0.33661115,-0.4940596,"('nonresilient', 'resilient')",0.4744917,0.10298239,0.6895812,0.58596593,0.2758206,0.0649629,0.2108577
1,-0.33324882,-0.62826306,"('unfriendly', 'friendly')",0.46385056,0.23897833,1.2955893,1.1987479,0.475397,0.269821,0.205576
79,0.3330085,0.4506804,"('wavering', 'unwavering')",-1.2185655,-1.2525762,-0.0878917,-0.027896278,-0.3244829,-0.2765974,-0.0478855
38,0.3328414,0.32143065,"('untruthful', 'truthful')",0.5256636,0.3672731,0.16878517,0.2781631,0.3424301,0.322289,0.0201411
8,-0.31994846,-0.5185075,"('unaffectionate', 'affectionate')",-0.62831336,-0.6303854,0.37684828,0.31466728,-0.1904712,-0.2780752,0.087604
67,-0.31994075,-0.33613673,"('doubtful', 'determined')",0.27587363,0.22081737,-0.56942457,-0.50719,-0.2044972,-0.2075031,0.0030059
10,0.3165525,-0.24220861,"('unsympathetic', 'sympathetic')",-0.37848535,-0.5787271,-0.18436092,-0.35734916,-0.0820979,-0.3927616,0.3106637
77,-0.31392908,-0.07483117,"('unmotivated', 'motivated')",0.8272827,0.8107899,-0.76691675,-0.8174752,-0.084521,-0.0271722,-0.0573488
32,0.31189516,0.28132334,"('unkind', 'kind')",0.3117918,0.2836806,1.0201249,0.97323006,0.5479373,0.5127447,0.0351926
14,-0.28959283,-0.2204472,"('antisocial', 'social')",0.6830788,0.7985872,-0.90477765,-0.80466866,-0.1704305,-0.0755095,-0.094921
58,-0.27860412,-0.3527747,"('undiscriminating', 'discriminating')",0.48879674,0.2524124,-0.15025142,-0.19021586,0.0199804,-0.0968594,0.1168398
82,-0.27703905,-0.30406398,"('poor', 'rich')",-0.06364923,0.15825224,5.863729,6.0232363,1.8410136,1.9591416,-0.118128
45,-0.27261084,-0.5601587,"('incompetent', 'competent')",-0.44666696,-0.63303334,-0.37315068,-0.55152303,-0.3641428,-0.5815717,0.2174289
50,-0.26912522,-0.057054467,"('clumsy', 'skillful')",-0.10192138,-0.057956025,0.44051754,0.47903383,0.023157,0.1213411,-0.0981841
27,-0.25486252,-0.88139147,"('hardhearted', 'softhearted')",-0.21491933,-0.39304012,1.266044,0.9134116,0.2654207,-0.12034,0.3857607
29,0.24383612,0.032671586,"('unfair', 'fair')",0.12415625,-0.023537844,-0.5579629,-0.68382585,-0.0633235,-0.2248974,0.1615739
87,0.24247782,0.489228,"('unsuccessful', 'successful')",0.80793333,0.84492636,0.61276984,0.60743153,0.5543936,0.6471953,-0.0928017
35,-0.23886395,-0.12859939,"('corrupt', 'incorrupt')",-1.1460642,-1.095875,-0.4291014,-0.5128282,-0.6046765,-0.5791008,-0.0255757
57,0.23857108,0.13107078,"('unimaginative', 'imaginative')",-0.08379891,0.014187299,-2.3894622,-2.3708966,-0.7448967,-0.7418795,-0.0030172
28,0.23642915,0.1624445,"('disloyal', 'loyal')",-0.09484669,-0.12879656,0.5355927,0.5785627,0.2257251,0.2040702,0.0216549
47,-0.21952201,-0.07118389,"('stupid', 'smart')",0.10774949,0.24489076,5.1369066,5.1466093,1.6750447,1.7734388,-0.0983941
70,0.21659142,-0.03405395,"('lethargic', 'energetic')",-0.049679108,-0.026358671,0.5294669,0.6683972,0.2321264,0.2026615,0.0294649
40,0.20943472,-0.35697165,"('stingy', 'generous')",0.42999166,0.1191284,-1.4512746,-1.7324487,-0.2706161,-0.656764,0.3861479
68,0.20612344,0.09291623,"('dependent', 'independent')",-0.54136646,-0.5837253,-0.40775162,-0.45526525,-0.2476649,-0.3153581,0.0676932
46,0.1972413,0.11347772,"('uncompetitive', 'competitive')",0.6449005,0.65571654,-0.31874773,-0.27599582,0.1744647,0.1643995,0.0100652
2,0.19525999,0.37559554,"('unlikable', 'likable')",0.59120065,0.7274909,0.6122044,0.6896409,0.4662217,0.5975758,-0.1313541
34,-0.17911151,-0.23981343,"('mean', 'honorable')",0.1882244,0.19456758,5.7556467,5.805483,1.9215865,1.9200791,0.0015074
13,-0.17388263,-0.17776991,"('impolite', 'polite')",-0.2940067,-0.21556278,0.03878274,0.06402233,-0.1430355,-0.1097701,-0.0332654
69,0.1645357,0.57090557,"('lazy', 'industrious')",0.9012183,0.88135034,-0.21136057,-0.25915527,0.2847978,0.3977002,-0.1129024
51,-0.15884793,-0.25021282,"('uneducated', 'educated')",-0.4004931,-0.3436802,0.28813988,0.3889621,-0.0904004,-0.0683103,-0.0220901
64,0.12995355,-0.025803711,"('shy', 'confident')",0.6072649,0.5334069,-5.7476068,-5.7896585,-1.6701295,-1.7606851,0.0905556
66,-0.12956905,-0.5016016,"('inactive', 'active')",-1.018388,-1.1173873,0.79216313,0.50507736,-0.118598,-0.3713038,0.2527058
22,-0.12350787,-0.22745955,"('untrustworthy', 'trustworthy')",-0.50702584,-0.44705957,-0.8672247,-0.84257287,-0.4992528,-0.5056973,0.0064445
83,-0.10130812,-0.1776174,"('powerless', 'powerful')",0.6070289,0.4245811,-0.8780373,-0.9656843,-0.1241055,-0.2395735,0.115468
26,-0.096322805,-0.083612934,"('hardhearted', 'benevolent')",0.526538,0.52237076,1.0842268,1.0070354,0.504814,0.4819311,0.0228829
3,0.07145912,0.0762931,"('repellent', 'pleasant')",0.98959464,1.1338934,0.17044017,0.11635199,0.410498,0.4421795,-0.0316815
25,0.018233709,0.0827094,"('egoistic', 'altruistic')",0.6350201,0.59942377,1.292901,1.2408055,0.6487183,0.6409796,0.0077387
42,-0.013022149,0.036018416,"('unreliable', 'reliable')",-0.2384866,-0.26906642,-2.7812972,-2.5758026,-1.0109353,-0.9362835,-0.0746518
