,capital_male,capital_female,tuple,one_male,one_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
60,0.67051744,0.64239967,"('inefficient', 'efficient')",-0.38868648,0.033743367,-0.33150336,-0.017278442,0.4904869,0.52607185,0.1102036,0.2962341,-0.1860305
58,0.61704785,0.6281334,"('undiscriminating', 'discriminating')",-0.6977819,-0.47248504,1.1873395,1.1270478,0.2996668,0.27402392,0.3515681,0.38918,-0.0376119
31,-0.5921677,-1.1235029,"('evil', 'good')",0.30625623,-0.54036534,-0.2142872,-0.6063209,-2.034508,-2.169215,-0.6336766,-1.109851,0.4761744
30,0.57182664,0.30070072,"('intolerant', 'tolerant')",-0.1930373,0.096365355,0.3309278,0.39286512,0.5378944,0.6103965,0.3119029,0.3500819,-0.038179
21,0.5396104,0.11766559,"('immoral', 'moral')",0.04429868,0.31442547,0.5075397,0.42263168,0.12098326,0.14434469,0.303108,0.2497669,0.0533411
66,0.4857462,0.21260682,"('inactive', 'active')",0.33950832,-0.60813504,1.0524092,0.7179819,0.71858394,0.07986489,0.6490619,0.1005796,0.5484823
78,-0.48156106,-0.20031795,"('nonresilient', 'resilient')",-0.66821283,-0.24140748,0.81581277,1.1014464,0.40829325,0.5570173,0.018583,0.3041846,-0.2856016
1,-0.4287926,-0.5158895,"('unfriendly', 'friendly')",-1.4654934,-1.6676642,1.2691929,1.253669,0.54655325,0.55336356,-0.019635,-0.0941303,0.0744953
57,0.42400283,0.07424635,"('unimaginative', 'imaginative')",-1.4423118,-1.6359193,-0.6395941,-0.6035,-2.9013064,-2.8952303,-1.1398023,-1.2651008,0.1252985
41,0.39059442,0.26302946,"('unforgiving', 'forgiving')",0.16154867,0.019454911,0.8677194,0.8863202,-0.285411,-0.5635349,0.2836129,0.1513174,0.1322955
49,-0.3891883,-0.3535706,"('unable', 'able')",-0.78478795,-0.5095107,-1.0408232,-0.78278995,-0.14267826,0.090032384,-0.5893694,-0.3889597,-0.2004097
50,0.37744126,0.7416451,"('clumsy', 'skillful')",0.11834326,0.25426197,0.4024552,0.5445747,0.19224969,0.36199272,0.2726223,0.4756186,-0.2029963
84,0.36194512,0.3550272,"('inferior', 'superior')",0.34584376,0.44072315,0.2297322,0.497592,0.52139467,0.610417,0.3647289,0.4759398,-0.1112109
79,0.34237978,0.13961664,"('wavering', 'unwavering')",0.43675506,-0.04962524,-0.3576352,-0.46090811,-0.94403756,-0.96376616,-0.1306345,-0.3336707,0.2030362
52,0.29974377,-0.19714504,"('irrational', 'rational')",-0.37895867,-0.72750723,0.52326846,0.011946294,-0.58594054,-0.7385811,-0.0354717,-0.4128218,0.3773501
38,0.27821958,0.43519625,"('untruthful', 'truthful')",0.41670236,0.6872402,0.605678,0.7131196,-0.19782756,-0.063769996,0.2756931,0.4429465,-0.1672534
44,-0.27616405,-0.4127511,"('prejudiced', 'unprejudiced')",0.88233185,0.31294358,0.0022044256,-0.24366051,-1.320639,-1.5640998,-0.1780667,-0.476892,0.2988253
75,-0.2588601,0.016659074,"('meek', 'impulsive')",0.22764513,-0.09147748,-0.23862913,-0.17218043,-0.7696171,-0.8014582,-0.2598653,-0.2621143,0.002249
45,-0.25549388,-0.115588285,"('incompetent', 'competent')",-0.4796173,0.31273684,-0.851861,-0.30078492,0.2882012,0.2744102,-0.3246928,0.0426935,-0.3673863
55,0.24749134,0.1277859,"('incompetent', 'clever')",-1.1583344,-0.62053967,-0.9097552,-0.8280469,1.1585037,1.080241,-0.1655236,-0.0601399,-0.1053837
28,-0.22650036,0.013001118,"('disloyal', 'loyal')",-0.6219899,-0.24706644,-0.11859669,0.19668728,0.9955094,1.3142879,0.0071056,0.3192275,-0.3121219
68,-0.21965419,-0.59357226,"('dependent', 'independent')",0.060675774,0.36266842,-1.8180182,-1.9340954,-0.6671428,-0.5898489,-0.6610349,-0.688712,0.0276771
15,-0.21946755,-0.599322,"('boring', 'funny')",0.077238284,-0.31041807,0.23856904,0.047687378,-0.58049655,-0.635429,-0.1210392,-0.3743705,0.2533313
3,-0.21238874,-0.08053945,"('repellent', 'pleasant')",-0.36096594,-0.10242233,-0.6601906,-0.33677128,1.66908,1.6961241,0.1088837,0.2940978,-0.1852141
8,-0.21189626,-0.21379879,"('unaffectionate', 'affectionate')",-0.7756922,-0.9419805,0.16126092,0.1149288,-0.14191285,-0.153543,-0.2420601,-0.2985983,0.0565382
0,-0.19530195,-0.6483109,"('unsociable', 'sociable')",-1.3997211,-1.4974978,-0.21588567,-0.17594576,0.18951473,-0.010303453,-0.4053485,-0.5830145,0.177666
37,-0.17760998,-0.12981343,"('fake', 'genuine')",0.08844099,0.1360289,-0.75534153,-0.7406059,0.2877328,0.46940997,-0.1391944,-0.0662451,-0.0729493
46,0.16783562,0.07712298,"('uncompetitive', 'competitive')",0.46594074,0.7530509,0.20167705,0.32251936,0.1834045,0.24352232,0.2547145,0.3490539,-0.0943394
86,0.14717464,-0.30105743,"('uninfluential', 'influential')",-1.0485623,-0.98404795,-0.37635967,-0.2938216,0.20144461,0.07525239,-0.2690757,-0.3759186,0.1068429
53,-0.13364194,-0.1576119,"('uncreative', 'creative')",-1.9528329,-1.7120564,0.9950443,1.1413634,0.1277248,0.344065,-0.2409265,-0.09606,-0.1448665
34,-0.13336988,-0.073256195,"('mean', 'honorable')",-0.26734084,0.034825005,0.288898,0.5153819,5.5629983,5.5254483,1.3627964,1.5005997,-0.1378033
26,-0.1230652,-0.37123436,"('hardhearted', 'benevolent')",-0.36040518,-0.80414504,2.020636,1.7730385,1.2117635,0.74585986,0.6872323,0.3358797,0.3513526
17,-0.12034379,-0.38684446,"('nasty', 'nice')",-0.29030693,-0.5287691,-0.60704386,-0.70141417,-0.87136424,-1.1106956,-0.4722647,-0.6819308,0.2096661
18,0.119734675,0.122890115,"('disagreeable', 'welcoming')",0.2397003,0.032379717,-0.20415956,-0.021550782,-0.7310195,-0.6339141,-0.143936,-0.1250488,-0.0188872
20,0.11948862,0.086746365,"('rough', 'thoughtful')",-1.085726,-1.1171767,0.061082974,-0.059605546,0.2424068,0.25338972,-0.1656869,-0.2091615,0.0434746
10,0.11742325,-0.21760191,"('unsympathetic', 'sympathetic')",-1.0530652,-0.83204246,-1.2277447,-1.1951709,0.31279084,0.100284085,-0.4626489,-0.5361328,0.0734839
13,-0.09998196,-0.13854045,"('impolite', 'polite')",0.25632232,0.56282985,-0.034198154,0.0031248257,-0.35942283,-0.5796072,-0.0593202,-0.0380482,-0.021272
69,-0.09796293,0.035972096,"('lazy', 'industrious')",0.8046806,0.46861544,1.1888777,1.0217841,-1.8140665,-1.782899,0.0203822,-0.0641319,0.0845141
6,0.08999272,-0.0088014975,"('distant', 'open')",-0.41552708,-0.6591148,-0.025099076,-0.036016334,-1.6755301,-1.3982205,-0.5065409,-0.5255383,0.0189974
27,0.0833921,-0.04522788,"('hardhearted', 'softhearted')",-0.44372767,-0.6025063,-0.45425034,-0.5445894,0.6535913,0.42479166,-0.0402487,-0.191883,0.1516343
47,-0.06465838,-0.04866367,"('stupid', 'smart')",-0.23507369,-0.122664906,0.87487495,0.89623344,5.0822845,4.9119077,1.4143568,1.4092032,0.0051536
65,0.03786099,0.054245934,"('insecure', 'secure')",-0.51076233,-0.17547573,-0.6600455,-0.60825247,0.4294123,0.6849229,-0.1758836,-0.0111399,-0.1647437
88,0.036263682,-0.23055422,"('low', 'eminent')",-0.039447423,-0.55677843,-0.8902159,-0.9022599,-0.43376333,-0.4405211,-0.3317907,-0.5325284,0.2007377
19,-0.030500159,-0.3655855,"('inhospitable', 'hospitable')",-0.26455423,-0.59696066,-0.32496905,-0.4767164,-0.6857326,-0.84966934,-0.326439,-0.572233,0.245794
48,-0.023310795,-0.13384607,"('unintelligent', 'intelligent')",-1.4710373,-1.286299,-1.0156664,-0.9625857,0.6616163,0.66826105,-0.4620996,-0.4286174,-0.0334822
