,starwood_male,starwood_female,tuple,hotels_male,hotels_female,&_male,&_female,rest_male,rest_female,wldwd_male,wldwd_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.1413066,-2.214443,"('unfriendly', 'friendly')",0.35052553,0.3561979,-0.4004164,-0.3852577,-0.33438027,-0.35117933,-1.8396757,-1.8389899,2.0732656,2.04158,-0.381998,-0.398682,0.016684
42,1.5472807,1.5739557,"('unreliable', 'reliable')",1.4537591,1.3917166,1.6519653,1.6767328,1.28255,1.3240576,0.7748632,0.7363681,-2.7870328,-2.684165,0.6538976,0.6697776,-0.01588
53,-1.4788836,-1.298111,"('uncreative', 'creative')",0.7830384,0.9387476,0.24984592,0.27230883,-0.13299562,-0.08624305,-0.26142186,-0.09880714,1.5155911,1.5809252,0.1125291,0.2181367,-0.1056076
36,-1.1793305,-1.378441,"('hostile', 'amicable')",-1.3287147,-1.2755938,0.17189656,0.3198309,-2.4254136,-2.3875303,-2.3694882,-2.4991379,0.5034216,0.23263955,-1.1046048,-1.1647054,0.0601006
86,-1.1406235,-1.1781623,"('uninfluential', 'influential')",0.5698622,0.4636042,-0.7364648,-0.9756292,1.3676705,1.2637125,-0.79661775,-0.8169571,-0.4214297,-0.4088797,-0.1929338,-0.2753853,0.0824515
31,-1.1024175,-1.437606,"('evil', 'good')",-1.5635254,-1.4926648,-0.6539473,-0.5897797,-3.4146886,-3.3669732,-1.8801064,-2.0308044,-1.1946787,-1.2853923,-1.6348939,-1.7005367,0.0656428
64,1.0760665,0.98435265,"('shy', 'confident')",1.0933808,1.0630118,1.0583742,1.0314902,0.94525176,1.0118269,1.2128917,1.1959149,-6.748112,-6.7770095,-0.2270246,-0.2484022,0.0213776
6,-1.0500791,-1.1867843,"('distant', 'open')",0.012050804,-0.03572566,0.024183765,0.07248474,-2.4497976,-2.446089,-1.6173034,-1.7942327,0.7475187,0.7036847,-0.7222378,-0.7811104,0.0588726
57,-1.0312377,-0.8760111,"('unimaginative', 'imaginative')",-0.08723969,-0.06973162,-0.5792596,-0.5825368,1.2076873,1.250405,-0.29097965,-0.06163036,-2.8657436,-2.6565366,-0.6077955,-0.4993403,-0.1084552
50,1.0274314,0.79171443,"('clumsy', 'skillful')",0.01010295,-0.07336618,2.0241442,1.7807598,-0.11259321,-0.14042851,0.7718147,0.60386926,0.7591921,0.629498,0.746682,0.5986745,0.1480075
76,1.0018581,1.1822302,"('anxious', 'daring')",0.8803219,0.83127654,1.2143445,1.289558,1.6043447,1.6246747,0.8578076,1.0150256,0.08617703,0.32949874,0.9408089,1.0453773,-0.1045684
87,0.99680614,1.120238,"('unsuccessful', 'successful')",1.692709,1.7090473,1.5837274,1.5581528,1.8246938,1.9642473,1.2365499,1.4059865,0.62418234,0.60935086,1.3264447,1.3945038,-0.0680591
39,0.96129125,0.89519733,"('exploitative', 'cooperative')",1.0119423,0.95914453,1.0132958,1.0663239,1.5488404,1.5352669,0.01933487,-0.12701713,0.034375835,-0.028054126,0.7648467,0.7168102,0.0480365
20,-0.93808246,-0.6998684,"('rough', 'thoughtful')",-0.30618262,-0.1916725,0.08498749,0.14467987,0.36394846,0.3761748,-0.44393513,-0.47941226,1.0512717,1.0211737,-0.0313321,0.0285125,-0.0598446
25,-0.8509453,-1.0369669,"('egoistic', 'altruistic')",-0.43610668,-0.35875446,-0.034848996,-0.101743706,-0.51402026,-0.58856314,-1.6242875,-1.6919003,1.3310502,1.2014638,-0.3548598,-0.4294108,0.074551
26,-0.82047063,-0.7836506,"('hardhearted', 'benevolent')",1.6081021,1.5309103,1.8202839,1.7414721,-0.06367268,-0.09961231,-0.9058338,-0.97850317,1.6482283,1.675304,0.5477729,0.5143201,0.0334528
67,0.814372,0.6320348,"('doubtful', 'determined')",-0.2257978,-0.27572852,-0.153097,-0.21439676,-0.28234366,-0.2884238,0.8382768,0.80345106,-0.7798001,-0.64889497,0.0352684,0.0013403,0.0339281
48,-0.7985052,-0.7506126,"('unintelligent', 'intelligent')",-0.26007897,-0.24744186,-1.0180933,-1.2223015,1.2048032,1.2217779,-0.8958562,-0.86769384,0.23892622,0.34603584,-0.2548007,-0.2533727,-0.001428
19,-0.78126466,-0.74165386,"('inhospitable', 'hospitable')",-1.3596581,-1.4687992,-1.3221912,-1.2054329,-2.3603537,-2.4390204,-0.6544355,-0.7831618,-0.18984866,-0.16588758,-1.111292,-1.1339925,0.0227005
82,-0.7773249,-0.49351513,"('poor', 'rich')",0.95883685,1.0387499,0.81626266,0.81685627,0.41113016,0.46851164,0.37847352,0.51307607,6.6932545,6.837373,1.4134388,1.5301752,-0.1167364
73,0.7707023,1.0496492,"('helpless', 'self-reliant')",0.3130058,0.3615266,0.58853704,0.81703985,-0.3614554,-0.28366232,-0.2255221,-0.2219941,-3.9417002,-3.7948308,-0.4760721,-0.3453786,-0.1306935
5,-0.75880015,-0.64887077,"('distant', 'outgoing')",-0.033599887,-0.052569438,-0.13313296,0.11696148,-2.5547323,-2.5010662,-1.2064959,-1.2190484,-0.031828247,0.008414655,-0.7864316,-0.7160298,-0.0704018
49,-0.7246338,-0.45068228,"('unable', 'able')",-0.24517441,-0.09565173,-0.7121918,-0.57004255,-0.5233166,-0.3852942,-0.8109416,-0.67790085,-0.5949934,-0.38546118,-0.6018753,-0.4275055,-0.1743698
34,-0.71184903,-0.58159345,"('mean', 'honorable')",0.2700077,0.27002683,0.0625624,0.19085875,0.7869,0.85093343,0.23668425,0.23389813,6.4618907,6.428769,1.184366,1.2321488,-0.0477828
16,0.7059912,0.5096033,"('unpopular', 'popular')",0.5149578,0.5909804,1.2945648,1.1494904,-0.15420398,-0.07535663,-0.015124224,-0.08033812,1.2110101,1.092107,0.5928659,0.5310811,0.0617848
58,-0.69546336,-0.45858407,"('undiscriminating', 'discriminating')",0.32362968,0.29259062,0.015648952,0.07168975,0.9093184,0.87303555,-0.5069816,-0.4952697,-0.024723308,-0.0431802,0.0035715,0.040047,-0.0364755
28,-0.6687103,-0.616647,"('disloyal', 'loyal')",0.0743633,0.14681694,0.37491497,0.37781563,0.60665816,0.62998295,-1.3780686,-1.2080218,1.0780429,1.2043405,0.0145334,0.0890479,-0.0745145
47,-0.66828597,-0.48123777,"('stupid', 'smart')",1.1419894,1.1515495,1.1347425,1.1252695,2.1767879,2.2345462,0.5782273,0.67800343,5.7627044,5.6690774,1.6876942,1.7295348,-0.0418406
2,0.63824254,0.94871265,"('unlikable', 'likable')",1.3761569,1.4884691,1.7496014,1.8456621,2.3484538,2.4370174,0.37443772,0.5245171,0.5624426,0.70737445,1.1748892,1.3252921,-0.1504029
33,0.6013573,0.13985774,"('wrong', 'right')",0.11234642,0.011717896,0.30238932,0.122317046,-0.4012096,-0.44509983,-0.153989,-0.43376368,-0.4729307,-0.7108831,-0.002006,-0.219309,0.217303
84,0.6009597,0.5388757,"('inferior', 'superior')",-0.75755155,-0.69213444,-0.089414276,-0.23161648,-1.5651445,-1.533941,-0.6207748,-0.7384656,0.34244582,0.31970516,-0.3482466,-0.3895961,0.0413495
8,-0.57297045,-0.7857582,"('unaffectionate', 'affectionate')",-0.35645133,-0.36644304,-1.1739922,-1.1862468,-0.49238688,-0.53768194,-2.5977602,-2.8299935,0.6459115,0.56892806,-0.7579416,-0.8561992,0.0982576
62,0.5575178,1.1388642,"('incompetent', 'brilliant')",1.371586,1.6175101,-0.17097363,-0.08666772,2.3572192,2.5682838,0.36419916,0.7590346,-0.4826024,-0.11008341,0.6661577,0.9811569,-0.3149992
3,-0.5553637,-0.30152062,"('repellent', 'pleasant')",0.2595129,0.33976158,-0.16632101,-0.19319712,1.5325423,1.5720266,0.7883578,0.80706364,0.23753867,0.23926654,0.3493778,0.4105668,-0.061189
77,-0.5545834,-0.7134076,"('unmotivated', 'motivated')",-0.46589276,-0.40614244,-0.5475228,-0.67873317,0.7082102,0.7594028,-0.015850145,0.038298916,-1.2345172,-1.2902572,-0.3516927,-0.3818065,0.0301138
44,0.5480929,0.711733,"('prejudiced', 'unprejudiced')",-0.9411459,-0.93839693,-0.12738822,0.13011706,-0.65435225,-0.58585465,0.0136739835,0.076936916,-1.3434968,-1.2808714,-0.417436,-0.3143893,-0.1030467
0,-0.5347635,-0.5068813,"('unsociable', 'sociable')",1.9324065,1.8937293,0.91486067,0.8480008,4.301137,4.3108516,-0.3680213,-0.43470484,-0.4143002,-0.41551885,0.9718865,0.9492461,0.0226404
