,nucor_male,nucor_female,tuple,corp_male,corp_female,average_male,average_female,male-female
6,-2.038206,-1.8575854,"('distant', 'open')",-1.1911623,-0.9084957,-1.6146842,-1.3830405,-0.2316437
53,-1.9798824,-2.1506426,"('uncreative', 'creative')",0.10443407,0.21949033,-0.9377241,-0.9655762,0.0278521
1,-1.8646234,-1.8486959,"('unfriendly', 'friendly')",1.0660061,1.1733468,-0.3993087,-0.3376746,-0.0616341
19,-1.8459214,-1.8087415,"('inhospitable', 'hospitable')",-0.7208219,-0.6484732,-1.2833717,-1.2286073,-0.0547644
86,-1.7795392,-1.9375036,"('uninfluential', 'influential')",-0.5402567,-0.5490749,-1.1598979,-1.2432892,0.0833913
5,-1.644372,-1.4676361,"('distant', 'outgoing')",-1.143709,-0.90648013,-1.3940405,-1.1870581,-0.2069824
9,-1.6367779,-1.8672084,"('unaffectionate', 'caring')",0.71002287,0.6639037,-0.4633775,-0.6016523,0.1382748
8,-1.6178193,-1.6264457,"('unaffectionate', 'affectionate')",0.21419878,0.28584456,-0.7018102,-0.6703005,-0.0315097
44,1.4763923,1.3882549,"('prejudiced', 'unprejudiced')",-1.2354895,-1.4786313,0.1204514,-0.0451882,0.1656396
51,-1.4392221,-1.4591111,"('uneducated', 'educated')",0.68811506,0.59665424,-0.3755535,-0.4312284,0.0556749
63,-1.3406812,-1.3699634,"('unperceptive', 'insightful')",0.45102498,0.38084614,-0.4448281,-0.4945586,0.0497305
38,-1.298087,-1.2099363,"('untruthful', 'truthful')",-0.41884017,-0.27628776,-0.8584636,-0.743112,-0.1153516
57,-1.2583066,-1.2515306,"('unimaginative', 'imaginative')",-3.0516806,-3.014418,-2.1549935,-2.1329741,-0.0220194
31,-1.2368957,-1.1501122,"('evil', 'good')",-1.0284411,-0.79667336,-1.1326684,-0.9733927,-0.1592757
66,-1.1354225,-1.2433561,"('inactive', 'active')",0.21878888,0.07248467,-0.4583168,-0.5854357,0.1271189
79,-1.1208031,-1.2875111,"('wavering', 'unwavering')",-0.65853727,-0.5664919,-0.8896702,-0.9270015,0.0373313
54,-1.1198577,-1.5502126,"('incapable', 'capable')",0.6063192,0.35568565,-0.2567692,-0.5972635,0.3404943
36,-1.0870783,-1.2132692,"('hostile', 'amicable')",-0.2642367,-0.21629825,-0.6756575,-0.7147837,0.0391262
72,-1.0537747,-1.1587893,"('unambitious', 'ambitious')",-0.97429574,-0.8559225,-1.0140352,-1.0073559,-0.0066793
