,nucor_male,nucor_female,tuple,corp_male,corp_female,average_male,average_female,male-female
82,-1.0029819,-0.7565174,"('poor', 'rich')",5.874389,5.926634,2.4357038,2.5850582,-0.1493544
10,-0.99488324,-1.0282109,"('unsympathetic', 'sympathetic')",-0.7262544,-0.73478216,-0.8605688,-0.8814965,0.0209277
39,0.9929867,0.7271753,"('exploitative', 'cooperative')",0.30070856,0.08903689,0.6468476,0.4081061,0.2387415
0,-0.9652509,-0.9627977,"('unsociable', 'sociable')",-0.16554812,-0.28054634,-0.5653995,-0.621672,0.0562725
35,-0.92884254,-0.8180182,"('corrupt', 'incorrupt')",-0.57611054,-0.36605254,-0.7524766,-0.5920354,-0.1604412
12,-0.85521936,-0.89174044,"('unsupportive', 'supportive')",-2.019195,-2.1357808,-1.4372072,-1.5137606,0.0765534
22,-0.8207931,-0.62188625,"('untrustworthy', 'trustworthy')",-1.0758083,-0.96984977,-0.9483007,-0.795868,-0.1524327
71,-0.8206802,-0.860446,"('diffident', 'self-confident')",0.24508521,0.14422002,-0.2877975,-0.358113,0.0703155
78,-0.81239724,-0.8732332,"('nonresilient', 'resilient')",0.24667813,0.16090336,-0.2828596,-0.3561649,0.0733053
81,0.8088643,0.7383917,"('submissive', 'aggressive')",-0.67406726,-0.68044716,0.0673985,0.0289723,0.0384262
45,-0.7909663,-0.6068662,"('incompetent', 'competent')",0.005797401,-0.07623558,-0.3925844,-0.3415509,-0.0510335
14,0.7863852,0.7114532,"('antisocial', 'social')",0.204163,-0.02379961,0.4952741,0.3438268,0.1514473
80,0.77160335,0.5169268,"('dominated', 'dominating')",-0.66540897,-0.8671344,0.0530972,-0.1751038,0.228201
74,-0.7450901,-0.56855,"('undedicated', 'dedicated')",-0.38712105,-0.2513673,-0.5661056,-0.4099587,-0.1561469
30,0.73979735,0.7728781,"('intolerant', 'tolerant')",1.1109426,0.9838626,0.92537,0.8783703,0.0469997
32,-0.6988122,-0.95423144,"('unkind', 'kind')",0.7403248,0.61922896,0.0207563,-0.1675012,0.1882575
28,-0.68168926,-0.8597406,"('disloyal', 'loyal')",1.0364743,1.0536441,0.1773925,0.0969517,0.0804408
41,-0.6733816,-0.8206351,"('unforgiving', 'forgiving')",0.24871808,-0.0018523782,-0.2123318,-0.4112437,0.1989119
43,-0.65225744,-0.7671116,"('irresponsible', 'responsible')",0.19974549,0.056058142,-0.226256,-0.3555267,0.1292707
84,0.6499448,0.78002894,"('inferior', 'superior')",1.056196,1.2247425,0.8530704,1.0023857,-0.1493153
23,-0.62647796,-0.95354635,"('insincere', 'sincere')",5.5331726,5.302335,2.4533472,2.1743941,0.2789531
18,-0.62506366,-0.90217274,"('disagreeable', 'welcoming')",-0.4565936,-0.6870626,-0.5408286,-0.7946177,0.2537891
60,0.6223576,0.51262975,"('inefficient', 'efficient')",0.036182612,0.009376307,0.3292701,0.261003,0.0682671
73,0.61819583,0.55704564,"('helpless', 'self-reliant')",-3.143953,-2.974577,-1.2628787,-1.2087656,-0.0541131
25,-0.592825,-0.72251153,"('egoistic', 'altruistic')",0.8980987,1.0253072,0.1526369,0.1513978,0.0012391
13,-0.57809407,-0.5126246,"('impolite', 'polite')",-0.8189756,-0.95211786,-0.6985348,-0.7323712,0.0338364
75,-0.57161564,-0.2678399,"('meek', 'impulsive')",-0.79977494,-0.664054,-0.6856953,-0.4659469,-0.2197484
65,0.5650581,0.29966223,"('insecure', 'secure')",-0.25783473,-0.36505833,0.1536117,-0.0326981,0.1863098
48,0.55739224,0.41928068,"('unintelligent', 'intelligent')",1.023396,0.8896316,0.7903941,0.6544561,0.135938
24,-0.5336825,-0.38150436,"('dishonest', 'honest')",0.09648842,0.2962378,-0.2185971,-0.0426333,-0.1759638
76,0.51997894,0.3942174,"('anxious', 'daring')",-0.23420626,-0.27722183,0.1428863,0.0584978,0.0843885
27,-0.5052814,-0.45224106,"('hardhearted', 'softhearted')",0.8907483,0.7238572,0.1927335,0.1358081,0.0569254
68,-0.48197317,-0.2825058,"('dependent', 'independent')",-0.82343316,-0.726786,-0.6527032,-0.5046459,-0.1480573
11,-0.47353923,-0.5553604,"('unhelpful', 'helpful')",1.5441633,1.5842881,0.5353121,0.5144639,0.0208482
46,-0.46048695,-0.25814998,"('uncompetitive', 'competitive')",-0.9638847,-0.9960943,-0.7121859,-0.6271222,-0.0850637
17,-0.45295718,-0.4447807,"('nasty', 'nice')",-0.70239514,-0.649873,-0.5776762,-0.5473269,-0.0303493
52,-0.44205052,-0.53786975,"('irrational', 'rational')",0.08395162,0.035824053,-0.1790494,-0.2510228,0.0719734
61,-0.44159192,-0.5439448,"('illogical', 'logical')",0.47092816,0.26501137,0.0146681,-0.1394667,0.1541348
16,-0.4395644,-0.4240061,"('unpopular', 'popular')",0.50440776,0.34312695,0.0324217,-0.0404396,0.0728613
85,-0.42830494,-0.72342056,"('insignificant', 'prestigious')",0.1282564,0.016930996,-0.1500243,-0.3532448,0.2032205
21,0.42302713,0.22808635,"('immoral', 'moral')",-0.23118319,-0.40903008,0.095922,-0.0904719,0.1863939
20,0.3393535,0.48927155,"('rough', 'thoughtful')",0.95368326,1.0887735,0.6465183,0.7890225,-0.1425042
4,-0.3389519,-0.2455528,"('disliked', 'liked')",-6.2667,-6.2323794,-3.3028259,-3.2389662,-0.0638597
59,-0.32301506,-0.6328816,"('foolish', 'wise')",0.12680444,0.07663593,-0.0981053,-0.2781228,0.1800175
62,0.30151814,0.44232932,"('incompetent', 'brilliant')",0.34136826,0.2566875,0.3214432,0.3495084,-0.0280652
58,-0.29629207,-0.2210389,"('undiscriminating', 'discriminating')",0.3409095,0.44739628,0.0223087,0.1131787,-0.09087
26,-0.29612905,-0.3872749,"('hardhearted', 'benevolent')",1.6312757,1.557078,0.6675733,0.5849016,0.0826717
29,-0.27060616,-0.16335285,"('unfair', 'fair')",-0.22515498,-0.2299989,-0.2478806,-0.1966759,-0.0512047
50,-0.26118347,-0.7178472,"('clumsy', 'skillful')",0.21108232,0.08648801,-0.0250506,-0.3156796,0.290629
47,-0.24864897,-0.111442044,"('stupid', 'smart')",5.0900946,5.288087,2.4207227,2.5883224,-0.1675997
69,0.24398358,0.13216043,"('lazy', 'industrious')",-0.5388186,-0.63527006,-0.1474175,-0.2515548,0.1041373
2,0.23663901,0.034278892,"('unlikable', 'likable')",0.73575115,0.53935915,0.4861951,0.286819,0.1993761
3,-0.20455475,-0.26108938,"('repellent', 'pleasant')",0.7394641,0.6006054,0.2674547,0.169758,0.0976967
33,0.1919545,0.19976254,"('wrong', 'right')",-1.0125672,-1.0098021,-0.4103063,-0.4050198,-0.0052865
70,-0.18083972,-0.16909897,"('lethargic', 'energetic')",0.09001805,0.012480263,-0.0454108,-0.0783094,0.0328986
40,-0.17433636,0.07612784,"('stingy', 'generous')",-1.8136147,-1.7251565,-0.9939755,-0.8245143,-0.1694612
77,-0.16171043,-0.50173604,"('unmotivated', 'motivated')",-1.1374997,-1.3110161,-0.649605,-0.9063761,0.2567711
7,-0.16065428,-0.4797691,"('insensitive', 'sensitive')",0.36684924,0.22659346,0.1030975,-0.1265878,0.2296853
34,-0.16063645,0.00792516,"('mean', 'honorable')",5.419115,5.5464473,2.6292393,2.7771862,-0.1479469
55,0.12969871,0.07214187,"('incompetent', 'clever')",0.38690814,0.2532852,0.2583034,0.1627135,0.0955899
49,-0.12574792,-0.23166949,"('unable', 'able')",-0.12705901,-0.41022038,-0.1264035,-0.3209449,0.1945414
88,-0.11316662,-0.3255546,"('low', 'eminent')",-0.14451799,-0.15782909,-0.1288423,-0.2416919,0.1128496
56,-0.09295828,-0.044797413,"('impractical', 'practical')",-0.42793638,-0.2776154,-0.2604473,-0.1612064,-0.0992409
64,-0.04708301,-0.35919553,"('shy', 'confident')",-5.9956336,-6.2409477,-3.0213583,-3.3000717,0.2787134
83,-0.04674968,-0.059606384,"('powerless', 'powerful')",-0.9770298,-0.80203915,-0.5118898,-0.4308228,-0.081067
87,0.041493416,-0.11147225,"('unsuccessful', 'successful')",0.95705503,0.6472578,0.4992742,0.2678928,0.2313814
42,0.038169738,-0.15010938,"('unreliable', 'reliable')",-3.2009645,-3.279703,-1.5813974,-1.7149061,0.1335087
37,-0.023681097,0.16371697,"('fake', 'genuine')",0.008689001,0.24039945,-0.007496,0.2020582,-0.2095542
67,-0.018879913,0.00598073,"('doubtful', 'determined')",-0.36509657,-0.33305442,-0.1919882,-0.1635368,-0.0284514
15,0.006381776,0.15373902,"('boring', 'funny')",-0.09681155,-0.0018497612,-0.0452149,0.0759446,-0.1211595
