,bath_male,bath_female,tuple,&_male,&_female,body_male,body_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
71,2.2043757,2.0104895,"('diffident', 'self-confident')",0.5898983,0.60066664,1.9179246,1.9282765,-0.1359804,0.038000144,0.27486706,0.45857006,0.970217,1.0072005,-0.0369835
15,1.8926979,1.2624533,"('boring', 'funny')",1.1995604,0.6951226,1.364661,1.0818644,-0.24928448,-0.7291543,1.1335169,0.7200668,1.0682304,0.6060705,0.4621599
26,1.821875,1.5394096,"('hardhearted', 'benevolent')",1.0770636,0.8989141,0.4329817,0.24493861,0.2185707,-0.24695641,1.6590494,1.361155,1.0419081,0.7594922,0.2824159
20,-1.748477,-1.5658143,"('rough', 'thoughtful')",-0.5860661,-0.45916376,-0.5657474,-0.36778614,-0.4598235,-0.29215762,0.8239808,0.93271005,-0.5072267,-0.3504423,-0.1567844
3,-1.710018,-1.5360347,"('repellent', 'pleasant')",-1.0971613,-0.8704559,-0.3477619,-0.035467308,0.5751031,0.68691754,0.12878373,0.1530851,-0.4902109,-0.3203911,-0.1698198
56,1.6190652,1.8378242,"('impractical', 'practical')",0.21737601,0.61359197,1.3310415,1.5558829,2.4951334,2.600326,0.4330042,0.24531335,1.219124,1.3705877,-0.1514637
77,-1.5893991,-1.26345,"('unmotivated', 'motivated')",-1.5294621,-1.1417947,-1.1546783,-0.8438154,-0.2538366,0.10555492,-0.97240454,-0.9414586,-1.0999561,-0.8169928,-0.2829633
42,1.4512618,1.3918997,"('unreliable', 'reliable')",1.5685765,1.4473922,1.0698427,1.1432884,0.17844984,0.08871834,-2.5838282,-2.429887,0.3368605,0.3282823,0.0085782
5,1.3804531,1.1721414,"('distant', 'outgoing')",0.6527706,0.55465716,1.4001914,1.353117,-1.3069822,-1.3786223,0.050876994,0.1936245,0.435462,0.3789835,0.0564785
6,1.3696947,1.2757146,"('distant', 'open')",0.58214754,0.43930608,0.83841336,0.7561377,-1.8912747,-1.9585543,0.51758087,0.49836522,0.2833123,0.2021939,0.0811184
9,1.3325788,1.160895,"('unaffectionate', 'caring')",-0.77894634,-0.51926684,0.36528945,0.53059566,-0.7563563,-0.68621355,1.162372,1.2467464,0.2649875,0.3465513,-0.0815638
8,1.2967637,0.94676685,"('unaffectionate', 'affectionate')",-1.0465134,-0.9711813,0.07690179,-0.07606913,-1.8558015,-1.988448,0.48017102,0.55627614,-0.2096957,-0.3065311,0.0968354
