,verizon_male,verizon_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,male-female
46,-1.8037618,-1.9849658,"('uncompetitive', 'competitive')",1.183787,0.98385787,-0.57647836,-0.50468993,-0.3988177,-0.5019326,0.1031149
31,1.7843955,1.8155031,"('evil', 'good')",-1.0144985,-0.88425875,-1.2723552,-1.2278364,-0.1674861,-0.098864,-0.0686221
7,-1.7213712,-1.6840223,"('insensitive', 'sensitive')",0.1205208,0.09761432,0.35310435,0.46798185,-0.4159153,-0.3728087,-0.0431066
21,-1.6422217,-1.6579838,"('immoral', 'moral')",1.2107924,1.2286454,-0.9057599,-0.71613014,-0.4457297,-0.3818228,-0.0639069
79,1.6348987,1.7916676,"('wavering', 'unwavering')",-0.83626217,-0.6906311,0.12997562,0.06741963,0.3095374,0.3894854,-0.079948
56,-1.6065133,-1.5234758,"('impractical', 'practical')",1.1782753,1.2478085,-0.15968913,-0.06678185,-0.1959757,-0.1141497,-0.081826
23,-1.6032267,-1.5819632,"('insincere', 'sincere')",0.6907253,0.7032418,4.8658805,5.0371885,1.3177931,1.3861558,-0.0683627
60,-1.5992333,-1.5374694,"('inefficient', 'efficient')",2.3017032,2.2128298,0.043282066,0.22263023,0.248584,0.2993302,-0.0507462
28,-1.5099667,-1.4459486,"('disloyal', 'loyal')",-0.7361981,-0.78886473,1.1656909,1.1557579,-0.360158,-0.3596851,-0.0004729
86,-1.5022775,-1.5310684,"('uninfluential', 'influential')",0.85553193,0.7978057,0.035787854,-0.05038564,-0.2036526,-0.2612161,0.0575635
72,-1.4814595,-1.4155861,"('unambitious', 'ambitious')",0.22858162,0.1825091,-1.0399683,-0.9037998,-0.7642821,-0.7122923,-0.0519898
65,-1.4185649,-1.4113529,"('insecure', 'secure')",0.39280105,0.3564392,-0.43569237,-0.30012417,-0.4871521,-0.4516793,-0.0354728
5,1.4093667,1.4688095,"('distant', 'outgoing')",-0.64729744,-0.33403194,-0.41233623,-0.4316593,0.1165777,0.2343727,-0.117795
6,1.383488,1.5497636,"('distant', 'open')",-1.2504379,-0.90980405,0.057856537,0.06987542,0.0636356,0.2366116,-0.172976
24,-1.3738345,-1.0899485,"('dishonest', 'honest')",0.45253718,0.57283884,0.58606154,0.8802797,-0.1117453,0.1210567,-0.232802
22,-1.3711318,-1.4918067,"('untrustworthy', 'trustworthy')",0.39214873,0.46268976,-1.1340406,-1.0349855,-0.7043413,-0.6880342,-0.0163071
73,1.3269991,1.2243745,"('helpless', 'self-reliant')",0.50356686,0.40367404,-2.9229014,-3.069541,-0.3641118,-0.4804975,0.1163857
51,-1.3245336,-1.3821377,"('uneducated', 'educated')",0.44012392,0.3346433,0.7366508,0.74117327,-0.0492529,-0.102107,0.0528541
41,-1.2706548,-1.1284945,"('unforgiving', 'forgiving')",-0.37968767,-0.27319613,0.4279396,0.4133175,-0.4074676,-0.3294577,-0.0780099
59,1.2133242,1.3854686,"('foolish', 'wise')",-0.27793,-0.10002059,0.32881755,0.3109631,0.4214039,0.5321371,-0.1107332
37,-1.2032521,-1.2579294,"('fake', 'genuine')",-0.09536262,-0.29883486,-0.0808632,-0.02558375,-0.459826,-0.5274494,0.0676234
48,-1.1459701,-1.3133209,"('unintelligent', 'intelligent')",0.62102604,0.3997935,0.5692697,0.54910195,0.0147752,-0.1214751,0.1362503
47,-1.1151662,-1.0474418,"('stupid', 'smart')",0.5271262,0.6182258,4.620083,4.820063,1.3440143,1.4636157,-0.1196014
11,-1.1004386,-1.1496549,"('unhelpful', 'helpful')",0.91002023,0.8916206,1.9900132,2.022121,0.599865,0.5880289,0.0118361
80,-1.0653555,-1.2285866,"('dominated', 'dominating')",0.50430506,0.26505575,-0.9201901,-1.0368375,-0.4937468,-0.6667894,0.1730426
82,-1.0208957,-0.8387961,"('poor', 'rich')",1.0242954,1.1528774,4.943717,5.307683,1.649039,1.8739214,-0.2248824
50,0.99660516,0.81470066,"('clumsy', 'skillful')",-0.37304473,-0.46975806,-0.09231825,-0.16957748,0.1770807,0.058455,0.1186257
75,0.93122077,0.99087673,"('meek', 'impulsive')",-0.6674785,-0.521305,-0.33000562,-0.38962096,-0.0220878,0.0266502,-0.048738
63,-0.92480445,-1.0183681,"('unperceptive', 'insightful')",0.948264,0.89449686,0.8203187,0.7367843,0.2812594,0.2043043,0.0769551
19,0.90196806,1.039949,"('inhospitable', 'hospitable')",-0.53064764,-0.41530496,-0.21012843,-0.2174074,0.0537307,0.1357456,-0.0820149
58,-0.8829303,-1.0969243,"('undiscriminating', 'discriminating')",1.4622428,1.3374815,-0.033681694,-0.20419893,0.181877,0.0121194,0.1697576
71,0.85320765,0.80238783,"('diffident', 'self-confident')",0.5586683,0.58214873,0.65907663,0.42811257,0.6903176,0.6042163,0.0861013
3,-0.8339734,-0.96988994,"('repellent', 'pleasant')",0.7234185,0.6206463,0.016404513,0.057583045,-0.0313835,-0.0972202,0.0658367
87,-0.8097403,-0.7824605,"('unsuccessful', 'successful')",0.44952744,0.44029662,0.28132352,0.33760652,-0.0262964,-0.0015191,-0.0247773
25,0.79752344,1.0168937,"('egoistic', 'altruistic')",0.36586428,0.4359745,1.6475115,1.6494769,0.9369664,1.034115,-0.0971486
64,-0.7622022,-0.827394,"('shy', 'confident')",0.08222528,0.16641192,-5.58137,-5.6575484,-2.0871156,-2.1061769,0.0190613
4,0.74301124,0.67524153,"('disliked', 'liked')",-1.0542581,-0.9429723,-5.323679,-5.475222,-1.8783086,-1.9143176,0.036009
20,-0.7173647,-0.82364744,"('rough', 'thoughtful')",0.32233125,0.35046896,0.8759075,1.0293574,0.1602913,0.185393,-0.0251017
42,-0.6876312,-0.9528054,"('unreliable', 'reliable')",0.47876734,0.4352416,-2.8370564,-2.9246438,-1.0153068,-1.1474025,0.1320957
68,-0.6552954,-0.77318966,"('dependent', 'independent')",0.041958123,0.0047151446,-0.6406917,-0.67844975,-0.4180097,-0.4823081,0.0642984
8,-0.653957,-0.6478551,"('unaffectionate', 'affectionate')",-0.69787735,-0.6742637,0.3582073,0.33324406,-0.331209,-0.3296249,-0.0015841
27,-0.62008786,-0.67486,"('hardhearted', 'softhearted')",-0.13188712,-0.14501135,1.0080696,0.845427,0.0853649,0.0085185,0.0768464
29,-0.56933486,-0.5307852,"('unfair', 'fair')",-0.64582986,-0.52421814,-0.86041176,-0.7631287,-0.6918588,-0.6060441,-0.0858147
54,-0.5024682,-0.3985594,"('incapable', 'capable')",-1.0402814,-0.8622289,0.7543731,0.7298668,-0.2627922,-0.1769738,-0.0858184
49,-0.49238524,-0.40631843,"('unable', 'able')",-1.0233635,-0.736157,-0.36868268,-0.31424925,-0.6281438,-0.4855749,-0.1425689
74,-0.48701498,-0.6174195,"('undedicated', 'dedicated')",0.5448545,0.5760509,0.3185446,0.38849908,0.1254614,0.1157102,0.0097512
78,-0.38615027,-0.55422306,"('nonresilient', 'resilient')",0.3318363,0.19724524,0.31731465,0.1395177,0.0876669,-0.0724867,0.1601536
52,0.3729364,0.440354,"('irrational', 'rational')",-0.6275036,-0.6633881,-0.39583522,-0.5020785,-0.2168008,-0.2417042,0.0249034
32,-0.35980934,-0.014797367,"('unkind', 'kind')",0.4136156,0.48422867,1.0584623,1.2773683,0.3707562,0.5822665,-0.2115103
77,-0.34440514,-0.49408746,"('unmotivated', 'motivated')",0.8748958,0.7436089,-1.1197385,-1.1969259,-0.1964159,-0.3158015,0.1193856
16,0.33831748,0.39263567,"('unpopular', 'popular')",-1.1011196,-1.0854888,-0.011595704,-0.03278277,-0.2581326,-0.2418786,-0.016254
17,-0.33469924,-0.31639084,"('nasty', 'nice')",-1.4039748,-1.2887144,-0.8227465,-0.70900065,-0.8538068,-0.7713687,-0.0824381
53,-0.32619327,-0.30627578,"('uncreative', 'creative')",1.1848705,1.3018979,0.9399406,0.9536396,0.5995393,0.6497539,-0.0502146
9,-0.31190777,-0.18109289,"('unaffectionate', 'caring')",0.10406729,0.11770349,1.0887827,1.0307431,0.2936474,0.3224512,-0.0288038
26,-0.27003017,-0.3080908,"('hardhearted', 'benevolent')",-0.18761417,-0.22534302,1.8083462,1.7790747,0.4502339,0.4152136,0.0350203
12,-0.24411851,-0.40359634,"('unsupportive', 'supportive')",0.3475488,0.35614845,-1.1739699,-1.2394751,-0.3568465,-0.4289744,0.0721279
61,-0.23903683,-0.18931846,"('illogical', 'logical')",1.2535478,1.3407487,-0.12138782,-0.00461609,0.2977077,0.3822714,-0.0845637
44,0.22511865,0.23910299,"('prejudiced', 'unprejudiced')",-0.3161498,-0.37943202,-1.357313,-1.3354166,-0.4827814,-0.4919152,0.0091338
15,-0.2073888,-0.28867325,"('boring', 'funny')",-0.8634266,-0.7480099,-0.15776713,-0.18612748,-0.4095275,-0.4076036,-0.0019239
88,-0.19058362,-0.16990414,"('low', 'eminent')",-0.14760531,-0.05900979,0.14243378,0.28540167,-0.0652517,0.0188292,-0.0840809
84,0.18043342,0.063071884,"('inferior', 'superior')",0.069238245,0.025781369,0.8431707,0.81156194,0.3642808,0.3001384,0.0641424
1,-0.16144122,-0.023064028,"('unfriendly', 'friendly')",0.6534437,0.68945307,1.690211,1.6593609,0.7274045,0.77525,-0.0478455
40,0.1563732,0.032522812,"('stingy', 'generous')",0.029445628,-0.06786565,-1.0821954,-1.243174,-0.2987922,-0.4261723,0.1273801
38,-0.14838861,-0.05506283,"('untruthful', 'truthful')",-0.19146466,-0.019835137,0.211653,0.29580042,-0.0427334,0.0736341,-0.1163675
34,-0.14470688,-0.09819501,"('mean', 'honorable')",0.40305197,0.44758388,5.3941092,5.4716473,1.8841515,1.9403454,-0.0561939
66,0.11531398,0.21354842,"('inactive', 'active')",-0.74466425,-0.73239255,0.7054563,0.55682015,0.0253687,0.0126587,0.01271
67,-0.073277876,-0.060944,"('doubtful', 'determined')",-0.49206108,-0.47717384,-0.88942426,-0.8095141,-0.4849211,-0.4492106,-0.0357105
83,-0.06769889,-0.06858771,"('powerless', 'powerful')",0.33772868,0.5190879,-0.95213586,-0.90427846,-0.2273687,-0.1512594,-0.0761093
39,0.060155284,0.12826219,"('exploitative', 'cooperative')",1.1378047,1.1980864,0.16265361,0.28327274,0.4535379,0.5365404,-0.0830025
18,-0.057334498,-0.076315984,"('disagreeable', 'welcoming')",-0.20418017,-0.16582626,-0.25901207,-0.25814015,-0.1735089,-0.1667608,-0.0067481
2,-0.030307766,0.1080793,"('unlikable', 'likable')",1.5250429,1.5714767,0.7222058,0.8526769,0.7389803,0.8440777,-0.1050974
