,newell_male,newell_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
29,-0.71412766,-0.5738423,"('unfair', 'fair')",-0.6083544,-0.6904819,-0.47583854,-0.7890965,-0.5994402,-0.6844735,0.0850333
63,0.6903297,0.8841121,"('unperceptive', 'insightful')",0.29775736,0.48685098,1.100879,1.3386414,0.696322,0.9032015,-0.2068795
54,0.6559063,0.7878022,"('incapable', 'capable')",1.0874299,1.3930296,1.1007712,1.2969986,0.9480358,1.1592768,-0.211241
65,-0.6535484,-0.46441096,"('insecure', 'secure')",-0.05804621,-0.3139403,-0.813589,-0.694905,-0.5083946,-0.4910854,-0.0173092
16,-0.6363847,-0.6564937,"('unpopular', 'popular')",-0.35387832,-0.22875953,0.439537,0.5196501,-0.1835754,-0.1218677,-0.0617077
25,0.63542676,0.81333864,"('egoistic', 'altruistic')",0.19365725,0.14676686,1.5745232,1.6651418,0.8012025,0.8750824,-0.0738799
49,-0.59899604,-0.5307845,"('unable', 'able')",0.42184097,0.51784915,-0.32777113,-0.201408,-0.1683087,-0.0714478,-0.0968609
8,0.57890487,0.8989457,"('unaffectionate', 'affectionate')",0.027491422,0.40331015,0.6962904,0.8354105,0.4342289,0.7125554,-0.2783265
39,0.5776191,0.6813463,"('exploitative', 'cooperative')",1.5079653,1.4854656,-0.11035934,0.13941762,0.6584084,0.7687432,-0.1103348
20,0.5727653,0.37061462,"('rough', 'thoughtful')",0.46048927,0.52272445,1.2067287,1.1099521,0.7466611,0.6677637,0.0788974
36,-0.55928636,-0.45122406,"('hostile', 'amicable')",-1.4515227,-1.2744652,0.286908,0.21509111,-0.5746336,-0.5035327,-0.0711009
31,-0.547168,-0.51496917,"('evil', 'good')",-0.9222678,-1.0442077,-0.60269874,-0.572804,-0.6907115,-0.7106603,0.0199488
21,0.5345358,0.5936087,"('immoral', 'moral')",0.23064993,0.17161708,-1.0474379,-0.9348456,-0.094084,-0.05654,-0.037544
5,0.5316455,0.91659784,"('distant', 'outgoing')",0.074041046,0.456183,0.055888705,0.24498625,0.2205251,0.5392557,-0.3187306
17,-0.52366805,-0.5037471,"('nasty', 'nice')",-0.30051792,-0.21571916,-0.33186328,-0.31606808,-0.3853498,-0.3451781,-0.0401717
18,0.51062113,0.5906241,"('disagreeable', 'welcoming')",-0.27104127,-0.19192852,-0.65023124,-0.32825235,-0.1368838,0.0234811,-0.1603649
4,-0.5068968,-0.2272509,"('disliked', 'liked')",-0.35061595,-0.2165331,-6.335765,-5.6535206,-2.3977591,-2.0324348,-0.3653243
55,0.48600113,0.43667996,"('incompetent', 'clever')",0.08873348,-0.032329008,-0.36476532,-0.1959952,0.0699898,0.0694519,0.0005379
42,0.46504033,0.9449478,"('unreliable', 'reliable')",0.009392671,0.46635145,-2.9246445,-2.5098236,-0.8167372,-0.3661748,-0.4505624
28,-0.45943046,-0.1914725,"('disloyal', 'loyal')",-0.47461122,-0.35039186,0.3559159,0.5222308,-0.1927086,-0.0065445,-0.1861641
74,0.45801505,0.54224086,"('undedicated', 'dedicated')",0.7043628,0.8106885,0.09320649,0.36479518,0.4185281,0.5725749,-0.1540468
60,0.44803953,0.76198137,"('inefficient', 'efficient')",1.1325607,1.2460726,-0.5951073,-0.0030473727,0.3284976,0.6683355,-0.3398379
51,-0.4454715,-0.54859114,"('uneducated', 'educated')",-0.39065784,-0.64853394,0.29188627,0.21533865,-0.1814143,-0.3272621,0.1458478
43,0.41551846,0.5211501,"('irresponsible', 'responsible')",0.7032143,1.0558468,0.08305292,0.31310225,0.4005952,0.6300331,-0.2294379
70,-0.4095805,-0.2627272,"('lethargic', 'energetic')",-0.5121465,-0.3137067,0.1600351,0.30574822,-0.2538973,-0.0902286,-0.1636687
76,0.39249036,0.48055547,"('anxious', 'daring')",0.13165271,0.50503665,0.19158225,0.43259773,0.2385751,0.47273,-0.2341549
45,-0.37878126,-0.008557491,"('incompetent', 'competent')",-0.43715286,-0.25127634,-0.8143943,-0.48144808,-0.5434428,-0.247094,-0.2963488
52,0.36013252,0.37284887,"('irrational', 'rational')",-0.06420763,0.02231589,-0.14831547,-0.23520537,0.0492031,0.0533198,-0.0041167
47,0.35088477,0.3556322,"('stupid', 'smart')",0.86378866,1.0666138,5.0075107,4.8095064,2.0740614,2.0772508,-0.0031894
23,0.35041815,0.7776207,"('insincere', 'sincere')",0.35392684,0.75830597,5.0390754,4.961566,1.9144735,2.1658309,-0.2513574
61,0.33414832,0.37784466,"('illogical', 'logical')",0.09484132,-0.0195417,0.012948457,-0.05919915,0.1473127,0.0997013,0.0476114
50,0.3266899,0.40463677,"('clumsy', 'skillful')",0.11554242,0.4556664,0.63410306,0.5209336,0.3587785,0.4604123,-0.1016338
58,0.32367986,0.18320312,"('undiscriminating', 'discriminating')",0.16263488,0.13477564,0.038716815,-0.01901266,0.1750105,0.0996554,0.0753551
7,0.26781705,0.4021108,"('insensitive', 'sensitive')",0.14916521,0.19367933,0.35580575,0.2973461,0.257596,0.2977121,-0.0401161
27,0.26769063,-0.11175464,"('hardhearted', 'softhearted')",0.3728522,0.40785137,1.7408788,1.3547102,0.7938072,0.550269,0.2435382
80,0.25782347,-0.24750188,"('dominated', 'dominating')",0.7398248,0.28219837,-1.0105398,-1.3862472,-0.0042972,-0.4505169,0.4462197
40,-0.22394393,-0.32068163,"('stingy', 'generous')",-0.23629306,-0.34999946,-1.8802409,-1.5026879,-0.7801593,-0.7244563,-0.055703
62,0.20677829,0.66575104,"('incompetent', 'brilliant')",0.5675088,0.83872694,-0.34128746,0.26434135,0.1443332,0.5896064,-0.4452732
64,-0.19371636,-0.22860922,"('shy', 'confident')",0.25752303,0.003498368,-6.49041,-5.8075547,-2.1422011,-2.0108886,-0.1313125
86,0.18602093,0.18454038,"('uninfluential', 'influential')",0.013386216,-0.15348405,-0.34427592,-0.22478506,-0.0482896,-0.0645762,0.0162866
6,-0.17514142,0.28575075,"('distant', 'open')",-0.23672345,0.22676396,0.7250258,0.75243163,0.104387,0.4216488,-0.3172618
59,0.16325453,0.16469404,"('foolish', 'wise')",0.22607958,0.4095409,0.33096138,0.40859368,0.2400985,0.3276095,-0.087511
0,0.16022302,0.09648206,"('unsociable', 'sociable')",0.38342875,0.34180155,-0.94856256,-0.62397605,-0.1349703,-0.0618975,-0.0730728
30,0.1404022,0.3354649,"('intolerant', 'tolerant')",0.633782,0.79005307,0.63947123,0.8522187,0.4712185,0.6592456,-0.1880271
14,0.13544127,0.35310128,"('antisocial', 'social')",-0.19815953,-0.40807977,-1.260783,-1.2050172,-0.4411671,-0.4199986,-0.0211685
24,-0.13240305,0.077318005,"('dishonest', 'honest')",-0.3748221,-0.3010225,0.17771433,0.45653337,-0.1098369,0.0776096,-0.1874465
41,0.12701732,0.1360806,"('unforgiving', 'forgiving')",-0.31942272,-0.31136605,-0.2159735,-0.023244401,-0.1361263,-0.0661766,-0.0699497
13,0.11931352,0.23524703,"('impolite', 'polite')",0.37642452,0.53529847,-0.5112075,-0.20902252,-0.0051565,0.1871743,-0.1923308
72,-0.1160762,0.12117241,"('unambitious', 'ambitious')",-0.7117726,-0.731172,-1.2831782,-1.0138681,-0.7036757,-0.5412893,-0.1623864
48,-0.105014354,-0.42656878,"('unintelligent', 'intelligent')",-0.6220409,-0.79371977,0.22389738,0.25571653,-0.1677193,-0.321524,0.1538047
15,-0.102771886,0.07831453,"('boring', 'funny')",-0.27080292,-0.12000257,0.34575266,0.38932848,-0.009274,0.1158802,-0.1251542
10,0.094853714,-0.009588658,"('unsympathetic', 'sympathetic')",0.058030374,0.11154352,-0.39277896,-0.31688672,-0.079965,-0.071644,-0.008321
11,0.084860645,0.28168306,"('unhelpful', 'helpful')",0.14885384,0.5583919,1.5636787,1.8820816,0.5991311,0.9073855,-0.3082544
34,0.071041286,0.19459206,"('mean', 'honorable')",-0.49662054,-0.43450803,5.852294,5.709299,1.808905,1.8231277,-0.0142227
38,0.061658848,0.41111007,"('untruthful', 'truthful')",-0.19161467,0.071750805,-0.10702794,0.4359133,-0.0789946,0.306258,-0.3852526
32,0.051220357,0.18972474,"('unkind', 'kind')",0.70915,0.82468987,0.62577915,0.6976385,0.4620498,0.5706844,-0.1086346
46,0.046948455,-0.029522821,"('uncompetitive', 'competitive')",0.8932825,1.0460695,-0.73196495,-0.41841778,0.069422,0.1993763,-0.1299543
79,-0.036485635,0.11163295,"('wavering', 'unwavering')",-0.8595986,-0.7758431,0.4148968,0.16372782,-0.1603958,-0.1668274,0.0064316
77,-0.028244216,-0.01406629,"('unmotivated', 'motivated')",0.005933836,0.18966073,-1.4261687,-1.0239612,-0.4828264,-0.2827889,-0.2000375
