,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
10,-1.8035148,-1.6908296,"('unsympathetic', 'sympathetic')",0.4686992,0.25248963,0.040611934,0.10298532,-0.4314012,-0.4451182,0.013717
86,-1.7481441,-1.4246126,"('uninfluential', 'influential')",-0.06151278,0.05537353,-0.03251527,0.3196624,-0.6140574,-0.3498589,-0.2641985
57,-1.5759374,-1.4419978,"('unimaginative', 'imaginative')",-0.6814955,-0.9220171,-2.343506,-2.124871,-1.5336463,-1.4962953,-0.037351
73,1.4809474,1.5811125,"('helpless', 'self-reliant')",1.0877626,0.92378414,-3.191491,-2.9591186,-0.2075937,-0.1514073,-0.0561864
3,-1.4010528,-1.5857353,"('repellent', 'pleasant')",-0.62312895,-0.90097284,-0.2227009,-0.3787638,-0.7489609,-0.9551573,0.2061964
46,-1.3964876,-0.95753866,"('uncompetitive', 'competitive')",1.9738097,1.7250141,0.3342661,0.4541255,0.3038627,0.4072003,-0.1033376
66,-1.3542144,-1.2690663,"('inactive', 'active')",-0.9049585,-0.6924087,0.46561256,0.5194176,-0.5978535,-0.4806858,-0.1171677
8,-1.2897673,-0.89614546,"('unaffectionate', 'affectionate')",-0.8945667,-0.51151,-0.14645372,0.019995868,-0.7769292,-0.4625532,-0.314376
9,-1.2072716,-0.9321207,"('unaffectionate', 'caring')",0.104991615,0.21945187,0.54099214,0.6213072,-0.1870959,-0.0304539,-0.156642
59,1.1950717,1.1673644,"('foolish', 'wise')",-0.43963912,-0.22239377,-0.08770057,-0.1389427,0.2225774,0.268676,-0.0460986
40,-1.1283789,-1.1194324,"('stingy', 'generous')",-0.7926655,-0.764971,-2.0383086,-1.7693202,-1.3197843,-1.2179079,-0.1018764
53,-1.127318,-0.95482796,"('uncreative', 'creative')",0.31569472,0.54023206,0.85880387,0.94436723,0.0157268,0.1765904,-0.1608636
48,-1.0417911,-1.0721171,"('unintelligent', 'intelligent')",-0.5216566,-0.5472905,0.6463502,0.5122806,-0.3056992,-0.3690424,0.0633432
15,1.0280603,0.9167436,"('boring', 'funny')",0.20111157,0.29216164,0.34186524,0.2512872,0.523679,0.4867308,0.0369482
0,-1.0267136,-1.023886,"('unsociable', 'sociable')",1.2988929,1.2276564,-0.060344294,-0.04864995,0.0706117,0.0517068,0.0189049
14,-1.0009853,-1.373533,"('antisocial', 'social')",0.9291763,0.49918434,-0.58702517,-0.80969983,-0.2196114,-0.5613495,0.3417381
77,-0.9823028,-0.7682638,"('unmotivated', 'motivated')",0.42161277,0.34988174,-0.8220724,-0.94710314,-0.4609208,-0.4551617,-0.0057591
1,-0.9770751,-0.56907654,"('unfriendly', 'friendly')",-0.2369685,0.37360626,0.74622625,0.8024811,-0.1559391,0.2023369,-0.358276
88,-0.9734595,-0.94266695,"('low', 'eminent')",0.28649464,0.30816984,0.34251875,0.118472844,-0.1148154,-0.1720081,0.0571927
26,-0.9704842,-0.8213653,"('hardhearted', 'benevolent')",0.20157304,0.6673581,0.92325234,0.9678663,0.0514471,0.2712864,-0.2198393
33,0.93039817,1.0940053,"('wrong', 'right')",0.10699497,0.35115594,-1.115358,-0.9218758,-0.0259883,0.1744285,-0.2004168
11,-0.9151218,-0.84293145,"('unhelpful', 'helpful')",0.7573928,0.5713936,2.6418781,2.5481439,0.8280497,0.7588687,0.069181
70,-0.888803,-0.8413436,"('lethargic', 'energetic')",0.9309938,0.48425382,1.3596594,1.2830623,0.4672834,0.3086575,0.1586259
50,0.8847233,1.11271,"('clumsy', 'skillful')",-0.12520999,0.1633629,0.3344174,0.50277597,0.3646436,0.5929496,-0.228306
69,0.87245727,0.82233727,"('lazy', 'industrious')",0.11100559,0.3686922,-0.79336154,-0.8402752,0.0633671,0.1169181,-0.053551
42,0.8662576,0.9767317,"('unreliable', 'reliable')",1.0406685,1.0571779,-2.283274,-1.7195786,-0.1254493,0.104777,-0.2302263
81,-0.8377745,-1.413611,"('submissive', 'aggressive')",0.89214456,0.068202026,0.075161025,0.07884009,0.043177,-0.4221896,0.4653666
78,-0.82840335,-0.54952276,"('nonresilient', 'resilient')",0.8897594,1.0635661,0.5799108,0.64012945,0.2137556,0.3847243,-0.1709687
64,-0.8087954,-0.7443964,"('shy', 'confident')",0.089718916,-0.22337064,-5.7090645,-5.3869147,-2.1427137,-2.1182273,-0.0244864
82,-0.7900734,-0.4843052,"('poor', 'rich')",0.7632925,1.0439677,6.300594,6.1600857,2.0912709,2.239916,-0.1486451
72,-0.75995785,-0.9653087,"('unambitious', 'ambitious')",-0.68407595,-0.9929145,-1.0823085,-0.86270064,-0.8421141,-0.9403079,0.0981938
83,-0.7571957,-0.55202603,"('powerless', 'powerful')",0.6812189,0.5246285,-0.64654785,-0.49786735,-0.2408415,-0.1750883,-0.0657532
28,-0.7445649,-0.55980986,"('disloyal', 'loyal')",-0.34452128,-0.123686224,1.0007412,1.1387242,-0.0294483,0.1517427,-0.181191
45,-0.7387329,-0.50275755,"('incompetent', 'competent')",0.5701966,0.60113204,-0.09598794,-0.010173764,-0.0881747,0.0294002,-0.1175749
12,-0.7205564,-0.40164495,"('unsupportive', 'supportive')",0.7067639,0.76981556,-1.4782788,-1.134419,-0.4973571,-0.2554161,-0.241941
34,-0.70824337,-0.5571125,"('mean', 'honorable')",0.06613068,0.07352582,6.3370333,6.0254064,1.8983068,1.8472732,0.0510336
7,-0.70548105,-0.71125925,"('insensitive', 'sensitive')",0.70968485,0.49001655,0.6539341,0.62595737,0.2193793,0.1349049,0.0844744
51,-0.696996,-0.49454305,"('uneducated', 'educated')",0.032621585,0.005219452,0.70371693,0.8048638,0.0131142,0.1051801,-0.0920659
56,0.6795757,0.7702652,"('impractical', 'practical')",2.2781606,1.8439225,0.7991338,0.79144126,1.25229,1.1352096,0.1170804
25,-0.66765046,-0.5693368,"('egoistic', 'altruistic')",-1.0880982,-0.8790209,0.6907522,0.65831995,-0.3549988,-0.2633459,-0.0916529
21,-0.65445787,-0.6305223,"('immoral', 'moral')",0.7331382,0.41674975,-0.47457474,-0.58223873,-0.1319648,-0.2653371,0.1333723
44,0.6447071,0.082802676,"('prejudiced', 'unprejudiced')",0.31849304,0.04185574,-0.91747946,-1.1595833,0.0152402,-0.344975,0.3602152
58,-0.6061424,-0.31110033,"('undiscriminating', 'discriminating')",0.38415065,0.39637238,-0.04400154,0.039316725,-0.0886644,0.0415296,-0.130194
39,0.5828079,0.56958306,"('exploitative', 'cooperative')",1.4699488,1.4832938,0.16175452,-0.08329268,0.7381705,0.6565281,0.0816424
6,-0.54343164,-0.041148394,"('distant', 'open')",-1.270662,-0.606699,-0.061755236,-0.023143474,-0.6252829,-0.2236636,-0.4016193
31,-0.5412949,-0.38222066,"('evil', 'good')",-2.1573946,-1.738066,-2.0356073,-1.8318696,-1.5780989,-1.3173854,-0.2607135
38,-0.52562034,-0.021176897,"('untruthful', 'truthful')",-0.5311759,-0.38756338,0.16157302,0.28644562,-0.2984078,-0.0407649,-0.2576429
65,-0.519094,-1.0202125,"('insecure', 'secure')",0.68139434,0.3301789,0.29356503,0.18813789,0.1519551,-0.1672986,0.3192537
4,0.5100746,0.7827526,"('disliked', 'liked')",-0.49155354,-0.22937737,-6.0670395,-5.6106596,-2.0161727,-1.6857615,-0.3304112
17,0.50749975,0.41308892,"('nasty', 'nice')",-0.8736927,-0.97313464,-0.85889924,-1.0299098,-0.4083641,-0.5299852,0.1216211
37,-0.48679087,-0.18955769,"('fake', 'genuine')",-0.49455023,-0.11910466,0.25583723,0.5116521,-0.2418346,0.0676633,-0.3094979
35,0.4822234,0.5679878,"('corrupt', 'incorrupt')",-2.477329,-2.123644,-0.9947795,-1.1194621,-0.9966284,-0.8917061,-0.1049223
47,-0.46918187,-0.5840053,"('stupid', 'smart')",1.3490504,1.1731812,5.4318366,4.9743357,2.1039017,1.8545038,0.2493979
2,0.45904243,0.39381215,"('unlikable', 'likable')",0.35340053,0.42124778,0.50518113,0.6946943,0.439208,0.5032514,-0.0640434
67,0.4431286,0.4604904,"('doubtful', 'determined')",0.22405791,0.103438094,-0.10147397,0.04700373,0.1885708,0.2036441,-0.0150733
22,-0.43663734,-0.43345666,"('untrustworthy', 'trustworthy')",0.28766182,0.34208396,-0.96416545,-0.98389715,-0.371047,-0.3584233,-0.0126237
60,-0.42818886,-0.58703077,"('inefficient', 'efficient')",2.5540154,2.0133138,1.1416395,0.94627845,1.0891554,0.7908538,0.2983016
63,-0.39630318,-0.053139895,"('unperceptive', 'insightful')",0.8043873,0.77028024,1.5659171,1.716982,0.6580004,0.8113741,-0.1533737
76,0.37633246,0.017663999,"('anxious', 'daring')",1.363359,0.99436224,1.1939223,1.07836,0.9778713,0.6967954,0.2810759
32,-0.36697143,-0.21611996,"('unkind', 'kind')",0.9950505,1.0748897,1.0318111,1.0914892,0.5532967,0.6500863,-0.0967896
68,-0.33997944,-0.19340609,"('dependent', 'independent')",-0.3709662,-0.2951656,-0.24183369,-0.1585107,-0.3175931,-0.2156941,-0.101899
61,-0.32576418,-0.27502352,"('illogical', 'logical')",-0.22483055,-0.25728863,0.036480162,-0.091668084,-0.1713715,-0.2079934,0.0366219
23,-0.3198078,-0.43043217,"('insincere', 'sincere')",1.2785404,1.111629,5.8202333,5.3498483,2.2596553,2.0103483,0.249307
80,-0.31704795,-0.6328614,"('dominated', 'dominating')",0.80936265,0.47277135,-0.92678285,-0.9492666,-0.1448227,-0.3697855,0.2249628
30,0.3027172,0.09120202,"('intolerant', 'tolerant')",1.9154123,1.5011945,1.490148,1.2477854,1.2360926,0.9467273,0.2893653
71,0.27859244,0.46230933,"('diffident', 'self-confident')",2.322614,2.42854,0.4562198,0.47676343,1.019142,1.1225376,-0.1033956
52,-0.27731898,-0.15047371,"('irrational', 'rational')",-1.7544715,-1.3675603,-1.0592662,-1.2195115,-1.0303523,-0.9125152,-0.1178371
36,-0.24664009,-0.07762811,"('hostile', 'amicable')",-2.3022604,-1.7586097,-0.69245994,-0.8195705,-1.0804536,-0.8852694,-0.1951842
13,-0.24423945,-0.2714826,"('impolite', 'polite')",1.1601806,0.83381283,0.425914,0.28249493,0.447285,0.2816084,0.1656766
19,-0.21726686,0.4205482,"('inhospitable', 'hospitable')",-0.80012757,-0.30799764,-0.22217178,0.07804142,-0.4131887,0.0635307,-0.4767194
85,0.16614209,0.42505732,"('insignificant', 'prestigious')",-0.71645236,-0.33778262,-0.25208208,-0.40304288,-0.2674641,-0.1052561,-0.162208
18,-0.15957329,-0.07253127,"('disagreeable', 'welcoming')",-0.9075606,-0.74367225,-0.42511964,-0.37685844,-0.4974178,-0.3976873,-0.0997305
55,0.14904474,0.07498448,"('incompetent', 'clever')",1.1907115,0.9667789,0.48707384,0.39076948,0.6089434,0.4775109,0.1314325
24,-0.14299434,0.025041886,"('dishonest', 'honest')",-0.27023298,-0.1350436,0.6207691,0.83743906,0.0691806,0.2424791,-0.1732985
84,0.12177901,0.24494666,"('inferior', 'superior')",0.55036944,0.4796201,1.0894263,0.99914485,0.5871916,0.5745705,0.0126211
27,0.106586084,0.19743952,"('hardhearted', 'softhearted')",0.092317864,0.3817744,0.90371203,0.96057343,0.3675387,0.5132624,-0.1457237
79,-0.102523476,0.15709814,"('wavering', 'unwavering')",-1.7529556,-1.3439584,-0.3522521,-0.27436674,-0.7359103,-0.4870756,-0.2488347
16,-0.093754075,0.17067058,"('unpopular', 'popular')",-0.7310429,-0.36075768,0.25274375,0.24695352,-0.1906844,0.0189555,-0.2096399
49,0.08154258,0.25494698,"('unable', 'able')",0.64204663,0.5685291,0.28913945,0.058282156,0.3375762,0.2939194,0.0436568
29,0.08126595,0.09705788,"('unfair', 'fair')",-0.93023485,-0.9790171,-0.87281615,-0.9697968,-0.5739284,-0.617252,0.0433236
62,0.07666462,-0.12961726,"('incompetent', 'brilliant')",1.5911664,1.181338,0.73068035,0.5760671,0.7995038,0.5425959,0.2569079
87,0.0692951,-0.07672231,"('unsuccessful', 'successful')",1.7547654,1.586743,0.67589587,0.53267825,0.8333188,0.6808996,0.1524192
43,-0.06250299,0.04178679,"('irresponsible', 'responsible')",1.6871624,1.4941665,1.0482894,1.0159806,0.8909829,0.8506446,0.0403383
75,0.04355119,0.17954369,"('meek', 'impulsive')",-1.4034238,-1.3876605,-0.7888006,-0.66569716,-0.7162244,-0.6246046,-0.0916198
54,-0.043281805,0.07455115,"('incapable', 'capable')",0.89032435,1.0055209,1.1948849,1.0196793,0.6806424,0.6999172,-0.0192748
74,0.02268339,0.6601881,"('undedicated', 'dedicated')",0.46813524,0.8032438,0.07604264,0.64980185,0.1889538,0.7044112,-0.5154574
41,0.019424764,0.022232905,"('unforgiving', 'forgiving')",-0.42950726,-0.2594424,0.003952183,0.14859314,-0.1353768,-0.0295388,-0.105838
20,0.006735174,-0.11929592,"('rough', 'thoughtful')",0.49613842,0.41269815,0.8999688,0.6060049,0.4676141,0.2998024,0.1678117
5,0.002595732,0.39695957,"('distant', 'outgoing')",-0.4467577,-0.07553132,-0.3734778,-0.37692907,-0.2725466,-0.0185003,-0.2540463
