,dxc_male,dxc_female,tuple,technology_male,technology_female,co_male,co_female,average_male,average_female,male-female
10,-0.9592082,-0.8219921,"('unsympathetic', 'sympathetic')",0.024741441,0.1158447,-0.21891358,-0.086210296,-0.3844601,-0.2641192,-0.1203409
36,-0.91686785,-1.566406,"('hostile', 'amicable')",-0.32047158,-1.1141945,0.085652776,-0.41309065,-0.3838956,-1.0312304,0.6473348
53,-0.8690964,-0.8025884,"('uncreative', 'creative')",0.68504125,0.8745044,0.398929,0.38072547,0.0716246,0.1508805,-0.0792559
35,-0.8482469,-1.0975385,"('corrupt', 'incorrupt')",-0.95675397,-1.331887,-0.70699686,-0.9434544,-0.8373326,-1.1242933,0.2869607
8,-0.8455676,-1.3916771,"('unaffectionate', 'affectionate')",0.68746567,0.38724083,0.7871567,0.69087833,0.2096849,-0.1045193,0.3142042
55,0.8155546,0.96873075,"('incompetent', 'clever')",0.99054754,1.2570697,0.35411796,0.57472986,0.7200734,0.9335101,-0.2134367
62,0.7669925,1.2670085,"('incompetent', 'brilliant')",1.2114811,1.8837154,-0.24274422,0.24823236,0.5785765,1.1329854,-0.5544089
18,-0.7602378,-0.8956648,"('disagreeable', 'welcoming')",-0.03726475,-0.12731439,-0.70628285,-0.70362085,-0.5012618,-0.5755334,0.0742716
51,-0.7269771,-0.24322084,"('uneducated', 'educated')",0.11235131,0.3239188,0.46511495,0.567377,-0.049837,0.216025,-0.265862
32,-0.7191869,-0.5334346,"('unkind', 'kind')",0.29095948,0.42307234,1.0885398,1.2060429,0.2201041,0.3652269,-0.1451228
2,0.70500183,0.79509664,"('unlikable', 'likable')",0.52213866,0.6390028,0.67593557,0.6465856,0.6343586,0.6935617,-0.0592031
67,0.7043234,1.0170176,"('doubtful', 'determined')",-0.14954405,0.16762125,-0.7498231,-0.5929014,-0.0650146,0.1972458,-0.2622604
16,-0.6543882,-0.564061,"('unpopular', 'popular')",-0.7975534,-0.88241154,-0.12116118,-0.17371616,-0.5243676,-0.5400629,0.0156953
88,-0.60665673,-0.8470653,"('low', 'eminent')",0.5227947,0.4107087,-0.43380648,-0.39784706,-0.1725562,-0.2780679,0.1055117
44,0.6062549,0.6179717,"('prejudiced', 'unprejudiced')",-0.497838,-0.26425502,-1.0794014,-0.94873637,-0.3236615,-0.1983399,-0.1253216
23,-0.6057125,-0.7031661,"('insincere', 'sincere')",-0.1298391,0.13207471,6.1613536,6.3834414,1.8086007,1.9374501,-0.1288494
82,-0.6017361,-0.23787099,"('poor', 'rich')",0.48207298,0.5907908,6.290413,6.5614777,2.0569166,2.3047991,-0.2478825
87,0.59814143,0.7047833,"('unsuccessful', 'successful')",0.6412425,0.8600189,0.46741,0.34095985,0.5689313,0.635254,-0.0663227
34,-0.59753007,-0.5096662,"('mean', 'honorable')",-0.49328625,-0.41676724,5.403941,5.4909115,1.4377082,1.5214926,-0.0837844
19,-0.5949353,-0.53012615,"('inhospitable', 'hospitable')",-0.93282765,-0.90429777,-0.49521968,-0.5077702,-0.6743275,-0.647398,-0.0269295
60,0.5947281,1.0085697,"('inefficient', 'efficient')",1.2161032,1.8480972,-0.15395847,0.4022429,0.552291,1.0863033,-0.5340123
30,0.5665632,0.60234046,"('intolerant', 'tolerant')",1.4450005,1.5062932,0.42428902,0.61324906,0.8119509,0.9072942,-0.0953433
29,-0.5489983,-0.32991105,"('unfair', 'fair')",-1.025784,-1.07146,-0.7004451,-0.7603295,-0.7584092,-0.7205668,-0.0378424
37,-0.5045774,-0.58586335,"('fake', 'genuine')",-0.32459906,-0.40133277,0.13599247,0.19934519,-0.2310613,-0.262617,0.0315557
80,0.50086665,0.7981594,"('dominated', 'dominating')",-0.06392053,0.17306875,-0.24482623,-0.1685525,0.06404,0.2675586,-0.2035186
75,0.48144278,0.56488305,"('meek', 'impulsive')",-0.27170092,-0.21929322,-0.3328356,-0.31097898,-0.0410313,0.0115369,-0.0525682
4,-0.47562978,-0.4973389,"('disliked', 'liked')",-0.85202307,-0.79838914,-7.327334,-7.4647098,-2.8849955,-2.920146,0.0351505
17,-0.47401214,-0.44831023,"('nasty', 'nice')",-0.5236094,-0.56825197,-0.14559886,-0.1572331,-0.3810735,-0.3912651,0.0101916
14,0.4381564,0.5983564,"('antisocial', 'social')",1.4839487,1.9310641,0.07042678,0.1196439,0.6641773,0.8830215,-0.2188442
22,0.42898536,0.442151,"('untrustworthy', 'trustworthy')",0.058790114,0.05448486,-0.11163471,-0.13055924,0.1253803,0.1220255,0.0033548
28,-0.4108158,-0.80518746,"('disloyal', 'loyal')",0.62620014,0.37557572,1.2871802,1.1948557,0.5008548,0.2550813,0.2457735
15,0.40382773,0.21167901,"('boring', 'funny')",0.0142373275,0.009456484,0.32092,0.27124134,0.2463284,0.1641256,0.0822028
74,-0.4006483,-0.37167546,"('undedicated', 'dedicated')",0.46642917,0.58404684,-0.034586895,-0.22460006,0.010398,-0.0040762,0.0144742
64,0.39668489,0.4773866,"('shy', 'confident')",-0.46672,-0.26574326,-6.1671524,-6.1117234,-2.0790625,-1.9666934,-0.1123691
41,-0.3813058,-0.6779725,"('unforgiving', 'forgiving')",-0.52849305,-0.75044894,0.800917,0.41191134,-0.0362939,-0.3388367,0.3025428
61,0.3669827,0.2367816,"('illogical', 'logical')",0.8632089,0.9593284,-0.040759303,-0.098070234,0.3964774,0.3660132,0.0304642
27,-0.35298255,-0.36914736,"('hardhearted', 'softhearted')",0.16371426,0.13892432,0.94383776,0.9017772,0.2515232,0.2238514,0.0276718
54,-0.35283267,-0.19365096,"('incapable', 'capable')",0.3520426,0.387832,0.86905444,0.969655,0.2894214,0.3879453,-0.0985239
81,0.34723222,0.9600506,"('submissive', 'aggressive')",0.833386,1.3400083,-0.74774384,-0.3482921,0.1442915,0.6505889,-0.5062974
26,-0.3262192,-0.7928637,"('hardhearted', 'benevolent')",1.3424547,0.955789,1.7616844,1.22465,0.9259733,0.4625251,0.4634482
71,-0.32371098,-0.3789061,"('diffident', 'self-confident')",0.6030247,0.6325482,0.15436152,0.09750609,0.1445584,0.1170494,0.027509
84,0.30377305,0.27867675,"('inferior', 'superior')",0.097199306,0.059094094,0.44969994,0.23738904,0.2835574,0.19172,0.0918374
85,-0.2929939,-0.78687555,"('insignificant', 'prestigious')",0.50811905,0.012163267,-0.4009113,-0.834506,-0.0619287,-0.5364061,0.4744774
24,-0.27690455,-0.32422298,"('dishonest', 'honest')",-1.0724875,-1.1142795,0.860937,0.92857873,-0.1628184,-0.1699746,0.0071562
52,0.23422791,-0.25699738,"('irrational', 'rational')",0.16205698,-0.30754587,-0.18938619,-0.50512314,0.0689662,-0.3565555,0.4255217
65,0.20489076,0.30058438,"('insecure', 'secure')",-0.29625183,-0.020888332,0.26913702,0.5201577,0.0592586,0.2666179,-0.2073593
68,-0.17866468,0.12528633,"('dependent', 'independent')",-0.8713086,-0.9177043,-1.6771779,-1.4524074,-0.9090504,-0.7482751,-0.1607753
33,0.17419294,-0.18049285,"('wrong', 'right')",0.7176993,0.5911407,-0.511154,-0.78289527,0.1269127,-0.1240825,0.2509952
20,0.170668,0.07077661,"('rough', 'thoughtful')",1.4013053,1.172036,0.55391747,0.34851912,0.7086302,0.5304439,0.1781863
42,-0.15275681,0.40724778,"('unreliable', 'reliable')",-1.8204417,-1.6062014,-3.2924876,-3.090388,-1.7552287,-1.4297806,-0.3254481
46,0.14783506,0.29088363,"('uncompetitive', 'competitive')",-0.01534136,0.19519602,-0.81379855,-0.8928873,-0.2271016,-0.1356026,-0.091499
50,0.14128938,0.27664328,"('clumsy', 'skillful')",0.2579056,0.34825164,-0.052294925,-0.09647866,0.1156333,0.1761388,-0.0605055
48,-0.13557926,-0.11525446,"('unintelligent', 'intelligent')",1.3797296,1.396493,-0.28061444,-0.21590562,0.3211787,0.355111,-0.0339323
72,-0.13549574,0.0189385,"('unambitious', 'ambitious')",0.12850875,0.29612768,0.054677896,0.20105287,0.015897,0.1720397,-0.1561427
3,0.13250354,0.16842163,"('repellent', 'pleasant')",0.01735956,0.05400872,0.660253,0.6205916,0.2700387,0.2810073,-0.0109686
57,-0.124280505,-0.18772551,"('unimaginative', 'imaginative')",0.6645081,0.715268,-3.0230467,-3.1450527,-0.8276064,-0.8725034,0.044897
63,-0.12190893,0.15720631,"('unperceptive', 'insightful')",0.26940075,0.4950943,0.13641573,0.2599718,0.0946358,0.3040908,-0.209455
43,-0.11297807,0.17441802,"('irresponsible', 'responsible')",-0.18231271,0.08288513,0.4220065,0.64648867,0.0422386,0.3012639,-0.2590253
40,-0.09577659,-0.23999661,"('stingy', 'generous')",-0.16548005,-0.3876672,-2.3977544,-2.5498674,-0.886337,-1.0591771,0.1728401
21,0.09053841,0.44902802,"('immoral', 'moral')",0.76929814,1.1184225,-0.82516974,-0.55104876,0.0115556,0.3388006,-0.327245
58,0.07611523,-0.24600318,"('undiscriminating', 'discriminating')",0.60740924,0.3122305,0.32101846,0.022568021,0.3348476,0.0295984,0.3052492
70,-0.07338342,0.21173598,"('lethargic', 'energetic')",-0.33412224,-0.11200108,0.6325045,0.693065,0.0749996,0.2642666,-0.189267
45,0.072321646,-0.007278923,"('incompetent', 'competent')",-0.15973653,-0.06415963,-0.119135104,-0.23891546,-0.06885,-0.1034513,0.0346013
47,0.05049295,0.30433565,"('stupid', 'smart')",0.88065314,1.0306125,5.400353,5.4729185,2.1104997,2.2692889,-0.1587892
59,0.04063451,0.08928783,"('foolish', 'wise')",0.36117473,0.22772065,-0.061016113,-0.13338162,0.1135977,0.061209,0.0523887
69,-0.033789027,-0.20949095,"('lazy', 'industrious')",0.18769348,0.07825171,-1.2461421,-1.4594712,-0.3640792,-0.5302368,0.1661576
12,0.024991347,0.19720492,"('unsupportive', 'supportive')",0.7489889,1.0552307,-1.977338,-1.9077557,-0.4011192,-0.21844,-0.1826792
56,-0.024934847,0.5155574,"('impractical', 'practical')",0.41225302,0.9940905,-0.8395393,-0.4337234,-0.1507404,0.3586415,-0.5093819
83,0.01517516,0.12815842,"('powerless', 'powerful')",0.14344816,0.420033,-1.4366211,-1.2611477,-0.4259992,-0.2376521,-0.1883471
76,-0.0150378775,0.3943299,"('anxious', 'daring')",-0.36308005,0.07847227,-0.30254975,-0.007840043,-0.2268892,0.1549874,-0.3818766
11,0.013731517,0.27651465,"('unhelpful', 'helpful')",0.8050394,1.2795298,2.1825776,2.3723397,1.0004495,1.3094614,-0.3090119
13,-0.0059766676,0.16259158,"('impolite', 'polite')",0.3427519,0.6385653,-0.1611645,0.110478096,0.0585369,0.3038783,-0.2453414
77,0.004472982,0.14394997,"('unmotivated', 'motivated')",0.59394825,0.8610938,-1.314905,-1.1965388,-0.2388279,-0.0638317,-0.1749962
7,-0.003804911,-0.032319568,"('insensitive', 'sensitive')",0.46163684,0.6384413,0.50892687,0.529565,0.3222529,0.3785623,-0.0563094
49,0.0034785122,0.16126207,"('unable', 'able')",0.22489372,0.47135866,-0.35019958,-0.040491845,-0.0406091,0.1973763,-0.2379854
