,prudential_male,prudential_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
8,-0.77107346,-0.78872174,"('unaffectionate', 'affectionate')",-0.39468026,-0.27486488,-0.14205845,-0.08199121,-0.4359374,-0.3818593,-0.0540781
21,-0.7279139,-0.65181273,"('immoral', 'moral')",0.54850036,0.5972099,-0.5127482,-0.45792475,-0.2307206,-0.1708425,-0.0598781
63,-0.721815,-0.7395533,"('unperceptive', 'insightful')",1.579762,1.6799835,1.7210267,1.7322235,0.8596579,0.8908846,-0.0312267
71,0.69352144,0.94555503,"('diffident', 'self-confident')",1.6523403,1.8838911,0.30327165,0.34673694,0.8830444,1.0587277,-0.1756833
43,-0.69185406,-0.61524874,"('irresponsible', 'responsible')",0.58031934,0.7237359,0.5640212,0.6457574,0.1508288,0.2514149,-0.1005861
72,-0.68998945,-0.9558048,"('unambitious', 'ambitious')",-0.01773516,-0.22543511,-1.1011637,-1.2242649,-0.6029628,-0.8018349,0.1988721
1,-0.67594486,-0.58726346,"('unfriendly', 'friendly')",0.9014323,1.1114929,1.463913,1.5373409,0.5631335,0.6871901,-0.1240566
18,-0.6677012,-0.53296757,"('disagreeable', 'welcoming')",-0.6846468,-0.55564165,-0.7675562,-0.5994904,-0.7066347,-0.5626999,-0.1439348
61,-0.6604883,-0.6502422,"('illogical', 'logical')",1.2281111,1.205085,0.17415485,0.024347307,0.2472592,0.1930634,0.0541958
37,-0.5708993,-0.6044306,"('fake', 'genuine')",-1.0109574,-1.0449431,0.35055453,0.23500724,-0.4104341,-0.4714555,0.0610214
6,0.5606221,0.69083005,"('distant', 'open')",-0.5143748,-0.46365038,0.017776616,-0.03855226,0.0213413,0.0628758,-0.0415345
11,-0.5583471,-0.4702393,"('unhelpful', 'helpful')",0.57729596,0.623605,2.383544,2.4792788,0.8008309,0.8775481,-0.0767172
59,0.5225374,0.7181495,"('foolish', 'wise')",0.26919043,0.39725995,0.06876543,0.24242935,0.2868311,0.4526129,-0.1657818
4,0.5112866,0.61525774,"('disliked', 'liked')",0.21624576,0.21174048,-6.682239,-6.3398023,-1.9849022,-1.8376013,-0.1473009
51,-0.5106808,-0.5849955,"('uneducated', 'educated')",0.5304139,0.32897553,1.1983552,1.003536,0.4060295,0.249172,0.1568575
53,-0.49870697,-0.3344138,"('uncreative', 'creative')",0.88572896,1.0658965,0.6646743,0.6567156,0.3505654,0.4627328,-0.1121674
9,-0.4582593,-0.32962507,"('unaffectionate', 'caring')",1.1935544,1.3687357,0.840183,1.0418218,0.5251594,0.6936442,-0.1684848
78,0.45792636,0.741003,"('nonresilient', 'resilient')",1.5939393,1.7143872,1.2482852,1.2377166,1.1000503,1.2310356,-0.1309853
88,-0.4087935,-0.6091914,"('low', 'eminent')",-0.86219746,-1.0041716,0.16798942,0.18037485,-0.3676672,-0.4776627,0.1099955
32,-0.39841127,-0.21266498,"('unkind', 'kind')",0.31622675,0.5942281,1.0686643,1.2170938,0.3288266,0.5328856,-0.204059
17,0.3889612,0.604173,"('nasty', 'nice')",-0.103558734,-0.13395195,-0.81786233,-0.77717,-0.1774866,-0.1023163,-0.0751703
13,-0.36910012,-0.40950224,"('impolite', 'polite')",0.6165562,0.6179475,0.4876901,0.3655908,0.2450487,0.1913454,0.0537033
54,0.35719213,0.47233444,"('incapable', 'capable')",1.0973154,1.1452485,1.2231902,1.204565,0.8925659,0.940716,-0.0481501
80,-0.3297921,-0.48732617,"('dominated', 'dominating')",0.28207377,0.113836005,-0.38403553,-0.4652503,-0.143918,-0.2795802,0.1356622
20,-0.3173414,-0.3950145,"('rough', 'thoughtful')",-0.102044754,-0.1856176,0.63061446,0.47103298,0.0704094,-0.036533,0.1069424
76,-0.3167901,-0.57569456,"('anxious', 'daring')",0.42351276,0.23731776,0.62002933,0.4268249,0.2422507,0.0294827,0.212768
30,-0.31462377,-0.38946047,"('intolerant', 'tolerant')",0.6248752,0.52286357,1.042686,0.94363195,0.4509792,0.3590117,0.0919675
74,-0.2813973,-0.24530731,"('undedicated', 'dedicated')",0.47781935,0.56885666,-0.0034634676,0.14663224,0.0643195,0.1567272,-0.0924077
49,-0.2531608,-0.2772019,"('unable', 'able')",-0.7195765,-0.73865074,0.06797898,0.09321053,-0.3015861,-0.3075474,0.0059613
15,0.24321215,0.09171389,"('boring', 'funny')",-0.18041168,-0.09264989,0.12190873,-0.022125475,0.0615697,-0.0076872,0.0692569
27,0.23887528,0.17636462,"('hardhearted', 'softhearted')",-0.67949396,-0.64181936,1.4050219,1.2182277,0.3214677,0.2509243,0.0705434
31,-0.18827756,0.037726223,"('evil', 'good')",-1.0814745,-0.94002,-1.9223982,-1.9279883,-1.0640501,-0.9434274,-0.1206227
38,0.17680056,0.18707107,"('untruthful', 'truthful')",1.0569633,1.104644,0.35860002,0.42932302,0.530788,0.5736794,-0.0428914
19,-0.13622765,-0.0639899,"('inhospitable', 'hospitable')",-0.3007187,-0.21167,-0.190424,-0.3285401,-0.2091235,-0.2014,-0.0077235
67,-0.13200377,-0.21669929,"('doubtful', 'determined')",0.12467408,-0.045676727,-0.69145656,-0.7703144,-0.2329288,-0.3442301,0.1113013
58,0.12850186,-0.077633426,"('undiscriminating', 'discriminating')",1.5781953,1.4717277,0.15170702,-0.021271205,0.6194681,0.4576077,0.1618604
52,0.12694141,0.18863206,"('irrational', 'rational')",-0.2087304,-0.22323142,-0.94234437,-0.8036041,-0.3413778,-0.2794012,-0.0619766
12,-0.10735455,0.1399973,"('unsupportive', 'supportive')",1.3807434,1.502839,-1.9221599,-1.627717,-0.216257,0.0050398,-0.2212968
40,0.07720958,-0.025282657,"('stingy', 'generous')",1.0438263,0.9892962,-2.0620186,-2.0440233,-0.3136609,-0.3600032,0.0463423
29,0.077011555,0.08730353,"('unfair', 'fair')",-0.16613355,-0.33198503,-0.81573164,-0.98171216,-0.3016179,-0.4087979,0.10718
64,-0.059040375,-0.016930921,"('shy', 'confident')",0.8557917,0.81234884,-6.6837378,-6.308043,-1.9623288,-1.8375417,-0.1247871
26,0.057314515,0.051671907,"('hardhearted', 'benevolent')",0.6801943,0.8305533,0.6853426,0.82952535,0.4742838,0.5705835,-0.0962997
47,-0.0442835,-0.10792734,"('stupid', 'smart')",0.50658804,0.52067655,5.7941303,5.500822,2.0854783,1.9711905,0.1142878
68,0.025720406,0.08195473,"('dependent', 'independent')",-1.6159455,-1.6519676,-0.12365924,-0.42500743,-0.5712948,-0.6650068,0.093712
56,0.024744708,0.12727475,"('impractical', 'practical')",0.7588983,0.8023766,0.3740292,0.4787387,0.3858907,0.4694633,-0.0835726
16,-0.016875122,0.32040986,"('unpopular', 'popular')",-0.14399385,0.039486364,0.35528716,0.49165642,0.0648061,0.2838509,-0.2190448
25,-0.013256782,0.22051458,"('egoistic', 'altruistic')",-0.31197494,-0.0781768,0.9506729,1.0298551,0.2084804,0.390731,-0.1822506
