,abercrombie_male,abercrombie_female,tuple,&_male,&_female,fitch_male,fitch_female,co_male,co_female,average_male,average_female,male-female
62,-2.0835705,-2.0989485,"('incompetent', 'brilliant')",-1.8974706,-2.0649447,-0.8046583,-0.94499254,0.71083784,0.6368896,-1.0187154,-1.1179991,0.0992837
14,-2.0462887,-1.9865903,"('antisocial', 'social')",-1.341272,-1.3719459,-2.8425708,-2.8877017,-0.7104326,-0.5741214,-1.735141,-1.7050898,-0.0300512
36,2.0417159,2.0922196,"('hostile', 'amicable')",1.7994305,2.0073366,2.7022772,2.7951486,-0.6217513,-0.5510892,1.4804181,1.5859039,-0.1054858
6,1.9864632,1.9922279,"('distant', 'open')",1.6508045,1.6622918,2.9035416,2.9204962,-0.17239891,-0.06022822,1.5921025,1.6286969,-0.0365944
5,1.9862136,1.9641619,"('distant', 'outgoing')",1.4481046,1.4270295,3.5787714,3.5704598,-0.29374903,-0.27544868,1.6798351,1.6715506,0.0082845
48,-1.9848642,-2.0441813,"('unintelligent', 'intelligent')",-1.8239988,-1.9438689,-2.2153509,-2.2234256,0.3051341,0.2808187,-1.4297699,-1.4826643,0.0528944
73,1.9599127,2.0152621,"('helpless', 'self-reliant')",1.1013521,1.1880816,1.3830477,1.4459401,-3.188496,-3.1879632,0.3139541,0.3653302,-0.0513761
65,-1.9145796,-1.958907,"('insecure', 'secure')",-1.5846123,-1.6730503,-2.702789,-2.7238076,0.3298717,0.31759143,-1.4680272,-1.5095434,0.0415162
21,-1.9125389,-1.8854095,"('immoral', 'moral')",-1.2703466,-1.3259578,-1.6457893,-1.7186341,-0.48306492,-0.5041984,-1.327935,-1.35855,0.030615
57,-1.8967075,-1.9222145,"('unimaginative', 'imaginative')",-1.6238315,-1.6613586,-1.4003409,-1.4771553,-3.065228,-3.0545392,-1.996527,-2.0288169,0.0322899
63,-1.8117114,-1.7952706,"('unperceptive', 'insightful')",-0.4743615,-0.49191213,0.42034626,0.4524924,0.85110307,0.81343555,-0.2536559,-0.2553137,0.0016578
11,-1.7643411,-1.7954935,"('unhelpful', 'helpful')",-2.4667337,-2.5599911,-0.85880953,-0.93279636,2.612301,2.4038763,-0.6193958,-0.7211012,0.1017054
44,1.7567796,1.7365525,"('prejudiced', 'unprejudiced')",-0.12708476,-0.071669966,-1.5132883,-1.590704,-1.5165007,-1.4487085,-0.3500235,-0.3436325,-0.006391
13,-1.7556062,-1.7263906,"('impolite', 'polite')",-1.6463501,-1.7388757,-0.5294138,-0.6066173,0.330041,0.18976057,-0.9003323,-0.9705307,0.0701984
7,-1.7420874,-1.7404611,"('insensitive', 'sensitive')",-1.715121,-1.7245939,-0.45890206,-0.40321317,0.34861702,0.30588418,-0.8918734,-0.890596,-0.0012774
70,-1.7083142,-1.7119234,"('lethargic', 'energetic')",-1.6993542,-1.724477,-0.7602716,-0.7914951,0.69132984,0.6611126,-0.8691525,-0.8916958,0.0225433
76,-1.6570607,-1.6621232,"('anxious', 'daring')",-0.36229414,-0.4069866,-2.1959822,-2.1714327,-0.022570152,0.0011669211,-1.0594767,-1.0598439,0.0003672
30,-1.6336592,-1.5398229,"('intolerant', 'tolerant')",-2.1832771,-2.22633,-0.033208083,-0.023985144,0.40255302,0.37165973,-0.8618979,-0.8546196,-0.0072783
3,-1.6017121,-1.7066404,"('repellent', 'pleasant')",-0.9029468,-1.0246555,-0.38016513,-0.4831215,0.54639745,0.50792533,-0.5846066,-0.676623,0.0920164
22,-1.511068,-1.5156915,"('untrustworthy', 'trustworthy')",-1.1427749,-1.1904163,-1.1399802,-1.1817402,-0.4360195,-0.4130837,-1.0574607,-1.0752329,0.0177722
31,1.4458191,1.5077515,"('evil', 'good')",1.6109728,1.7934465,1.4060626,1.5023872,-1.2229776,-1.181304,0.8099692,0.9055703,-0.0956011
33,1.3759909,1.3802984,"('wrong', 'right')",1.1640573,1.2091593,1.414752,1.4493324,-0.9129841,-0.90692526,0.760454,0.7829661,-0.0225121
66,1.3164772,1.4558454,"('inactive', 'active')",1.4094762,1.578329,1.1675062,1.2648038,0.28252292,0.42267254,1.0439956,1.1804128,-0.1364172
82,-1.2886078,-1.4555811,"('poor', 'rich')",-2.2914648,-2.4434943,-3.421966,-3.4912312,6.07766,5.7902355,-0.2310947,-0.4000177,0.168923
32,-1.2787235,-1.2577606,"('unkind', 'kind')",-1.3279189,-1.3644176,-1.3828388,-1.3946437,1.0505264,0.9756255,-0.7347386,-0.7602991,0.0255605
41,-1.2457058,-1.1754043,"('unforgiving', 'forgiving')",-0.8116706,-0.7283396,-0.58503443,-0.54326105,-0.2356757,-0.20425308,-0.7195216,-0.6628145,-0.0567071
75,1.2312156,1.3145962,"('meek', 'impulsive')",0.09259951,0.24355331,0.23830624,0.35668948,-0.7635052,-0.66531384,0.199654,0.3123813,-0.1127273
51,-1.2182076,-1.26318,"('uneducated', 'educated')",-0.8545891,-0.93163383,-1.5100572,-1.5483321,0.71739376,0.7048438,-0.7163651,-0.7595755,0.0432104
56,-1.1855302,-1.1958147,"('impractical', 'practical')",-1.5066354,-1.6522878,0.03824599,-0.032599486,0.5014457,0.4538627,-0.5381185,-0.6067098,0.0685913
53,-1.1685156,-1.2174777,"('uncreative', 'creative')",-0.011894062,-0.035023727,1.0309894,1.1014563,1.187525,1.0544187,0.2595262,0.2258434,0.0336828
49,-1.1436452,-1.1081518,"('unable', 'able')",-0.5735896,-0.64073044,0.029442945,0.119134486,-0.17736684,-0.14143674,-0.4662897,-0.4427961,-0.0234936
77,-1.1312809,-1.1968222,"('unmotivated', 'motivated')",-0.25364158,-0.30066395,0.51796067,0.4349435,-0.6924006,-0.6646916,-0.3898406,-0.4318086,0.041968
39,-1.1080191,-1.1752137,"('exploitative', 'cooperative')",-0.26343253,-0.32975677,0.33505684,0.27911305,0.7883727,0.77672476,-0.0620055,-0.1122832,0.0502777
12,-1.1018687,-1.0925057,"('unsupportive', 'supportive')",-0.41323414,-0.4254527,1.435602,1.4683148,-1.6479461,-1.6212494,-0.4318618,-0.4177233,-0.0141385
52,1.0573921,1.0935818,"('irrational', 'rational')",1.6936882,1.7384012,0.7115416,0.695537,-0.5703107,-0.5941238,0.7230778,0.7333491,-0.0102713
59,1.027859,1.0623848,"('foolish', 'wise')",0.5359936,0.63447297,0.4600946,0.5528502,-0.18251467,-0.102636285,0.4603581,0.5367679,-0.0764098
4,1.021711,1.0680648,"('disliked', 'liked')",1.4598088,1.5437216,1.30006,1.3987324,-6.871098,-6.784435,-0.7723796,-0.6934789,-0.0789007
79,0.9825914,1.0004774,"('wavering', 'unwavering')",1.4420205,1.4695334,1.2270379,1.2431134,-0.67493546,-0.69300985,0.7441787,0.7550286,-0.0108499
88,-0.9593577,-0.9306877,"('low', 'eminent')",-0.93940735,-0.92466074,-1.7382355,-1.7079351,-0.6551596,-0.68814623,-1.07304,-1.0628574,-0.0101826
1,-0.8943093,-0.9629868,"('unfriendly', 'friendly')",-0.1380787,-0.14056425,2.0778944,2.152885,1.5170475,1.2995361,0.6406385,0.5872175,0.053421
25,0.8818686,0.83406466,"('egoistic', 'altruistic')",1.470416,1.3415037,1.708332,1.6764787,1.5021086,1.5534266,1.3906813,1.3513684,0.0393129
16,0.85197556,0.8265016,"('unpopular', 'popular')",0.70830894,0.7525014,-0.80465204,-0.7429107,0.13284564,0.072796516,0.2221195,0.2272222,-0.0051027
47,-0.7960324,-0.70881534,"('stupid', 'smart')",-0.47877112,-0.44451246,-0.39137664,-0.42387366,5.3439026,5.345635,0.9194306,0.9421084,-0.0226778
37,-0.7816157,-0.7740341,"('fake', 'genuine')",-0.5615327,-0.50282145,-0.22675852,-0.23705836,0.31062376,0.27603433,-0.3148208,-0.3094699,-0.0053509
74,-0.7603353,-0.72788113,"('undedicated', 'dedicated')",-0.60614705,-0.5656682,0.9292511,0.96234924,0.15669687,0.22584727,-0.0701336,-0.0263382,-0.0437954
9,-0.74444604,-0.7400468,"('unaffectionate', 'caring')",-0.36472017,-0.3942863,2.147636,2.1676133,1.3698971,1.2426243,0.6020917,0.5689761,0.0331156
58,-0.7154008,-0.63985556,"('undiscriminating', 'discriminating')",0.0438769,0.08288994,0.333489,0.41569778,0.20636368,0.21010917,-0.0329178,0.0172103,-0.0501281
8,-0.67037386,-0.65778697,"('unaffectionate', 'affectionate')",-0.112434655,-0.069355205,1.4389632,1.4529672,0.43234986,0.37568384,0.2721261,0.2753772,-0.0032511
71,0.65418357,0.7167806,"('diffident', 'self-confident')",0.048370942,0.1195689,2.1426654,2.3008022,0.30101937,0.35874724,0.7865598,0.8739747,-0.0874149
38,-0.6075319,-0.5266584,"('untruthful', 'truthful')",-0.9850755,-0.88758034,0.86678404,0.81828815,0.10654193,0.014655031,-0.1548204,-0.1453239,-0.0094965
17,0.589692,0.6535719,"('nasty', 'nice')",0.78346676,0.7556215,1.1123723,1.111812,-0.2094183,-0.17556919,0.5690281,0.586359,-0.0173309
50,0.48560536,0.46762478,"('clumsy', 'skillful')",1.3931122,1.3577852,-0.7252634,-0.7788032,-0.09642556,-0.11415322,0.2642571,0.2331134,0.0311437
61,-0.39848045,-0.33623806,"('illogical', 'logical')",0.17931324,0.122928195,0.8475301,0.7532294,0.120235756,0.10698338,0.1871497,0.1617257,0.025424
42,0.37678674,0.429203,"('unreliable', 'reliable')",0.8129233,0.78643566,0.0024088323,0.013543978,-2.4539785,-2.3123496,-0.3154649,-0.2707917,-0.0446732
20,-0.3717356,-0.34807056,"('rough', 'thoughtful')",0.6823381,0.64845264,-0.102474526,-0.053725224,0.690469,0.8252313,0.2246493,0.2679721,-0.0433228
84,0.33693454,0.29501897,"('inferior', 'superior')",0.71720654,0.5964183,0.7698158,0.814548,0.54899347,0.5471466,0.5932376,0.563283,0.0299546
18,-0.3087967,-0.3260633,"('disagreeable', 'welcoming')",0.40771395,0.39036793,-1.2050517,-1.1850045,-1.1735729,-1.2085948,-0.5699269,-0.5823237,0.0123968
87,0.24677655,0.2848552,"('unsuccessful', 'successful')",1.1784545,1.139787,-0.11988755,-0.10683536,0.31322753,0.29698607,0.4046428,0.4036982,0.0009446
80,-0.24590774,-0.2383668,"('dominated', 'dominating')",-0.07601659,-0.15471323,-1.5523162,-1.5476449,-0.26623356,-0.23721458,-0.5351185,-0.5444849,0.0093664
26,0.22730264,0.26795763,"('hardhearted', 'benevolent')",0.9004972,0.92568046,1.1039469,1.2236518,1.065398,1.1757786,0.8242862,0.8982671,-0.0739809
34,-0.21254799,-0.2105831,"('mean', 'honorable')",-0.6171392,-0.6641303,1.5190374,1.5299604,5.636508,5.5181437,1.5814645,1.5433477,0.0381168
27,0.19979334,0.23014437,"('hardhearted', 'softhearted')",-0.85192496,-0.8947674,1.160858,1.128758,0.69442743,0.6533431,0.3007885,0.2793695,0.021419
64,-0.19499904,-0.18700475,"('shy', 'confident')",0.4347192,0.36516148,-0.2491727,-0.30402315,-5.921991,-5.810151,-1.4828608,-1.4840044,0.0011436
15,0.16997832,0.2453276,"('boring', 'funny')",0.67233557,0.68237174,0.48186362,0.47648787,0.85521746,0.89028317,0.5448487,0.5736176,-0.0287689
67,-0.14990246,-0.041047856,"('doubtful', 'determined')",-0.6302316,-0.58139664,-0.11049635,-0.05487844,-0.4378691,-0.32899585,-0.3321249,-0.2515797,-0.0805452
19,0.13240904,0.27963135,"('inhospitable', 'hospitable')",-0.030367054,0.14631832,1.98731,2.0616908,-0.24877587,-0.22991942,0.4601441,0.5644302,-0.1042861
78,-0.12240791,-0.29824278,"('nonresilient', 'resilient')",0.3122947,0.12932107,0.70922995,0.591003,0.5142208,0.3784052,0.3533344,0.2001216,0.1532128
2,0.117564745,0.15088505,"('unlikable', 'likable')",0.9364192,0.9577077,0.5445096,0.5800992,0.56227946,0.6190191,0.5401933,0.5769278,-0.0367345
40,-0.07863085,-0.13726015,"('stingy', 'generous')",0.08126414,0.00807767,0.16975395,0.27208924,-2.0411596,-2.0870576,-0.4671931,-0.4860377,0.0188446
83,-0.07204406,0.056603935,"('powerless', 'powerful')",0.3131257,0.33744374,0.64630914,0.7274428,-0.9835566,-0.80926245,-0.0240415,0.078057,-0.1020985
54,-0.064774364,-0.012040513,"('incapable', 'capable')",-0.1429495,-0.12701844,1.4071695,1.4752961,0.7536648,0.7769862,0.4882776,0.5283058,-0.0400282
68,-0.04446108,-0.027404971,"('dependent', 'independent')",-1.0750703,-1.1461465,-0.15408273,-0.15118271,-1.161644,-1.1021308,-0.6088145,-0.6067163,-0.0020982
29,-0.040196095,0.01677386,"('unfair', 'fair')",-0.3077302,-0.22591436,0.057837415,0.19629212,-0.8314115,-0.677073,-0.2803751,-0.1724803,-0.1078948
