,lincoln_male,lincoln_female,tuple,national_male,national_female,corp_male,corp_female,average_male,average_female,male-female
51,-0.9822477,-0.8582556,"('uneducated', 'educated')",-0.36323512,-0.1603944,0.12815306,0.3352304,-0.4057766,-0.2278065,-0.1779701
70,0.96457154,0.59458196,"('lethargic', 'energetic')",0.23413007,0.18150027,0.36196536,0.51052773,0.5202223,0.42887,0.0913523
74,0.96448845,0.7795519,"('undedicated', 'dedicated')",0.7393613,0.584411,-0.4101198,-0.4034482,0.4312433,0.3201716,0.1110717
33,0.908893,0.8913377,"('wrong', 'right')",1.3192259,1.127937,-0.75259507,-0.86571723,0.4918413,0.3845192,0.1073221
4,-0.9078659,-0.7475757,"('disliked', 'liked')",-0.07138811,-0.17949794,-7.948647,-7.9515367,-2.9759671,-2.9595369,-0.0164302
5,-0.8958495,-0.7120978,"('distant', 'outgoing')",-0.1973831,-0.27511823,-0.8668603,-0.98731685,-0.6533643,-0.6581776,0.0048133
62,0.8818291,0.96989703,"('incompetent', 'brilliant')",0.17618462,0.38255098,0.2082671,0.58788097,0.4220936,0.6467763,-0.2246827
79,-0.86723256,-0.67385477,"('wavering', 'unwavering')",-0.32413635,-0.3085308,-0.70443636,-0.67687684,-0.6319351,-0.5530875,-0.0788476
72,0.7797184,0.8401655,"('unambitious', 'ambitious')",-0.64282376,-0.52667093,-0.37683147,-0.17981389,-0.0799789,0.0445602,-0.1245391
44,-0.7635803,-0.7716945,"('prejudiced', 'unprejudiced')",0.44402868,0.53991675,-1.1365728,-1.1157781,-0.4853748,-0.4491853,-0.0361895
10,0.7561741,0.30530006,"('unsympathetic', 'sympathetic')",-0.6600625,-0.7929481,-0.17695743,-0.091121495,-0.0269486,-0.1929232,0.1659746
19,-0.7410958,-0.6875499,"('inhospitable', 'hospitable')",-0.5418654,-0.55328393,-0.9454425,-0.9983303,-0.7428012,-0.746388,0.0035868
48,0.7401607,0.6308109,"('unintelligent', 'intelligent')",-0.046562877,0.002834674,0.5657969,0.77847344,0.4197983,0.4707063,-0.050908
49,-0.72568506,-0.737227,"('unable', 'able')",-1.4406625,-1.321309,-0.44275504,-0.31184006,-0.8697008,-0.7901254,-0.0795754
1,-0.70712644,-0.96132267,"('unfriendly', 'friendly')",0.11464034,-0.38484395,1.175201,0.96672726,0.1942383,-0.1264798,0.3207181
84,0.6876078,0.6746327,"('inferior', 'superior')",0.6220459,0.65955204,0.5355082,0.68449086,0.615054,0.6728919,-0.0578379
29,-0.6865602,-0.58108336,"('unfair', 'fair')",0.0030533075,-0.088594496,-0.22652902,-0.37453437,-0.3033453,-0.3480707,0.0447254
23,0.66345847,0.48906717,"('insincere', 'sincere')",0.13772357,0.1378943,6.1745634,6.2842064,2.3252484,2.3037227,0.0215257
55,0.6510666,0.35870355,"('incompetent', 'clever')",-0.762875,-0.8139468,0.37433153,0.45095384,0.0875077,-0.0014298,0.0889375
87,-0.62858295,-0.7496881,"('unsuccessful', 'successful')",0.73613805,0.6363965,0.4344566,0.36818227,0.1806706,0.0849636,0.095707
75,-0.58226985,-0.13400759,"('meek', 'impulsive')",-0.88915724,-0.5884768,-1.0317593,-0.91970015,-0.8343954,-0.5473948,-0.2870006
80,0.5798485,0.33933643,"('dominated', 'dominating')",0.19141945,0.13614783,-0.547614,-0.39025652,0.0745513,0.0284092,0.0461421
3,0.5508806,0.34206834,"('repellent', 'pleasant')",-0.15437613,-0.17414078,0.96646416,0.971572,0.4543229,0.3798332,0.0744897
67,0.5410218,0.68332464,"('doubtful', 'determined')",0.4148026,0.6195937,-0.67323434,-0.5875934,0.0941967,0.2384416,-0.1442449
45,-0.53799057,-0.791211,"('incompetent', 'competent')",-0.40850598,-0.54828155,-0.30031806,-0.29545698,-0.4156049,-0.5449832,0.1293783
77,-0.52142304,-0.44379005,"('unmotivated', 'motivated')",-0.6588127,-0.52039737,-1.0838325,-0.94871217,-0.7546894,-0.6376332,-0.1170562
66,-0.51698136,-0.5733113,"('inactive', 'active')",0.068603665,0.017052878,0.43147266,0.21350577,-0.005635,-0.1142509,0.1086159
76,0.51127386,0.53029066,"('anxious', 'daring')",-0.022576854,0.1932756,-0.21397774,0.12680437,0.0915731,0.2834569,-0.1918838
73,0.49748284,0.6030952,"('helpless', 'self-reliant')",0.68449056,0.5663351,-3.6404762,-3.5462677,-0.8195009,-0.7922792,-0.0272217
24,0.4878807,0.28483903,"('dishonest', 'honest')",0.48492563,0.31745964,0.45699227,0.49375638,0.4765995,0.3653517,0.1112478
11,0.4252293,0.32092276,"('unhelpful', 'helpful')",0.24583301,0.26777834,1.4661773,1.7338457,0.7124132,0.7741823,-0.0617691
63,0.4172966,0.13629912,"('unperceptive', 'insightful')",0.09860284,-0.116718635,0.07562826,0.26778108,0.1971759,0.0957872,0.1013887
9,0.4104231,0.37044305,"('unaffectionate', 'caring')",-0.2895072,-0.5335805,1.0421284,0.9758504,0.3876814,0.2709043,0.1167771
17,0.40697253,0.16802537,"('nasty', 'nice')",-0.24690314,-0.3099259,-0.70690286,-0.8739506,-0.1822778,-0.338617,0.1563392
65,0.3932046,0.11668335,"('insecure', 'secure')",0.26673543,0.20387632,0.020339407,0.20134714,0.2267598,0.173969,0.0527908
64,0.36373243,0.16739038,"('shy', 'confident')",-0.053159226,-0.17934349,-6.6884565,-6.6366596,-2.1259611,-2.2162043,0.0902432
53,-0.32084158,-0.5614145,"('uncreative', 'creative')",-0.81192046,-1.0881851,0.4075155,0.3101566,-0.2417488,-0.446481,0.2047322
7,0.31682318,0.07622087,"('insensitive', 'sensitive')",-0.13459684,-0.24067155,0.5759141,0.6060814,0.2527135,0.1472103,0.1055032
8,-0.30292153,-0.45007056,"('unaffectionate', 'affectionate')",-0.7057442,-0.9767482,0.35802978,0.2818911,-0.2168787,-0.3816426,0.1647639
34,-0.2776792,-0.44288334,"('mean', 'honorable')",-0.33275762,-0.18556418,5.434943,5.4105353,1.6081688,1.5940293,0.0141395
25,0.2702756,0.1493288,"('egoistic', 'altruistic')",-0.1100388,-0.40843835,1.4498364,1.2378886,0.5366911,0.3262597,0.2104314
2,-0.26892033,-0.24570066,"('unlikable', 'likable')",0.43710446,0.44934702,0.40580007,0.38010812,0.1913281,0.1945848,-0.0032567
21,-0.26590052,-0.36615878,"('immoral', 'moral')",0.52426255,0.57699615,-0.57527715,-0.4905855,-0.1056384,-0.0932494,-0.012389
0,0.25801986,-0.16864061,"('unsociable', 'sociable')",0.084348574,-0.21225856,-0.059782535,-0.19755,0.0941953,-0.1928164,0.2870117
41,-0.25442764,-0.42209178,"('unforgiving', 'forgiving')",0.4828441,0.31624714,-0.20078681,-0.42058587,0.0092099,-0.1754768,0.1846867
13,0.24333116,0.08010495,"('impolite', 'polite')",0.13743648,0.15419023,-0.7316294,-0.7218695,-0.1169539,-0.1625248,0.0455709
22,-0.20309255,-0.4998,"('untrustworthy', 'trustworthy')",0.49528557,0.2326899,-0.8359936,-0.9560863,-0.1812669,-0.4077321,0.2264652
88,-0.19950667,-0.23622991,"('low', 'eminent')",-0.10375996,-0.16642049,-0.5841069,-0.37530857,-0.2957912,-0.2593197,-0.0364715
86,-0.18578528,-0.4351227,"('uninfluential', 'influential')",-0.54013467,-0.70869267,-0.48636955,-0.5242207,-0.4040965,-0.556012,0.1519155
59,-0.14650065,-0.08618881,"('foolish', 'wise')",0.26025853,0.05118326,-0.15355206,-0.28607026,-0.0132647,-0.1070253,0.0937606
47,-0.14645779,-0.37484744,"('stupid', 'smart')",0.03964535,-0.049070016,5.5894485,5.507829,1.8275453,1.6946373,0.132908
18,-0.14628641,-0.37201807,"('disagreeable', 'welcoming')",0.7950988,0.69954145,-0.60950017,-0.8083566,0.0131041,-0.1602777,0.1733818
30,0.1434021,0.024490565,"('intolerant', 'tolerant')",-0.12604219,-0.17402017,0.37839997,0.4491532,0.13192,0.0998745,0.0320455
69,-0.13503969,-0.008939633,"('lazy', 'industrious')",0.8074583,0.8801144,-0.87534004,-1.147761,-0.0676405,-0.0921954,0.0245549
57,0.11821516,-0.3668903,"('unimaginative', 'imaginative')",-0.75731045,-1.0355037,-3.1510901,-3.0950356,-1.2633952,-1.4991433,0.2357481
81,0.11185565,0.06830072,"('submissive', 'aggressive')",0.5444649,0.7679882,-0.64068705,-0.17097501,0.0052112,0.2217713,-0.2165601
32,-0.08714572,-0.25616494,"('unkind', 'kind')",0.35745645,0.24010548,0.4753133,0.4970856,0.2485414,0.160342,0.0881994
38,0.082089305,0.31588337,"('untruthful', 'truthful')",0.35318267,0.38899386,-0.49765223,-0.3984282,-0.0207934,0.1021497,-0.1229431
26,0.07558291,-0.19202179,"('hardhearted', 'benevolent')",1.8876485,1.4201843,1.4309233,1.1484311,1.1313848,0.7921979,0.3391869
83,0.06903936,0.078624144,"('powerless', 'powerful')",0.2310301,0.19253972,-1.1159968,-0.9517778,-0.2719758,-0.2268713,-0.0451045
68,-0.06879566,-0.20511058,"('dependent', 'independent')",-0.8981545,-0.8189259,-1.0556365,-1.0735401,-0.6741956,-0.6991922,0.0249966
85,0.06197405,-0.034625348,"('insignificant', 'prestigious')",-0.42023623,-0.82351965,-0.76259893,-1.0998731,-0.3736204,-0.6526727,0.2790523
42,0.056674547,-0.38949856,"('unreliable', 'reliable')",0.23769936,0.091067776,-3.3065407,-3.018682,-1.0040556,-1.1057043,0.1016487
27,0.0548101,-0.27197713,"('hardhearted', 'softhearted')",-1.0315917,-1.1778482,1.2806852,1.0679975,0.1013012,-0.1272759,0.2285771
28,-0.05433825,-0.23970571,"('disloyal', 'loyal')",0.46791545,0.18637285,1.2161714,1.2099425,0.5432495,0.3855365,0.157713
52,0.041490406,0.030573413,"('irrational', 'rational')",-0.681849,-0.96356654,-0.0031018145,-0.32985348,-0.2144868,-0.4209489,0.2064621
14,-0.039690465,-0.23698118,"('antisocial', 'social')",1.0688883,1.0582392,0.014520619,-0.10851451,0.3479062,0.2375812,0.110325
71,-0.0392347,-0.19444634,"('diffident', 'self-confident')",1.6953223,1.4020627,0.36185127,0.1937656,0.6726463,0.4671273,0.205519
58,-0.025273334,-0.23607498,"('undiscriminating', 'discriminating')",-0.070519686,-0.28528732,-0.044937536,-0.13434139,-0.0469102,-0.2185679,0.1716577
20,-0.011856316,-0.036856156,"('rough', 'thoughtful')",0.5035408,0.5457906,0.85643035,0.9073011,0.4493716,0.4720785,-0.0227069
61,0.008258902,-0.26633593,"('illogical', 'logical')",0.117578946,-0.2540324,0.5882384,0.43396053,0.2380254,-0.0288026,0.266828
37,-0.00061518326,-0.19974114,"('fake', 'genuine')",0.098577954,-0.034823548,-0.073984325,0.026341911,0.0079928,-0.0694076,0.0774004
