,lincoln_male,lincoln_female,tuple,national_male,national_female,corp_male,corp_female,average_male,average_female,male-female
36,-2.1675608,-2.262994,"('hostile', 'amicable')",-0.99237776,-1.2004755,-0.37259433,-0.7514531,-1.177511,-1.4049741,0.2274631
16,-1.7457725,-1.6688046,"('unpopular', 'popular')",-0.3300521,-0.3194429,-0.03586799,-0.25212932,-0.7038975,-0.7467923,0.0428948
31,-1.5440749,-1.3285792,"('evil', 'good')",0.27419904,0.069146365,-0.97419226,-1.2664068,-0.7480227,-0.8419465,0.0939238
12,1.5386571,1.2427157,"('unsupportive', 'supportive')",0.74366194,0.59682107,-2.2038493,-2.1674085,0.0261566,-0.1092906,0.1354472
35,-1.3070394,-1.0787941,"('corrupt', 'incorrupt')",-0.61241436,-0.73069197,-0.5971307,-0.82746047,-0.8388615,-0.8789822,0.0401207
82,-1.2596822,-1.1985862,"('poor', 'rich')",-1.5049659,-1.3052254,6.3685527,6.4891543,1.2013016,1.3284476,-0.127146
39,1.2421803,0.8621485,"('exploitative', 'cooperative')",1.6944097,1.4185842,0.29455397,0.28342682,1.0770481,0.8547198,0.2223283
50,-1.2044762,-1.4495566,"('clumsy', 'skillful')",-0.787047,-0.86600584,-0.33559006,-0.23227319,-0.7757045,-0.8492785,0.073574
78,-1.1155138,-1.1807619,"('nonresilient', 'resilient')",-0.88470256,-0.87739277,0.18690923,0.17232078,-0.6044358,-0.6286112,0.0241754
40,1.113166,0.93067807,"('stingy', 'generous')",0.4806056,0.36056638,-2.0290456,-2.1082659,-0.1450913,-0.2723405,0.1272492
56,1.1051828,1.0818856,"('impractical', 'practical')",0.7031544,0.80412984,-0.47554356,-0.16961026,0.4442646,0.5721351,-0.1278705
60,1.1044713,1.0765824,"('inefficient', 'efficient')",0.15305796,0.4462119,-0.046429977,0.38637555,0.4036998,0.63639,-0.2326902
6,-1.0907187,-1.0166941,"('distant', 'open')",-0.4472133,-0.5851181,-0.47474384,-0.7095392,-0.6708919,-0.7704504,0.0995585
43,1.0682667,0.70930535,"('irresponsible', 'responsible')",0.24461758,-0.0032116622,0.2715734,0.34439814,0.5281526,0.3501639,0.1779887
15,-1.0229646,-1.012322,"('boring', 'funny')",-0.10703622,-0.16566294,-0.13157213,-0.23137629,-0.4205243,-0.4697871,0.0492628
54,-1.0176078,-0.92665654,"('incapable', 'capable')",-0.07467337,0.0076617897,0.5785769,0.6526569,-0.1712348,-0.0887793,-0.0824555
46,0.99319685,0.53452504,"('uncompetitive', 'competitive')",0.35605738,0.21654685,-1.0075327,-0.8059926,0.1139072,-0.0183069,0.1322141
