,bed_male,bed_female,tuple,bath_male,bath_female,&_male,&_female,beyond_male,beyond_female,inc_male,inc_female,average_male,average_female,male-female
69,-1.4358383,-0.14550073,"('lazy', 'industrious')",0.50661373,0.8901169,2.5519376,2.6018512,1.855169,2.0419197,-0.92544705,-0.41150135,0.510487,0.9953772,-0.4848902
0,1.4317647,0.048692644,"('unsociable', 'sociable')",0.50101846,0.31388155,-0.4664548,-0.3146644,-1.3280803,-1.1306108,-0.10233462,-0.16026607,0.0071827,-0.2485934,0.2557761
23,1.4199865,0.087558866,"('insincere', 'sincere')",-0.04187946,-0.20210227,-1.8229535,-1.7357109,-0.9975203,-0.9197977,5.9919796,5.526728,0.9099226,0.5513352,0.3585874
66,-1.3279877,-1.0647426,"('inactive', 'active')",-0.66985726,-0.6313406,1.1462836,0.86192447,0.8019616,0.7084625,0.5146625,0.5239587,0.0930126,0.0796525,0.0133601
53,-1.3170851,-1.1656586,"('uncreative', 'creative')",-0.3459143,-0.1087084,0.24096869,0.4144529,-1.5155923,-1.1962076,0.79865444,1.0444491,-0.4277937,-0.2023345,-0.2254592
27,-1.291942,-0.7135929,"('hardhearted', 'softhearted')",-0.45783705,-0.27759758,-0.9849534,-0.48005262,-0.38693175,-0.12102563,1.2194858,1.5539685,-0.3804357,-0.00766,-0.3727757
79,-1.2742522,0.10988779,"('wavering', 'unwavering')",0.2484465,0.61744326,0.9164528,0.5853704,0.5802117,0.6179944,-0.134494,-0.07791203,0.067273,0.3705568,-0.3032838
80,1.2646084,-0.51192033,"('dominated', 'dominating')",-0.9737025,-1.5272001,-1.1091168,-1.2408874,-0.2527939,-0.4584146,-1.2651839,-1.5383277,-0.4672378,-1.05535,0.5881122
47,1.2520599,0.7481818,"('stupid', 'smart')",0.9012197,0.5607528,0.73497725,0.5625577,-0.0073001087,-0.0043459274,5.6327753,5.2756705,1.7027464,1.4285634,0.274183
45,1.2442917,-0.12671395,"('incompetent', 'competent')",0.8880969,0.4461239,-1.0890034,-0.9912543,-0.15017691,-0.10964891,-0.12168433,-0.14576326,0.1543048,-0.1854513,0.3397561
19,-1.2386448,-0.45751807,"('inhospitable', 'hospitable')",-0.12297165,0.17651415,0.183494,0.22967255,0.17422909,0.29811308,-0.22113308,0.16157411,-0.2450053,0.0816712,-0.3266765
71,1.2379746,1.8352716,"('diffident', 'self-confident')",2.0080597,2.431423,0.6012147,0.980147,1.5182043,1.8422927,0.55812025,0.87504363,1.1847147,1.5928356,-0.4081209
55,1.2145336,-0.8854339,"('incompetent', 'clever')",1.0731199,0.59762293,-1.5481563,-1.2510465,-2.455348,-2.4466274,0.14402118,-0.014228798,-0.3143659,-0.7999427,0.4855768
14,1.2108091,-0.41652328,"('antisocial', 'social')",0.51943904,-0.020808743,-0.59793264,-0.7461064,-0.28172356,-0.44142333,-0.62913305,-0.80130064,0.0442918,-0.4852324,0.5295242
75,-1.2000451,-0.35068926,"('meek', 'impulsive')",-1.1936954,-1.1688222,0.3215833,0.11304613,0.579118,0.33844826,-0.5101773,-0.68982255,-0.4006433,-0.3515679,-0.0490754
15,1.1820304,0.9775836,"('boring', 'funny')",1.1198109,1.0783998,0.737979,0.46315923,0.0993137,0.13181533,0.3657728,0.23308693,0.7009813,0.576809,0.1241723
8,-1.138233,0.26125047,"('unaffectionate', 'affectionate')",1.3845081,1.9205506,-0.14562652,0.038172487,-0.3084918,0.042414308,0.8987218,1.1850878,0.1381757,0.6894951,-0.5513194
6,-1.1042391,0.77002525,"('distant', 'open')",1.7150038,2.22941,1.9517927,1.8543882,0.4056709,0.761741,0.6894533,0.83423233,0.7315363,1.2899594,-0.5584231
77,-1.1030487,-1.8700988,"('unmotivated', 'motivated')",-1.4044303,-1.4167706,-2.1950476,-1.868635,-1.684414,-1.4971119,-1.0785682,-1.100244,-1.4931017,-1.5505721,0.0574704
65,1.0876852,-0.6238843,"('insecure', 'secure')",1.0035139,0.56759524,-0.9411866,-1.1099769,-1.4810241,-1.6888171,0.012914285,-0.39175606,-0.0636195,-0.6493678,0.5857483
42,1.0761008,0.6670862,"('unreliable', 'reliable')",1.567777,1.3692544,1.5394367,1.4499855,1.1691469,1.3139597,-2.4335709,-2.1203628,0.5837782,0.5359846,0.0477936
35,-1.0658176,0.7595507,"('corrupt', 'incorrupt')",-0.42029095,0.07706819,1.7871588,1.4221051,1.3348922,1.359739,-0.28195995,-0.116555855,0.2707965,0.7003814,-0.4295849
39,1.0596907,0.3800076,"('exploitative', 'cooperative')",0.6359494,0.60507715,0.20151763,0.4062305,-0.6920049,-0.35855526,0.27170092,0.38109902,0.2953707,0.2827718,0.0125989
32,1.0524948,0.38672146,"('unkind', 'kind')",0.95326906,0.87948775,0.56248784,0.7319684,-1.3300767,-1.0995274,1.0913442,1.2103306,0.4659039,0.4217962,0.0441077
2,1.0160964,0.72973603,"('unlikable', 'likable')",1.1605024,0.98499143,1.2491153,0.8547107,0.8317797,0.76419955,0.78853613,0.8596619,1.009206,0.8386599,0.1705461
22,1.0048964,-0.056996644,"('untrustworthy', 'trustworthy')",0.08842102,-0.22873935,0.41849104,0.36146417,-0.9907157,-0.96324676,-0.5399927,-0.6334258,-0.00378,-0.3041889,0.3004089
68,-0.9846063,-1.3491914,"('dependent', 'independent')",-1.0976037,-1.1000648,-1.1312753,-0.8498474,-0.3212482,-0.22605081,-0.7775656,-0.6034231,-0.8624599,-0.8257154,-0.0367445
62,0.9325257,-0.9491597,"('incompetent', 'brilliant')",0.17730016,-0.4174038,-2.1360223,-2.1786964,-0.1762034,-0.28984588,0.34678787,0.2151674,-0.1711224,-0.7239877,0.5528653
87,0.916658,-0.2553212,"('unsuccessful', 'successful')",0.12711893,-0.08130348,0.85469383,0.7381768,1.214191,0.9530542,0.6841649,0.7955231,0.7593653,0.4300259,0.3293394
30,0.91197073,-0.20429912,"('intolerant', 'tolerant')",0.5767337,0.27530223,-1.2072556,-1.166268,-1.3214707,-1.1526268,1.0948688,1.0103438,0.0109694,-0.2475096,0.258479
41,0.88519925,0.6045424,"('unforgiving', 'forgiving')",0.09296936,0.096534885,-0.21911268,-0.16405433,-1.412227,-1.0516101,0.044900574,0.13928947,-0.1216541,-0.0750595,-0.0465946
61,0.876049,0.25287274,"('illogical', 'logical')",0.48376808,0.27468702,0.14784798,0.06982976,0.5915521,0.61613035,0.3682871,0.40989414,0.4935009,0.3246828,0.1688181
52,-0.850203,0.18207872,"('irrational', 'rational')",0.28729522,0.7209175,0.37993422,0.31580013,-0.0050523095,0.14278404,-0.2459038,-0.1429039,-0.0867859,0.2437353,-0.3305212
73,0.8427489,1.2578987,"('helpless', 'self-reliant')",0.5465123,0.748137,1.4895008,1.629834,1.5381386,1.6086361,-2.7228994,-2.4816868,0.3388002,0.5525638,-0.2137636
46,0.81955147,-1.2568468,"('uncompetitive', 'competitive')",-0.4897602,-0.94944096,-1.330845,-1.0366925,-1.3849247,-1.4989496,-0.3870963,-0.4692572,-0.5546149,-1.0422375,0.4876226
74,0.8111677,0.22695382,"('undedicated', 'dedicated')",0.59697235,0.39931518,0.054706126,0.2981968,-1.0534221,-0.9105322,0.30063266,0.32395625,0.1420113,0.067578,0.0744333
37,0.8047115,0.4071853,"('fake', 'genuine')",0.9717851,0.96296257,-0.34453958,-0.012402918,0.06364801,0.22248578,0.66469854,0.8564089,0.4320607,0.4873279,-0.0552672
70,0.78462,-0.7678105,"('lethargic', 'energetic')",-0.9852652,-1.4606979,-0.96313334,-1.0433011,-1.6101167,-1.6454371,0.9488915,0.7049929,-0.3650007,-0.8424508,0.4774501
20,-0.782104,-1.3137033,"('rough', 'thoughtful')",-1.4870024,-1.6662891,-1.0876198,-1.1417772,-1.5491399,-1.4980385,1.1151018,1.1428754,-0.7581529,-0.8953865,0.1372336
3,-0.75355333,-1.6140178,"('repellent', 'pleasant')",-1.4858212,-1.7663535,-1.5272363,-1.30265,-1.0575219,-1.1974471,0.13917784,-0.15159476,-0.936991,-1.2064126,0.2694216
18,-0.7274725,-0.506107,"('disagreeable', 'welcoming')",0.6294237,1.0103958,0.39206263,0.58993095,-0.78469944,-0.4874894,-0.32070062,-0.03092895,-0.1622772,0.1151603,-0.2774375
11,0.7188412,-0.26498652,"('unhelpful', 'helpful')",-0.4567811,-0.7858098,-1.4666402,-1.2047502,-0.35650274,-0.2460447,2.0552301,1.9815651,0.0988295,-0.1040052,0.2028347
67,0.6985379,0.5759437,"('doubtful', 'determined')",0.11361189,-0.0057351217,0.021500256,-0.14256349,0.46621028,0.46634176,-0.41568005,-0.5479495,0.176836,0.0692075,0.1076285
21,0.6888932,-1.0405482,"('immoral', 'moral')",-0.5269931,-0.8175251,-1.6213598,-1.4002198,-2.718892,-2.5538285,-0.6671732,-0.77023417,-0.9691051,-1.3164711,0.347366
88,-0.64912194,-0.5826742,"('low', 'eminent')",-0.8840961,-0.89631945,-0.15869929,-0.4603931,-1.2643508,-1.415934,0.16481766,0.23491147,-0.5582901,-0.6240819,0.0657918
38,0.6393415,0.48759604,"('untruthful', 'truthful')",-0.0697525,-0.100455746,-0.19021153,-0.09362921,0.7529339,0.81560457,0.046066497,0.116658226,0.2356756,0.2451548,-0.0094792
1,-0.61669016,0.3332954,"('unfriendly', 'friendly')",0.67647535,1.2492546,-0.07061283,0.28922978,-1.4263016,-0.78549236,1.9408681,2.2175026,0.1007478,0.660758,-0.5600102
4,-0.6089378,0.41740164,"('disliked', 'liked')",-0.32119107,-0.120424606,1.4724798,1.5486274,1.1456461,1.3025559,-6.703515,-6.141275,-1.0031036,-0.5986229,-0.4044807
24,0.58093745,0.21803446,"('dishonest', 'honest')",0.56224257,0.60678643,-1.5463021,-1.410553,-0.8615879,-0.63101286,0.9644379,0.9144002,-0.0600544,-0.0604689,0.0004145
29,0.5796272,1.1719445,"('unfair', 'fair')",1.0891275,1.1660521,-0.010733306,-0.003967665,-0.09639498,0.11756992,-0.48311752,-0.46796092,0.2157018,0.3967275,-0.1810257
28,-0.5757944,-0.80752295,"('disloyal', 'loyal')",-0.29555118,-0.25877324,-1.0111371,-0.8185102,-2.1543214,-1.7573534,0.77455217,0.85312843,-0.6524504,-0.5578063,-0.0946441
86,-0.57025105,-1.5157498,"('uninfluential', 'influential')",-0.19759977,-0.34421623,-2.1111622,-1.626185,-2.6281338,-2.3114781,-0.24925739,-0.20321223,-1.1512809,-1.2001683,0.0488874
48,0.5497751,-0.4239496,"('unintelligent', 'intelligent')",-0.49513063,-0.3427477,-2.2555785,-1.8828262,-2.6204314,-2.3414876,0.4825499,0.6309264,-0.8677631,-0.8720169,0.0042538
83,0.52286166,0.046588294,"('powerless', 'powerful')",0.6016431,0.39208648,-0.81306916,-0.8214669,-1.0122443,-0.9898788,-0.9251291,-0.81531215,-0.3251876,-0.4375966,0.112409
7,0.5096636,-0.84995085,"('insensitive', 'sensitive')",0.5177103,0.35244218,-0.59817517,-0.3830875,-2.0895839,-1.9998752,0.82172436,0.9770441,-0.1677322,-0.3806854,0.2129532
49,-0.4894006,-0.664461,"('unable', 'able')",0.15317395,0.18603271,-1.0353583,-1.1205199,-0.9001452,-0.9839667,-0.3914137,-0.28321147,-0.5326287,-0.5732253,0.0405966
26,-0.45660424,-0.15649116,"('hardhearted', 'benevolent')",1.4982597,1.8199271,1.3784951,1.3741765,-0.22887108,0.11217666,1.807086,2.1085305,0.7996731,1.051664,-0.2519909
34,-0.41973084,-0.5602177,"('mean', 'honorable')",-0.30913243,-0.24173246,-0.9523127,-0.85013944,0.32087383,0.32996732,5.884828,5.6890364,0.9049052,0.8733828,0.0315224
84,0.40240872,0.970301,"('inferior', 'superior')",0.7110891,0.90777516,0.091282524,0.23085243,-0.19527423,0.039380454,0.65846825,0.841697,0.3335948,0.5980012,-0.2644064
44,-0.4019339,0.071659975,"('prejudiced', 'unprejudiced')",-0.34944996,-0.42944565,0.42577302,-0.088925295,1.5464284,1.231467,-1.1546065,-1.1845341,0.0132422,-0.0799556,0.0931978
59,-0.3952282,0.5138594,"('foolish', 'wise')",0.50094306,0.6315867,1.4320593,1.4718616,-0.107013784,0.18365246,0.23810545,0.43623042,0.3337731,0.6474381,-0.313665
17,-0.36950287,-0.5077977,"('nasty', 'nice')",0.29648283,0.32129973,-0.6031351,-0.59146506,-0.94486755,-0.7333086,-0.6926948,-0.67865324,-0.4627435,-0.437985,-0.0247585
58,-0.33718762,-0.72351575,"('undiscriminating', 'discriminating')",-0.29531193,-0.41094556,-0.5058651,-0.5468309,-1.1215727,-1.1788403,-0.21313722,-0.13221253,-0.4946149,-0.598469,0.1038541
76,0.30317047,-0.94714123,"('anxious', 'daring')",-0.23461708,-0.82010734,0.22639972,-0.2699152,-0.98406035,-1.2803602,0.5191534,0.11401118,-0.0339908,-0.6407025,0.6067117
54,-0.2938304,-0.09223051,"('incapable', 'capable')",0.9222454,1.0621601,0.29825693,0.13836963,-0.21951629,-0.15887643,1.1799797,1.2834362,0.3774271,0.4465718,-0.0691447
63,0.29282567,-0.7764806,"('unperceptive', 'insightful')",-0.97452146,-1.1961827,0.3822181,0.7433293,-1.5991892,-1.3190879,0.9088095,1.1789386,-0.1979715,-0.2738966,0.0759251
40,-0.24144857,-0.13513254,"('stingy', 'generous')",-0.20290366,0.15232715,-1.1425774,-0.81146926,-0.605053,-0.22855642,-1.7823277,-1.3370568,-0.794862,-0.4719776,-0.3228844
51,0.2211788,-0.9893822,"('uneducated', 'educated')",-0.61495477,-0.72244596,-0.35025167,-0.17916936,-0.89964,-0.84188145,0.29254913,0.2232154,-0.2702237,-0.5019328,0.2317091
16,-0.21017945,0.112195045,"('unpopular', 'popular')",-0.12507352,-0.049356047,1.0403059,1.0319767,0.66796285,0.6243125,0.43261012,0.34539247,0.3611252,0.4129042,-0.051779
82,0.19217817,-0.85485584,"('poor', 'rich')",-0.4029827,-0.7241063,0.10941588,-0.181645,-1.1733475,-1.5170037,6.465262,5.9585423,1.0381052,0.5361863,0.5019189
50,0.16469057,0.25657907,"('clumsy', 'skillful')",-0.039303266,-0.08037434,2.1540976,2.1279752,1.670753,1.6008645,0.42337686,0.6744394,0.874723,0.9158968,-0.0411738
64,0.16035862,-0.25653177,"('shy', 'confident')",-0.07950482,-0.25432995,0.07670301,0.012321562,0.4069497,0.4025419,-6.5141015,-6.323567,-1.189919,-1.283913,0.093994
78,0.14926195,-0.18854436,"('nonresilient', 'resilient')",0.10394769,0.045440324,-0.41257715,-0.18642755,0.53219414,0.47882742,0.5184494,0.6689134,0.1782552,0.1636418,0.0146134
9,-0.14810573,0.67220336,"('unaffectionate', 'caring')",1.1070646,1.4923646,-0.3150132,0.073091574,-0.21142836,0.20022738,1.4319571,1.7531673,0.3728949,0.8382108,-0.4653159
72,0.13775647,-0.13919587,"('unambitious', 'ambitious')",0.3924085,0.27379724,-0.812709,-0.6262803,0.8687994,0.8746248,-0.1367409,-0.09882839,0.0899029,0.0568235,0.0330794
33,0.08758047,0.6638409,"('wrong', 'right')",-0.633367,-0.32645094,0.7800137,1.0024679,0.8402754,1.2313833,-0.38367888,-0.08032076,0.1381647,0.4981841,-0.3600194
81,0.07249169,-2.1275718,"('submissive', 'aggressive')",-1.2012752,-1.8066539,-1.6643686,-1.8338656,-1.0721649,-1.36412,-1.010031,-1.3320068,-0.9750696,-1.6928436,0.717774
57,-0.06740406,-0.97432643,"('unimaginative', 'imaginative')",0.07360189,-0.32713258,-1.034767,-1.0332702,-2.0860355,-2.0055354,-2.4407268,-2.265121,-1.1110662,-1.3210771,0.2100109
10,0.0065953694,-1.7435507,"('unsympathetic', 'sympathetic')",-0.989771,-1.388162,-3.0378995,-2.8650377,-2.5357416,-2.469286,-0.23009473,-0.37086228,-1.3573824,-1.7673796,0.4099972
