,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,male-female
85,0.71870095,0.7920825,"('insignificant', 'prestigious')",-1.3285446,-1.6768035,-1.3849763,-1.7760549,0.18527204,0.2117718,-0.452387,-0.612251,0.159864
2,0.69687355,0.4610642,"('unlikable', 'likable')",0.87214345,0.79588306,0.8527378,0.75923413,0.4731309,0.42194825,0.7237214,0.6095324,0.114189
87,0.6922145,0.43789178,"('unsuccessful', 'successful')",0.33096713,0.28657758,0.07740125,0.3057671,0.40040094,0.38900054,0.375246,0.3548093,0.0204367
88,-0.68761295,-0.85515827,"('low', 'eminent')",-0.72956765,-1.1447461,-0.18898106,-0.34547582,0.41620487,0.1260424,-0.2974892,-0.5548345,0.2573453
81,-0.67201215,-1.200455,"('submissive', 'aggressive')",0.3026895,-0.2626185,0.98138756,0.8031362,-0.026307106,-0.5605452,0.1464394,-0.3051206,0.45156
33,0.66558903,0.66535145,"('wrong', 'right')",0.16137221,0.24809723,0.0010692179,0.027336858,-0.80422366,-0.71040136,0.0059517,0.057596,-0.0516443
61,-0.6644673,-0.8700358,"('illogical', 'logical')",-0.6169935,-0.6111376,-0.6077221,-0.43162948,-0.0022724345,-0.047704663,-0.4728638,-0.4901269,0.0172631
84,0.6555174,0.6765821,"('inferior', 'superior')",0.14490366,0.33587813,-0.16525155,-0.1115502,0.7847973,0.88270324,0.3549917,0.4459033,-0.0909116
9,-0.6551861,-0.34277996,"('unaffectionate', 'caring')",-2.2799776,-2.200519,-2.0532637,-1.9948424,0.47112963,0.646202,-1.1293244,-0.9729848,-0.1563396
65,-0.634211,-0.96044016,"('insecure', 'secure')",-0.30225644,-0.5162096,0.5297783,0.7815925,-0.32876194,-0.46994624,-0.1838628,-0.2912509,0.1073881
75,0.5890654,0.53263324,"('meek', 'impulsive')",0.7497565,0.43791905,-0.25220123,-0.6807501,-0.31316388,-0.3401343,0.1933642,-0.012583,0.2059472
17,-0.5425382,-0.6704548,"('nasty', 'nice')",-0.6059353,-0.5434714,0.02175109,0.06588495,-0.8044577,-0.8227181,-0.4827951,-0.4926898,0.0098947
5,0.5387672,0.5142597,"('distant', 'outgoing')",-0.7051103,-0.54710346,-1.2461797,-1.3029891,-0.7431171,-0.50574946,-0.53891,-0.4603956,-0.0785144
76,-0.5349474,-1.0169973,"('anxious', 'daring')",0.9639226,0.63905674,1.173281,1.0604081,0.87058264,0.65667236,0.6182097,0.334785,0.2834247
25,-0.502348,-0.5192766,"('egoistic', 'altruistic')",-0.13986652,-0.22864123,-0.048809774,-0.12150043,1.0916364,1.1656436,0.100153,0.0740563,0.0260967
31,-0.44624633,-0.25988695,"('evil', 'good')",-0.7016061,-0.5518492,-1.2810206,-1.2916566,-1.5073202,-1.238323,-0.9840483,-0.8354289,-0.1486194
66,0.40952778,0.38932407,"('inactive', 'active')",0.7346583,0.95767677,-0.17713012,-0.0154930055,0.48541948,0.7662482,0.3631189,0.524439,-0.1613201
62,-0.37610802,-0.4417883,"('incompetent', 'brilliant')",-0.25007197,-0.59211606,-0.24202129,-0.22170569,0.40560716,0.23730546,-0.1156485,-0.2545761,0.1389276
15,-0.37069118,-0.62662435,"('boring', 'funny')",0.6550773,0.60048974,0.7273794,0.51149786,0.22871542,0.2324017,0.3101202,0.1794412,0.130679
72,-0.36967614,-0.18283573,"('unambitious', 'ambitious')",-1.0663093,-1.0915586,-0.52775687,-0.5776511,-0.83835495,-0.8725748,-0.7005243,-0.681155,-0.0193693
42,0.3666304,0.26705775,"('unreliable', 'reliable')",0.49318013,0.48029715,0.34914082,0.39899507,-2.9183178,-2.8561006,-0.4273416,-0.4274377,9.61e-05
34,-0.3657357,-0.28626552,"('mean', 'honorable')",0.13583927,0.042285703,0.30997643,0.38793096,5.7393556,5.8165298,1.4548589,1.4901202,-0.0352613
26,-0.35400596,-0.08116655,"('hardhearted', 'benevolent')",-0.054225937,0.06670011,0.1792484,0.31218383,0.89390916,0.8765628,0.1662314,0.29357,-0.1273386
79,0.35372892,0.22466627,"('wavering', 'unwavering')",0.06419977,-0.07645128,-0.813645,-1.0829681,-0.16119489,-0.08618807,-0.1392278,-0.2552353,0.1160075
56,0.34109515,0.23514085,"('impractical', 'practical')",0.567063,0.42970014,1.1823399,1.1543735,0.20950891,-0.15700293,0.5750017,0.4155529,0.1594488
44,0.32253316,-0.18390118,"('prejudiced', 'unprejudiced')",0.73378193,0.620702,0.7373167,0.64307594,-1.3750331,-1.4829879,0.1046497,-0.1007778,0.2054275
11,-0.2743909,-0.44019604,"('unhelpful', 'helpful')",-0.5382411,-0.9557046,-0.20229611,-0.4147719,2.0620916,1.6868283,0.2617909,-0.0309611,0.292752
63,-0.25548232,-0.1954243,"('unperceptive', 'insightful')",-0.9987428,-1.1435586,-0.63617224,-0.5790816,1.1193569,1.1438437,-0.1927601,-0.1935552,0.0007951
52,0.24080849,0.23338969,"('irrational', 'rational')",-0.8082411,-0.81023204,-1.5354381,-1.719179,-0.7665723,-0.73532677,-0.7173607,-0.7578371,0.0404764
18,-0.2398751,-0.24645887,"('disagreeable', 'welcoming')",-0.10049118,-0.20309025,-0.22875446,-0.5462939,-0.37671342,-0.28455514,-0.2364585,-0.3200995,0.083641
8,-0.23880522,0.055150192,"('unaffectionate', 'affectionate')",-2.3322082,-2.2803936,-2.6394136,-2.6836197,-0.24078211,-0.06568419,-1.3628024,-1.2436368,-0.1191656
47,-0.2328481,-0.27402624,"('stupid', 'smart')",-0.32816553,-0.33285305,0.50635785,0.7496826,4.8602915,4.9814425,1.2014089,1.2810614,-0.0796525
6,0.22593614,0.35102966,"('distant', 'open')",-0.9522723,-0.58267987,-1.2562121,-1.1823957,-0.35079908,0.07533546,-0.5833368,-0.3346776,-0.2486592
54,-0.21968685,-0.4820596,"('incapable', 'capable')",-0.45027962,-0.7499642,-0.593628,-0.83184046,0.7594437,0.7138809,-0.1260377,-0.3374958,0.2114581
82,0.19486104,0.09836136,"('poor', 'rich')",0.36707473,0.35549855,0.7621047,0.7747334,6.1287246,6.2380033,1.8631912,1.8666492,-0.003458
30,-0.17044324,-0.44340464,"('intolerant', 'tolerant')",0.021744108,-0.33097088,1.1698611,1.0924352,1.7126867,1.4352636,0.6834621,0.4383308,0.2451313
43,0.17032146,0.14890489,"('irresponsible', 'responsible')",-0.96346974,-1.163838,-0.55434144,-0.4696686,0.7338009,0.547449,-0.1534222,-0.2342882,0.080866
37,-0.16816285,0.03449247,"('fake', 'genuine')",-0.19257692,0.26163763,-0.7363681,-0.36751986,0.03635417,0.35320982,-0.2651884,0.070455,-0.3356434
29,-0.14829156,0.018890208,"('unfair', 'fair')",-1.0849501,-0.7479829,-1.8346064,-1.6179925,-1.1230247,-0.9011786,-1.0477183,-0.812066,-0.2356523
12,-0.14675501,0.13087454,"('unsupportive', 'supportive')",-1.9600468,-1.9924732,-1.4684168,-1.4616708,-1.9938725,-1.9640597,-1.3922728,-1.3218323,-0.0704405
38,0.12869145,0.071708724,"('untruthful', 'truthful')",-0.8793981,-1.2417189,-0.6867365,-0.8072043,0.39962283,0.13817425,-0.2594551,-0.4597601,0.200305
78,-0.120908804,0.25746378,"('nonresilient', 'resilient')",-0.8749178,-0.69770885,-1.1959883,-1.0795592,0.3250438,0.41656846,-0.4666928,-0.2758089,-0.1908839
68,-0.10628712,-0.22581904,"('dependent', 'independent')",-0.5236377,-0.30233365,-0.81185704,-0.7115532,-0.59102637,-0.46091446,-0.5082021,-0.4251551,-0.083047
80,0.09228817,0.08765163,"('dominated', 'dominating')",-0.21415497,-0.2632279,0.172182,0.4502241,-1.2124239,-1.262884,-0.2905272,-0.247059,-0.0434682
50,0.083373725,0.14617184,"('clumsy', 'skillful')",0.18204325,0.36160827,0.016548127,0.100665346,0.17288649,0.27516627,0.1137129,0.2209029,-0.10719
36,-0.0812017,-0.047209136,"('hostile', 'amicable')",-0.33794042,-0.23037986,-1.0599272,-1.1587772,-0.4856987,-0.37327862,-0.491192,-0.4524112,-0.0387808
13,0.06611175,-0.23489216,"('impolite', 'polite')",0.5452822,0.40935344,1.3615851,1.4538195,0.2900077,0.17580509,0.5657467,0.4510215,0.1147252
74,-0.052035253,0.045740653,"('undedicated', 'dedicated')",-0.61284673,-0.70428437,-0.53361183,-0.5630506,-0.008271843,-0.11128273,-0.3016914,-0.3332193,0.0315279
64,0.047366336,-0.11162183,"('shy', 'confident')",-0.28131807,-0.27558517,-0.64816314,-0.46145895,-6.2459493,-6.5437236,-1.782016,-1.8480973,0.0660813
83,-0.039706104,0.05890943,"('powerless', 'powerful')",-0.37542838,-0.49971926,-1.2361407,-1.2348549,-0.8012599,-0.82824683,-0.6131338,-0.6259779,0.0128441
51,0.018778026,-0.026863627,"('uneducated', 'educated')",-0.31731987,-0.3912491,0.042574298,0.00359378,0.5605519,0.49068356,0.0761461,0.0190412,0.0571049
71,-0.012099905,0.070075884,"('diffident', 'self-confident')",-0.4427697,-0.40083617,-0.4883687,-0.522647,0.2551712,0.35276222,-0.1720168,-0.1251613,-0.0468555
4,0.0028284155,0.26359478,"('disliked', 'liked')",-0.48845178,-0.54555476,-0.84552014,-1.0586836,-5.8016806,-5.8417115,-1.783206,-1.7955887,0.0123827
39,-0.0013259444,-0.24965253,"('exploitative', 'cooperative')",0.34374914,0.22949064,0.36765683,0.43935302,-0.2539082,-0.4149516,0.114043,0.0010599,0.1129831
