,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,male-female
48,-1.9266965,-1.7721374,"('unintelligent', 'intelligent')",-1.4698269,-1.5338658,-0.62117434,-0.5192006,0.46849892,0.3296499,-0.8872997,-0.8738884,-0.0134113
1,-1.7505016,-1.4287829,"('unfriendly', 'friendly')",-2.214987,-2.1376598,-2.0496905,-2.0733442,1.0558922,1.1887105,-1.2398217,-1.1127691,-0.1270526
86,-1.7494577,-1.4946517,"('uninfluential', 'influential')",-2.0366805,-2.1120918,-1.9901925,-1.828808,-0.409507,-0.53947353,-1.5464593,-1.4937562,-0.0527031
28,-1.712489,-1.6093367,"('disloyal', 'loyal')",-2.0617793,-2.1532912,-1.7560623,-1.6277453,0.48362845,0.48673856,-1.2616756,-1.2259086,-0.035767
57,-1.700236,-1.7849241,"('unimaginative', 'imaginative')",-0.92926675,-1.109185,-0.68636453,-0.90753925,-2.3231819,-2.6211233,-1.4097624,-1.605693,0.1959306
10,-1.6480898,-1.644284,"('unsympathetic', 'sympathetic')",-1.5875889,-1.6926513,-0.9483991,-0.8520898,0.17348687,-0.099554054,-1.0026478,-1.0721447,0.0694969
40,-1.614224,-1.0750679,"('stingy', 'generous')",-0.950969,-0.6535484,-0.81611824,-0.62023205,-1.5579369,-1.2481258,-1.234812,-0.8992435,-0.3355685
27,-1.5482392,-1.3010628,"('hardhearted', 'softhearted')",-1.4043232,-0.9973627,-0.968223,-0.60845333,0.7380764,1.1362464,-0.7956772,-0.4426581,-0.3530191
3,-1.4363161,-1.5180254,"('repellent', 'pleasant')",-0.24568282,-0.52669734,0.011485867,-0.06188828,0.3058306,0.043077737,-0.3411706,-0.5158833,0.1747127
7,-1.3317891,-1.3030927,"('insensitive', 'sensitive')",-0.6626217,-0.566781,-0.31162938,-0.07281577,0.5562438,0.70266455,-0.4374491,-0.3100063,-0.1274428
24,-1.319516,-1.281034,"('dishonest', 'honest')",-0.957175,-0.9970932,-0.46907,-0.32082018,0.8911767,0.82222974,-0.4636461,-0.4441794,-0.0194667
32,-1.2458918,-1.4039974,"('unkind', 'kind')",-0.2316693,-0.29934782,0.4750791,0.47841325,1.0614104,0.97536457,0.0147321,-0.0623919,0.077124
53,-1.1563616,-1.0098008,"('uncreative', 'creative')",-1.0061405,-0.9609067,-0.65660423,-0.6966534,0.89184815,1.0088122,-0.4818146,-0.4146371,-0.0671775
45,-1.0584025,-0.9864033,"('incompetent', 'competent')",-0.7123603,-0.741021,-0.38344967,-0.13847987,-0.14652422,-0.29517266,-0.5751842,-0.5402692,-0.034915
73,1.0389621,1.2745383,"('helpless', 'self-reliant')",0.07398405,0.1490401,-0.37607425,-0.32660896,-3.5171702,-3.3833175,-0.6950746,-0.571587,-0.1234876
41,-0.9911905,-0.95177555,"('unforgiving', 'forgiving')",-0.6889117,-0.7499578,-0.1991632,-0.18897358,0.009534169,-0.107083276,-0.4674328,-0.4994476,0.0320148
23,-0.9787556,-1.2023165,"('insincere', 'sincere')",-0.8246288,-1.238433,-0.07936353,-0.17628756,5.442285,5.289812,0.8898843,0.6681937,0.2216906
70,-0.95844746,-1.0078799,"('lethargic', 'energetic')",-0.25185713,-0.41166046,0.18134278,0.23971248,0.85158175,0.8809698,-0.044345,-0.0747145,0.0303695
55,-0.9581127,-0.97233486,"('incompetent', 'clever')",-0.9988391,-1.0922916,-0.5934001,-0.41442037,0.22259459,0.032485746,-0.5819394,-0.6116403,0.0297009
58,-0.92567474,-0.66192746,"('undiscriminating', 'discriminating')",-0.9015528,-0.8576798,-1.2152925,-1.0870692,-0.14781171,-0.1855486,-0.7975829,-0.6980563,-0.0995266
0,-0.913936,-0.8914555,"('unsociable', 'sociable')",-1.4347076,-1.4111135,-0.8131998,-0.56397814,-0.3553214,-0.51253045,-0.8792912,-0.8447694,-0.0345218
67,0.9110086,0.7104115,"('doubtful', 'determined')",0.9180858,1.0722058,0.79618305,0.9367065,0.057498895,0.031980384,0.6706941,0.687826,-0.0171319
14,-0.90971774,-1.079544,"('antisocial', 'social')",-0.0668242,-0.25276956,0.96704423,1.0983071,-0.42174205,-0.6092004,-0.1078099,-0.2108017,0.1029918
19,0.86050594,0.8424083,"('inhospitable', 'hospitable')",-0.74294055,-0.5722214,-1.2414533,-1.3208334,-0.5516222,-0.42570764,-0.4188775,-0.3690885,-0.049789
16,-0.8604698,-0.8080098,"('unpopular', 'popular')",0.24086463,0.16915622,-0.3221649,-0.51052254,0.68279624,0.73855793,-0.0647435,-0.1027046,0.0379611
77,-0.8116655,-0.97342616,"('unmotivated', 'motivated')",-0.31694177,-0.6151916,-0.32382894,-0.36114794,-0.6557431,-0.95485485,-0.5270448,-0.7261552,0.1991104
22,-0.8088778,-0.9322355,"('untrustworthy', 'trustworthy')",-0.8560135,-0.9864187,-0.45215717,-0.4662433,-1.5341212,-1.5440372,-0.9127924,-0.9822336,0.0694412
60,-0.7961072,-0.8139739,"('inefficient', 'efficient')",-0.21865891,-0.360927,0.89720714,1.2914534,0.5886785,0.2911161,0.1177799,0.1019171,0.0158628
46,-0.7946135,-0.858266,"('uncompetitive', 'competitive')",-0.8693788,-1.226939,-0.7024625,-0.73113304,0.0033525305,-0.35667172,-0.5907755,-0.7932525,0.202477
49,-0.78216636,-0.9732745,"('unable', 'able')",-0.8000684,-0.93592334,-0.9836027,-1.023892,-0.5254673,-0.5553073,-0.7728262,-0.8720993,0.0992731
69,0.77943194,0.7788773,"('lazy', 'industrious')",1.3566127,1.7127844,1.1190342,1.426865,-0.51484686,-0.12812546,0.685058,0.9476003,-0.2625423
21,-0.77399766,-1.0480055,"('immoral', 'moral')",-0.8057025,-1.0624604,-0.26668355,-0.2549601,-0.6491828,-0.974493,-0.6238917,-0.8349798,0.2110881
35,0.75091875,0.74360394,"('corrupt', 'incorrupt')",0.29140174,0.6281738,-0.38529485,-0.2980398,-0.66064274,-0.31525302,-0.0009043,0.1896212,-0.1905255
59,0.73909485,0.80993575,"('foolish', 'wise')",-0.21678947,0.08159287,-0.87622553,-0.83449024,-0.26933056,-0.027903879,-0.1558127,0.0072836,-0.1630963
20,-0.72428083,-0.51151145,"('rough', 'thoughtful')",-0.5482836,-0.3026212,-0.22415957,0.19479367,0.6908132,0.7950615,-0.2014777,0.0439306,-0.2454083
