,american_male,american_female,tuple,electric_male,electric_female,power_male,power_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
36,-1.5478182,-1.8200504,"('hostile', 'amicable')",0.24755393,0.016748205,-0.22654077,-0.5086228,-0.66101366,-0.8240184,0.6421378,0.28980285,-0.3091362,-0.5692281,0.2600919
16,-1.4728041,-1.3655239,"('unpopular', 'popular')",0.015034627,0.031638082,-0.3128741,-0.3426846,-0.60805666,-0.6295004,0.94719577,0.7460362,-0.2863009,-0.3120069,0.025706
73,1.4138098,1.3763721,"('helpless', 'self-reliant')",1.5636107,1.4901097,1.0930996,1.0104605,0.9132523,0.96663535,-3.552186,-3.4079642,0.2863173,0.2871226,-0.0008053
66,1.3031179,1.1121573,"('inactive', 'active')",0.10959977,0.040398,-0.12995693,-0.19862661,0.17152822,0.106086895,0.95076656,0.8888444,0.4810111,0.389772,0.0912391
26,1.1838875,0.91831243,"('hardhearted', 'benevolent')",1.513167,1.4926815,1.2739966,1.1348606,1.9789615,1.9372874,1.6688399,1.6481138,1.5237704,1.4262511,0.0975193
24,1.1797822,1.1413068,"('dishonest', 'honest')",-1.0868291,-1.0061771,-0.8339798,-0.5743811,-0.75437135,-0.76289016,1.0167236,0.9318068,-0.0957349,-0.0540669,-0.041668
29,-1.1654794,-1.2563076,"('unfair', 'fair')",-0.34781832,-0.3503775,-0.15715297,-0.12603866,-0.9742951,-1.0861814,-0.60143924,-0.69908607,-0.649237,-0.7035983,0.0543613
31,-1.1613735,-1.2061952,"('evil', 'good')",0.16447355,0.17117001,0.029807223,-0.018048234,-0.29115966,-0.17932554,-1.1394961,-1.2793573,-0.4795497,-0.5023513,0.0228016
77,-1.1244962,-0.9951407,"('unmotivated', 'motivated')",-1.1883042,-1.1899221,-0.44859198,-0.2466753,-0.7172996,-0.6725509,-1.0282487,-0.9610988,-0.9013882,-0.8130775,-0.0883107
78,-1.0297072,-0.870672,"('nonresilient', 'resilient')",-0.9765097,-0.8037959,-0.119403236,-0.088844225,-0.548188,-0.50526035,0.22650069,0.24855666,-0.4894615,-0.4040031,-0.0854584
39,1.0017612,1.146698,"('exploitative', 'cooperative')",-0.618445,-0.48789474,-0.44790176,-0.27960196,1.0074332,1.1927243,0.14224994,0.28977346,0.2170195,0.3723398,-0.1553203
51,0.99242836,1.0872242,"('uneducated', 'educated')",-0.7228239,-0.646237,-0.94658214,-0.7652066,-0.2547389,-0.16158414,0.2807703,0.30147198,-0.1301893,-0.0368663,-0.093323
40,0.9866113,1.0030668,"('stingy', 'generous')",0.38865086,0.59259003,0.058784556,0.14151976,-0.4029535,-0.28934214,-1.9748654,-1.8843197,-0.1887544,-0.087297,-0.1014574
49,-0.9802426,-0.86687815,"('unable', 'able')",-0.8076773,-0.8381274,-0.4582988,-0.40895718,-1.10775,-1.1303847,-0.37052667,-0.32132012,-0.7448991,-0.7131335,-0.0317656
81,0.92438823,1.2786964,"('submissive', 'aggressive')",-0.77138644,-0.5641371,-0.3164578,-0.01276122,0.08821416,0.20869315,-1.0006666,-0.82016665,-0.2151817,0.0180649,-0.2332466
80,0.9191766,0.9264404,"('dominated', 'dominating')",-0.16390441,-0.14649016,0.16278897,0.3137288,0.9591963,0.9934835,-1.5319636,-1.4146954,0.0690588,0.1344934,-0.0654346
48,0.91451746,0.902225,"('unintelligent', 'intelligent')",-0.3801301,-0.39051348,-0.3116631,-0.23492704,-0.99355304,-1.0468253,0.7234145,0.62995046,-0.0094829,-0.0280181,0.0185352
47,-0.89173526,-0.7386738,"('stupid', 'smart')",-0.8633317,-0.7695761,-0.044278674,0.06358638,0.59526104,0.63319683,5.834792,5.807826,0.9261415,0.9992719,-0.0731304
1,-0.88239,-0.8605798,"('unfriendly', 'friendly')",-0.88119256,-0.9340188,0.22712001,0.13621554,-0.6515717,-0.80126697,2.124794,1.7687716,-0.0126481,-0.1381757,0.1255276
12,0.8733245,1.1778471,"('unsupportive', 'supportive')",-0.41188797,-0.22949421,0.12418795,0.34993067,-1.2423741,-0.9844272,-2.1024761,-1.7907951,-0.5518452,-0.2953877,-0.2564575
0,-0.87329847,-0.6850064,"('unsociable', 'sociable')",-2.1580791,-2.0800188,-1.2731005,-1.1884775,-0.20573814,-0.28298986,-0.52486145,-0.61940753,-1.0070155,-0.9711801,-0.0358354
28,0.82914835,0.9384784,"('disloyal', 'loyal')",-1.106471,-1.0880373,-0.33718187,-0.35308534,-0.6642607,-0.8393539,1.1523671,0.8865271,-0.0252796,-0.0910942,0.0658146
8,-0.81375825,-0.8196667,"('unaffectionate', 'affectionate')",-0.6911394,-0.7558989,-0.6137315,-0.7778365,-1.8144417,-1.9018267,0.72050315,0.5936301,-0.6425135,-0.7323198,0.0898063
11,0.78449935,0.9951733,"('unhelpful', 'helpful')",-1.0070772,-0.9315699,-0.5211271,-0.36352903,-0.351793,-0.121301614,2.2471876,2.363488,0.2303379,0.3884521,-0.1581142
45,-0.7343642,-0.34666574,"('incompetent', 'competent')",-2.6620429,-2.4535131,-1.8634056,-1.5669774,-1.9051851,-1.7689544,-0.7943915,-0.6825185,-1.5918779,-1.3637259,-0.228152
53,-0.7205074,-0.5453487,"('uncreative', 'creative')",-0.44419375,-0.29444253,0.26495188,0.4112894,-0.5001928,-0.44613856,1.0347093,0.9836442,-0.0730465,0.0218008,-0.0948473
64,0.67379355,0.80112994,"('shy', 'confident')",-0.12462857,0.08166355,-0.0072193295,0.20980875,0.77345544,0.8291289,-6.703464,-6.24782,-1.0776126,-0.8652178,-0.2123948
22,-0.67079484,-0.48200577,"('untrustworthy', 'trustworthy')",-1.9737338,-1.8365338,-1.6535788,-1.336295,-0.31292114,-0.12832475,-1.0784603,-0.8607121,-1.1378977,-0.9287744,-0.2091233
4,-0.64310485,-0.54993975,"('disliked', 'liked')",1.1528215,1.1185217,0.9587584,0.759117,-0.18642591,-0.27307463,-6.6103745,-6.465091,-1.0656651,-1.0820934,0.0164283
72,0.611461,0.81586206,"('unambitious', 'ambitious')",0.31635234,0.408809,0.6594043,0.7797181,-0.92931515,-0.77959615,-0.90603065,-0.72313964,-0.0496256,0.1003307,-0.1499563
76,0.6096218,0.7152768,"('anxious', 'daring')",-1.4692676,-1.3699319,-0.89841247,-0.69010264,0.077189654,0.24231452,-0.32144693,-0.12634313,-0.4004631,-0.2457573,-0.1547058
5,-0.60314906,-0.74217033,"('distant', 'outgoing')",0.6533103,0.63558644,0.6937844,0.63196754,-0.62701684,-0.6330307,-0.05578089,-0.009341305,0.0122296,-0.0233977,0.0356273
