,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,male-female
57,-0.966819,-0.74642557,"('unimaginative', 'imaginative')",0.86854714,1.0717119,-1.2282441,-0.96359384,-2.217099,-2.087016,-0.8859037,-0.6813309,-0.2045728
42,0.9390448,1.0031563,"('unreliable', 'reliable')",-1.001733,-0.9200407,0.5512582,0.5785054,-2.2685475,-2.2314117,-0.4449944,-0.3924477,-0.0525467
43,-0.93706423,-0.9073725,"('irresponsible', 'responsible')",0.7187048,0.6371571,0.059491355,-0.10222265,1.3371305,1.2762395,0.2945656,0.2259504,0.0686152
63,-0.93470556,-0.92633224,"('unperceptive', 'insightful')",0.9805241,0.8814419,0.4564552,0.22402553,1.0275044,0.9486231,0.3824446,0.2819396,0.100505
41,-0.879383,-0.7132619,"('unforgiving', 'forgiving')",-0.5081769,-0.5728016,0.42370063,0.511653,-0.06982452,-0.2411433,-0.2584209,-0.2538884,-0.0045325
26,-0.85333025,-0.77122843,"('hardhearted', 'benevolent')",-0.36853293,-0.44717634,0.026583103,0.088866755,1.7386173,1.5856613,0.1358343,0.1140308,0.0218035
78,-0.84592825,-0.8717335,"('nonresilient', 'resilient')",0.8023178,0.74945354,-0.43228394,-0.6202481,0.0058762357,-0.112149954,-0.1175045,-0.2136695,0.096165
54,-0.8360892,-0.8402384,"('incapable', 'capable')",-0.6071323,-0.564968,-0.48794362,-0.46451733,0.6547782,0.60660696,-0.3190967,-0.3157792,-0.0033175
55,-0.83546966,-0.7790918,"('incompetent', 'clever')",2.899085,2.7363353,1.0227616,0.8088012,1.2222536,1.0805322,1.0771576,0.9616442,0.1155134
66,-0.8188838,-0.95683235,"('inactive', 'active')",-1.9202157,-1.7752988,-1.4510638,-1.4228823,-0.12461645,-0.26672506,-1.0786949,-1.1054347,0.0267398
58,-0.8105902,-0.7117555,"('undiscriminating', 'discriminating')",0.28152105,0.3430631,-0.6529443,-0.6123352,0.23142444,0.27184954,-0.2376473,-0.1772945,-0.0603528
32,-0.7940304,-0.77674437,"('unkind', 'kind')",0.7524676,0.62494165,0.6077323,0.46884322,1.6770883,1.434819,0.5608144,0.4379649,0.1228495
7,-0.78033274,-0.73230463,"('insensitive', 'sensitive')",1.1472543,1.0505364,0.8368343,0.5332231,1.048229,0.8573852,0.5629962,0.42721,0.1357862
52,-0.74406356,-0.70212495,"('irrational', 'rational')",-2.2453213,-2.151825,-1.5544499,-1.2182405,-0.5713534,-0.71493185,-1.278797,-1.1967806,-0.0820164
48,-0.74293584,-0.94998777,"('unintelligent', 'intelligent')",2.8290913,2.5826666,0.4956869,0.073644936,1.350991,1.0177393,0.9832084,0.6810158,0.3021926
12,-0.7393649,-0.6845384,"('unsupportive', 'supportive')",0.70308816,0.7147831,-0.32912582,-0.34727347,-1.3444699,-1.5638462,-0.4274681,-0.4702188,0.0427507
64,0.710934,0.51563394,"('shy', 'confident')",-0.03524926,-0.14776656,-0.19321458,-0.4303108,-6.0708237,-6.230243,-1.3970884,-1.5731716,0.1760832
74,-0.70963454,-0.53326523,"('undedicated', 'dedicated')",0.47951072,0.4948993,0.15349074,0.2824957,0.26972097,0.37142578,0.048272,0.1538889,-0.1056169
85,-0.7007748,-0.62239003,"('insignificant', 'prestigious')",-2.3710544,-2.1962276,-1.1555017,-0.7975871,-0.6591283,-0.6157528,-1.2216148,-1.0579894,-0.1636254
5,-0.6535075,-0.5658057,"('distant', 'outgoing')",-3.0413716,-2.8129106,-2.0003476,-1.8022591,-1.2527336,-1.1684269,-1.7369901,-1.5873506,-0.1496395
79,-0.6508346,-0.46512067,"('wavering', 'unwavering')",-2.2527559,-1.9664071,-1.7620871,-1.3773106,-0.80865824,-0.6730276,-1.3685839,-1.1204665,-0.2481174
82,-0.6242114,-0.55285394,"('poor', 'rich')",0.8281673,0.7864329,0.21051744,0.31182787,6.968925,6.983943,1.8458496,1.8823375,-0.0364879
20,0.60145336,0.558288,"('rough', 'thoughtful')",1.5680436,1.5803225,0.20403042,0.10492098,0.48259872,0.6325604,0.7140316,0.7190229,-0.0049913
51,-0.5986698,-0.5366873,"('uneducated', 'educated')",1.459207,1.5374973,0.7141378,0.70941794,0.7978255,0.6869297,0.5931252,0.5992894,-0.0061642
87,-0.5834882,-0.6522619,"('unsuccessful', 'successful')",0.081123516,0.11360828,-0.24601701,-0.119622454,0.22442885,0.089688346,-0.1309882,-0.1421469,0.0111587
3,-0.53744864,-0.353017,"('repellent', 'pleasant')",0.48515576,0.4891886,0.37873685,0.5655644,1.1068091,1.4775134,0.3583133,0.5448123,-0.186499
38,-0.52449286,-0.4967131,"('untruthful', 'truthful')",-0.034482837,-0.037004437,-0.6214607,-0.55479306,0.15351,0.15965974,-0.2567316,-0.2322127,-0.0245189
36,-0.51775086,-0.4124292,"('hostile', 'amicable')",-2.4863188,-2.2206764,-2.0908186,-1.7869805,-0.87336594,-0.7950767,-1.4920636,-1.3037908,-0.1882728
72,-0.5075796,-0.47941408,"('unambitious', 'ambitious')",0.6463784,0.6454911,-0.55427766,-0.47913605,-0.1456554,-0.25592014,-0.1402836,-0.1422448,0.0019612
15,0.49273223,0.66062516,"('boring', 'funny')",-0.7323495,-0.6029125,0.03819361,0.26048434,-0.5483967,-0.3796526,-0.1874551,-0.0153639,-0.1720912
2,0.49048907,0.552787,"('unlikable', 'likable')",0.5188437,0.54320884,1.1346703,1.301641,0.77285016,0.7877643,0.7292132,0.7963503,-0.0671371
70,-0.48733664,-0.49867082,"('lethargic', 'energetic')",0.7154762,0.6578192,0.80753046,0.5807104,1.1400182,1.1508591,0.5439221,0.4726795,0.0712426
14,-0.4725089,-0.37490916,"('antisocial', 'social')",2.1063192,2.0277967,1.3577708,1.3390926,0.06420044,-0.045594245,0.7639453,0.7365965,0.0273488
60,-0.46699727,-0.36053383,"('inefficient', 'efficient')",3.4498847,3.2913258,1.6477817,1.293773,1.0704708,0.9298911,1.425285,1.288614,0.136671
47,-0.4262339,-0.47858915,"('stupid', 'smart')",1.2669034,1.1506095,0.9106896,0.8085182,5.238648,5.014445,1.7475017,1.6237458,0.1237559
16,-0.41722468,-0.4740161,"('unpopular', 'popular')",-1.465835,-1.3422956,-0.74892956,-0.47936267,-0.2986199,-0.18937398,-0.7326523,-0.6212621,-0.1113902
77,-0.36252573,-0.32584026,"('unmotivated', 'motivated')",1.366597,1.4680351,0.103182636,0.09545193,-1.1036175,-1.0310953,0.0009091,0.0516379,-0.0507288
62,-0.34015182,-0.23297,"('incompetent', 'brilliant')",2.4353445,2.361737,0.9574988,0.9513552,0.83406574,0.7595817,0.9716893,0.959926,0.0117633
81,0.32865945,0.3158508,"('submissive', 'aggressive')",2.603519,2.378544,1.1497906,0.95416665,0.038714707,-0.0112544745,1.030171,0.9093267,0.1208443
37,-0.32325584,-0.5054927,"('fake', 'genuine')",-0.088767454,-0.23136812,0.28261733,0.018474534,0.94503224,0.58517253,0.2039066,-0.0333034,0.23721
76,0.31998876,0.30524728,"('anxious', 'daring')",1.4409547,1.3895979,1.2219753,1.0431801,0.72066724,0.90968657,0.9258965,0.9119279,0.0139686
18,-0.3150018,-0.25694346,"('disagreeable', 'welcoming')",-0.46647066,-0.39117932,-0.26077914,-0.33168042,-0.23024368,-0.36626804,-0.3181238,-0.3365178,0.018394
11,-0.29541668,-0.11675129,"('unhelpful', 'helpful')",2.588381,2.7013836,0.3836387,0.4952968,2.6843622,2.6972191,1.3402413,1.4442871,-0.1040458
22,-0.28820336,-0.2505095,"('untrustworthy', 'trustworthy')",0.15577103,-0.0039030388,0.49608183,0.35076627,-0.82297856,-1.1056575,-0.1148323,-0.2523259,0.1374936
21,-0.2793342,-0.10471125,"('immoral', 'moral')",1.9069611,1.8842238,1.3691509,1.3252201,-0.24894503,-0.21935256,0.6869582,0.721345,-0.0343868
71,-0.27185547,-0.30077082,"('diffident', 'self-confident')",0.17853248,0.2887756,-0.19296773,-0.4840534,0.34336138,0.12045947,0.0142677,-0.0938973,0.108165
40,-0.26760626,-0.36138248,"('stingy', 'generous')",-0.7063538,-0.74365455,-0.31579673,-0.27281922,-1.3655894,-1.5007365,-0.6638365,-0.7196482,0.0558117
17,-0.25573456,-0.17028567,"('nasty', 'nice')",-0.7998259,-0.59893376,-0.1581515,0.05525856,-1.0919647,-0.899998,-0.5764192,-0.4034897,-0.1729295
30,-0.25496048,-0.14872874,"('intolerant', 'tolerant')",1.9823028,2.027811,1.4067233,1.4348596,1.022367,1.0374999,1.0391082,1.0878605,-0.0487523
49,0.24746175,0.26699394,"('unable', 'able')",0.9953646,0.97160196,0.41958776,0.36774465,-0.2211913,-0.25123522,0.3603057,0.3387764,0.0215293
39,0.21754245,0.26330274,"('exploitative', 'cooperative')",0.678917,0.64906603,1.0974606,1.0877411,0.23000765,0.2215108,0.5559819,0.5554052,0.0005767
80,0.19942278,0.056222245,"('dominated', 'dominating')",1.4597064,1.2550049,1.0584623,0.816688,-0.6811604,-0.8517895,0.5091077,0.3190314,0.1900763
4,-0.1839448,-0.019505844,"('disliked', 'liked')",-2.1207285,-1.8910712,-1.0295547,-0.6813616,-6.494783,-6.230896,-2.4572527,-2.2057087,-0.251544
56,-0.16744566,0.093240425,"('impractical', 'practical')",1.9037249,1.9424422,0.8878122,0.9276517,-0.21224299,-0.056111053,0.6029621,0.7268058,-0.1238437
33,-0.16179915,-0.10161246,"('wrong', 'right')",-0.74855894,-0.46378943,-0.5558757,-0.37560138,-1.3155396,-1.4683281,-0.6954433,-0.6023328,-0.0931105
68,0.161759,0.12872824,"('dependent', 'independent')",-0.39509726,-0.35701683,-0.092714295,-0.35324433,-0.56693494,-0.6260608,-0.2232469,-0.3018984,0.0786515
34,0.13221556,0.11093678,"('mean', 'honorable')",0.7843839,0.65405023,-0.024826301,-0.15572275,5.763978,5.7126665,1.6639378,1.5804827,0.0834551
65,-0.11530887,-0.10449722,"('insecure', 'secure')",1.1534066,0.9777936,1.1291797,0.9297946,0.23013356,0.17929386,0.5993527,0.4955962,0.1037565
59,0.11344156,0.18169105,"('foolish', 'wise')",-1.3617355,-1.1435343,-0.40930992,-0.09880938,-0.3326038,-0.41938403,-0.4975519,-0.3700092,-0.1275427
29,-0.10483797,-0.09070948,"('unfair', 'fair')",-1.1443522,-1.2592037,-1.119589,-1.2345335,-0.48045066,-0.7291422,-0.7123075,-0.8283972,0.1160897
88,-0.09643039,0.005187976,"('low', 'eminent')",0.5720018,0.7471381,-0.40988398,-0.3683916,0.28893223,0.2782068,0.0886549,0.1655353,-0.0768804
83,0.00065324455,-0.030446555,"('powerless', 'powerful')",1.1060243,1.1076674,-0.73623705,-0.74009585,-0.8981191,-0.9764789,-0.1319197,-0.1598385,0.0279188
