,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,male-female
1,-3.3165817,-3.1567955,"('unfriendly', 'friendly')",-1.6289532,-1.6716096,-1.380418,-1.3792685,1.4785157,1.2805536,-1.2118592,-1.2317801,0.0199209
86,-2.998895,-2.9516182,"('uninfluential', 'influential')",0.5906539,0.34793442,-1.0689952,-1.1673459,0.11329786,-0.17756799,-0.8409846,-0.9871494,0.1461648
8,-2.6054168,-2.4791684,"('unaffectionate', 'affectionate')",-1.2773025,-1.2326869,-0.9132336,-0.8596136,0.6231413,0.5275378,-1.0432029,-1.0109828,-0.0322201
9,-2.4489176,-2.301553,"('unaffectionate', 'caring')",-0.71339697,-0.6858591,-0.95760787,-0.9295992,1.4539446,1.1379887,-0.6664945,-0.6947557,0.0282612
0,-2.4135547,-2.4790409,"('unsociable', 'sociable')",0.86176693,0.54715705,0.20678471,-0.10512586,0.3716651,-0.07407733,-0.2433345,-0.5277718,0.2844373
44,1.9965624,1.8937532,"('prejudiced', 'unprejudiced')",-0.11800419,-0.0750277,0.06065862,0.004385029,-1.3672353,-1.3555121,0.1429954,0.1168996,0.0260958
10,-1.8530086,-1.781566,"('unsympathetic', 'sympathetic')",0.8067352,0.72318864,-0.046354704,-0.22352669,0.92068666,0.8073902,-0.0429854,-0.1186285,0.0756431
45,-1.8518196,-1.6444877,"('incompetent', 'competent')",0.2928958,0.24408281,-0.0222998,0.0045927316,0.55021906,0.45417002,-0.2577511,-0.2354105,-0.0223406
69,1.7711883,1.5692573,"('lazy', 'industrious')",-1.134308,-0.9631475,-0.828619,-0.7264125,-1.4643011,-1.4881792,-0.41401,-0.4021205,-0.0118895
53,-1.629275,-1.480223,"('uncreative', 'creative')",0.32018706,0.5323276,-0.84861326,-0.72167355,1.3181603,1.3399407,-0.2098852,-0.0824071,-0.1274781
24,-1.606625,-1.5228575,"('dishonest', 'honest')",-0.7283161,-0.8458519,-0.51817477,-0.6484889,1.5870383,1.3794185,-0.3165194,-0.409445,0.0929256
27,-1.5885783,-1.5186406,"('hardhearted', 'softhearted')",-1.0387754,-1.0430425,-0.03243302,-0.18309121,1.1018143,0.9897335,-0.3894931,-0.4387602,0.0492671
28,-1.5754608,-1.5076679,"('disloyal', 'loyal')",0.9582007,0.90715754,-0.52240676,-0.5259746,1.9792997,1.813823,0.2099082,0.1718345,0.0380737
73,1.4960078,1.5244837,"('helpless', 'self-reliant')",-0.15164036,-0.042072322,-0.17934027,-0.04862315,-3.4815006,-3.341681,-0.5791184,-0.4769732,-0.1021452
19,-1.3586727,-1.1924375,"('inhospitable', 'hospitable')",-2.4201276,-2.0771756,-1.4186482,-1.0678862,-0.7456369,-0.5255039,-1.4857714,-1.2157509,-0.2700205
67,1.3059852,1.2361537,"('doubtful', 'determined')",0.6223675,0.63111573,0.96545225,0.8565297,-0.4362855,-0.52292275,0.6143799,0.5502191,0.0641608
35,1.1996477,1.1714101,"('corrupt', 'incorrupt')",-2.3367398,-2.1341338,-0.97677773,-0.7861722,-1.3335992,-1.32742,-0.8618673,-0.769079,-0.0927883
13,-1.1741854,-1.1172272,"('impolite', 'polite')",1.37018,1.3658326,1.3939456,1.1661999,-0.23464899,-0.49304232,0.3388228,0.2304407,0.1083821
50,1.1644384,1.0914083,"('clumsy', 'skillful')",0.39190426,0.49380675,0.7570535,0.74441534,0.46766695,0.5349113,0.6952657,0.7161354,-0.0208697
25,-1.161548,-1.0594065,"('egoistic', 'altruistic')",-1.1927316,-1.1102114,-0.53450865,-0.36163676,0.85013926,0.8637436,-0.5096623,-0.4168778,-0.0927845
31,-1.1613424,-1.0298785,"('evil', 'good')",-3.0327008,-2.9364867,-1.9382882,-1.5610383,-1.8168337,-1.7448918,-1.9872913,-1.8180739,-0.1692174
61,-1.1569738,-1.1550355,"('illogical', 'logical')",0.71078295,0.6636971,-0.0027967799,-0.12837675,0.5602214,0.34908915,0.0278084,-0.0676565,0.0954649
23,-1.13892,-1.0596598,"('insincere', 'sincere')",1.4493134,1.2599754,0.6780022,0.4542262,6.1978045,5.916587,1.79655,1.6427822,0.1537678
75,1.125141,1.2078319,"('meek', 'impulsive')",-0.50338787,-0.2607769,-1.2261606,-0.8160649,-1.16747,-0.7941827,-0.4429694,-0.1657982,-0.2771712
84,1.1153479,1.0256009,"('inferior', 'superior')",0.006362483,-0.025128685,0.45882758,0.27200592,1.0342076,0.927476,0.6536864,0.5499885,0.1036979
6,-1.0715905,-1.019432,"('distant', 'open')",-3.465474,-3.2915285,-2.4369884,-2.2645268,-1.2664021,-1.1527141,-2.0601137,-1.9320503,-0.1280634
46,-0.9951442,-1.0472407,"('uncompetitive', 'competitive')",1.9655797,1.7383204,0.4550001,0.20796706,0.17225015,0.11318732,0.3994215,0.2530585,0.146363
