,cognizant_male,cognizant_female,tuple,technology_male,technology_female,sols_male,sols_female,corp_male,corp_female,average_male,average_female,male-female
1,-3.2539299,-3.3556921,"('unfriendly', 'friendly')",-1.5480493,-1.4259393,-1.4268084,-1.4886259,1.6611779,1.2874484,-1.1419024,-1.2457023,0.1037999
86,-3.0388584,-2.8023443,"('uninfluential', 'influential')",0.655807,0.73853064,-1.0455325,-0.9462647,-0.09402335,-0.13447818,-0.8806518,-0.7861391,-0.0945127
8,-2.6350796,-2.7053006,"('unaffectionate', 'affectionate')",-1.3135028,-1.1166946,-1.0541947,-1.1059843,0.70612323,0.38151616,-1.0741634,-1.1366159,0.0624525
9,-2.5944068,-2.4758713,"('unaffectionate', 'caring')",-0.71047056,-0.5875563,-1.0878805,-1.1399598,1.5611851,1.0846388,-0.7078932,-0.7796871,0.0717939
0,-2.417207,-2.0386133,"('unsociable', 'sociable')",1.0754936,0.96129394,0.23105042,0.31502673,0.21547543,0.37104338,-0.2237969,-0.0978123,-0.1259846
10,-1.9993159,-1.5685024,"('unsympathetic', 'sympathetic')",0.7160556,0.7635574,-0.30746612,-0.11730712,0.38530505,0.375934,-0.3013554,-0.1365795,-0.1647759
45,-1.9075335,-1.3727647,"('incompetent', 'competent')",0.31068587,0.47503766,-0.021029627,0.20855999,0.2642566,0.48524892,-0.3384052,-0.0509795,-0.2874257
44,1.7830805,2.288292,"('prejudiced', 'unprejudiced')",-0.3004505,-0.16171294,-0.0064160097,0.2653935,-1.6124405,-1.3103849,-0.0340566,0.2703969,-0.3044535
53,-1.6480383,-1.6089405,"('uncreative', 'creative')",0.5064411,0.37606868,-0.84829134,-0.8136878,1.2434604,0.99791443,-0.186607,-0.2621613,0.0755543
24,-1.6131189,-1.403138,"('dishonest', 'honest')",-0.68310815,-0.6262562,-0.7311378,-0.71776116,1.3205689,1.0384467,-0.426699,-0.4271771,0.0004781
28,-1.6010684,-1.57332,"('disloyal', 'loyal')",0.81673455,0.85467166,-0.5234017,-0.71162415,1.6496283,1.5276502,0.0854732,0.0243444,0.0611288
69,1.5317084,1.6104922,"('lazy', 'industrious')",-1.1548156,-0.85845214,-0.8379077,-0.73586684,-1.1704161,-1.1770378,-0.4078577,-0.2902161,-0.1176416
27,-1.4056776,-1.7872803,"('hardhearted', 'softhearted')",-1.0657322,-1.2714096,-0.05707238,-0.53404915,1.1973083,0.78843534,-0.3327935,-0.7010759,0.3682824
67,1.3971742,1.4921126,"('doubtful', 'determined')",0.7213628,0.5894728,0.96712923,1.0625826,-0.5511005,-0.36447203,0.6336414,0.694924,-0.0612826
46,-1.371386,-0.7895805,"('uncompetitive', 'competitive')",1.8539282,1.9671243,0.24633485,0.6949929,-0.44173148,0.02010267,0.0717864,0.4731598,-0.4013734
35,1.3648669,1.0321233,"('corrupt', 'incorrupt')",-2.425901,-2.3971035,-0.8974205,-1.1284789,-1.1077751,-1.5449306,-0.7665575,-1.0095974,0.2430399
73,1.3330281,1.4635724,"('helpless', 'self-reliant')",-0.22483529,0.027745407,-0.23540574,-0.20551166,-3.5721455,-3.4491313,-0.6748396,-0.5408313,-0.1340083
19,-1.2276886,-1.2641932,"('inhospitable', 'hospitable')",-2.1843474,-2.0154493,-1.1871878,-1.2400941,-0.4168493,-0.71148753,-1.2540182,-1.307806,0.0537878
31,-1.2110845,-1.2942375,"('evil', 'good')",-3.005419,-2.633758,-1.9041748,-1.8113978,-1.5169438,-1.8547658,-1.9094056,-1.8985398,-0.0108658
57,-1.1894705,-0.5889067,"('unimaginative', 'imaginative')",0.9518348,1.2363454,-1.1688187,-0.7033148,-2.5471227,-2.1336474,-0.9883943,-0.5473809,-0.4410134
61,-1.1696535,-0.9506007,"('illogical', 'logical')",0.7788089,1.0074811,-0.14903952,0.16164108,0.44493884,0.44421422,-0.0237363,0.1656839,-0.1894202
6,-1.1621066,-1.3462788,"('distant', 'open')",-3.4950514,-3.3534763,-2.7169187,-2.7764177,-0.97990865,-1.7036446,-2.0884964,-2.2949543,0.2064579
50,1.1608032,0.9716715,"('clumsy', 'skillful')",0.25491846,0.4866598,0.79490435,0.5478982,0.34994695,0.34517583,0.6401433,0.5878513,0.052292
43,-1.1410791,-0.6664259,"('irresponsible', 'responsible')",0.7519674,0.7704977,-0.31641808,0.033082955,0.9253825,1.0270662,0.0549632,0.2910553,-0.2360921
23,-1.1299735,-1.0648918,"('insincere', 'sincere')",1.4402024,1.2029438,0.54005957,0.5856165,6.1636853,5.948679,1.7534934,1.6680869,0.0854065
75,1.0905172,1.2772712,"('meek', 'impulsive')",-0.4826435,-0.2618206,-0.9718373,-0.92916566,-0.97158784,-0.7984731,-0.3338879,-0.1780471,-0.1558408
63,-1.0501436,-0.7488385,"('unperceptive', 'insightful')",0.9820778,0.84063643,0.3433539,0.2143134,0.9339853,0.7759044,0.3023183,0.2705039,0.0318144
25,-1.037304,-1.0303711,"('egoistic', 'altruistic')",-1.1991258,-1.0254683,-0.44054198,-0.5975203,0.90957326,0.6273414,-0.4418496,-0.5065047,0.0646551
84,0.99641484,0.8630856,"('inferior', 'superior')",-0.19522661,-0.15506852,0.2728247,0.1483038,0.9323464,0.7254106,0.5015898,0.3954329,0.1061569
13,-0.9885205,-0.45031184,"('impolite', 'polite')",1.6839044,1.7293286,1.3386207,1.5305268,-0.27323908,-0.1987485,0.4401914,0.6526988,-0.2125074
58,-0.97917205,-0.8517469,"('undiscriminating', 'discriminating')",0.22717854,0.36524543,-0.7964469,-0.43516886,0.21619366,0.34630305,-0.3330617,-0.1438418,-0.1892199
66,-0.96640503,-0.6175166,"('inactive', 'active')",-1.8842568,-1.8635154,-1.5417352,-1.3803382,-0.06701789,-0.16551796,-1.1148537,-1.006722,-0.1081317
12,-0.944594,-0.79280484,"('unsupportive', 'supportive')",0.82469994,0.88443494,-0.41172278,-0.37796512,-1.6006058,-1.6623125,-0.5330557,-0.4871619,-0.0458938
42,0.92895687,0.9369294,"('unreliable', 'reliable')",-1.0889839,-0.87372375,0.3646069,0.3764066,-2.8035474,-2.674583,-0.6497419,-0.5587426,-0.0909993
41,-0.8903479,-0.78043365,"('unforgiving', 'forgiving')",-0.45889124,-0.24352878,0.493753,0.39702094,-0.0805839,0.07133878,-0.2340175,-0.1389007,-0.0951168
26,-0.8648141,-0.6915436,"('hardhearted', 'benevolent')",-0.4647015,-0.31404144,-0.056535505,0.20568569,1.4931967,1.7092967,0.0267864,0.2273494,-0.200563
7,-0.8475216,-0.525233,"('insensitive', 'sensitive')",1.1260298,0.9747275,0.7246863,0.6386093,0.8411358,0.82836676,0.4610826,0.4791176,-0.018035
74,-0.8356837,-0.5936009,"('undedicated', 'dedicated')",0.38050672,0.60817903,-0.020945985,0.1388802,-0.18863678,-0.08776601,-0.1661899,0.0164231,-0.182613
78,-0.8313294,-1.129854,"('nonresilient', 'resilient')",0.8904988,0.4961381,-0.4282984,-0.542563,0.047904633,-0.014847607,-0.0803061,-0.2977816,0.2174755
54,-0.8102294,-0.66114056,"('incapable', 'capable')",-0.594213,-0.34879968,-0.5425724,-0.49022326,0.58420736,0.6979192,-0.3407019,-0.2005611,-0.1401408
55,-0.79337794,-0.5297176,"('incompetent', 'clever')",2.8987594,2.9499526,1.0261247,1.1237326,0.90334684,1.2590164,1.0087132,1.2007459,-0.1920327
85,-0.7864495,-0.6357904,"('insignificant', 'prestigious')",-2.5368567,-1.9113898,-1.1425986,-0.55807066,-0.3921556,-0.2684517,-1.2145151,-0.8434256,-0.3710895
15,0.7845762,0.8167903,"('boring', 'funny')",-0.8077587,-0.4374978,0.32552198,0.4256948,-0.2593152,0.05256229,0.0107561,0.2143874,-0.2036313
32,-0.77246237,-0.5036339,"('unkind', 'kind')",0.8883955,0.9067746,0.52504325,0.63393366,1.3645955,1.4604851,0.501393,0.6243899,-0.1229969
5,-0.73982644,-0.8557902,"('distant', 'outgoing')",-2.9111106,-2.9068596,-2.1542368,-2.2430766,-0.847584,-1.4235419,-1.6631894,-1.8573171,0.1941277
52,-0.68897563,-0.6774812,"('irrational', 'rational')",-2.3077683,-1.866345,-1.3779088,-1.2322847,-0.43702176,-0.61373925,-1.2029186,-1.0974624,-0.1054562
70,-0.6872214,-0.19298932,"('lethargic', 'energetic')",0.6127468,0.6110211,0.57276154,0.6290833,0.74218684,0.8643422,0.3101184,0.4778643,-0.1677459
3,-0.63761806,-0.3334473,"('repellent', 'pleasant')",0.43346834,0.39292747,0.3740419,0.48847866,0.91731113,1.2637061,0.2718008,0.4529162,-0.1811154
20,0.625728,0.57395977,"('rough', 'thoughtful')",1.5481044,1.444318,0.21525767,0.32764116,0.6244208,0.69413406,0.7533777,0.7600133,-0.0066356
38,-0.586844,-0.58873737,"('untruthful', 'truthful')",0.11357555,0.1998503,-0.63075596,-0.7774211,0.2682315,0.04413122,-0.2089482,-0.2805442,0.071596
87,-0.5843543,-0.024250425,"('unsuccessful', 'successful')",0.2573992,0.26475972,-0.048319202,0.43160474,0.1762076,0.6674011,-0.0497667,0.3348788,-0.3846455
14,-0.57568574,0.06137328,"('antisocial', 'social')",2.2206922,2.3002784,1.2022157,1.5317414,-0.25058645,0.36370087,0.6491589,1.0642735,-0.4151146
36,-0.5744441,-0.56090635,"('hostile', 'amicable')",-2.5315208,-2.1648524,-1.9611079,-1.8036804,-0.5678261,-0.63597876,-1.4087248,-1.2913544,-0.1173704
82,-0.5486512,-0.48134446,"('poor', 'rich')",0.9154155,0.7871647,0.19416973,0.34147948,6.9018636,6.740941,1.8656994,1.8470602,0.0186392
