,boston_male,boston_female,tuple,scientific_male,scientific_female,corp_male,corp_female,average_male,average_female,male-female
61,0.8317167,1.0264157,"('illogical', 'logical')",0.58189404,0.54400855,0.6596204,0.6541036,0.6910771,0.7415093,-0.0504322
35,0.8311804,0.81657565,"('corrupt', 'incorrupt')",-0.37201747,-0.18180673,-1.3727249,-1.4997277,-0.3045206,-0.2883196,-0.016201
31,-0.7977349,-0.68458915,"('evil', 'good')",-0.43871713,-0.06568441,-1.4696025,-1.7251315,-0.9020182,-0.8251351,-0.0768831
47,-0.78161967,-0.97957873,"('stupid', 'smart')",0.043540165,-0.17480633,5.0220222,4.9677277,1.4279809,1.2711142,0.1568667
9,0.7614763,0.9095208,"('unaffectionate', 'caring')",0.10321586,0.1386559,0.7474193,0.69507533,0.5373705,0.581084,-0.0437135
72,0.7356927,0.74948436,"('unambitious', 'ambitious')",0.058658924,0.11332639,-0.012560045,-0.081936605,0.2605972,0.2602914,0.0003058
13,0.72053486,0.6747261,"('impolite', 'polite')",-0.24075101,-0.450648,-0.3777985,-0.31265232,0.0339951,-0.0295247,0.0635198
34,-0.64897454,-0.64091605,"('mean', 'honorable')",0.37783954,0.20158385,5.4414062,5.350593,1.7234238,1.637087,0.0863368
80,0.6470406,0.5391792,"('dominated', 'dominating')",0.33151603,0.1717419,0.27106583,0.4728531,0.4165408,0.3945914,0.0219494
10,0.64325035,0.63409257,"('unsympathetic', 'sympathetic')",-0.8037666,-0.99411154,0.24574874,0.44308984,0.0284108,0.0276903,0.0007205
17,0.6315653,0.78596,"('nasty', 'nice')",-0.4499042,-0.37792996,-0.690806,-0.60505486,-0.169715,-0.0656749,-0.1040401
25,0.6084523,0.5980515,"('egoistic', 'altruistic')",1.2840165,1.3730683,1.1345093,1.089574,1.0089927,1.0202312,-0.0112385
42,0.5950667,0.43550366,"('unreliable', 'reliable')",-0.6260362,-0.8802873,-2.7453146,-2.7917259,-0.9254281,-1.0788365,0.1534084
76,0.58467054,0.45507506,"('anxious', 'daring')",-0.17296782,-0.38827455,0.24102835,0.3490061,0.217577,0.1386022,0.0789748
77,-0.57814395,-0.4591854,"('unmotivated', 'motivated')",1.011269,0.9527224,-0.5977524,-0.43387246,-0.0548758,0.0198882,-0.074764
29,-0.5762281,-0.4142761,"('unfair', 'fair')",0.14354865,0.20381327,-0.3847917,-0.42290026,-0.2724904,-0.211121,-0.0613694
38,0.57559836,0.543366,"('untruthful', 'truthful')",0.26016665,0.096066274,-0.8767212,-0.8810164,-0.0136521,-0.080528,0.0668759
12,0.5241496,0.48885745,"('unsupportive', 'supportive')",0.26897252,0.25307402,-2.2308033,-2.163739,-0.4792271,-0.4739358,-0.0052913
4,-0.5160979,-0.4943034,"('disliked', 'liked')",-0.22255813,-0.022094727,-8.058477,-8.0254345,-2.9323778,-2.8472776,-0.0851002
19,0.4741794,0.50315654,"('inhospitable', 'hospitable')",-0.2680036,-0.309784,-0.77989453,-0.9083112,-0.1912396,-0.2383129,0.0470733
1,0.46777683,0.4395172,"('unfriendly', 'friendly')",0.33965516,0.32816678,0.641026,0.4512633,0.4828193,0.4063158,0.0765035
84,0.46210474,0.5399021,"('inferior', 'superior')",0.67527336,0.6716094,0.22112529,0.19510168,0.4528344,0.468871,-0.0160366
63,0.46104276,0.41372657,"('unperceptive', 'insightful')",0.053063758,-0.08858749,0.46388352,0.47820133,0.3259967,0.2677801,0.0582166
51,0.4392413,0.56355345,"('uneducated', 'educated')",0.5507741,0.4410032,0.82655096,0.94242144,0.6055221,0.6489927,-0.0434706
15,-0.4354073,-0.48636356,"('boring', 'funny')",0.5696611,0.5642256,-0.19740126,-0.3061356,-0.0210492,-0.0760912,0.055042
3,-0.4264828,-0.16986093,"('repellent', 'pleasant')",-0.38752148,-0.31811598,1.4183022,1.6387777,0.2014326,0.3836003,-0.1821677
85,0.41978523,0.3622549,"('insignificant', 'prestigious')",0.69102764,0.89435005,-1.4190314,-1.6995422,-0.1027395,-0.1476458,0.0449063
41,0.4146717,0.5182737,"('unforgiving', 'forgiving')",0.38213366,0.41163507,-0.45060974,-0.38874802,0.1153985,0.1803869,-0.0649884
86,0.3930397,0.32988253,"('uninfluential', 'influential')",0.64889175,0.67443347,0.19803901,0.3057566,0.4133235,0.4366908,-0.0233673
16,-0.39242285,-0.3408235,"('unpopular', 'popular')",-0.009099074,-0.01291142,0.016121358,0.010719985,-0.1284669,-0.1143383,-0.0141286
67,-0.3771646,-0.37634012,"('doubtful', 'determined')",-1.1882653,-1.1848822,-0.74324864,-0.7089948,-0.7695595,-0.7567391,-0.0128204
82,-0.37273243,-0.3698316,"('poor', 'rich')",0.11591119,0.03176137,6.5449085,6.5437355,2.0960291,2.068555,0.0274741
69,-0.36146232,-0.3732004,"('lazy', 'industrious')",1.0048463,1.079206,-1.7077837,-1.7844111,-0.3547999,-0.3594685,0.0046686
21,-0.34389794,-0.24647556,"('immoral', 'moral')",0.71918654,0.6382054,0.06422822,0.19139564,0.1465056,0.1943752,-0.0478696
28,0.33406878,0.40904984,"('disloyal', 'loyal')",0.3007047,0.19518119,1.06914,1.1560148,0.5679712,0.5867486,-0.0187774
8,-0.32305688,-0.33382684,"('unaffectionate', 'affectionate')",0.061940126,0.22291024,0.037996564,-0.118314736,-0.0743734,-0.0764104,0.002037
33,0.31897748,0.255073,"('wrong', 'right')",0.4803166,0.549409,-0.71005654,-0.78253233,0.0297459,0.0073165,0.0224294
48,-0.30675733,-0.2420959,"('unintelligent', 'intelligent')",1.9373463,1.8549443,0.3643489,0.49677995,0.6649793,0.7032095,-0.0382302
46,-0.30593824,-0.3351913,"('uncompetitive', 'competitive')",-0.35102388,-0.48784715,-0.38172853,-0.14123876,-0.3462302,-0.3214257,-0.0248045
83,0.29213524,0.27570137,"('powerless', 'powerful')",0.2461907,0.26531878,-0.7609509,-0.7193182,-0.0742083,-0.0594327,-0.0147756
60,0.27725667,0.3717667,"('inefficient', 'efficient')",0.21927868,-0.107379034,0.27676395,0.38261497,0.2577664,0.2156675,0.0420989
45,0.27130198,0.1826299,"('incompetent', 'competent')",0.08616969,-0.044323277,-0.1274736,-0.044674583,0.076666,0.0312107,0.0454553
50,0.2642715,0.19515382,"('clumsy', 'skillful')",-0.26327273,-0.32524323,-0.03659293,-0.11075212,-0.0118647,-0.0802805,0.0684158
32,0.25914538,0.30621514,"('unkind', 'kind')",-0.03529413,-0.28892958,0.50449324,0.561418,0.2427815,0.1929012,0.0498803
79,0.25594744,0.26026464,"('wavering', 'unwavering')",-0.98224795,-0.8581625,-0.42178565,-0.58937454,-0.3826954,-0.3957575,0.0130621
36,0.24975154,0.22691233,"('hostile', 'amicable')",-0.7313791,-0.40694913,-0.5228653,-0.73180205,-0.334831,-0.3039463,-0.0308847
18,0.22500947,0.3277172,"('disagreeable', 'welcoming')",0.105124325,0.22765952,-0.7305801,-0.7301828,-0.1334821,-0.0582687,-0.0752134
14,-0.21461207,-0.112905376,"('antisocial', 'social')",0.77882767,0.80225956,0.24142337,0.46000615,0.2685463,0.3831201,-0.1145738
52,0.2135404,0.28918278,"('irrational', 'rational')",-0.029915351,0.15596569,-0.26429898,-0.3994953,-0.0268913,0.0152177,-0.042109
68,0.21278143,0.2251437,"('dependent', 'independent')",-0.4168742,-0.47004735,-0.99397177,-0.94951713,-0.3993549,-0.3981403,-0.0012146
70,0.19026904,0.0014435872,"('lethargic', 'energetic')",-0.08826155,-0.37824914,0.68805206,0.79594874,0.2633532,0.1397144,0.1236388
56,-0.18984827,-0.26404357,"('impractical', 'practical')",0.35868773,0.11654028,-0.60619307,-0.51497823,-0.1457845,-0.2208272,0.0750427
23,0.18621665,0.3196349,"('insincere', 'sincere')",-0.38059333,-0.6354245,6.1405168,6.142725,1.9820468,1.9423118,0.039735
22,0.16878971,0.04407359,"('untrustworthy', 'trustworthy')",0.23474717,0.10930914,-0.76900613,-0.575117,-0.1218231,-0.1405781,0.018755
64,-0.16852605,-0.06804612,"('shy', 'confident')",-0.41751,-0.40757608,-6.5147305,-6.2982836,-2.3669222,-2.2579686,-0.1089536
88,-0.15637198,-0.1896165,"('low', 'eminent')",0.015731184,-0.08604009,-0.53496283,-0.54759955,-0.2252012,-0.2744187,0.0492175
30,0.15500519,0.21391197,"('intolerant', 'tolerant')",0.04538259,0.04233789,0.00084520504,0.0859135,0.0670777,0.1140545,-0.0469768
20,0.1457296,0.08397892,"('rough', 'thoughtful')",1.7595903,1.6712441,0.41804317,0.42394438,0.7744544,0.7263892,0.0480652
81,0.13505235,0.23478708,"('submissive', 'aggressive')",0.584083,0.43431467,-0.28096527,-0.029030025,0.1460567,0.2133572,-0.0673005
75,-0.13424067,-0.17471947,"('meek', 'impulsive')",0.01779452,0.23460591,-0.91456723,-0.91026914,-0.3436711,-0.2834609,-0.0602102
59,0.1285007,0.09789693,"('foolish', 'wise')",-0.035821542,-0.027934901,-0.71339744,-0.8447825,-0.2069061,-0.2582735,0.0513674
43,-0.12830266,-0.21469504,"('irresponsible', 'responsible')",-0.25156116,-0.6155427,0.12713337,0.115612775,-0.0842435,-0.2382083,0.1539648
37,-0.1251836,-0.36801052,"('fake', 'genuine')",-0.073618576,-0.19501095,-0.3215702,-0.36853564,-0.1734575,-0.310519,0.1370615
54,-0.12511784,-0.13448322,"('incapable', 'capable')",-0.078658074,-0.17739977,0.6136141,0.5814212,0.1366127,0.0898461,0.0467666
5,-0.11273537,0.055404477,"('distant', 'outgoing')",-0.38281232,-0.30463147,-1.1511096,-1.3458383,-0.5488857,-0.5316885,-0.0171972
0,-0.110776514,-0.12959477,"('unsociable', 'sociable')",0.17969716,0.07771288,0.026345477,0.2150804,0.0317554,0.0543995,-0.0226441
55,0.104005456,-0.017799092,"('incompetent', 'clever')",1.4210503,1.311409,0.7860601,0.9867063,0.7703719,0.7601054,0.0102665
65,0.103150874,0.1323864,"('insecure', 'secure')",-0.29075426,-0.4706223,0.3256717,0.37103787,0.0460228,0.010934,0.0350888
62,-0.07053275,0.022033587,"('incompetent', 'brilliant')",1.1457576,1.0149428,0.29244715,0.50896066,0.4558907,0.5153124,-0.0594217
11,0.06406964,0.07688325,"('unhelpful', 'helpful')",0.06336435,-0.19965321,1.6738036,1.7402482,0.6004125,0.5391594,0.0612531
53,0.0451524,0.110085174,"('uncreative', 'creative')",0.30798498,0.39084277,0.20752117,0.15531805,0.1868862,0.2187486,-0.0318624
57,-0.044531815,-0.20038019,"('unimaginative', 'imaginative')",0.25963092,0.28446466,-2.5449455,-2.3814807,-0.7766155,-0.7657987,-0.0108168
7,0.03864356,0.17427881,"('insensitive', 'sensitive')",-0.34591448,-0.48140767,0.60065836,0.76898706,0.0977958,0.1539527,-0.0561569
27,-0.03237821,-0.12956841,"('hardhearted', 'softhearted')",-0.7984263,-0.908756,1.0532633,0.8972976,0.0741529,-0.047009,0.1211619
2,0.019004295,0.058763355,"('unlikable', 'likable')",0.24149317,0.15931605,0.041772965,0.0055960296,0.1007568,0.0745585,0.0261983
6,0.0059494674,0.08706862,"('distant', 'open')",-0.6220899,-0.5420448,-0.98250747,-1.1855749,-0.5328827,-0.5468504,0.0139677
