,jones_male,jones_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
1,0.8406907,0.85782063,"('unfriendly', 'friendly')",-0.13384363,-0.004819561,1.41669,1.6216464,0.7078457,0.8248825,-0.1170368
2,0.8359176,0.9700679,"('unlikable', 'likable')",1.1789079,1.3748049,0.54294014,0.6558841,0.8525885,1.0002522,-0.1476637
60,0.80717885,0.5157548,"('inefficient', 'efficient')",2.1367197,1.9834176,0.6694699,0.4463146,1.2044562,0.981829,0.2226272
39,0.767503,0.54025126,"('exploitative', 'cooperative')",1.0686226,1.304085,-0.16681044,-0.009653545,0.5564384,0.6115609,-0.0551225
50,-0.7469559,-0.60128117,"('clumsy', 'skillful')",-0.09767461,0.044344027,0.37052688,0.48834458,-0.1580345,-0.0228642,-0.1351703
24,0.72605926,0.80314016,"('dishonest', 'honest')",0.042286016,0.28990614,0.68440866,0.8357845,0.4842513,0.6429436,-0.1586923
34,0.7189784,0.6751956,"('mean', 'honorable')",0.4737509,0.49401963,6.3192015,6.3924904,2.5039768,2.5205685,-0.0165917
54,-0.68672734,-0.6687834,"('incapable', 'capable')",0.01416385,0.11734048,1.0264752,1.2836672,0.1179706,0.2440748,-0.1261042
88,-0.68291515,-0.62790984,"('low', 'eminent')",-1.3414364,-1.0385424,0.21149436,0.32489493,-0.6042858,-0.4471858,-0.1571
44,-0.67868584,-0.84392995,"('prejudiced', 'unprejudiced')",-0.52508575,-0.51978314,-1.3904445,-1.4328938,-0.8647387,-0.9322023,0.0674636
21,0.66763234,0.72241265,"('immoral', 'moral')",0.43847564,0.5611651,-0.86139494,-0.8758335,0.081571,0.1359147,-0.0543437
26,0.63470167,0.7349154,"('hardhearted', 'benevolent')",0.93213344,1.1926572,1.0486839,1.3517311,0.8718397,1.0931012,-0.2212615
65,0.62137246,0.4244038,"('insecure', 'secure')",0.8301438,0.78730625,-0.04989607,-0.1114611,0.4672067,0.3667496,0.1004571
77,-0.61544,-0.8213436,"('unmotivated', 'motivated')",0.7479763,0.43426687,-0.7605992,-0.86139154,-0.2093543,-0.4161561,0.2068018
31,-0.61504596,-0.3614952,"('evil', 'good')",-1.2238905,-1.0543828,-1.4656541,-1.2395731,-1.1015302,-0.8851504,-0.2163798
63,0.5957915,0.799553,"('unperceptive', 'insightful')",1.4882321,1.7077458,1.6282926,1.609936,1.2374388,1.3724116,-0.1349728
33,0.5672319,0.6208884,"('wrong', 'right')",-0.02048006,0.19237497,-0.5618599,-0.45248336,-0.005036,0.12026,-0.125296
40,0.55838203,0.6978514,"('stingy', 'generous')",0.10197538,0.32079408,-1.6512712,-1.5979767,-0.3303046,-0.1931104,-0.1371942
7,0.52120423,0.50339603,"('insensitive', 'sensitive')",0.3175273,0.5674202,0.93149334,0.9959533,0.5900749,0.6889232,-0.0988483
6,0.47741744,0.69815,"('distant', 'open')",-1.6312457,-1.379772,0.19537297,0.48494768,-0.3194851,-0.0655581,-0.253927
85,-0.46955538,-0.1892282,"('insignificant', 'prestigious')",-1.3987257,-1.0406629,-0.24197057,0.102154694,-0.7034172,-0.3759121,-0.3275051
52,-0.4668937,-0.18030614,"('irrational', 'rational')",-1.4221492,-1.0884798,-0.39461976,-0.22156489,-0.7612209,-0.4967836,-0.2644373
69,0.44212797,0.21627027,"('lazy', 'industrious')",0.21400875,0.15201834,-0.59994984,-0.551839,0.018729,-0.0611835,0.0799125
84,0.42397386,0.37352985,"('inferior', 'superior')",0.66502917,0.64607614,0.8790315,0.81993026,0.6560115,0.6131787,0.0428328
80,-0.42118013,-0.50068325,"('dominated', 'dominating')",0.54093677,0.626057,-1.1223545,-1.1446507,-0.3341993,-0.339759,0.0055597
45,-0.39932147,-0.1846968,"('incompetent', 'competent')",0.61071956,0.72144496,-0.12456798,-0.21637535,0.0289434,0.1067909,-0.0778475
28,-0.3857209,-0.3293695,"('disloyal', 'loyal')",-0.028858192,-0.32076383,1.1662979,0.9283952,0.2505729,0.092754,0.1578189
72,0.3775023,0.37890735,"('unambitious', 'ambitious')",0.50973386,0.7795513,-0.7037178,-0.61444944,0.0611728,0.1813364,-0.1201636
58,-0.37701824,-0.15054908,"('undiscriminating', 'discriminating')",1.0874232,1.1697928,0.21288227,0.33307892,0.3077624,0.4507742,-0.1430118
10,-0.3681171,-0.16657206,"('unsympathetic', 'sympathetic')",0.2148264,0.34477818,0.18884212,0.12927003,0.0118505,0.1024921,-0.0906416
22,0.36759582,0.44613504,"('untrustworthy', 'trustworthy')",0.78104377,0.91948736,-1.2422143,-1.1584132,-0.0311916,0.0690697,-0.1002613
64,0.34035698,0.25040334,"('shy', 'confident')",1.2160032,1.1831123,-5.963462,-6.2350507,-1.4690339,-1.6005117,0.1314778
13,0.3312018,0.28600943,"('impolite', 'polite')",0.11625483,0.09492229,0.14857705,-0.15087819,0.1986779,0.0766845,0.1219934
35,-0.3294003,-0.22854641,"('corrupt', 'incorrupt')",-1.9595568,-1.8864924,-0.7965847,-0.64165294,-1.0285139,-0.9188973,-0.1096166
66,-0.32201418,-0.04913544,"('inactive', 'active')",0.465074,0.5908106,0.815887,1.0470157,0.3196489,0.5295636,-0.2099147
4,-0.3132419,-0.044290215,"('disliked', 'liked')",-0.33454883,-0.34147638,-6.4636703,-6.5843463,-2.3704871,-2.3233709,-0.0471162
15,0.31035423,0.33506104,"('boring', 'funny')",-1.27726,-1.0498043,0.08024433,0.21309894,-0.2955538,-0.1672148,-0.128339
8,0.30266017,0.14923988,"('unaffectionate', 'affectionate')",-0.1777071,-0.022993557,0.3495087,0.56743765,0.1581539,0.231228,-0.0730741
75,-0.29312792,-0.43739548,"('meek', 'impulsive')",-1.256195,-1.190051,-0.650949,-0.54011637,-0.7334239,-0.7225209,-0.010903
62,0.27443558,0.320938,"('incompetent', 'brilliant')",0.79693323,1.0043633,0.59207135,0.61990213,0.5544801,0.6484011,-0.093921
37,0.25727338,0.2511212,"('fake', 'genuine')",0.38909602,0.5454872,0.58562994,0.60912186,0.4106665,0.4685767,-0.0579102
57,0.23551482,0.19979319,"('unimaginative', 'imaginative')",-0.6280643,-0.5470148,-2.2879438,-2.4385185,-0.8934978,-0.92858,0.0350822
32,-0.22131506,-0.09150834,"('unkind', 'kind')",0.46357873,0.5804373,1.0520387,1.0532956,0.4314341,0.5140749,-0.0826408
17,0.2184118,0.39138842,"('nasty', 'nice')",-0.98575664,-0.8459022,-0.72515976,-0.55711645,-0.4975015,-0.3372101,-0.1602914
36,-0.21181671,-0.1182708,"('hostile', 'amicable')",-2.0045955,-1.9950142,-0.43865168,-0.29237893,-0.8850214,-0.801888,-0.0831334
61,-0.20748892,0.024708327,"('illogical', 'logical')",-0.34870237,-0.2530917,0.0627701,0.11712813,-0.1644737,-0.0370851,-0.1273886
59,0.19077544,0.6174181,"('foolish', 'wise')",-1.2255768,-0.9429083,0.36884856,0.63017756,-0.2219843,0.1015625,-0.3235468
47,0.16883853,0.45546234,"('stupid', 'smart')",0.55526555,0.6571033,5.4370146,5.7573447,2.0537062,2.2899701,-0.2362639
20,-0.16807656,-0.05374656,"('rough', 'thoughtful')",1.449264,1.4349824,1.0326875,1.2379642,0.7712917,0.8730667,-0.101775
67,-0.15236363,0.015585717,"('doubtful', 'determined')",0.6252259,0.80821085,-0.43416896,-0.38264242,0.0128978,0.1470514,-0.1341536
83,0.12997039,0.2431469,"('powerless', 'powerful')",-0.1693053,0.042754278,-0.9009404,-0.8062377,-0.3134251,-0.1734455,-0.1399796
41,0.12876105,0.32870588,"('unforgiving', 'forgiving')",0.3423546,0.5538638,0.17499904,0.18403666,0.2153716,0.3555354,-0.1401638
53,0.12835899,0.035156697,"('uncreative', 'creative')",-0.33491462,-0.30930376,1.1301607,0.9974044,0.3078684,0.2410858,0.0667826
18,-0.12555856,-0.18694925,"('disagreeable', 'welcoming')",-0.51473105,-0.26806843,-0.49293306,-0.4304819,-0.3777409,-0.2951665,-0.0825744
11,-0.11746894,-0.13462913,"('unhelpful', 'helpful')",0.046642836,0.18858105,2.5943627,2.52414,0.8411789,0.859364,-0.0181851
0,-0.11442677,-0.073617876,"('unsociable', 'sociable')",0.37354422,0.3410233,-0.4707582,-0.63070625,-0.0705469,-0.1211003,0.0505534
23,-0.10324523,-0.14925021,"('insincere', 'sincere')",0.4423586,0.5246873,6.2179813,6.210346,2.1856982,2.1952612,-0.009563
81,0.08526072,-0.032126136,"('submissive', 'aggressive')",1.2740858,1.2069244,-0.29182053,-0.39518803,0.355842,0.2598701,0.0959719
51,0.068991594,0.18929178,"('uneducated', 'educated')",0.5096904,0.43510175,0.70491713,0.57806236,0.4278664,0.4008186,0.0270478
79,-0.06851108,0.07664406,"('wavering', 'unwavering')",-2.0399635,-1.7828894,0.019977331,0.24049415,-0.6961657,-0.4885837,-0.207582
78,-0.059599143,0.11292202,"('nonresilient', 'resilient')",1.1589472,1.1969343,0.5181033,0.47358352,0.5391505,0.59448,-0.0553295
38,0.056148805,0.12330184,"('untruthful', 'truthful')",-0.50126123,-0.35783824,0.45456272,0.42600006,0.0031501,0.0638212,-0.0606711
19,-0.051589806,0.28481174,"('inhospitable', 'hospitable')",-1.2805091,-1.1408461,-0.016263213,0.14369947,-0.4494541,-0.237445,-0.2120091
76,0.051579043,0.07854769,"('anxious', 'daring')",0.65258056,0.70133585,0.30701154,0.35336313,0.337057,0.3777489,-0.0406919
46,-0.046544734,-0.33701128,"('uncompetitive', 'competitive')",1.8391991,1.6988758,-0.077914946,-0.41755837,0.5715798,0.3147687,0.2568111
87,-0.038274147,-0.10570595,"('unsuccessful', 'successful')",1.2822938,1.4015588,0.8466559,0.85527253,0.6968919,0.7170418,-0.0201499
3,0.019042244,-0.02045417,"('repellent', 'pleasant')",0.46768552,0.2140187,0.13507813,0.0335772,0.2072686,0.0757139,0.1315547
5,-0.0030541755,0.20007542,"('distant', 'outgoing')",-1.2690299,-1.0251133,-0.15569913,0.032491565,-0.4759277,-0.2641821,-0.2117456
