,kellogg_male,kellogg_female,tuple,co_male,co_female,average_male,average_female,male-female
76,-1.6158911,-1.3234501,"('anxious', 'daring')",-0.26117823,-0.44731683,-0.9385347,-0.8853835,-0.0531512
33,1.57032,1.5032456,"('wrong', 'right')",-0.33644557,-0.14535722,0.6169372,0.6789442,-0.062007
8,1.538152,1.4256904,"('unaffectionate', 'affectionate')",0.7743964,0.69985676,1.1562742,1.0627736,0.0935006
5,1.4899919,1.2790786,"('distant', 'outgoing')",-0.20278187,-0.24353442,0.643605,0.5177721,0.1258329
64,-1.4413635,-1.2066681,"('shy', 'confident')",-6.162358,-5.7045603,-3.8018606,-3.4556141,-0.3462465
65,-1.4329901,-0.9276273,"('insecure', 'secure')",-0.4001897,-0.44615188,-0.9165899,-0.6868896,-0.2297003
60,-1.4205158,-1.1166394,"('inefficient', 'efficient')",-0.114540756,-0.18707685,-0.7675283,-0.6518581,-0.1156702
78,1.314798,0.9404412,"('nonresilient', 'resilient')",0.6851256,0.4752647,0.9999618,0.707853,0.2921088
59,1.2838299,1.14504,"('foolish', 'wise')",0.045663364,0.3177821,0.6647466,0.7314111,-0.0666645
79,1.2653528,0.87541825,"('wavering', 'unwavering')",0.0936375,0.04485643,0.6794952,0.4601373,0.2193579
6,1.2556236,1.0706273,"('distant', 'open')",-0.04084159,-0.010114253,0.607391,0.5302565,0.0771345
15,1.2529237,1.2109725,"('boring', 'funny')",0.7036785,0.69355893,0.9783011,0.9522657,0.0260354
10,-1.2416134,-0.8202715,"('unsympathetic', 'sympathetic')",-0.1699349,-0.3754195,-0.7057741,-0.5978455,-0.1079286
12,1.2182006,1.125053,"('unsupportive', 'supportive')",-1.4026636,-1.4244587,-0.0922315,-0.1497028,0.0574713
35,1.2113636,0.98880565,"('corrupt', 'incorrupt')",-0.55543214,-0.21975188,0.3279657,0.3845269,-0.0565612
14,-1.1839948,-0.8922083,"('antisocial', 'social')",-0.79077303,-0.8706262,-0.9873839,-0.8814173,-0.1059666
54,1.114168,1.0425849,"('incapable', 'capable')",1.0329735,0.9498365,1.0735707,0.9962107,0.07736
7,-1.1003816,-0.75871897,"('insensitive', 'sensitive')",-0.27451956,-0.3782658,-0.6874506,-0.5684924,-0.1189582
24,-1.0866275,-0.85067475,"('dishonest', 'honest')",0.40422946,0.25502604,-0.341199,-0.2978244,-0.0433746
30,-1.083302,-0.6632837,"('intolerant', 'tolerant')",-0.21927367,0.09961717,-0.6512879,-0.2818333,-0.3694546
82,-1.0768956,-0.8688066,"('poor', 'rich')",4.8789864,4.455267,1.9010453,1.7932302,0.1078151
51,-1.02786,-0.9009292,"('uneducated', 'educated')",0.21608898,0.047580443,-0.4058855,-0.4266744,0.0207889
11,-0.98107606,-0.89912015,"('unhelpful', 'helpful')",1.9936132,1.9399114,0.5062686,0.5203956,-0.014127
55,-0.9777222,-0.6807978,"('incompetent', 'clever')",-0.1299613,-0.3957486,-0.5538418,-0.5382732,-0.0155686
45,-0.97596955,-0.9710221,"('incompetent', 'competent')",-0.36840317,-0.6484722,-0.6721864,-0.8097472,0.1375608
36,0.969765,0.51286876,"('hostile', 'amicable')",-0.38521874,-0.3462811,0.2922731,0.0832938,0.2089793
42,-0.9518779,-0.65278983,"('unreliable', 'reliable')",-2.9333785,-2.4658864,-1.9426281,-1.5593381,-0.38329
39,0.8776091,1.3451463,"('exploitative', 'cooperative')",0.06744522,0.52952224,0.4725271,0.9373343,-0.4648072
56,0.803028,1.2212256,"('impractical', 'practical')",0.07066258,0.25360242,0.4368453,0.737414,-0.3005687
21,-0.7873423,-0.5337908,"('immoral', 'moral')",-1.0239288,-1.1048377,-0.9056355,-0.8193142,-0.0863213
52,0.7465825,0.55198145,"('irrational', 'rational')",-0.23341215,0.022073556,0.2565852,0.2870275,-0.0304423
77,-0.7171953,-0.67728996,"('unmotivated', 'motivated')",-1.0863143,-1.0529579,-0.9017548,-0.8651239,-0.0366309
31,0.7166235,0.21818382,"('evil', 'good')",-0.90372825,-0.8969285,-0.0935524,-0.3393723,0.2458199
58,-0.6764869,-0.97344166,"('undiscriminating', 'discriminating')",-0.10241766,-0.348007,-0.3894523,-0.6607243,0.271272
20,0.6728286,0.7199735,"('rough', 'thoughtful')",0.75486356,0.61777794,0.7138461,0.6688757,0.0449704
80,-0.6645445,-0.49119717,"('dominated', 'dominating')",-0.1671341,-0.28022575,-0.4158393,-0.3857115,-0.0301278
75,-0.65911305,-1.0862842,"('meek', 'impulsive')",-0.4923874,-0.65803576,-0.5757502,-0.87216,0.2964098
13,-0.64034396,-0.40244907,"('impolite', 'polite')",-0.30684328,-0.4836753,-0.4735936,-0.4430622,-0.0305314
27,0.60006154,0.60562617,"('hardhearted', 'softhearted')",1.0353435,0.6880362,0.8177025,0.6468312,0.1708713
4,0.5474018,0.27584198,"('disliked', 'liked')",-6.76394,-6.431635,-3.108269,-3.0778964,-0.0303726
73,0.5120438,0.46797824,"('helpless', 'self-reliant')",-3.6376653,-3.4287145,-1.5628108,-1.4803681,-0.0824427
19,0.50573593,0.38537464,"('inhospitable', 'hospitable')",-0.05354634,-0.0065232366,0.2260948,0.1894257,0.0366691
16,-0.49822402,-0.6863767,"('unpopular', 'popular')",-0.2756082,-0.22335815,-0.3869161,-0.4548674,0.0679513
41,0.4446058,0.48681238,"('unforgiving', 'forgiving')",0.46585923,0.44077215,0.4552325,0.4637923,-0.0085598
48,0.42661947,0.55934507,"('unintelligent', 'intelligent')",0.14732818,-0.014988773,0.2869738,0.2721781,0.0147957
53,0.3854073,0.53081125,"('uncreative', 'creative')",0.26610655,0.3839084,0.3257569,0.4573598,-0.1316029
63,0.38089713,0.22208664,"('unperceptive', 'insightful')",0.9512676,0.751686,0.6660824,0.4868863,0.1791961
62,-0.37206134,-0.0788146,"('incompetent', 'brilliant')",-0.0053689107,-0.04064805,-0.1887151,-0.0597313,-0.1289838
18,-0.3652119,-0.11933868,"('disagreeable', 'welcoming')",-1.1486398,-0.9167044,-0.7569258,-0.5180215,-0.2389043
2,-0.36353305,-0.0947069,"('unlikable', 'likable')",0.3624879,0.62819004,-0.0005226,0.2667416,-0.2672642
29,-0.3447541,-0.50983554,"('unfair', 'fair')",-0.55091566,-0.7999624,-0.4478349,-0.654899,0.2070641
66,0.33603314,0.19801475,"('inactive', 'active')",0.75484496,0.5503271,0.5454391,0.3741709,0.1712682
87,-0.3161767,-0.33608064,"('unsuccessful', 'successful')",0.4839136,0.3044307,0.0838684,-0.015825,0.0996934
49,-0.31544518,-0.3689342,"('unable', 'able')",-0.8422448,-1.024497,-0.578845,-0.6967156,0.1178706
83,0.3025762,0.26949772,"('powerless', 'powerful')",-1.3074572,-1.2767543,-0.5024405,-0.5036283,0.0011878
28,-0.29409242,-0.18308552,"('disloyal', 'loyal')",0.6756755,0.68855417,0.1907915,0.2527343,-0.0619428
17,-0.29389247,-0.27624184,"('nasty', 'nice')",-0.54666656,-0.39243954,-0.4202795,-0.3343407,-0.0859388
67,0.28443527,0.36512285,"('doubtful', 'determined')",-0.10413614,0.039598733,0.0901496,0.2023608,-0.1122112
43,-0.28023708,0.036873065,"('irresponsible', 'responsible')",0.8317544,0.78556913,0.2757587,0.4112211,-0.1354624
0,-0.22589,-0.047747925,"('unsociable', 'sociable')",0.064694956,-0.04527779,-0.0805975,-0.0465129,-0.0340846
72,-0.19656298,-0.15019293,"('unambitious', 'ambitious')",-0.70820326,-0.77379096,-0.4523831,-0.4619919,0.0096088
40,-0.18825823,-0.15423277,"('stingy', 'generous')",-2.1615243,-2.2831767,-1.1748912,-1.2187047,0.0438135
23,-0.18276568,0.072423406,"('insincere', 'sincere')",5.590341,5.228314,2.7037878,2.6503687,0.0534191
74,0.16682483,0.22286889,"('undedicated', 'dedicated')",-0.0010299981,0.030323684,0.0828974,0.1265963,-0.0436989
88,-0.16324286,0.049285676,"('low', 'eminent')",-0.57191175,-0.38244706,-0.3675773,-0.1665807,-0.2009966
86,0.1426871,0.14483768,"('uninfluential', 'influential')",-0.18066722,-0.37926888,-0.0189901,-0.1172156,0.0982255
61,-0.12145758,-0.14876138,"('illogical', 'logical')",-0.105256185,-0.14532387,-0.1133569,-0.1470426,0.0336857
32,-0.11159159,0.20944867,"('unkind', 'kind')",0.59158206,0.5585989,0.2399952,0.3840238,-0.1440286
47,0.10948767,0.2238824,"('stupid', 'smart')",4.6650224,4.469945,2.387255,2.3469136,0.0403414
34,-0.10570293,-0.17498472,"('mean', 'honorable')",4.6749644,4.4991956,2.2846308,2.1621053,0.1225255
50,-0.06630588,-0.013752781,"('clumsy', 'skillful')",-0.35822278,-0.1972431,-0.2122643,-0.1054979,-0.1067664
37,-0.051780038,0.103639916,"('fake', 'genuine')",0.45573023,0.36500466,0.2019751,0.2343223,-0.0323472
38,0.03265872,-0.28397107,"('untruthful', 'truthful')",0.6020741,0.702147,0.3173664,0.209088,0.1082784
