,home_male,home_female,tuple,depot_male,depot_female,inc_male,inc_female,average_male,average_female,male-female
73,1.5403312,1.6390154,"('helpless', 'self-reliant')",0.45067948,0.6216489,-3.6825924,-3.6087074,-0.5638606,-0.4493477,-0.1145129
67,1.5161945,1.2909225,"('doubtful', 'determined')",0.9069307,0.6646721,-0.5184665,-0.56058145,0.6348863,0.4650044,0.1698819
49,-1.3641733,-1.1164201,"('unable', 'able')",-1.1167958,-0.91097134,-0.33722675,-0.27477562,-0.9393986,-0.767389,-0.1720096
53,-1.3496076,-1.1602464,"('uncreative', 'creative')",-1.1336187,-1.1241565,1.1614352,0.9506885,-0.440597,-0.4445715,0.0039745
36,-1.2311699,-1.5064528,"('hostile', 'amicable')",-1.6420087,-1.5609877,-0.41993493,-0.30112493,-1.0977045,-1.1228552,0.0251507
77,-1.0921671,-0.8990346,"('unmotivated', 'motivated')",0.5998629,0.5262152,-0.9501614,-1.0150048,-0.4808219,-0.4626081,-0.0182138
57,-1.0710218,-0.9367462,"('unimaginative', 'imaginative')",-1.1078178,-1.0836635,-2.7158115,-2.9510915,-1.6315505,-1.6571671,0.0256166
20,-0.93890846,-0.6188955,"('rough', 'thoughtful')",-0.32060167,-0.18480872,0.88169056,1.1348715,-0.1259399,0.1103891,-0.236329
68,-0.9121984,-0.71746355,"('dependent', 'independent')",-0.93094647,-0.7620188,-0.676755,-0.5074267,-0.8399666,-0.6623031,-0.1776635
37,0.8900711,0.96759456,"('fake', 'genuine')",0.40960798,0.4682371,0.38887352,0.4482853,0.5628509,0.628039,-0.0651881
33,0.8838426,0.93859524,"('wrong', 'right')",0.21014906,0.2271201,-0.7106908,-0.5605243,0.1277669,0.2017304,-0.0739635
3,-0.88218534,-0.7557478,"('repellent', 'pleasant')",-0.06773685,0.029409599,0.19936308,0.07410124,-0.2501864,-0.2174123,-0.0327741
59,0.839203,0.65415937,"('foolish', 'wise')",-0.23766828,-0.38089198,0.09046452,0.37398496,0.2306664,0.2157508,0.0149156
2,0.83469594,0.72173905,"('unlikable', 'likable')",0.66609895,0.75985515,0.50969625,0.5564274,0.6701637,0.6793405,-0.0091768
13,0.79098314,1.2491034,"('impolite', 'polite')",1.4665753,1.5393664,-0.11436836,-0.056230374,0.7143966,0.9107465,-0.1963499
11,0.78912437,0.829452,"('unhelpful', 'helpful')",0.8190451,0.8986072,2.2992096,2.320477,1.3024597,1.3495121,-0.0470524
32,0.787336,0.9340841,"('unkind', 'kind')",0.6938863,0.59572923,1.6050332,1.5477903,1.0287519,1.0258679,0.002884
5,-0.7814,-0.7070131,"('distant', 'outgoing')",-0.6959764,-0.66181344,-0.41495845,-0.08241681,-0.6307783,-0.4837478,-0.1470305
42,0.77390397,0.83726686,"('unreliable', 'reliable')",0.03321281,0.17444456,-2.8919291,-3.0181131,-0.6949375,-0.6688006,-0.0261369
12,0.7678747,0.9900668,"('unsupportive', 'supportive')",0.18623361,0.40569386,-1.6339301,-1.5851005,-0.2266072,-0.0631133,-0.1634939
58,-0.74585724,-0.6580534,"('undiscriminating', 'discriminating')",0.11210512,0.030959886,0.11501014,-0.009054741,-0.172914,-0.2120494,0.0391354
39,0.74091125,1.1997219,"('exploitative', 'cooperative')",0.9341508,1.0302736,0.16327696,0.22224382,0.6127797,0.8174131,-0.2046334
65,-0.6873549,-0.52045345,"('insecure', 'secure')",-0.112280965,-0.0012680814,0.006347645,-0.06827606,-0.2644294,-0.1966659,-0.0677635
10,-0.6720032,-0.27666423,"('unsympathetic', 'sympathetic')",-0.2202573,-0.26098004,0.11166374,0.03327356,-0.2601989,-0.1681236,-0.0920753
15,0.67199504,0.43704438,"('boring', 'funny')",0.15928298,0.01684986,0.3813551,0.38534185,0.404211,0.2797454,0.1244656
38,0.6714229,0.6311246,"('untruthful', 'truthful')",0.8499738,0.91603583,0.19317684,0.41250816,0.5715245,0.6532228,-0.0816983
31,-0.668009,-0.932113,"('evil', 'good')",-0.892887,-0.80705386,-1.2416856,-1.2466265,-0.9341938,-0.9952645,0.0610707
24,0.6529669,1.047408,"('dishonest', 'honest')",0.69619644,0.8522236,1.1382606,1.2667598,0.8291413,1.0554638,-0.2263225
86,-0.6291946,-0.76842767,"('uninfluential', 'influential')",-0.5338882,-0.5952733,0.07555133,-0.14370169,-0.3625105,-0.5024676,0.1399571
74,0.61334234,0.646842,"('undedicated', 'dedicated')",0.3643499,0.41102028,0.14250962,0.02735294,0.3734006,0.3617384,0.0116622
66,-0.5971487,-0.721684,"('inactive', 'active')",-1.291915,-1.3087399,0.2269144,0.3795257,-0.5540498,-0.5502994,-0.0037504
50,0.577068,0.49352115,"('clumsy', 'skillful')",-0.41279703,-0.28809714,0.07852361,0.22882247,0.0809315,0.1447488,-0.0638173
72,-0.5334125,-0.55847245,"('unambitious', 'ambitious')",-0.034888364,-0.0009483062,-0.3641888,-0.5701914,-0.3108299,-0.3765374,0.0657075
78,-0.53094316,-0.30792904,"('nonresilient', 'resilient')",0.010789604,0.048482552,0.38759497,0.4378543,-0.0441862,0.0594693,-0.1036555
26,0.52571046,0.32293907,"('hardhearted', 'benevolent')",0.7790978,0.58532786,1.1796907,1.4332383,0.8281663,0.7805017,0.0476646
