,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,male-female
35,-0.62677747,-0.5644911,"('corrupt', 'incorrupt')",-1.1611781,-1.2209349,0.23228027,0.19092472,-0.5185584,-0.5315004,0.012942
3,-0.62426805,-0.5678359,"('repellent', 'pleasant')",-0.96349615,-0.8860151,0.029952642,0.1195263,-0.5192705,-0.4447749,-0.0744956
27,0.61151946,0.39250103,"('hardhearted', 'softhearted')",0.98113763,0.8462596,1.9634607,1.5464633,1.1853726,0.928408,0.2569646
37,0.61129135,0.27482948,"('fake', 'genuine')",0.61412644,0.46533749,0.68769586,0.4405231,0.6377046,0.3935634,0.2441412
83,0.5689359,0.401696,"('powerless', 'powerful')",0.46477944,0.4520108,-1.0721452,-1.0645698,-0.01281,-0.0702877,0.0574777
40,0.5524619,0.33377415,"('stingy', 'generous')",0.3666507,0.32891685,-1.5053388,-1.7272661,-0.1954087,-0.3548584,0.1594497
47,-0.549639,-0.6088805,"('stupid', 'smart')",1.116309,1.2213702,5.4307275,5.495325,1.9991325,2.0359383,-0.0368058
82,-0.5462166,-0.42299,"('poor', 'rich')",-0.47543663,-0.15531504,5.8849955,6.0672483,1.6211141,1.8296477,-0.2085336
86,0.54609543,0.45231664,"('uninfluential', 'influential')",0.1283918,0.25801486,-0.39729542,-0.4842752,0.0923973,0.0753521,0.0170452
44,-0.48524395,-0.42301604,"('prejudiced', 'unprejudiced')",-0.29503584,-0.34678334,-0.8837327,-0.6726335,-0.5546708,-0.480811,-0.0738598
61,-0.4675813,-0.466704,"('illogical', 'logical')",-0.3374953,-0.35097036,0.0020661838,-0.086162195,-0.2676701,-0.3012789,0.0336088
80,0.46075788,0.26185286,"('dominated', 'dominating')",0.09477371,0.039040416,-1.2277726,-1.3015064,-0.2240803,-0.3335377,0.1094574
63,0.43637654,0.4176846,"('unperceptive', 'insightful')",0.81137925,0.8791906,0.55705583,0.4172844,0.6016039,0.5713865,0.0302174
88,0.39897498,0.37907955,"('low', 'eminent')",-0.123657346,-0.040434144,0.3240062,0.34647918,0.1997746,0.2283749,-0.0286003
68,-0.3764615,-0.46786103,"('dependent', 'independent')",-0.80678606,-0.8202218,-0.63271254,-0.69103324,-0.6053201,-0.6597054,0.0543853
72,0.36849037,0.326812,"('unambitious', 'ambitious')",0.20715818,0.13813473,-1.002568,-1.0415039,-0.1423065,-0.1921857,0.0498792
20,0.3544764,0.13334696,"('rough', 'thoughtful')",-0.11203654,-0.1862531,1.1843494,1.0766635,0.4755964,0.3412524,0.134344
15,-0.33722726,-0.3596891,"('boring', 'funny')",0.2498661,0.15575737,0.25580323,0.19899371,0.0561474,-0.001646,0.0577934
30,0.3350384,0.32091492,"('intolerant', 'tolerant')",0.7833743,0.8861306,0.9326491,1.131588,0.6836873,0.7795445,-0.0958572
57,0.330633,0.1689069,"('unimaginative', 'imaginative')",-0.098619364,-0.07361843,-2.86704,-2.9125502,-0.8783421,-0.9390872,0.0607451
45,-0.32899362,-0.2930736,"('incompetent', 'competent')",0.36691797,0.5430671,-0.6363116,-0.6855914,-0.1994624,-0.1451993,-0.0542631
1,-0.3270436,-0.38017598,"('unfriendly', 'friendly')",0.72134835,0.68433595,1.8276174,1.6375763,0.7406407,0.6472454,0.0933953
46,0.29915637,0.34179693,"('uncompetitive', 'competitive')",0.73444235,0.88804996,-1.1364433,-1.072009,-0.0342815,0.0526127,-0.0868942
53,-0.296297,-0.34111443,"('uncreative', 'creative')",-1.0747299,-1.0477804,0.4818038,0.4345905,-0.2964077,-0.3181014,0.0216937
81,0.2600749,0.22004074,"('submissive', 'aggressive')",0.48206583,0.6815089,-1.0664291,-0.8433782,-0.1080961,0.0193905,-0.1274866
13,0.23876113,0.48944953,"('impolite', 'polite')",0.48368236,0.66435933,-0.7121443,-0.5141292,0.003433,0.2132265,-0.2097935
87,-0.23331995,-0.1741097,"('unsuccessful', 'successful')",0.26149368,0.26840374,0.29594952,0.2726249,0.1080411,0.1223063,-0.0142652
33,0.22512722,0.25599682,"('wrong', 'right')",0.72836345,0.51213527,-0.5810101,-0.66285944,0.1241602,0.0350909,0.0890693
71,0.21930982,0.27382782,"('diffident', 'self-confident')",2.2658994,2.1501296,0.8766204,0.6236851,1.1206099,1.0158808,0.1047291
38,-0.21462737,-0.10917421,"('untruthful', 'truthful')",0.6437649,0.6598448,-0.32671532,-0.16048014,0.0341407,0.1300635,-0.0959228
77,0.20439102,0.4027726,"('unmotivated', 'motivated')",0.26005995,0.34869763,-1.3627319,-1.229707,-0.299427,-0.1594123,-0.1400147
0,0.19208665,0.170886,"('unsociable', 'sociable')",0.27336532,0.35626602,-0.59968,-0.61742175,-0.0447427,-0.0300899,-0.0146528
28,0.16845605,0.19257379,"('disloyal', 'loyal')",-0.32181108,-0.35377818,0.92110467,0.76321185,0.2559166,0.2006691,0.0552475
19,-0.15774643,-0.19034661,"('inhospitable', 'hospitable')",0.5664549,0.5126565,0.1262123,0.06933477,0.1783069,0.1305482,0.0477587
55,-0.14908877,-0.124967754,"('incompetent', 'clever')",-0.47661996,-0.2865824,-0.2985839,-0.25697803,-0.3080975,-0.2228427,-0.0852548
73,0.14372158,0.1892791,"('helpless', 'self-reliant')",0.40381905,0.31038153,-3.0968077,-3.1126163,-0.8497557,-0.8709852,0.0212295
49,0.13960154,0.2431187,"('unable', 'able')",0.64145166,0.7591467,-0.06416568,0.0057649463,0.2389625,0.3360101,-0.0970476
9,0.13095282,0.22386289,"('unaffectionate', 'caring')",0.7936925,0.7643667,1.2597216,1.0984244,0.7281223,0.6955513,0.032571
29,0.12141591,0.12536842,"('unfair', 'fair')",-0.120529875,-0.16029939,-0.34731066,-0.43267635,-0.1154749,-0.1558691,0.0403942
54,0.11144772,0.2338025,"('incapable', 'capable')",0.43071532,0.47300148,1.1957434,1.250763,0.5793022,0.6525223,-0.0732201
67,0.10650132,0.106890865,"('doubtful', 'determined')",-0.22085953,-0.26430163,-0.8200007,-0.69628376,-0.311453,-0.2845649,-0.0268881
58,-0.10323335,-0.36344728,"('undiscriminating', 'discriminating')",-0.97678506,-1.1168214,-0.22099079,-0.44145796,-0.4336697,-0.6405756,0.2069059
14,-0.0729596,0.015913881,"('antisocial', 'social')",-0.11470481,0.03390511,-0.8811399,-0.78749275,-0.3562681,-0.2458913,-0.1103768
66,0.055962518,-0.24289061,"('inactive', 'active')",-0.61569625,-0.7115772,1.0885894,0.9947953,0.1762852,0.0134425,0.1628427
85,0.05585323,0.2760442,"('insignificant', 'prestigious')",0.7025096,0.5816195,1.0002284,0.9103175,0.5861971,0.5893271,-0.00313
51,-0.052362222,-0.1289387,"('uneducated', 'educated')",0.13002105,0.19039838,0.25919896,0.15573642,0.1122859,0.0723987,0.0398872
64,0.042860433,-0.040603213,"('shy', 'confident')",0.22175221,0.19525751,-6.750018,-6.650673,-2.1618018,-2.1653395,0.0035377
75,0.02431713,0.043254465,"('meek', 'impulsive')",0.13628522,0.11562276,-0.5416402,-0.546638,-0.1270126,-0.1292536,0.002241
50,-0.015795555,-0.1685669,"('clumsy', 'skillful')",0.83436555,0.6899063,0.46388316,0.26102093,0.4274844,0.2607868,0.1666976
78,-0.004290018,0.15029626,"('nonresilient', 'resilient')",1.5655358,1.54191,0.34526098,0.32216218,0.6355023,0.6714562,-0.0359539
