,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
47,-1.1744684,-1.1269301,"('stupid', 'smart')",-0.27612382,-0.55055916,0.09651771,0.066235445,3.8099086,3.5824041,0.6139585,0.4927876,0.1211709
15,1.1313235,0.97006315,"('boring', 'funny')",0.9800505,0.89447516,0.7562085,0.6940498,0.29076964,0.25483608,0.789588,0.703356,0.086232
44,-1.1026075,-1.291107,"('prejudiced', 'unprejudiced')",-1.3559173,-1.6972854,-0.89280075,-1.036818,-1.5740528,-1.5108554,-1.2313446,-1.3840165,0.1526719
13,-1.0464793,-0.59118074,"('impolite', 'polite')",-0.45543927,-0.4017603,-0.7342438,-0.7267634,-0.540501,-0.3033753,-0.6941658,-0.5057699,-0.1883959
84,1.0405006,0.78611,"('inferior', 'superior')",0.09590155,-0.026669152,0.6183198,0.5266454,0.6739072,0.4987033,0.6071573,0.4461974,0.1609599
41,-0.9584896,-0.5260952,"('unforgiving', 'forgiving')",0.007718928,0.2869281,0.26535922,0.41077626,-0.1654253,0.020429969,-0.2127092,0.0480098,-0.260719
31,0.9455119,0.3871853,"('evil', 'good')",-0.16230787,-0.4477297,0.18538858,0.010822127,-0.24266976,-0.4451727,0.1814807,-0.1237237,0.3052044
82,-0.90819895,-0.5996544,"('poor', 'rich')",-1.5937617,-1.359293,-0.8905997,-0.73122615,4.3158593,4.128636,0.2308247,0.3596156,-0.1287909
34,-0.8899175,-0.864186,"('mean', 'honorable')",-0.552625,-0.71845514,0.19910938,0.07862392,5.126192,4.8327904,0.9706897,0.8321933,0.1384964
58,-0.88972205,-0.8771445,"('undiscriminating', 'discriminating')",-1.7245541,-1.4973991,-1.0921512,-1.1713576,0.07747641,-0.060268655,-0.9072377,-0.9015425,-0.0056952
73,0.87715554,0.63744444,"('helpless', 'self-reliant')",0.97117984,0.89411014,-0.36090547,-0.45668995,-2.8525484,-2.9547281,-0.3412796,-0.4699659,0.1286863
53,0.858286,0.43802923,"('uncreative', 'creative')",-0.54120404,-0.7947876,0.25782722,0.020008825,1.022424,0.74018365,0.3993333,0.1008585,0.2984748
42,-0.8266532,-0.4931343,"('unreliable', 'reliable')",-0.7002749,-0.7539867,0.23655981,0.2537954,-2.9821005,-2.7859685,-1.0681171,-0.9448235,-0.1232936
78,0.8093534,0.7903694,"('nonresilient', 'resilient')",0.950563,0.95038265,1.354975,1.476107,1.5891964,1.7967024,1.1760221,1.2533903,-0.0773682
72,-0.7673773,-0.6598815,"('unambitious', 'ambitious')",-0.5410553,-0.30276355,-1.4469833,-1.4327832,-1.1780317,-1.4103128,-0.9833619,-0.9514352,-0.0319267
51,-0.7508613,-0.2871998,"('uneducated', 'educated')",-0.08887324,0.15361586,0.16419199,0.33861136,-0.3969803,-0.26968363,-0.2681307,-0.016164,-0.2519667
48,-0.7487773,-0.3460837,"('unintelligent', 'intelligent')",-0.73225766,-0.42059213,-0.2665388,-0.28427058,-1.2142081,-1.2328575,-0.7404455,-0.570951,-0.1694945
43,-0.7428734,-0.104840785,"('irresponsible', 'responsible')",-0.1802569,0.13387203,-0.69817376,-0.57872856,-0.09138504,-0.049297772,-0.4281723,-0.1497488,-0.2784235
62,-0.731061,-0.22839071,"('incompetent', 'brilliant')",-0.30612087,0.04405993,-0.94310087,-0.69455135,-0.56205726,-0.5181059,-0.635585,-0.349247,-0.286338
52,0.7279996,0.12547211,"('irrational', 'rational')",-0.082903214,-0.25938323,0.26039338,0.03591782,-0.24454813,-0.59564817,0.1652354,-0.1734104,0.3386458
54,0.6747147,0.42099267,"('incapable', 'capable')",0.40966052,0.1757471,1.2065008,1.1577948,1.0532346,1.0250467,0.8360276,0.6948953,0.1411323
87,-0.66814893,-0.38971263,"('unsuccessful', 'successful')",-0.079993874,0.096585125,1.4484569,1.4230629,0.7682545,0.89103544,0.3671421,0.5052427,-0.1381006
2,0.618381,0.43181387,"('unlikable', 'likable')",0.5291355,0.22105509,1.508918,1.2903924,1.0003041,0.8268202,0.9141847,0.6925204,0.2216643
12,0.61343193,0.93458664,"('unsupportive', 'supportive')",1.4288679,1.742521,0.8824372,1.0428522,-1.7841407,-1.6135038,0.2851491,0.5266141,-0.241465
64,-0.54118323,-0.14943111,"('shy', 'confident')",0.14129576,0.19171041,-0.27970278,-0.26489267,-5.7608986,-5.2801538,-1.6101222,-1.3756918,-0.2344304
30,-0.53304815,-0.06748999,"('intolerant', 'tolerant')",-0.7774534,-0.51496977,-0.9808729,-0.8257057,-0.82296866,-0.7544792,-0.7785858,-0.5406612,-0.2379246
38,0.50395757,0.7064032,"('untruthful', 'truthful')",0.37127635,0.39005178,-0.3114264,-0.30973217,0.70843464,0.634755,0.3180605,0.3553694,-0.0373089
74,0.47635132,0.7802675,"('undedicated', 'dedicated')",0.67757535,0.89007914,0.19643822,0.17723364,-0.2386547,-0.23199387,0.2779275,0.4038966,-0.1259691
23,-0.4604521,-0.09197993,"('insincere', 'sincere')",-0.22287697,-0.14920956,-0.83020437,-0.7733169,4.5248795,4.2783136,0.7528365,0.8159518,-0.0631153
88,0.4485768,0.3808498,"('low', 'eminent')",-0.17519085,-0.35816455,0.5371141,0.38871232,-0.39595196,-0.45460722,0.103637,-0.0108024,0.1144394
11,-0.42932653,-0.067127235,"('unhelpful', 'helpful')",-0.00013772398,0.16301753,-0.9237025,-0.7747613,2.1116498,2.090171,0.1896208,0.352825,-0.1632042
7,-0.4095518,0.15946412,"('insensitive', 'sensitive')",-0.4419726,-0.31474394,-0.81977606,-0.7457275,-0.3566684,-0.3470642,-0.5069922,-0.3120179,-0.1949743
86,-0.40697622,0.12462497,"('uninfluential', 'influential')",0.037202183,0.5807218,-0.41934192,-0.039604943,-1.0047079,-0.87652427,-0.448456,-0.0526956,-0.3957604
16,0.3961734,0.091078304,"('unpopular', 'popular')",0.4015712,-0.022924215,0.9644832,0.68140376,0.98477185,0.68921715,0.6867499,0.3596938,0.3270561
49,-0.37917787,-0.20422076,"('unable', 'able')",-0.16951214,-0.16871111,0.48281002,0.50242263,-0.33127105,-0.21780756,-0.0992878,-0.0220792,-0.0772086
17,-0.3716891,-0.46436203,"('nasty', 'nice')",-0.3904543,-0.38156068,0.16127157,0.11697484,-0.2981268,-0.2624072,-0.2247497,-0.2478388,0.0230891
28,0.35354125,0.50154775,"('disloyal', 'loyal')",-0.21642144,-0.054692145,-0.43092018,-0.37303585,0.03864529,-0.070506275,-0.0637888,0.0008284,-0.0646172
18,0.345959,0.16389622,"('disagreeable', 'welcoming')",0.6013817,0.62586117,0.8055546,0.81445056,-0.95572716,-0.9710376,0.199292,0.1582926,0.0409994
4,0.34478453,0.2382691,"('disliked', 'liked')",0.38040042,0.38988993,0.79860646,0.8155534,-5.5460033,-5.413575,-1.005553,-0.9924657,-0.0130873
24,-0.31447798,0.22299485,"('dishonest', 'honest')",0.36800843,0.4130717,-0.6070665,-0.62044334,-0.45439923,-0.5894917,-0.2519838,-0.1434671,-0.1085167
83,-0.29930404,-0.21168298,"('powerless', 'powerful')",-0.07523831,0.006204812,-0.0782552,-0.06699295,-0.8059808,-0.9854547,-0.3146946,-0.3144814,-0.0002132
39,0.29878575,0.19076242,"('exploitative', 'cooperative')",0.46626616,0.09180151,0.4796583,0.26265416,0.12696302,0.04524082,0.3429183,0.1476147,0.1953036
56,-0.28602976,0.34379423,"('impractical', 'practical')",-0.14390229,0.1518065,-1.4156369,-1.0445813,-1.2986078,-1.0066255,-0.7860442,-0.3889015,-0.3971427
67,-0.26675412,0.12004703,"('doubtful', 'determined')",0.32374415,0.3065042,0.038144168,0.28189784,-0.49527958,-0.41734475,-0.1000363,0.0727761,-0.1728124
29,-0.26572472,-0.15448841,"('unfair', 'fair')",-1.8140595,-1.6647904,-0.8070283,-0.6138915,-1.2408441,-1.2228553,-1.0319141,-0.9140064,-0.1179077
27,-0.20691916,0.012083415,"('hardhearted', 'softhearted')",0.30327338,0.44295788,-0.5779585,-0.4038238,0.54470974,0.53978515,0.0157764,0.1477507,-0.1319743
77,0.16563222,0.33533055,"('unmotivated', 'motivated')",-0.24732025,-0.3717643,-0.045395218,-0.030518238,-0.2369485,-0.15926969,-0.0910079,-0.0565554,-0.0344525
37,-0.1535624,0.21401414,"('fake', 'genuine')",0.18345073,0.033665776,-0.2313518,-0.14698353,0.10617185,0.04031887,-0.0238229,0.0352538,-0.0590767
66,0.1321518,-0.037123278,"('inactive', 'active')",0.2223987,0.10228346,1.5061513,1.2551069,1.8865958,1.7930256,0.9368244,0.7783232,0.1585012
40,0.08815413,0.16538376,"('stingy', 'generous')",0.3091991,0.48343766,-0.14862591,-0.04627809,-2.3170943,-2.250351,-0.5170918,-0.4119519,-0.1051399
61,-0.0721449,-0.10092454,"('illogical', 'logical')",-0.9602536,-1.0105832,-0.2982391,-0.41530192,-0.63632876,-0.80403155,-0.4917416,-0.5827103,0.0909687
32,-0.0665248,0.23722856,"('unkind', 'kind')",-0.06819669,-0.23845695,0.5320198,0.5413588,0.49304596,0.4355282,0.2225861,0.2439147,-0.0213286
50,0.048336245,-0.07151376,"('clumsy', 'skillful')",0.5915294,0.1534945,2.2770426,2.1254492,1.3675625,1.0996542,1.0711176,0.826771,0.2443466
20,-0.043610666,-0.061309405,"('rough', 'thoughtful')",-0.64982677,-0.8018971,0.464297,0.4109039,0.12848401,-0.051520247,-0.0251641,-0.1259557,0.1007916
75,0.03178597,-0.05934797,"('meek', 'impulsive')",-0.0017732233,-0.096187085,0.05049842,0.058741085,0.6193137,0.6312569,0.1749562,0.1336157,0.0413405
