,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
5,3.3801885,2.587662,"('distant', 'outgoing')",1.3191448,1.0440845,0.5429039,0.52908075,0.045876198,0.020830765,1.3220283,1.0454144,0.2766139
6,3.1067567,2.321217,"('distant', 'open')",1.6956244,1.3317462,0.8955128,0.8542844,0.26879224,0.18202049,1.4916716,1.172317,0.3193546
85,2.8272724,1.6611191,"('insignificant', 'prestigious')",0.94755197,0.46082595,2.4090753,1.887875,1.0883818,0.9116406,1.8180704,1.2303652,0.5877052
35,2.5581353,1.8857464,"('corrupt', 'incorrupt')",0.7291125,0.27252862,0.86802906,0.72777313,0.4485852,0.3431617,1.1509655,0.8073025,0.343663
46,-2.4746335,-1.7866915,"('uncompetitive', 'competitive')",-0.73472524,-0.4389246,-0.940205,-0.8863731,-0.76232934,-0.55640596,-1.2279732,-0.9170988,-0.3108744
3,-2.421804,-2.0536692,"('repellent', 'pleasant')",-1.586753,-1.5604621,-1.4005474,-1.3512677,0.53073585,0.44181988,-1.2195921,-1.1308949,-0.0886972
71,2.4194813,2.1928117,"('diffident', 'self-confident')",1.756559,1.5065135,0.46400398,0.45069864,0.16339216,0.17411953,1.2008591,1.0810359,0.1198232
45,-2.2148526,-1.229064,"('incompetent', 'competent')",-1.1015594,-0.44895744,-1.0160834,-0.4267611,-1.2697185,-0.9880679,-1.4005535,-0.7732126,-0.6273409
9,2.1762688,2.0249739,"('unaffectionate', 'caring')",1.6181232,1.5244133,0.6724667,0.74861664,1.2822627,1.1036578,1.4372804,1.3504153,0.0868651
69,2.009118,1.435112,"('lazy', 'industrious')",1.2982256,0.81624734,1.7363266,1.6991968,0.62142175,0.6821945,1.416273,1.1581876,0.2580854
65,-1.9522429,-1.4633793,"('insecure', 'secure')",-1.7481697,-1.5382156,-0.71406245,-0.7485558,-1.2446901,-1.0976381,-1.4147912,-1.2119472,-0.202844
57,-1.8983324,-1.4149495,"('unimaginative', 'imaginative')",-1.7916969,-1.4195381,-1.3373963,-1.0692538,-3.1360388,-2.824976,-2.0408659,-1.6821793,-0.3586866
10,-1.8864303,-1.0268114,"('unsympathetic', 'sympathetic')",-1.1299983,-0.61055297,-1.1346473,-0.8675799,-0.23917368,-0.08862899,-1.0975624,-0.6483933,-0.4491691
79,1.8787287,1.4895172,"('wavering', 'unwavering')",1.0530324,0.9566014,1.4458289,1.3561008,0.5068751,0.642984,1.2211163,1.1113008,0.1098155
33,1.847641,1.4382454,"('wrong', 'right')",0.89557266,0.60259485,1.2433424,1.1519978,-0.38623086,-0.50762415,0.9000813,0.6713035,0.2287778
26,1.7594775,1.5036821,"('hardhearted', 'benevolent')",1.7609192,1.9223322,2.458915,2.5395033,1.5811862,1.5649307,1.8901246,1.8826122,0.0075124
68,-1.7400849,-1.4894202,"('dependent', 'independent')",-1.181626,-1.3651175,-1.3837819,-1.3754163,-1.681134,-1.661967,-1.4966567,-1.4729803,-0.0236764
70,-1.7391843,-1.1561074,"('lethargic', 'energetic')",-1.1034014,-0.8635183,-0.35557517,-0.2975566,-0.7035762,-0.554634,-0.9754342,-0.717954,-0.2574802
55,-1.7164093,-0.8445219,"('incompetent', 'clever')",-0.42909703,0.07386747,-0.6745049,-0.4664151,-1.182704,-1.1158214,-1.0006788,-0.5882227,-0.4124561
14,-1.7060466,-0.9146192,"('antisocial', 'social')",-1.0723484,-0.5862223,-0.17005737,0.18087228,-1.1527263,-0.9152692,-1.0252947,-0.5588096,-0.4664851
0,-1.7015922,-1.0165777,"('unsociable', 'sociable')",-0.5387371,-0.004494885,-0.08838274,0.19213398,-0.28890604,-0.13039441,-0.6544045,-0.2398333,-0.4145712
19,1.6688726,1.3689524,"('inhospitable', 'hospitable')",0.78906727,0.653842,-0.3992535,-0.26857775,0.4505903,0.37667003,0.6273192,0.5327216,0.0945976
80,-1.661178,-1.0219861,"('dominated', 'dominating')",-0.4437332,-0.11641251,-0.20732385,0.0009123832,-0.69275177,-0.42390108,-0.7512467,-0.3903468,-0.3608999
1,1.617592,1.1983672,"('unfriendly', 'friendly')",0.87606776,0.68337685,0.5600271,0.54935086,1.4015642,1.1348625,1.1138128,0.8914894,0.2223234
76,-1.5512283,-1.2194116,"('anxious', 'daring')",-1.669791,-1.5180238,0.20300126,0.12434377,-0.4174906,-0.30550185,-0.8588772,-0.7296484,-0.1292288
81,-1.5286461,-0.6777297,"('submissive', 'aggressive')",-0.6686424,-0.31857976,-0.2401193,-0.007058084,-1.4413704,-1.0642842,-0.9696945,-0.5169129,-0.4527816
36,1.5107214,0.65192807,"('hostile', 'amicable')",0.3073733,-0.13238844,0.8653841,0.4173051,0.7953656,0.46754718,0.8697111,0.351098,0.5186131
22,-1.5103307,-1.0762538,"('untrustworthy', 'trustworthy')",-1.171645,-1.1971629,-0.80452704,-0.74506587,-1.8472843,-1.744238,-1.3334467,-1.1906801,-0.1427666
63,-1.4946445,-1.0595909,"('unperceptive', 'insightful')",-0.41390324,-0.14814545,0.4304743,0.6009654,0.25309125,0.37686834,-0.3062456,-0.0574757,-0.2487699
59,1.3895774,1.2660815,"('foolish', 'wise')",1.1227291,0.9571722,1.4042468,1.3933241,0.066488385,-0.15394321,0.9957604,0.8656586,0.1301018
21,-1.3869445,-0.6193269,"('immoral', 'moral')",-0.7342122,-0.56384176,-0.6009276,-0.5060538,-1.7216722,-1.6382158,-1.1109391,-0.8318596,-0.2790795
8,1.3464457,0.9287959,"('unaffectionate', 'affectionate')",0.9986189,1.0791192,0.897603,0.8923295,0.7980444,0.6686232,1.010178,0.8922169,0.1179611
60,-1.2731932,-0.4194418,"('inefficient', 'efficient')",-0.43231755,-0.10759756,-0.5577953,-0.3062642,-0.82077503,-0.63710415,-0.7710203,-0.3676019,-0.4034184
25,1.2594757,0.649439,"('egoistic', 'altruistic')",0.25746775,0.0137704685,1.1153625,0.8625982,1.7276564,1.3825171,1.0899906,0.7270812,0.3629094
