,suntrust_male,suntrust_female,tuple,banks_male,banks_female,inc_male,inc_female,average_male,average_female,male-female
42,1.3973607,1.6327444,"('unreliable', 'reliable')",1.1362195,1.0172542,-2.0774925,-1.9963813,0.1520293,0.2178725,-0.0658432
53,-1.2707045,-1.1517437,"('uncreative', 'creative')",0.680749,0.89172125,0.8539746,0.83874613,0.0880064,0.1929079,-0.1049015
82,-1.2638714,-0.7545901,"('poor', 'rich')",-0.28883255,0.056153893,5.632803,5.921909,1.360033,1.7411575,-0.3811245
73,1.1973462,1.2561225,"('helpless', 'self-reliant')",0.32061058,0.35331568,-3.3467076,-3.1798267,-0.6095836,-0.5234629,-0.0861207
85,1.1390806,0.83069336,"('insignificant', 'prestigious')",1.0500801,1.043277,0.36654514,0.4481695,0.851902,0.7740467,0.0778553
68,-1.0143785,-1.2604431,"('dependent', 'independent')",-1.4827007,-1.6257731,-0.80178374,-0.96870244,-1.0996211,-1.2849728,0.1853517
55,-0.98403525,-0.86824733,"('incompetent', 'clever')",0.3982224,0.24962427,-0.214454,-0.20474723,-0.2667556,-0.2744568,0.0077012
49,-0.9615555,-0.5786293,"('unable', 'able')",-0.9769049,-0.65264106,-0.6872204,-0.47261488,-0.8752269,-0.5679617,-0.3072652
1,-0.95469403,-1.0066149,"('unfriendly', 'friendly')",1.4492849,1.6066996,1.450992,1.5494056,0.6485276,0.7164968,-0.0679692
2,0.947989,1.51423,"('unlikable', 'likable')",1.8221132,2.0860326,0.5664038,0.9328248,1.1121686,1.5110291,-0.3988605
77,-0.9206504,-0.92576736,"('unmotivated', 'motivated')",0.33441612,0.14841148,-1.2030149,-1.2353697,-0.5964164,-0.6709085,0.0744921
16,-0.9051338,-0.6474428,"('unpopular', 'popular')",-0.8156185,-0.63397384,0.23552607,0.29681063,-0.4950754,-0.328202,-0.1668734
45,-0.8930819,-0.884704,"('incompetent', 'competent')",0.68099964,0.6114902,-0.43317088,-0.41505226,-0.2150844,-0.229422,0.0143376
0,-0.84754825,-0.71818846,"('unsociable', 'sociable')",0.8321899,0.85733825,-0.5660751,-0.5411378,-0.1938111,-0.133996,-0.0598151
39,0.8105863,0.95495,"('exploitative', 'cooperative')",1.4949406,1.4347409,0.02984631,0.09866573,0.7784578,0.8294522,-0.0509944
22,-0.8099572,-0.6914562,"('untrustworthy', 'trustworthy')",-0.14279556,-0.19493501,-0.9910932,-1.0658449,-0.6479487,-0.6507454,0.0027967
67,0.7822985,0.7955984,"('doubtful', 'determined')",-0.5907034,-0.49341205,-0.75832856,-0.53315365,-0.1889112,-0.0769891,-0.1119221
66,0.7718874,0.6574017,"('inactive', 'active')",0.9188159,0.8707908,1.3347175,1.0938603,1.0084736,0.8740176,0.134456
74,0.74665797,0.6515595,"('undedicated', 'dedicated')",1.178864,1.1759931,0.6631963,0.7214446,0.8629061,0.8496657,0.0132404
46,-0.7406197,-0.6905595,"('uncompetitive', 'competitive')",0.4534706,0.27550513,-0.6426062,-0.72641945,-0.3099184,-0.3804913,0.0705729
48,-0.7383985,-0.9784429,"('unintelligent', 'intelligent')",-0.7698729,-0.89724225,-0.042926095,-0.103004485,-0.5170658,-0.6595632,0.1424974
26,0.7317308,0.65897775,"('hardhearted', 'benevolent')",1.9775511,1.9380263,1.8626595,1.9724104,1.5239805,1.523138,0.0008425
61,-0.70264125,-0.60661334,"('illogical', 'logical')",1.5772786,1.4443675,-0.033961542,-0.0670192,0.2802253,0.2569117,0.0233136
86,-0.67379427,-0.9923462,"('uninfluential', 'influential')",0.8097477,0.5407225,0.1564213,-0.09344131,0.0974582,-0.1816883,0.2791465
12,0.65990394,0.6746622,"('unsupportive', 'supportive')",1.6898385,1.6157856,-1.7905138,-1.8339851,0.1864096,0.1521542,0.0342554
57,-0.6527918,-0.7736564,"('unimaginative', 'imaginative')",0.042968683,-0.10424711,-2.423238,-2.4408526,-1.0110203,-1.106252,0.0952317
30,0.64276797,0.98446065,"('intolerant', 'tolerant')",1.4487097,1.5524908,0.57514346,0.9140316,0.8888737,1.1503277,-0.261454
40,0.594947,0.17735864,"('stingy', 'generous')",1.3454001,1.1213441,-1.1654385,-1.4834557,0.2583028,-0.0615843,0.3198871
