,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
26,0.3079259,0.15109959,"('hardhearted', 'benevolent')",-0.17676088,-0.037159353,1.9510034,1.8008873,0.6940562,0.6382759,0.0557803
63,-0.2987483,-0.27857035,"('unperceptive', 'insightful')",0.21026683,0.17383187,0.74303216,0.90061146,0.2181836,0.265291,-0.0471074
13,0.26354337,0.1492424,"('impolite', 'polite')",0.581199,0.09277015,-0.40759018,-0.405853,0.1457174,-0.0546135,0.2003309
17,-0.26048175,-0.1933493,"('nasty', 'nice')",-0.09413482,-0.03700788,-0.37136364,-0.35083756,-0.2419934,-0.1937316,-0.0482618
14,-0.24745063,-0.07508771,"('antisocial', 'social')",1.2176751,1.1401445,-0.5146416,-0.5320272,0.151861,0.1776765,-0.0258155
34,-0.23520215,-0.17563406,"('mean', 'honorable')",0.13997887,0.107369475,5.758581,5.7514844,1.8877859,1.8944066,-0.0066207
18,-0.23448882,-0.19316667,"('disagreeable', 'welcoming')",-1.2698301,-1.0582108,-0.115015656,-0.08608369,-0.5397782,-0.4458204,-0.0939578
66,0.21712375,0.21526979,"('inactive', 'active')",-0.92425656,-0.7342105,0.7143817,0.7605754,0.0024163,0.0805449,-0.0781286
31,0.19729804,-0.0016310085,"('evil', 'good')",-1.6553496,-1.5316788,-0.8174287,-0.8432761,-0.7584934,-0.7921953,0.0337019
85,0.17482206,0.0815087,"('insignificant', 'prestigious')",-0.47818846,-0.036956757,1.292442,1.323131,0.3296918,0.4558943,-0.1262025
61,-0.17083952,-0.35421705,"('illogical', 'logical')",0.19452721,-0.1133134,0.23409271,0.061153483,0.0859268,-0.135459,0.2213858
30,-0.15023014,0.018393021,"('intolerant', 'tolerant')",1.2779499,1.3194473,1.2485422,1.5407472,0.7920873,0.9595292,-0.1674419
56,0.14682303,0.4770562,"('impractical', 'practical')",1.444536,1.5890408,-0.44088975,-0.082221426,0.3834898,0.6612919,-0.2778021
7,-0.09041604,-0.046143327,"('insensitive', 'sensitive')",0.1167068,-0.05083721,0.54762495,0.42132556,0.1913052,0.108115,0.0831902
16,-0.08296633,-0.14262265,"('unpopular', 'popular')",-0.33507204,-0.28075492,0.8047395,0.8038404,0.1289004,0.1268209,0.0020795
74,-0.064707294,0.059017293,"('undedicated', 'dedicated')",0.59759814,0.6189571,0.3938571,0.5432172,0.308916,0.4070639,-0.0981479
81,-0.025568865,0.22182202,"('submissive', 'aggressive')",1.4934905,1.3747969,-0.92625016,-0.81996334,0.1805572,0.2588852,-0.078328
76,0.024599992,0.28822532,"('anxious', 'daring')",1.1842872,1.17055,0.28345984,0.32549778,0.497449,0.5947577,-0.0973087
25,-0.016123287,-0.031793967,"('egoistic', 'altruistic')",-0.5472797,-0.20614389,1.5797375,1.5550417,0.3387782,0.4390346,-0.1002564
65,-0.0144058615,-0.2105672,"('insecure', 'secure')",1.4328932,0.634676,-0.3142696,-0.6727736,0.3680726,-0.0828883,0.4509609
52,-0.006221475,-0.11003193,"('irrational', 'rational')",-1.0578381,-0.73542124,0.39204615,0.35900688,-0.2240045,-0.1621488,-0.0618557
