,windstream_male,windstream_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
6,-2.5325773,-2.7990007,"('distant', 'open')",-1.3695437,-1.2201396,0.35921183,0.4099955,-1.1809697,-1.2030482,0.0220785
19,-2.0844002,-2.0261533,"('inhospitable', 'hospitable')",-1.1739143,-1.1187866,-0.2510086,-0.21914253,-1.1697744,-1.1213608,-0.0484136
5,-1.9342474,-2.1822166,"('distant', 'outgoing')",-1.0190306,-0.8717892,-0.16456947,-0.06607442,-1.0392825,-1.0400267,0.0007442
31,-1.744743,-2.034238,"('evil', 'good')",-2.0136836,-1.8915856,-1.120497,-1.3373816,-1.6263078,-1.7544018,0.128094
8,-1.6691352,-1.6435851,"('unaffectionate', 'affectionate')",-1.1033506,-0.9230512,0.40602013,0.19740143,-0.7888219,-0.7897449,0.000923
1,-1.6659416,-1.8841633,"('unfriendly', 'friendly')",-0.11244799,0.10708108,1.4289967,1.4392676,-0.1164643,-0.1126049,-0.0038594
60,1.6465495,1.8232303,"('inefficient', 'efficient')",1.7096162,1.5018144,0.1767531,0.38346934,1.1776396,1.2361713,-0.0585317
36,-1.5080522,-1.7557113,"('hostile', 'amicable')",-1.7335534,-1.6982908,0.26560238,0.114543654,-0.9920011,-1.1131528,0.1211517
52,-1.4606576,-1.7399344,"('irrational', 'rational')",-1.3338588,-1.4092021,-0.13956316,-0.29470745,-0.9780265,-1.147948,0.1699215
30,1.4471829,1.4862863,"('intolerant', 'tolerant')",1.7767813,1.7123522,1.112945,1.1156703,1.4456364,1.4381029,0.0075335
56,1.4234965,1.4465923,"('impractical', 'practical')",0.7943072,0.7967641,-0.1951888,-0.018509142,0.674205,0.7416158,-0.0674108
76,1.3739157,1.5099012,"('anxious', 'daring')",1.3402319,1.2652326,0.44721264,0.49022597,1.0537868,1.0884532,-0.0346664
65,1.2095035,1.2908347,"('insecure', 'secure')",1.2343516,0.96032465,0.11411053,0.13173151,0.8526553,0.7942969,0.0583584
79,-1.1544079,-1.2563117,"('wavering', 'unwavering')",-1.7747186,-1.7229275,-0.18865648,-0.21344335,-1.039261,-1.0642274,0.0249664
39,1.1023034,1.1841547,"('exploitative', 'cooperative')",0.20399214,0.062008567,-0.20396739,-0.3327622,0.3674427,0.304467,0.0629757
54,-1.0836643,-0.80182034,"('incapable', 'capable')",-0.059427205,0.0861988,0.60777146,0.6746031,-0.17844,-0.0136728,-0.1647672
80,1.0695198,1.1567172,"('dominated', 'dominating')",1.0153097,0.8768281,-1.241957,-1.1901315,0.2809575,0.2811379,-0.0001804
7,1.0649229,1.1543581,"('insensitive', 'sensitive')",1.2808034,1.1471932,0.80399007,0.7018684,1.0499055,1.00114,0.0487655
85,-1.0060105,-1.289847,"('insignificant', 'prestigious')",-0.46956554,-0.28600627,0.30530572,0.1947963,-0.3900901,-0.4603523,0.0702622
9,-0.98845124,-0.9680089,"('unaffectionate', 'caring')",0.046767756,0.1760273,1.0141438,1.0083649,0.0241535,0.0721278,-0.0479743
38,-0.96700215,-1.0802327,"('untruthful', 'truthful')",-0.8431554,-0.8164627,-0.24519895,-0.16468032,-0.6851188,-0.6871252,0.0020064
88,-0.89959353,-0.85018843,"('low', 'eminent')",-0.0713982,-0.026529716,0.1649614,0.18728492,-0.2686768,-0.2298111,-0.0388657
2,-0.89425707,-0.76826096,"('unlikable', 'likable')",1.2834435,1.4853998,0.70432174,0.97456753,0.3645027,0.5639021,-0.1993994
51,-0.85343146,-0.7753916,"('uneducated', 'educated')",0.8305814,0.86780244,0.2559311,0.33990318,0.0776937,0.1441047,-0.066411
66,-0.83897316,-0.9058744,"('inactive', 'active')",0.66260695,0.7817197,1.1738217,1.1184403,0.3324852,0.3314285,0.0010567
0,-0.8266807,-1.0219923,"('unsociable', 'sociable')",0.5424694,0.36159664,0.041402202,-0.038190823,-0.0809364,-0.2328622,0.1519258
16,-0.8155004,-0.7650185,"('unpopular', 'popular')",-0.8131948,-0.777565,0.5393008,0.42622918,-0.3631315,-0.3721181,0.0089866
28,-0.81268215,-0.80548877,"('disloyal', 'loyal')",0.043442406,0.012368627,0.74805766,0.9345139,-0.0070607,0.0471313,-0.054192
41,-0.78683704,-1.0232639,"('unforgiving', 'forgiving')",-0.023082808,-0.09302003,0.38674805,0.2218589,-0.1410573,-0.2981417,0.1570844
18,-0.7551437,-0.55321085,"('disagreeable', 'welcoming')",-0.22762814,-0.058002394,-0.33903256,-0.2915597,-0.4406015,-0.3009243,-0.1396772
4,-0.72837484,-0.9065055,"('disliked', 'liked')",-0.4035981,-0.3284962,-5.752736,-5.494481,-2.294903,-2.2431609,-0.0517421
73,0.7243332,0.7887894,"('helpless', 'self-reliant')",0.07463114,0.0781914,-3.276818,-3.0904078,-0.8259513,-0.7411424,-0.0848089
71,0.71023196,0.64038086,"('diffident', 'self-confident')",0.9734483,1.0826719,0.61152786,0.6916103,0.7650694,0.8048877,-0.0398183
82,-0.70524144,-0.39841944,"('poor', 'rich')",0.65223914,0.898094,5.7807302,5.769903,1.9092426,2.0898593,-0.1806167
67,0.70482206,0.60377336,"('doubtful', 'determined')",0.7027059,0.66444325,-0.63506436,-0.49944767,0.2574879,0.2562563,0.0012316
17,-0.70087814,-0.8451545,"('nasty', 'nice')",-1.3317689,-1.3586074,-0.5238746,-0.6060074,-0.8521739,-0.9365898,0.0844159
42,0.69095767,0.7200862,"('unreliable', 'reliable')",1.5110855,1.5524603,-2.2830799,-2.1160095,-0.0270123,0.052179,-0.0791913
46,0.6762393,0.86165386,"('uncompetitive', 'competitive')",2.0546894,2.1215036,-0.033356804,0.23470305,0.8991906,1.0726202,-0.1734296
47,0.67344224,0.551613,"('stupid', 'smart')",0.8037457,0.8515957,5.387797,5.1186566,2.2883282,2.1739551,0.1143731
