,harman_male,harman_female,tuple,intl_male,intl_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,male-female
48,-1.9045411,-1.8462758,"('unintelligent', 'intelligent')",-1.3367695,-1.3381566,-0.40870526,-0.31926855,0.25326827,0.20924556,-0.8491869,-0.8236139,-0.025573
10,-1.8812797,-1.8242688,"('unsympathetic', 'sympathetic')",-1.5690618,-1.5888978,-0.4456776,-0.503523,-0.035670172,-0.17047787,-0.9829223,-1.0217918,0.0388695
86,-1.8522965,-1.7057897,"('uninfluential', 'influential')",-1.8401254,-1.7722616,-1.4683619,-1.4015641,-0.41108814,-0.40971148,-1.3929679,-1.3223317,-0.0706362
3,-1.6939988,-1.7235204,"('repellent', 'pleasant')",-0.54746914,-0.46979964,-0.11628568,-0.09567594,0.072925165,-0.04618599,-0.5712072,-0.5837955,0.0125883
24,-1.6832156,-1.5106013,"('dishonest', 'honest')",-1.0423088,-0.9440799,-0.2678417,-0.20753768,0.7372827,0.74560666,-0.5640209,-0.479153,-0.0848679
21,-1.635294,-1.4408008,"('immoral', 'moral')",-1.2770911,-1.1311505,-0.39492688,-0.26293397,-1.3445382,-1.3010062,-1.1629624,-1.0339729,-0.1289895
57,-1.632344,-1.6936219,"('unimaginative', 'imaginative')",-0.6432339,-0.7914027,-0.35524344,-0.47176966,-2.2718658,-2.3327036,-1.2256718,-1.3223743,0.0967025
1,-1.5835791,-1.4435931,"('unfriendly', 'friendly')",-2.0882387,-2.041795,-1.8596646,-1.9264483,1.4596597,1.5480545,-1.0179557,-0.9659455,-0.0520102
32,-1.533024,-1.3688527,"('unkind', 'kind')",-0.36095428,-0.2398468,0.49662003,0.5441732,0.61414003,0.60965145,-0.1958045,-0.1137187,-0.0820858
28,-1.4364446,-1.4566833,"('disloyal', 'loyal')",-1.8499218,-1.9116347,-1.3105843,-1.4257041,0.794234,0.6516713,-0.9506791,-1.0355877,0.0849086
81,-1.4075838,-1.3459773,"('submissive', 'aggressive')",0.0059727356,0.016766394,0.88900065,0.97129476,-0.85809475,-0.8847464,-0.3426763,-0.3106656,-0.0320107
23,-1.4056336,-1.418103,"('insincere', 'sincere')",-1.1161239,-1.1706936,-0.010086313,-0.13736737,5.386072,5.133632,0.7135571,0.6018671,0.11169
60,-1.3907615,-1.1595833,"('inefficient', 'efficient')",-0.3824049,-0.30079997,1.3865606,1.4750004,-0.1331102,-0.06600527,-0.129929,-0.012847,-0.117082
35,1.384886,1.2310579,"('corrupt', 'incorrupt')",0.6945288,0.64736676,-0.45993006,-0.44699007,0.021990336,0.07427914,0.4103688,0.3764285,0.0339403
7,-1.3626643,-1.3213811,"('insensitive', 'sensitive')",-0.41167593,-0.43373019,0.18156539,0.15504181,0.674388,0.634296,-0.2295967,-0.2414434,0.0118467
55,-1.2656889,-1.1951778,"('incompetent', 'clever')",-0.88776934,-0.9197932,-0.18725564,-0.16903344,-0.0031400248,-0.09684295,-0.5859634,-0.5952119,0.0092485
27,-1.2432023,-0.9726907,"('hardhearted', 'softhearted')",-0.91054773,-0.8917901,-0.50544,-0.50097513,1.1729674,1.312852,-0.3715556,-0.263151,-0.1084046
46,-1.2425206,-1.2428392,"('uncompetitive', 'competitive')",-1.1133285,-1.1243083,-0.583592,-0.68904614,-0.53067404,-0.6769327,-0.8675287,-0.9332815,0.0657528
53,-1.2088764,-1.0711282,"('uncreative', 'creative')",-1.1351279,-1.085994,-0.7419552,-0.73595023,0.87996244,0.99390066,-0.5514992,-0.4747929,-0.0767063
14,-1.1880077,-1.3568567,"('antisocial', 'social')",-0.12546463,-0.21821661,1.2306334,1.222259,-0.71426576,-0.7382358,-0.1992762,-0.2727625,0.0734863
69,1.1871179,1.264454,"('lazy', 'industrious')",1.7227032,1.8138248,1.2599066,1.3416702,-0.11956158,0.15825751,1.0125415,1.1445516,-0.1320101
77,-1.18103,-1.1061898,"('unmotivated', 'motivated')",-0.55624366,-0.4511541,-0.3889739,-0.3675383,-1.0047003,-0.9578647,-0.782737,-0.7206867,-0.0620503
65,-1.1795923,-1.1240747,"('insecure', 'secure')",-0.4009029,-0.43291795,0.8531825,0.8067329,-0.7231193,-0.8908114,-0.362608,-0.4102678,0.0476598
76,-1.1678741,-1.0776829,"('anxious', 'daring')",0.62522894,0.69486284,0.97560793,1.0697463,0.2903146,0.28630137,0.1808193,0.2433069,-0.0624876
22,-1.1616894,-1.1884226,"('untrustworthy', 'trustworthy')",-1.0081401,-1.0075407,-0.23097417,-0.25407374,-1.5408168,-1.6627185,-0.9854051,-1.0281889,0.0427838
