,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,male-female
3,-1.231677,-1.0806766,"('repellent', 'pleasant')",-0.8023224,-0.91111016,-0.66407174,-0.5247614,0.15700981,0.3140818,-0.6352654,-0.5506166,-0.0846488
88,-1.2272546,-0.98968333,"('low', 'eminent')",-1.4177228,-1.0935351,-0.47408614,-0.3313289,0.36849713,0.51326567,-0.6876416,-0.4753204,-0.2123212
13,-1.2028104,-0.6058036,"('impolite', 'polite')",-1.8111165,-1.4624685,0.8313317,0.86204165,0.014684342,0.20140795,-0.5419777,-0.2512056,-0.2907721
47,-1.1772919,-0.7343349,"('stupid', 'smart')",-1.4545057,-1.288868,0.6346972,0.89698833,5.1835957,5.5284133,0.7966238,1.1005497,-0.3039259
85,1.1095151,0.48189077,"('insignificant', 'prestigious')",3.5855184,3.0943506,0.42740393,0.2948117,0.7096762,0.3296352,1.4580284,1.0501721,0.4078563
51,-1.1081644,-0.39008248,"('uneducated', 'educated')",-1.4359262,-1.0845773,0.61300004,0.7323602,0.44104034,0.61320895,-0.3725126,-0.0322727,-0.3402399
30,-1.1072279,-0.62077105,"('intolerant', 'tolerant')",-1.2794274,-1.0210023,0.0927921,0.3219911,1.0495552,1.3682349,-0.311077,0.0121132,-0.3231902
75,1.0344723,0.70921105,"('meek', 'impulsive')",1.1215166,0.6818331,-0.13150483,-0.0994928,-0.60691607,-0.61430484,0.354392,0.1693116,0.1850804
83,-1.0287185,-1.2215761,"('powerless', 'powerful')",-1.379969,-1.4033648,0.07484774,0.1110633,-1.4841471,-1.3877934,-0.9544967,-0.9754177,0.020921
7,-0.9793001,-0.5586573,"('insensitive', 'sensitive')",-0.69062126,-0.48212636,-0.1887178,-0.031549808,0.84299785,0.9720776,-0.2539104,-0.025064,-0.2288464
59,0.9386071,1.0864519,"('foolish', 'wise')",2.6686018,2.8798943,0.42529118,0.5964428,0.5320089,0.44137993,1.1411271,1.2510422,-0.1099151
43,-0.9227906,-0.6323728,"('irresponsible', 'responsible')",-1.1571026,-1.0140727,1.3697159,1.3272732,0.5416167,0.75003296,-0.0421401,0.1077152,-0.1498553
1,-0.9197358,-1.0247487,"('unfriendly', 'friendly')",0.78129625,0.7727899,0.81246006,0.74010766,2.2758803,2.0712078,0.7374752,0.6398392,0.097636
49,-0.9182047,-0.54615086,"('unable', 'able')",-0.64546514,-0.579445,-0.28616977,-0.0072607994,0.20494854,0.26370424,-0.4112228,-0.2172881,-0.1939347
36,0.908269,0.98715645,"('hostile', 'amicable')",2.5311844,2.1138413,-0.8981849,-0.8756586,0.09462154,-0.03223185,0.6589725,0.5482768,0.1106957
41,0.89035344,1.3825418,"('unforgiving', 'forgiving')",0.6781021,1.0221552,1.4249712,1.4350425,-0.013463829,0.19162014,0.7449908,1.0078399,-0.2628491
42,0.79212266,0.85282546,"('unreliable', 'reliable')",-0.06037172,0.021903004,0.5068848,0.52470934,-2.7761261,-2.7486718,-0.3843726,-0.3373085,-0.0470641
56,-0.6892814,-0.15540347,"('impractical', 'practical')",-1.2101216,-0.9269719,1.3587121,1.5553049,-0.37450925,0.08435,-0.2288001,0.1393199,-0.36812
82,-0.6650702,-0.23533854,"('poor', 'rich')",-1.7038897,-1.4762447,-0.10482691,0.18251854,5.952026,6.2097077,0.8695598,1.1701608,-0.300601
24,-0.64413446,-0.6546438,"('dishonest', 'honest')",-0.2643863,-0.020997297,0.11516946,0.07379464,0.7671247,0.9999393,-0.0065566,0.0995232,-0.1060798
70,-0.61761,-0.19910736,"('lethargic', 'energetic')",-1.4607474,-1.0991791,-0.20059559,-0.062628776,0.5267371,0.77608716,-0.4380539,-0.146207,-0.2918469
76,0.60457975,0.9134503,"('anxious', 'daring')",-1.4000775,-1.1742902,-0.4069898,-0.23122221,0.20214352,0.41941407,-0.250086,-0.018162,-0.231924
37,0.593015,0.52834606,"('fake', 'genuine')",-0.3046348,-0.5355601,-0.09332108,-0.0437048,0.36398438,0.45754427,0.1397609,0.1016564,0.0381045
28,-0.58124435,-0.58555317,"('disloyal', 'loyal')",-0.83263427,-0.7361951,-0.3600676,-0.45588648,0.95774424,0.8925993,-0.2040505,-0.2212589,0.0172084
74,-0.5701832,-0.2563318,"('undedicated', 'dedicated')",0.023492808,0.37564263,0.5324203,0.6498864,-0.018301185,0.049188487,-0.0081428,0.2045964,-0.2127392
65,-0.55872315,-0.3589402,"('insecure', 'secure')",-2.8346665,-2.4782808,-0.37156284,-0.44632462,-0.34177014,-0.22698025,-1.0266807,-0.8776314,-0.1490493
72,-0.53819484,-0.78771436,"('unambitious', 'ambitious')",-0.15322304,-0.3996222,0.15173532,0.03859768,-0.8565042,-0.78260607,-0.3490467,-0.4828362,0.1337895
18,0.53361946,1.2631296,"('disagreeable', 'welcoming')",1.3484313,1.7410917,0.17459303,0.23530568,-0.18955657,-0.04566181,0.4667718,0.7984663,-0.3316945
45,-0.5263674,-0.6035822,"('incompetent', 'competent')",-1.1640499,-1.385136,0.5102377,0.5605985,-0.35664257,-0.42977747,-0.3842055,-0.4644743,0.0802688
57,-0.521928,-0.4682278,"('unimaginative', 'imaginative')",-2.5143075,-2.6089327,-0.032740194,-0.12822899,-2.5360262,-2.6671774,-1.4012505,-1.4681418,0.0668913
68,-0.5210828,-0.8049441,"('dependent', 'independent')",-0.13786219,-0.57545775,-0.7243699,-0.86546874,-0.46701568,-0.67842424,-0.4625826,-0.7310737,0.2684911
21,-0.5057663,0.32476217,"('immoral', 'moral')",-1.3413852,-0.53995275,1.1316754,1.3111876,-0.48404408,-0.16456378,-0.2998801,0.2328583,-0.5327384
84,-0.49619776,-0.6694509,"('inferior', 'superior')",-0.7910455,-0.88295287,0.793613,0.69880444,0.75264025,0.54329973,0.0647525,-0.0775749,0.1423274
62,-0.47877145,-0.39758834,"('incompetent', 'brilliant')",-1.6483366,-1.4801664,0.76766026,0.9427142,0.048978247,0.26179004,-0.3276174,-0.1683126,-0.1593048
58,-0.43057537,-0.57593846,"('undiscriminating', 'discriminating')",-0.38612506,-0.63142836,-0.6641137,-0.9215125,-0.30948022,-0.280115,-0.4475736,-0.6022485,0.1546749
17,0.42174938,0.5697081,"('nasty', 'nice')",0.5949805,0.58570516,-0.90072244,-0.731752,-0.46558434,-0.3824821,-0.0873942,0.0102948,-0.097689
52,-0.41862738,-0.4672736,"('irrational', 'rational')",1.2651162,1.3511072,-0.533393,-0.6071999,-0.23304954,-0.50407124,0.0200116,-0.0568594,0.076871
78,-0.40960932,-0.3101365,"('nonresilient', 'resilient')",-0.46145427,-0.59177727,1.7172359,1.5355849,0.7174149,0.3789158,0.3908968,0.2531467,0.1377501
50,0.40457603,0.2900326,"('clumsy', 'skillful')",0.15844719,0.04837802,0.012899376,0.15324454,0.28795552,0.047980443,0.2159695,0.1349089,0.0810606
11,-0.37784976,0.013737906,"('unhelpful', 'helpful')",-1.502943,-1.2292458,0.8581069,0.9084869,1.9311497,2.2285655,0.2271159,0.4803861,-0.2532702
20,-0.35037187,-0.46046254,"('rough', 'thoughtful')",-1.0108974,-1.191648,-0.15371194,-0.17402607,1.0823972,0.97237444,-0.108146,-0.2134405,0.1052945
29,-0.34000283,-0.17182185,"('unfair', 'fair')",0.555291,0.2209504,0.20309857,0.1160048,-0.29878324,-0.3637193,0.0299009,-0.0496465,0.0795474
16,-0.32895753,-0.358308,"('unpopular', 'popular')",0.58224684,0.41388768,-0.09771684,-0.19906674,0.41420054,0.32316366,0.1424433,0.0449192,0.0975241
25,-0.31190944,-0.23514178,"('egoistic', 'altruistic')",0.20019034,0.20084956,-0.25688064,-0.40522718,1.5402074,1.3728447,0.2929019,0.2333313,0.0595706
63,-0.3112965,0.14972043,"('unperceptive', 'insightful')",-0.41029695,-0.16826949,0.58520573,0.6167395,1.038134,1.0436765,0.2254366,0.4104667,-0.1850301
34,-0.3097988,0.33564615,"('mean', 'honorable')",0.36862087,0.5522955,0.1371533,0.31298,6.0087547,6.2884607,1.5511825,1.8723456,-0.3211631
80,-0.30111873,-0.27542898,"('dominated', 'dominating')",-1.8233608,-1.6810644,-0.20216134,-0.2674662,-1.1272455,-0.98825467,-0.8634716,-0.8030535,-0.0604181
5,0.29318902,0.5856783,"('distant', 'outgoing')",1.7627027,1.6718311,-0.49475014,-0.38378727,-0.103610635,-0.21470882,0.3643827,0.4147533,-0.0503706
69,0.27297372,0.34923148,"('lazy', 'industrious')",1.9403944,1.5046302,0.646653,0.6620452,-0.28239977,-0.56364447,0.6444054,0.4880656,0.1563398
15,-0.263696,0.067890435,"('boring', 'funny')",0.5622598,0.72553706,0.37736082,0.50850075,0.3540837,0.4136005,0.2575021,0.4288822,-0.1713801
31,-0.2584695,-0.4890414,"('evil', 'good')",1.5106572,1.1640239,-0.6327798,-0.5425214,-0.8556267,-1.0943079,-0.0590547,-0.2404617,0.181407
71,-0.22515412,-0.091150604,"('diffident', 'self-confident')",1.5449601,1.4483986,1.7232178,1.6928148,1.0143943,0.78346163,1.0143545,0.9583811,0.0559734
64,-0.21202986,-0.42963907,"('shy', 'confident')",-1.1470995,-1.2715669,-0.20105922,-0.3941778,-6.7990685,-6.8579025,-2.0898142,-2.2383215,0.1485073
87,-0.20128141,-0.3258652,"('unsuccessful', 'successful')",0.3786989,0.18772471,0.548991,0.45964235,0.9405778,0.67520297,0.4167466,0.2491762,0.1675704
2,0.19468024,0.6428756,"('unlikable', 'likable')",0.972221,1.1744028,1.1040152,1.2210784,0.44869885,0.64723724,0.6799038,0.9213985,-0.2414947
33,0.19229263,-0.03950385,"('wrong', 'right')",1.4753394,1.1655788,0.49659568,0.33172604,-0.50925004,-0.8124129,0.4137444,0.161347,0.2523974
40,0.18824635,0.35306603,"('stingy', 'generous')",0.65573883,0.8928551,0.6668704,0.5248278,-1.4390626,-1.5366952,0.0179483,0.0585134,-0.0405651
8,0.17437723,-0.18926084,"('unaffectionate', 'affectionate')",1.6055968,1.5280919,-0.06865187,0.0027301349,0.88587266,0.716333,0.6492987,0.5144736,0.1348251
6,-0.17054218,0.00835401,"('distant', 'open')",1.658461,1.5506135,-0.5482883,-0.4288113,0.21298453,0.14366205,0.2881538,0.3184546,-0.0303008
12,0.15571763,0.84209335,"('unsupportive', 'supportive')",0.549186,0.9327289,2.2034585,2.2423038,-1.3355261,-1.4103849,0.393209,0.6516853,-0.2584763
23,-0.15458302,0.58747834,"('insincere', 'sincere')",-0.3540031,0.0077632386,0.6670415,0.8649328,5.891764,6.344295,1.5125549,1.9511173,-0.4385624
22,0.15253034,0.401467,"('untrustworthy', 'trustworthy')",-0.40087193,-0.57893974,0.13672614,0.0678761,-0.7429429,-0.6008094,-0.2136396,-0.1776015,-0.0360381
26,0.109313026,0.47301975,"('hardhearted', 'benevolent')",0.48855945,0.84270173,1.4844543,1.5516722,1.9846873,1.9878448,1.0167536,1.2138096,-0.197056
66,0.1065784,-0.04753983,"('inactive', 'active')",1.1861503,0.6816763,-0.6786452,-0.61684906,1.004239,0.8271297,0.4045806,0.2111043,0.1934763
32,0.08552207,0.56377023,"('unkind', 'kind')",-0.8537409,-0.43895212,1.8104956,2.1279547,1.6171914,1.8157195,0.664867,1.0171231,-0.3522561
38,-0.08494506,0.008102637,"('untruthful', 'truthful')",1.0788901,0.9075716,0.29005235,0.31054515,0.09842375,0.15845364,0.3456053,0.3461683,-0.000563
67,-0.05371005,0.107049614,"('doubtful', 'determined')",-0.41494682,-0.32315943,-0.14594147,0.041459456,-0.61474705,-0.37695152,-0.3073363,-0.1379005,-0.1694358
39,0.040976033,-0.09596071,"('exploitative', 'cooperative')",0.11297751,-0.13800067,0.2206382,0.27157646,0.15978673,0.313496,0.1335946,0.0877778,0.0458168
9,-0.030503869,-0.1324703,"('unaffectionate', 'caring')",0.8062965,0.81065184,1.3703701,1.42791,1.4878266,1.3605092,0.9084973,0.8666502,0.0418471
27,-0.027162582,0.046373457,"('hardhearted', 'softhearted')",1.1364683,1.2996758,0.7249201,0.87922597,1.8686323,1.4306082,0.9257146,0.9139708,0.0117438
54,0.017720122,0.08572996,"('incapable', 'capable')",0.53687024,0.35609406,-0.1497742,-0.034865126,1.143683,1.1994135,0.3871248,0.4015931,-0.0144683
19,0.002830539,0.2336378,"('inhospitable', 'hospitable')",1.0001473,1.0480938,0.20623156,0.3804525,0.3089137,0.22168992,0.3795308,0.4709685,-0.0914377
