,affiliated_male,affiliated_female,tuple,computer_male,computer_female,services_male,services_female,inc_male,inc_female,average_male,average_female,male-female
51,3.767417,3.6630826,"('uneducated', 'educated')",-0.9023,-0.996559,0.32351476,0.24334882,0.3386835,0.22516586,0.8818288,0.7837595,0.0980693
70,3.6804264,4.013941,"('lethargic', 'energetic')",-1.2772591,-1.2328784,0.34819818,0.37841862,0.90274566,0.8418226,0.9135278,1.0003259,-0.0867981
31,-3.4619136,-4.120855,"('evil', 'good')",0.3832815,0.27144745,-1.1197822,-1.2178599,-0.8582506,-0.9038867,-1.2641662,-1.4927886,0.2286224
7,3.1410592,3.329998,"('insensitive', 'sensitive')",0.059769675,-0.0051507717,0.16582885,0.08038391,1.1263208,0.97545004,1.1232446,1.0951703,0.0280743
39,2.7602305,2.8148797,"('exploitative', 'cooperative')",1.3092823,1.1959431,1.159403,1.1377925,0.5345176,0.537521,1.4408584,1.4215341,0.0193243
74,2.706286,2.8009536,"('undedicated', 'dedicated')",0.43963784,0.43547404,0.12799959,0.11964793,0.25462243,0.17840642,0.8821365,0.8836206,-0.0014841
80,2.6955738,2.977624,"('dominated', 'dominating')",-1.0602862,-1.0494432,0.9599818,0.9364604,-0.85807264,-0.8922007,0.4342992,0.4931101,-0.0588109
14,2.6640518,3.0126963,"('antisocial', 'social')",0.37871844,0.29538977,1.2239982,1.2073499,-0.42119923,-0.44589862,0.9613923,1.0173843,-0.055992
81,2.500783,3.1445692,"('submissive', 'aggressive')",-0.030566834,-0.04842619,0.6908459,0.66351664,-0.88002557,-0.8419469,0.5702591,0.7294282,-0.1591691
60,2.430549,3.363534,"('inefficient', 'efficient')",0.24191462,0.38932803,1.3188239,1.4933902,-0.3491195,-0.1892041,0.910542,1.264262,-0.35372
36,-2.2326872,-2.7972033,"('hostile', 'amicable')",0.073793285,-0.030431416,-0.90261585,-0.94958055,0.3043143,0.23590246,-0.6892989,-0.8853282,0.1960293
12,2.2320666,2.4554417,"('unsupportive', 'supportive')",0.30707303,0.38148108,0.6993766,0.7701907,-1.876255,-1.871693,0.3405653,0.4338551,-0.0932898
43,2.2133536,2.771513,"('irresponsible', 'responsible')",-0.65337527,-0.57923245,-0.7793641,-0.71876,0.3521822,0.38513863,0.2831991,0.4646648,-0.1814657
24,2.1026864,2.5537224,"('dishonest', 'honest')",-0.25748807,-0.30765876,-0.2334002,-0.2645581,0.9019243,0.8894592,0.6284306,0.7177412,-0.0893106
35,-2.0788224,-3.039908,"('corrupt', 'incorrupt')",0.51836026,0.47756842,-0.4725013,-0.6066491,-0.16607994,-0.24913374,-0.5497609,-0.8545306,0.3047697
10,2.0542018,2.8216321,"('unsympathetic', 'sympathetic')",-1.2209876,-1.2692634,-0.49038163,-0.37829542,0.051596813,0.02106293,0.0986074,0.2987841,-0.2001767
55,2.0348537,2.9161148,"('incompetent', 'clever')",-0.83000326,-0.8489406,-0.049948387,0.10416643,-0.03008495,0.021950759,0.2812043,0.5483229,-0.2671186
65,1.9702653,2.5928257,"('insecure', 'secure')",-0.2572067,-0.35575506,0.05468335,0.026176818,-0.18357642,-0.066777624,0.3960414,0.5491174,-0.153076
46,1.9481099,2.616298,"('uncompetitive', 'competitive')",-1.0200421,-1.0990266,0.4517216,0.53542876,-0.5950753,-0.6836388,0.1961785,0.3422653,-0.1460868
11,1.9053055,2.2296133,"('unhelpful', 'helpful')",0.7166174,0.8221709,1.5465329,1.4906287,1.9296659,1.8445243,1.5245305,1.5967343,-0.0722038
86,1.891758,2.5282109,"('uninfluential', 'influential')",0.37791103,0.33345658,-0.27970573,-0.20775862,0.21263525,0.20305657,0.5506496,0.7142413,-0.1635917
5,-1.8712411,-2.2884512,"('distant', 'outgoing')",1.0582248,1.0570565,-0.67256767,-0.6720266,-0.38693464,-0.4007206,-0.4681297,-0.5760354,0.1079057
56,1.848379,2.073263,"('impractical', 'practical')",0.3973816,0.42239028,0.23421411,0.26047948,-0.6334197,-0.6292686,0.4616387,0.531716,-0.0700773
85,-1.8474555,-2.4588318,"('insignificant', 'prestigious')",1.173341,1.0183403,0.12096887,0.018090777,0.46648523,0.42541724,-0.0216651,-0.2492459,0.2275808
45,1.838418,1.8857228,"('incompetent', 'competent')",-0.40656587,-0.46174133,1.0861673,1.0862565,-0.38292387,-0.5061551,0.5337739,0.5010207,0.0327532
53,-1.7144507,-1.3428907,"('uncreative', 'creative')",1.1657604,1.024636,-0.568875,-0.60013163,0.7258306,0.58307964,-0.0979337,-0.0838267,-0.014107
23,1.6868731,1.9690245,"('insincere', 'sincere')",-0.08604986,-0.074261695,0.6205891,0.61925244,5.955711,5.8260775,2.0442808,2.0850232,-0.0407424
25,-1.6867735,-1.7300766,"('egoistic', 'altruistic')",0.8200423,0.70211864,1.2937685,1.3793672,1.5758917,1.7041208,0.5007322,0.5138825,-0.0131503
16,-1.6214583,-1.6681061,"('unpopular', 'popular')",-0.46608707,-0.4739244,-0.25311524,-0.26387668,0.32263637,0.38648817,-0.5045061,-0.5048547,0.0003486
8,-1.6160425,-1.8296118,"('unaffectionate', 'affectionate')",0.23433785,0.13491943,-0.49538162,-0.59370774,0.994032,0.8977509,-0.2207636,-0.3476623,0.1268987
87,1.5430988,1.4944568,"('unsuccessful', 'successful')",0.3432862,0.23607315,1.6928252,1.5925109,0.60996604,0.49208945,1.0472941,0.9537826,0.0935115
6,-1.5323133,-1.7389213,"('distant', 'open')",1.0218318,0.9745717,-0.8361727,-0.77765006,0.49195117,0.55146116,-0.2136758,-0.2476346,0.0339588
76,1.5312401,2.09114,"('anxious', 'daring')",-1.8966062,-1.8715621,0.20824634,0.38996875,-0.11784217,0.016764982,-0.0687405,0.1565779,-0.2253184
32,1.5238276,1.9279903,"('unkind', 'kind')",0.045156144,-0.04609379,0.49362642,0.51635987,1.3649644,1.2952163,0.8568937,0.9233682,-0.0664745
42,1.5059316,1.7451355,"('unreliable', 'reliable')",-0.8456321,-0.94771814,0.1520879,0.18446757,-3.092682,-2.894433,-0.5700736,-0.478137,-0.0919366
77,1.4596115,1.8428384,"('unmotivated', 'motivated')",-0.18263009,-0.19416496,-0.3289852,-0.19802132,-1.3408265,-1.1935447,-0.0982076,0.0642768,-0.1624844
13,1.431958,1.860899,"('impolite', 'polite')",-0.42712128,-0.5459803,0.16028832,0.11516423,-0.18768917,-0.21870768,0.244359,0.3028438,-0.0584848
1,-1.4116106,-1.2489431,"('unfriendly', 'friendly')",1.4812468,1.2971061,0.05046645,-0.020743553,1.8070025,1.767698,0.4817763,0.4487794,0.0329969
48,1.3882669,2.0021365,"('unintelligent', 'intelligent')",0.32594168,0.30435324,-0.787438,-0.78225577,0.13404863,0.12763233,0.2652048,0.4129666,-0.1477618
63,1.375968,1.648792,"('unperceptive', 'insightful')",0.17585608,0.16216324,1.0527046,1.1490687,0.8136512,0.80708426,0.854545,0.9417771,-0.0872321
21,1.3712835,1.9588413,"('immoral', 'moral')",0.16702536,0.10788788,0.41466087,0.59465855,-0.6882427,-0.5557793,0.3161818,0.5264022,-0.2102204
22,1.3013314,1.4511703,"('untrustworthy', 'trustworthy')",0.0143853165,-0.18545991,0.539382,0.46552885,-0.52159524,-0.5543745,0.3333759,0.2942162,0.0391597
0,1.2573981,1.7159252,"('unsociable', 'sociable')",-0.18706554,-0.34759787,0.62155753,0.4942489,-0.2505913,-0.36117566,0.3603247,0.3753501,-0.0150254
52,-1.1982454,-1.5898758,"('irrational', 'rational')",1.0576394,0.8286834,0.50369763,0.40098882,-0.22458135,-0.17654337,0.0346276,-0.1341867,0.1688143
79,-1.1730132,-1.802801,"('wavering', 'unwavering')",0.017120467,-0.057842866,-0.8877239,-0.9350248,-0.09310129,-0.22490448,-0.5341795,-0.7551433,0.2209638
4,-1.1578258,-2.1485364,"('disliked', 'liked')",-0.4330999,-0.45993882,-0.14366283,-0.22485308,-6.8182716,-6.9037404,-2.1382151,-2.434267,0.2960519
41,1.15369,0.95899934,"('unforgiving', 'forgiving')",-0.044693783,-0.10035589,0.6935713,0.73447454,0.44118515,0.3838605,0.5609382,0.4942446,0.0666936
62,1.0831604,1.4917784,"('incompetent', 'brilliant')",-0.120438516,0.03432946,0.5856267,0.70621544,-0.38944507,-0.2691661,0.2897259,0.4907893,-0.2010634
57,1.0787559,1.34963,"('unimaginative', 'imaginative')",0.34448266,0.1855445,-0.82272184,-0.79653335,-2.5491776,-2.7007878,-0.4871652,-0.4905367,0.0033715
37,1.0771432,1.2283726,"('fake', 'genuine')",-0.6300486,-0.6877063,0.2028726,0.14685205,0.60265213,0.55250746,0.3131548,0.3100064,0.0031484
66,1.0239792,0.7777871,"('inactive', 'active')",-0.67349285,-0.6456436,-0.07652552,-0.10666165,1.0827537,1.0430923,0.3391786,0.2671435,0.0720351
29,-0.9849504,-1.3386718,"('unfair', 'fair')",0.016977062,0.0779014,-0.82671887,-0.8955982,-0.65824795,-0.65320027,-0.6132351,-0.7023922,0.0891571
34,0.9745804,1.2482858,"('mean', 'honorable')",0.10004766,0.22484061,0.14200407,0.19357136,6.0494943,6.012683,1.8165317,1.9198451,-0.1033134
30,0.908842,0.98818994,"('intolerant', 'tolerant')",0.791184,0.65749437,0.38434315,0.43228677,0.7354156,0.73450124,0.7049462,0.7031181,0.0018281
88,0.87783915,0.68384486,"('low', 'eminent')",0.5100747,0.35268572,0.37642822,0.25402877,0.07095419,0.017205946,0.4588241,0.3269413,0.1318828
26,0.842976,0.8180949,"('hardhearted', 'benevolent')",1.2145406,1.0627769,1.5347797,1.4309402,1.9442298,1.8779776,1.3841314,1.2974474,0.086684
69,-0.82985044,-1.3660411,"('lazy', 'industrious')",0.93224984,0.89962804,0.99461186,0.89539,-0.83922315,-0.8362264,0.064447,-0.1018124,0.1662594
44,-0.824761,-1.0992666,"('prejudiced', 'unprejudiced')",-1.2885174,-1.1301166,0.14342687,0.21239154,-1.4563267,-1.3293239,-0.8565446,-0.8365788,-0.0199658
75,-0.8211801,-1.3252066,"('meek', 'impulsive')",-0.028224502,0.1533947,-0.71634126,-0.69074154,-0.4629737,-0.50442135,-0.5071799,-0.5917437,0.0845638
28,0.78244054,0.91463727,"('disloyal', 'loyal')",0.0076265037,-0.25135443,0.18972957,0.075032376,1.250496,1.1684834,0.5575732,0.4766997,0.0808735
71,0.7256608,0.7029253,"('diffident', 'self-confident')",1.1185285,1.1022185,0.31997144,0.16900103,0.25714773,0.14934586,0.6053271,0.5308726,0.0744545
2,0.6830488,0.6678698,"('unlikable', 'likable')",0.27195358,0.3971289,0.7731581,0.8394935,0.28515452,0.45513162,0.5033287,0.589906,-0.0865773
58,0.6683792,0.67535055,"('undiscriminating', 'discriminating')",0.5909108,0.4868823,0.31108773,0.2255275,0.043487642,-0.10589533,0.4034663,0.3204663,0.083
72,0.6513298,0.7885891,"('unambitious', 'ambitious')",-0.7513784,-0.61566454,-1.2824942,-1.2447994,-0.6060042,-0.4228148,-0.4971368,-0.3736724,-0.1234644
59,-0.65085447,-1.1775098,"('foolish', 'wise')",1.5545892,1.4964426,-0.027067013,-0.07867912,0.07237803,0.1673816,0.2372614,0.1019088,0.1353526
27,0.64768666,0.8911232,"('hardhearted', 'softhearted')",-0.40148753,-0.33667934,0.6708374,0.7996454,1.8753328,1.7928247,0.6980923,0.7867285,-0.0886362
67,0.6147802,0.53975034,"('doubtful', 'determined')",0.4510786,0.65080965,0.48975235,0.5647061,-1.0699096,-0.8538742,0.1214254,0.225348,-0.1039226
61,0.5962468,0.8519983,"('illogical', 'logical')",1.8981743,1.7513994,0.95318687,0.844962,0.23442565,0.15245505,0.9205084,0.9002038,0.0203046
20,0.55941474,0.7567064,"('rough', 'thoughtful')",0.4270615,0.30862677,0.03427351,0.08299342,0.86180097,0.91674346,0.4706377,0.5162675,-0.0456298
3,0.5249609,0.9123016,"('repellent', 'pleasant')",-0.49336463,-0.43673244,0.39286095,0.58913213,0.3384002,0.3907262,0.1907143,0.3638569,-0.1731426
40,0.49979907,0.6078532,"('stingy', 'generous')",-0.08912353,-0.16741723,0.49793634,0.5658537,-1.3926668,-1.4957252,-0.1210137,-0.1223589,0.0013452
64,0.48576027,0.48250654,"('shy', 'confident')",-0.49651986,-0.5341426,-0.102602825,-0.13658145,-6.9933763,-6.9109015,-1.7766846,-1.7747798,-0.0019048
68,-0.43032664,-0.15501443,"('dependent', 'independent')",-0.66484284,-0.759821,-0.5712975,-0.55025744,-0.9415925,-0.8898145,-0.6520149,-0.5887269,-0.063288
73,0.416435,0.19137642,"('helpless', 'self-reliant')",0.9145096,0.8826071,-0.43583956,-0.51331204,-3.3701835,-3.3472521,-0.6187696,-0.6966451,0.0778755
78,0.36220324,1.0350604,"('nonresilient', 'resilient')",-0.38699955,-0.39179265,0.3750617,0.5234768,-0.04906813,-0.09552143,0.0752993,0.2678058,-0.1925065
84,0.35742128,0.25069287,"('inferior', 'superior')",1.1195146,1.0243201,0.14295447,0.07537669,0.51982814,0.5149312,0.5349296,0.4663302,0.0685994
49,-0.32025495,-0.2745536,"('unable', 'able')",-0.37994215,-0.44762117,-0.1825877,-0.14104052,-0.3701708,-0.39235088,-0.3132389,-0.3138915,0.0006526
9,-0.30017465,-0.31200156,"('unaffectionate', 'caring')",0.7505709,0.6504875,0.27406025,0.20737967,1.5075215,1.4475896,0.5579945,0.4983638,0.0596307
19,-0.2775151,-0.61838996,"('inhospitable', 'hospitable')",0.4978619,0.45829907,-0.38223612,-0.40195435,0.024378605,-0.05317428,-0.0343777,-0.1538049,0.1194272
83,0.2401524,0.28069487,"('powerless', 'powerful')",0.59438926,0.56561095,-0.200416,-0.16432118,-1.0328208,-1.0143045,-0.0996738,-0.08308,-0.0165938
33,-0.1964458,-0.36841285,"('wrong', 'right')",1.3885093,1.226179,0.53960705,0.5067318,-0.3825781,-0.33538106,0.3372731,0.2572792,0.0799939
15,0.156445,-0.34329897,"('boring', 'funny')",0.052807696,-0.11698921,-0.7089666,-0.93679124,0.3093931,0.1336557,-0.0475802,-0.315856,0.2682758
38,0.12064882,0.09761553,"('untruthful', 'truthful')",0.33313805,0.39417398,-0.17749718,-0.17793064,-0.30580693,-0.219302,-0.0073793,0.0236392,-0.0310185
50,0.10253426,0.1209304,"('clumsy', 'skillful')",-0.12016334,-0.116422266,0.60316813,0.63472253,0.021848395,0.07420306,0.1518469,0.1783584,-0.0265115
17,-0.07329485,-0.18912174,"('nasty', 'nice')",0.034684956,0.0066576675,0.6467962,0.54536587,-0.37008747,-0.4891087,0.0595247,-0.0315517,0.0910764
47,0.056355115,0.16708452,"('stupid', 'smart')",0.21168053,0.09805332,0.92322403,0.9083979,5.7284346,5.7434354,1.7299235,1.7292428,0.0006807
18,-0.048483156,0.2525098,"('disagreeable', 'welcoming')",-0.15415977,-0.29230773,0.4374494,0.52245873,-0.25929508,-0.14257151,-0.0061221,0.0850223,-0.0911444
54,0.047275193,-0.09431118,"('incapable', 'capable')",0.29700124,0.25609052,0.023953196,0.01631355,1.2084571,1.2524551,0.3941717,0.357637,0.0365347
82,0.037773237,0.44520697,"('poor', 'rich')",-0.32413524,-0.37272513,-0.0017904304,0.058569573,6.4862385,6.3876534,1.5495216,1.6296762,-0.0801546
