,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-2.5405498,-2.6388261,"('uninfluential', 'influential')",-0.20052661,-0.19275978,-1.3705382,-1.4157929,0.0452547
8,-2.0895433,-1.9529063,"('unaffectionate', 'affectionate')",0.33366084,0.6285586,-0.8779413,-0.6621739,-0.2157674
1,-2.028654,-1.9019352,"('unfriendly', 'friendly')",1.4773481,1.6829453,-0.275653,-0.109495,-0.166158
57,-2.0009413,-2.0388744,"('unimaginative', 'imaginative')",-2.3072424,-2.4569664,-2.1540918,-2.2479205,0.0938287
53,-1.9375714,-1.9908988,"('uncreative', 'creative')",0.5872625,0.599739,-0.6751544,-0.6955799,0.0204255
9,-1.8378338,-1.7623571,"('unaffectionate', 'caring')",0.86201316,1.1189889,-0.4879103,-0.3216841,-0.1662262
44,1.8176494,1.8014427,"('prejudiced', 'unprejudiced')",-1.1038575,-1.2648445,0.3568959,0.2682991,0.0885968
0,-1.7274122,-1.849646,"('unsociable', 'sociable')",-0.30895504,-0.42728996,-1.0181836,-1.138468,0.1202844
69,1.6493558,1.9709448,"('lazy', 'industrious')",-0.2226913,-0.14991868,0.7133322,0.910513,-0.1971808
10,-1.481213,-1.6230536,"('unsympathetic', 'sympathetic')",-0.14430082,-0.22040762,-0.8127569,-0.9217306,0.1089737
23,-1.4265329,-1.5396053,"('insincere', 'sincere')",5.3973675,5.4237285,1.9854174,1.9420617,0.0433557
28,-1.3591598,-1.4756904,"('disloyal', 'loyal')",0.49086696,0.5136793,-0.4341464,-0.4810055,0.0468591
73,1.2917361,1.2975602,"('helpless', 'self-reliant')",-2.887008,-2.7979448,-0.7976359,-0.7501923,-0.0474436
63,-1.2852063,-1.1820892,"('unperceptive', 'insightful')",1.1136054,1.282714,-0.0858005,0.0503124,-0.1361129
19,-1.2516946,-1.1091124,"('inhospitable', 'hospitable')",-0.0043527484,0.06288844,-0.6280236,-0.5231119,-0.1049117
58,-1.2497993,-1.2373329,"('undiscriminating', 'discriminating')",-0.10124164,-0.012855714,-0.6755204,-0.6250944,-0.050426
48,-1.2401812,-1.2595036,"('unintelligent', 'intelligent')",0.95865595,1.0243287,-0.1407626,-0.1175874,-0.0231752
45,-1.2291617,-1.1695346,"('incompetent', 'competent')",-0.1963256,-0.27895933,-0.7127436,-0.724247,0.0115034
38,-1.2210859,-1.1549304,"('untruthful', 'truthful')",0.15632772,0.116292365,-0.5323791,-0.519319,-0.0130601
11,-1.0906746,-1.1832411,"('unhelpful', 'helpful')",1.8303953,1.867924,0.3698604,0.3423414,0.027519
39,1.0687356,0.89736056,"('exploitative', 'cooperative')",0.15989019,0.07251704,0.6143129,0.4849388,0.1293741
61,-1.0396452,-1.1814629,"('illogical', 'logical')",0.34262523,0.18855107,-0.34851,-0.4964559,0.1479459
55,-1.0271692,-1.256525,"('incompetent', 'clever')",0.2506524,0.080321245,-0.3882584,-0.5881019,0.1998435
64,1.0181675,0.8199304,"('shy', 'confident')",-5.719644,-6.0160003,-2.3507383,-2.5980349,0.2472966
43,-0.99135715,-1.0353376,"('irresponsible', 'responsible')",0.7230859,0.6226585,-0.1341356,-0.2063395,0.0722039
72,-0.9397878,-0.9025846,"('unambitious', 'ambitious')",-1.2253596,-0.9786722,-1.0825737,-0.9406284,-0.1419453
35,0.8735848,1.0386461,"('corrupt', 'incorrupt')",-0.3224644,-0.22315174,0.2755602,0.4077472,-0.132187
6,-0.8508914,-0.5300389,"('distant', 'open')",0.2108574,0.30452234,-0.320017,-0.1127583,-0.2072587
12,-0.8506136,-0.7811806,"('unsupportive', 'supportive')",-1.6327378,-1.5587766,-1.2416756,-1.1699786,-0.071697
59,0.81420434,0.9264003,"('foolish', 'wise')",0.50455356,0.59231883,0.6593789,0.7593596,-0.0999807
42,0.81337804,0.8535233,"('unreliable', 'reliable')",-2.7453651,-2.6604102,-0.9659935,-0.9034435,-0.06255
67,0.78113884,0.75249916,"('doubtful', 'determined')",-0.38637665,-0.36591148,0.1973811,0.1932938,0.0040873
27,-0.7771333,-0.5610317,"('hardhearted', 'softhearted')",1.3705728,1.4429727,0.2967198,0.4409705,-0.1442507
78,-0.75693476,-0.49720773,"('nonresilient', 'resilient')",0.55181146,0.6141999,-0.1025617,0.0584961,-0.1610578
82,-0.74786365,-0.6688873,"('poor', 'rich')",5.8768444,6.0057774,2.5644903,2.6684451,-0.1039548
7,-0.74406207,-0.985174,"('insensitive', 'sensitive')",0.57514894,0.46445596,-0.0844566,-0.260359,0.1759024
46,-0.6902309,-0.8277968,"('uncompetitive', 'competitive')",-0.28971794,-0.48982072,-0.4899744,-0.6588088,0.1688344
84,0.6872202,0.63239896,"('inferior', 'superior')",1.1843635,1.1420857,0.9357919,0.8872423,0.0485496
5,-0.6500187,-0.32831165,"('distant', 'outgoing')",-0.2216404,-0.10080951,-0.4358296,-0.2145606,-0.221269
87,0.61346763,0.5947922,"('unsuccessful', 'successful')",0.9708303,0.97071517,0.7921489,0.7827537,0.0093952
2,0.60331595,0.534273,"('unlikable', 'likable')",0.8751677,0.8669015,0.7392418,0.7005873,0.0386545
62,-0.5747942,-0.5770474,"('incompetent', 'brilliant')",0.4005932,0.5069595,-0.0871005,-0.035044,-0.0520565
52,-0.5704231,-0.6090137,"('irrational', 'rational')",0.09846554,0.007021568,-0.2359788,-0.3009961,0.0650173
50,0.56624115,0.6669641,"('clumsy', 'skillful')",0.43344417,0.63384265,0.4998426,0.6504034,-0.1505608
51,-0.5559363,-0.70615673,"('uneducated', 'educated')",0.78745544,0.7011802,0.1157596,-0.0024883,0.1182479
79,-0.5253162,-0.38903192,"('wavering', 'unwavering')",-0.09346047,0.019156495,-0.3093883,-0.1849377,-0.1244506
31,-0.5225232,-0.30921364,"('evil', 'good')",-1.2645867,-1.2731653,-0.8935549,-0.7911895,-0.1023654
76,0.49438003,0.33046666,"('anxious', 'daring')",0.6195129,0.5801008,0.5569465,0.4552837,0.1016628
40,0.4898127,0.5763401,"('stingy', 'generous')",-1.4679999,-1.4467103,-0.4890936,-0.4351851,-0.0539085
41,-0.47580665,-0.44665813,"('unforgiving', 'forgiving')",0.0498014,0.005065631,-0.2130026,-0.2207963,0.0077937
77,-0.4705285,-0.73790234,"('unmotivated', 'motivated')",-0.7899495,-0.9373737,-0.630239,-0.837638,0.207399
4,0.460046,0.60278416,"('disliked', 'liked')",-6.010688,-6.091878,-2.775321,-2.7445469,-0.0307741
18,-0.45704624,-0.52285343,"('disagreeable', 'welcoming')",-0.36183107,-0.39238572,-0.4094387,-0.4576196,0.0481809
54,-0.4520021,-0.37413377,"('incapable', 'capable')",1.1345516,1.2651902,0.3412748,0.4455282,-0.1042534
3,-0.43529832,-0.65062296,"('repellent', 'pleasant')",-0.09880871,-0.3393255,-0.2670535,-0.4949742,0.2279207
60,-0.4267297,-0.7242529,"('inefficient', 'efficient')",0.5085433,0.35051006,0.0409068,-0.1868714,0.2277782
21,-0.4236871,-0.81811947,"('immoral', 'moral')",-0.20215784,-0.57004607,-0.3129225,-0.6940827,0.3811602
24,-0.41517344,-0.56803286,"('dishonest', 'honest')",0.72909856,0.76122594,0.1569626,0.0965965,0.0603661
20,0.40336248,0.34112763,"('rough', 'thoughtful')",1.3372155,1.3188148,0.870289,0.8299712,0.0403178
47,0.3999347,0.44376445,"('stupid', 'smart')",5.170942,5.38561,2.7854383,2.9146872,-0.1292489
13,-0.3879278,-0.5795575,"('impolite', 'polite')",-0.09258209,-0.22692451,-0.2402549,-0.403241,0.1629861
65,-0.38255876,-0.7596934,"('insecure', 'secure')",-0.26916996,-0.39789575,-0.3258644,-0.5787946,0.2529302
25,-0.3759119,-0.43614095,"('egoistic', 'altruistic')",1.4147563,1.4433174,0.5194222,0.5035882,0.015834
15,-0.35463926,-0.29154947,"('boring', 'funny')",0.42023617,0.47049704,0.0327985,0.0894738,-0.0566753
70,-0.34338373,-0.41414297,"('lethargic', 'energetic')",0.752434,0.82210064,0.2045251,0.2039788,0.0005463
49,-0.30988201,-0.1941635,"('unable', 'able')",-0.07672085,0.00853242,-0.1933014,-0.0928155,-0.1004859
32,-0.30761927,-0.3617538,"('unkind', 'kind')",0.9987923,0.94183284,0.3455865,0.2900395,0.055547
74,-0.2922438,-0.22328985,"('undedicated', 'dedicated')",0.04135168,0.07737076,-0.1254461,-0.0729595,-0.0524866
17,0.23867336,0.2764785,"('nasty', 'nice')",-0.41174653,-0.42756575,-0.0865366,-0.0755436,-0.010993
36,-0.20353036,-0.2139218,"('hostile', 'amicable')",-0.13014127,-0.05354577,-0.1668358,-0.1337338,-0.033102
30,0.18556017,0.001533512,"('intolerant', 'tolerant')",1.563679,1.4007752,0.8746196,0.7011544,0.1734652
85,0.18462048,0.37897068,"('insignificant', 'prestigious')",0.6210249,0.7358796,0.4028227,0.5574251,-0.1546024
66,-0.17285115,-0.1980193,"('inactive', 'active')",0.86604756,0.9684548,0.3465982,0.3852177,-0.0386195
68,-0.16596887,-0.24462512,"('dependent', 'independent')",-0.10780936,-0.26428804,-0.1368891,-0.2544566,0.1175675
16,0.16163561,0.17624022,"('unpopular', 'popular')",0.65035653,0.51463497,0.4059961,0.3454376,0.0605585
75,0.15974572,0.2569664,"('meek', 'impulsive')",-0.40203726,-0.30300277,-0.1211458,-0.0230182,-0.0981276
