,general_male,general_female,tuple,mills_male,mills_female,inc_male,inc_female,average_male,average_female,male-female
18,-0.55352956,-0.53198546,"('disagreeable', 'welcoming')",-0.630153,-0.79193115,-0.3904581,-0.35650086,-0.5247136,-0.5601392,0.0354256
77,-0.54668474,-0.6326212,"('unmotivated', 'motivated')",-0.62837845,-0.6358469,-0.9967431,-1.0541853,-0.7239354,-0.7742178,0.0502824
15,0.51703787,0.37959984,"('boring', 'funny')",0.20999685,0.15449181,0.21523713,0.38021517,0.3140906,0.3047689,0.0093217
60,-0.5127065,-0.6371629,"('inefficient', 'efficient')",-0.04834774,-0.08715384,0.17345974,0.21223822,-0.1291982,-0.1706928,0.0414946
29,-0.50127286,-0.5627802,"('unfair', 'fair')",-0.63825667,-0.66231894,-0.111014694,-0.037049256,-0.4168481,-0.4207161,0.003868
47,-0.46263573,-0.55202776,"('stupid', 'smart')",0.15356833,0.17035098,5.5527344,5.463465,1.747889,1.6939295,0.0539595
16,-0.46133998,-0.47352174,"('unpopular', 'popular')",-0.7879404,-0.84365857,0.673043,0.5734348,-0.1920791,-0.2479151,0.055836
10,-0.4607126,-0.40632308,"('unsympathetic', 'sympathetic')",-0.45357722,-0.28003442,-0.16551718,-0.05097027,-0.3599357,-0.2457759,-0.1141598
72,0.45458314,0.4357855,"('unambitious', 'ambitious')",0.34977025,0.30054152,-0.7528378,-0.8264551,0.0171719,-0.0300427,0.0472146
46,0.4081059,0.55571055,"('uncompetitive', 'competitive')",0.18690065,0.2492993,-0.7858935,-0.6169173,-0.063629,0.0626975,-0.1263265
79,0.40793523,0.19394529,"('wavering', 'unwavering')",-0.47365016,-0.66530627,-0.086866766,-0.17238098,-0.0508606,-0.2145807,0.1637201
30,-0.37842038,-0.34398547,"('intolerant', 'tolerant')",0.88525325,0.9001328,0.8128381,0.84979546,0.4398903,0.4686476,-0.0287573
86,0.36686048,0.6016859,"('uninfluential', 'influential')",0.44975895,0.693748,0.15595889,0.434323,0.3241928,0.5765856,-0.2523928
57,-0.33939075,-0.31353825,"('unimaginative', 'imaginative')",0.024222907,0.1508492,-2.4455702,-2.3381138,-0.920246,-0.8336009,-0.0866451
0,-0.337731,-0.41515592,"('unsociable', 'sociable')",0.1171402,0.13680664,-0.22352353,-0.2211297,-0.1480381,-0.166493,0.0184549
14,0.33718327,0.27348506,"('antisocial', 'social')",1.0951552,1.0604099,-0.47181895,-0.42083094,0.3201732,0.3043547,0.0158185
25,0.33699384,0.17028421,"('egoistic', 'altruistic')",1.5053563,1.2829756,1.5440408,1.3858386,1.128797,0.9463662,0.1824308
83,-0.32395187,-0.15378442,"('powerless', 'powerful')",-0.39119664,-0.16521904,-1.1867706,-1.1236202,-0.633973,-0.4808745,-0.1530985
69,0.28160655,0.2389484,"('lazy', 'industrious')",0.52494496,0.4852295,-0.3229375,-0.24523424,0.1612047,0.1596479,0.0015568
81,-0.27898762,-0.3955524,"('submissive', 'aggressive')",-0.48891583,-0.51304483,-0.82956094,-0.85736036,-0.5324881,-0.5886525,0.0561644
45,-0.22918126,-0.18581903,"('incompetent', 'competent')",0.37401783,0.48556295,0.2799173,0.4033959,0.1415846,0.2343799,-0.0927953
64,0.22168878,0.17862934,"('shy', 'confident')",-0.18329537,-0.27578065,-6.698596,-6.889724,-2.2200675,-2.3289584,0.1088909
85,-0.21641105,-0.087850876,"('insignificant', 'prestigious')",-0.23448616,-0.21982625,0.2115216,0.28847438,-0.0797919,-0.0064009,-0.073391
13,0.21473709,-0.069529966,"('impolite', 'polite')",0.027250312,-0.17192125,-0.32083625,-0.28405073,-0.0262829,-0.1751673,0.1488844
53,0.20057349,-0.028544199,"('uncreative', 'creative')",1.1187208,1.0174253,1.0503265,0.9424714,0.7898736,0.6437842,0.1460894
63,0.19976574,0.1387371,"('unperceptive', 'insightful')",0.1947463,0.23226443,0.6984059,0.9879084,0.364306,0.45297,-0.088664
2,-0.18911585,-0.214243,"('unlikable', 'likable')",-0.18394837,-0.3495558,0.3773676,0.4511392,0.0014345,-0.0375532,0.0389877
70,0.18479455,0.070830435,"('lethargic', 'energetic')",-0.25567737,-0.180118,0.7024591,0.83196354,0.2105254,0.240892,-0.0303666
28,-0.17754245,-0.105971925,"('disloyal', 'loyal')",0.050159052,0.16012712,0.93451464,0.99677694,0.2690437,0.3503107,-0.081267
43,0.17313085,0.065999284,"('irresponsible', 'responsible')",0.11859472,0.07423739,0.5898661,0.71597195,0.2938639,0.2854029,0.008461
11,-0.17212032,-0.16259804,"('unhelpful', 'helpful')",-1.1606841,-1.0703592,1.637646,1.7287732,0.1016138,0.165272,-0.0636582
51,-0.15482216,-0.22631647,"('uneducated', 'educated')",-0.21061249,-0.00124826,-0.005366668,0.32444417,-0.1236004,0.0322932,-0.1558936
7,-0.14019848,-0.18698633,"('insensitive', 'sensitive')",0.108766444,0.13472132,0.9972309,1.2400025,0.321933,0.3959125,-0.0739795
80,0.13331419,0.23141092,"('dominated', 'dominating')",-0.08438024,0.0065219253,-1.0865864,-0.8604773,-0.3458841,-0.2075148,-0.1383693
58,0.12046428,0.49505782,"('undiscriminating', 'discriminating')",0.44964337,0.83997786,0.06227207,0.34493762,0.2107932,0.5599911,-0.3491979
76,-0.10665648,-0.37104094,"('anxious', 'daring')",-0.42679548,-0.51495737,0.114555016,0.08748761,-0.1396323,-0.2661702,0.1265379
23,-0.09227536,-0.25409263,"('insincere', 'sincere')",-0.09297883,-0.1846249,5.7383857,5.6211557,1.8510439,1.7274795,0.1235644
19,0.08751619,0.19839357,"('inhospitable', 'hospitable')",-0.62584275,-0.47863847,-0.16972607,0.09634206,-0.2360175,-0.0613009,-0.1747166
22,-0.08749328,-0.14200097,"('untrustworthy', 'trustworthy')",-0.43665552,-0.4267712,-0.7538392,-0.69165117,-0.425996,-0.4201411,-0.0058549
32,0.085834175,-0.00975718,"('unkind', 'kind')",0.26319435,0.3161599,0.9030071,0.9260425,0.4173452,0.4108151,0.0065301
38,-0.08335884,-0.17142965,"('untruthful', 'truthful')",-0.5281867,-0.52335095,-0.21731642,-0.13485669,-0.2762873,-0.2765458,0.0002585
75,-0.07886002,-0.23678179,"('meek', 'impulsive')",-1.0564071,-1.1353695,-0.39990816,-0.4529434,-0.5117251,-0.6083649,0.0966398
21,-0.0725689,-0.22071907,"('immoral', 'moral')",0.18604678,0.07404518,-0.6845363,-0.6323419,-0.1903528,-0.2596719,0.0693191
4,-0.053332146,-0.11454947,"('disliked', 'liked')",0.2353325,0.22757515,-6.353229,-6.3728137,-2.0570763,-2.086596,0.0295197
41,-0.045632962,-0.017392816,"('unforgiving', 'forgiving')",0.09632641,0.122620046,0.21433163,0.35230318,0.0883417,0.1525101,-0.0641684
65,0.03624008,-0.010415411,"('insecure', 'secure')",-0.015826657,-0.001749739,-0.34317958,-0.33458748,-0.1075887,-0.1155842,0.0079955
52,0.0299818,0.0038489625,"('irrational', 'rational')",-0.5872059,-0.7360083,-0.14111404,-0.28733668,-0.2327794,-0.339832,0.1070526
66,-0.01012826,-0.050245024,"('inactive', 'active')",-0.5773381,-0.56202805,0.9297267,1.0581743,0.1140868,0.1486337,-0.0345469
35,-0.008925458,-0.111397944,"('corrupt', 'incorrupt')",-0.72935796,-0.80332404,-0.21900038,-0.21760677,-0.3190946,-0.3774429,0.0583483
61,0.0013835169,-0.124590114,"('illogical', 'logical')",0.1174271,0.007783197,0.5125026,0.58699644,0.2104377,0.1567298,0.0537079
