,general_male,general_female,tuple,mills_male,mills_female,inc_male,inc_female,average_male,average_female,male-female
39,1.7042757,1.6794329,"('exploitative', 'cooperative')",0.8023377,0.8322839,0.27516317,0.26642835,0.9272589,0.9260484,0.0012105
73,1.4404268,1.2754437,"('helpless', 'self-reliant')",0.7714667,0.65539503,-3.1720588,-3.3156514,-0.3200551,-0.4616042,0.1415491
26,1.4352297,1.5288926,"('hardhearted', 'benevolent')",2.6583884,2.7043097,1.592947,1.693937,1.8955216,1.9757131,-0.0801915
49,-1.390699,-1.4125668,"('unable', 'able')",-0.8707389,-0.962223,-0.4042037,-0.41039446,-0.8885472,-0.9283947,0.0398475
68,-1.3008709,-1.2868438,"('dependent', 'independent')",-1.1916292,-1.1515068,-0.49458766,-0.29427928,-0.9956959,-0.9108767,-0.0848192
67,1.2879317,1.203449,"('doubtful', 'determined')",0.121935956,0.07892366,-0.51836586,-0.5862737,0.2971673,0.232033,0.0651343
84,1.2692116,1.3147029,"('inferior', 'superior')",0.121227235,0.18400966,0.4840641,0.43904686,0.6248343,0.6459198,-0.0210855
6,-1.2028226,-1.4219347,"('distant', 'open')",-0.3951551,-0.5732722,0.4550276,0.3692066,-0.3809834,-0.5420001,0.1610167
27,-1.1883445,-1.0974879,"('hardhearted', 'softhearted')",-0.06605497,0.11487928,1.48423,1.8665783,0.0766102,0.2946566,-0.2180464
56,1.1337093,0.850073,"('impractical', 'practical')",1.3382988,1.1813504,-0.06703138,-0.13658379,0.8016589,0.6316132,0.1700457
44,-1.1258383,-1.1213344,"('prejudiced', 'unprejudiced')",-1.8807187,-1.9606824,-1.2984356,-1.3691641,-1.4349976,-1.483727,0.0487294
34,-1.0838876,-1.0015877,"('mean', 'honorable')",-0.5956205,-0.60998684,5.8559895,6.0051847,1.3921604,1.4645367,-0.0723763
71,1.0737925,1.1080548,"('diffident', 'self-confident')",1.5530654,1.5819219,0.5929656,0.73439336,1.0732745,1.1414567,-0.0681822
3,-1.0706693,-1.1575973,"('repellent', 'pleasant')",-0.06207472,-0.052431583,0.71032596,0.44508144,-0.140806,-0.2549825,0.1141765
31,-1.0577451,-1.0182382,"('evil', 'good')",0.13168512,0.13014898,-0.6333889,-0.62212425,-0.5198163,-0.5034045,-0.0164118
12,1.0521021,1.1787765,"('unsupportive', 'supportive')",0.5074702,0.54359376,-1.8220403,-1.7252616,-0.0874894,-0.0009638,-0.0865256
20,-0.89224416,-0.86855364,"('rough', 'thoughtful')",-0.9725712,-0.8408629,1.3378699,1.2736375,-0.1756485,-0.1452597,-0.0303888
36,-0.8875806,-0.87887096,"('hostile', 'amicable')",-0.5497676,-0.5078094,0.112048596,0.053039573,-0.4417665,-0.4445469,0.0027804
17,-0.87409675,-0.766301,"('nasty', 'nice')",-0.50312334,-0.4573489,-0.33321622,-0.33651918,-0.5701454,-0.5200563,-0.0500891
42,0.8415836,0.8710996,"('unreliable', 'reliable')",0.58704215,0.717413,-2.5639124,-2.3832533,-0.3784289,-0.2649136,-0.1135153
5,-0.82098216,-1.0770348,"('distant', 'outgoing')",0.28350216,0.054383762,-0.23241556,-0.36618993,-0.2566319,-0.462947,0.2063151
74,0.80595195,0.9029404,"('undedicated', 'dedicated')",0.9357424,1.0251036,0.088235736,0.3896964,0.6099767,0.7725801,-0.1626034
82,-0.80242795,-0.87996536,"('poor', 'rich')",0.14338753,0.08314046,6.182121,6.0994263,1.8410268,1.7675338,0.073493
37,0.7673866,0.9795978,"('fake', 'genuine')",-0.29649338,-0.06328926,0.5471144,0.73843044,0.3393359,0.5515796,-0.2122437
40,0.7633966,0.8683938,"('stingy', 'generous')",0.4082789,0.3887335,-1.2507569,-1.2361732,-0.0263604,0.0069847,-0.0333451
62,-0.76281494,-0.8495591,"('incompetent', 'brilliant')",-0.07217522,-0.21425256,-0.0015714802,-0.097392425,-0.2788539,-0.387068,0.1082141
33,0.75965124,0.84402347,"('wrong', 'right')",0.30410224,0.31024143,-0.47916085,-0.4514751,0.1948642,0.2342633,-0.0393991
88,-0.7570356,-0.76805484,"('low', 'eminent')",-0.48566288,-0.53074294,-0.23344764,-0.18605688,-0.4920487,-0.4949516,0.0029029
48,-0.74704176,-0.5965755,"('unintelligent', 'intelligent')",-0.4493627,-0.42123693,0.17184462,0.2455337,-0.34152,-0.2574263,-0.0840937
78,-0.74598444,-0.77840513,"('nonresilient', 'resilient')",-0.63038784,-0.6846874,-0.021166207,0.09257084,-0.4658462,-0.4568406,-0.0090056
59,0.7358325,0.6644964,"('foolish', 'wise')",0.07597217,0.024098366,0.2522421,0.11869746,0.3546822,0.2690974,0.0855848
24,0.71621704,0.72523373,"('dishonest', 'honest')",-0.16422245,-0.29343778,0.81008744,0.8531623,0.4540273,0.4283194,0.0257079
55,-0.71219295,-0.62249994,"('incompetent', 'clever')",-0.41149646,-0.3120955,0.117096856,0.14890155,-0.3355308,-0.261898,-0.0736328
9,0.7095889,0.70961154,"('unaffectionate', 'caring')",0.8037845,0.75372094,1.2798676,1.191426,0.9310803,0.8849195,0.0461608
1,-0.68012255,-0.7838886,"('unfriendly', 'friendly')",0.7820573,0.8593953,1.8716388,1.8331509,0.6578578,0.6362192,0.0216386
87,0.6107449,0.7121777,"('unsuccessful', 'successful')",0.5594651,0.6237693,0.42302558,0.59361166,0.5310785,0.6431863,-0.1121078
50,0.59167993,0.6957561,"('clumsy', 'skillful')",-0.26678425,-0.07762422,0.035204247,0.001068294,0.1200333,0.2064001,-0.0863668
54,-0.57028663,-0.78126746,"('incapable', 'capable')",-0.2146049,-0.21632355,0.9524158,0.9856098,0.0558414,-0.0039937,0.0598351
8,0.5593568,0.59837896,"('unaffectionate', 'affectionate')",0.56600046,0.57201713,0.8979752,0.86771846,0.6744442,0.6793715,-0.0049273
