,schwab_male,schwab_female,tuple,charles_male,charles_female,corp_male,corp_female,average_male,average_female,male-female
57,-2.0409794,-2.0243576,"('unimaginative', 'imaginative')",0.7441147,0.47976893,-2.6239562,-2.5076394,-1.3069403,-1.3507427,0.0438024
10,-2.0241625,-2.135526,"('unsympathetic', 'sympathetic')",1.8293556,1.688,1.0123261,0.9027083,0.2725064,0.1517274,0.120779
0,-1.8902626,-2.0309682,"('unsociable', 'sociable')",1.6566993,1.4226049,0.41921696,0.26967826,0.0618846,-0.112895,0.1747796
28,-1.864243,-1.8286885,"('disloyal', 'loyal')",0.3684443,0.43424258,1.4191595,1.4587047,-0.0255464,0.0214196,-0.046966
1,-1.7809072,-1.7078365,"('unfriendly', 'friendly')",-1.9883418,-1.9105054,0.14923915,0.3235449,-1.20667,-1.0982656,-0.1084044
86,-1.7158724,-1.7443905,"('uninfluential', 'influential')",0.45584574,0.20580204,0.19250229,0.08652683,-0.3558415,-0.4840205,0.128179
23,-1.6568191,-1.7585971,"('insincere', 'sincere')",1.3963373,1.3928398,6.2857456,6.11606,2.0084213,1.9167674,0.0916539
53,-1.5678875,-1.531642,"('uncreative', 'creative')",-1.3723546,-1.4609176,0.061852854,0.22380847,-0.9594631,-0.922917,-0.0365461
48,-1.4763204,-1.492773,"('unintelligent', 'intelligent')",0.76653767,0.6000779,0.93118674,0.9403355,0.0738013,0.0158801,0.0579212
14,-1.4643062,-1.4302825,"('antisocial', 'social')",2.0369754,1.4985235,-0.019219736,0.12983981,0.1844831,0.0660269,0.1184562
7,-1.3904026,-1.5086107,"('insensitive', 'sensitive')",0.5481182,0.28649262,0.6740414,0.6017643,-0.056081,-0.2067846,0.1507036
73,1.3706504,1.3762794,"('helpless', 'self-reliant')",-0.07204881,0.067304656,-3.413703,-3.3059013,-0.7050338,-0.6207724,-0.0842614
59,1.3429445,1.2825351,"('foolish', 'wise')",-0.28501216,-0.18055046,-0.7093629,-0.6119845,0.1161898,0.1633334,-0.0471436
35,1.3190045,1.4885608,"('corrupt', 'incorrupt')",-2.292633,-1.7646438,-1.9383131,-1.7495947,-0.9706472,-0.6752259,-0.2954213
3,-1.2850355,-1.2395415,"('repellent', 'pleasant')",0.86278015,0.87405705,0.80987644,0.7345376,0.129207,0.1230177,0.0061893
72,-1.2496763,-1.0818702,"('unambitious', 'ambitious')",0.17279163,0.11189672,-0.41919473,-0.18949544,-0.4986931,-0.3864896,-0.1122035
9,-1.2222346,-1.3661193,"('unaffectionate', 'caring')",-0.8015432,-0.785431,0.9061165,0.99149835,-0.3725537,-0.386684,0.0141303
11,-1.2017636,-1.3171303,"('unhelpful', 'helpful')",0.56276023,0.5791984,2.7241182,2.6130803,0.6950383,0.6250494,0.0699889
45,-1.1766213,-1.2254553,"('incompetent', 'competent')",1.7836372,1.5392529,0.2650334,0.15468061,0.2906831,0.1561594,0.1345237
41,-1.1408296,-0.9810927,"('unforgiving', 'forgiving')",0.24163766,0.22241352,-0.1345957,-0.034818836,-0.3445959,-0.2644993,-0.0800966
65,-1.1273818,-1.2375767,"('insecure', 'secure')",0.93592083,0.68386984,0.58107495,0.4518066,0.1298713,-0.0339668,0.1638381
69,1.1256523,0.92863417,"('lazy', 'industrious')",-1.2545103,-1.3706576,-2.0427585,-1.8964882,-0.7238722,-0.7795038,0.0556316
55,-1.1247889,-1.2570695,"('incompetent', 'clever')",2.8013382,2.417689,1.0393379,0.8791574,0.9052957,0.6799257,0.22537
43,-1.1128556,-1.2789522,"('irresponsible', 'responsible')",1.6878228,1.486135,1.0916635,0.9905657,0.5555436,0.3992495,0.1562941
88,-1.1125695,-0.9371725,"('low', 'eminent')",-0.35974833,-0.3460813,-0.42999837,-0.25820863,-0.6341054,-0.5138208,-0.1202846
32,-1.083293,-1.1344669,"('unkind', 'kind')",0.38838273,0.278632,0.9972413,1.0385982,0.100777,0.0609211,0.0398559
61,-1.0232524,-1.0533133,"('illogical', 'logical')",0.31732756,0.43884933,0.47443026,0.5369408,-0.0771648,-0.025841,-0.0513238
12,-0.98130584,-1.0677919,"('unsupportive', 'supportive')",0.6098527,0.54648805,-1.8836571,-1.7721769,-0.7517034,-0.7644936,0.0127902
60,-0.9782995,-1.2995026,"('inefficient', 'efficient')",2.9860141,2.283773,0.97562283,0.8974743,0.9944459,0.6272482,0.3671977
67,0.9219713,0.8540271,"('doubtful', 'determined')",1.2615888,1.1426126,-0.07315877,0.042273857,0.7034671,0.6796378,0.0238293
8,-0.9166609,-0.9795571,"('unaffectionate', 'affectionate')",-1.0527266,-1.1556408,0.019306397,0.08493562,-0.650027,-0.6834207,0.0333937
13,-0.8456597,-1.045392,"('impolite', 'polite')",1.9548076,1.8416746,0.012386009,0.012217425,0.3738447,0.2695,0.1043447
49,-0.8324099,-0.71311665,"('unable', 'able')",-0.358584,-0.3366567,-0.040643558,0.01239869,-0.4105458,-0.3457915,-0.0647543
30,-0.82391495,-0.8460118,"('intolerant', 'tolerant')",1.9749334,1.8475413,0.7021897,0.8560578,0.617736,0.6191958,-0.0014598
26,-0.8210672,-0.59286636,"('hardhearted', 'benevolent')",0.56993663,0.2540194,0.8333385,1.0102605,0.1940693,0.2238045,-0.0297352
21,-0.81664526,-0.8083572,"('immoral', 'moral')",1.4423444,1.3677825,0.29572025,0.22418778,0.3071398,0.2612044,0.0459354
