,du_male,du_female,tuple,pont_male,pont_female,ei_male,ei_female,de_male,de_female,nemours_male,nemours_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
79,0.6954403,0.58656585,"('wavering', 'unwavering')",1.3722528,1.0265585,-0.2271923,-0.30928653,0.24616928,-0.037447635,2.2331336,1.8857334,0.47329652,0.2499713,0.3352495,0.42933574,0.7326214,0.5473472,0.1852742
55,-0.66300464,-0.33144113,"('incompetent', 'clever')",-0.95688814,-0.43859088,-0.29134744,-0.14190657,1.059613,1.2216765,-2.7195802,-2.3250356,0.88761836,1.0282654,-1.1403929,-1.1198877,-0.5462832,-0.3009886,-0.2452946
37,-0.6437131,-0.4278727,"('fake', 'genuine')",0.075868025,0.3845824,0.053482663,0.35139924,-0.43615383,-0.006187625,-0.9255234,-0.5130013,-0.70094734,-0.26175043,0.094144925,0.19745848,-0.3546917,-0.0393388,-0.3153529
22,-0.6079826,-0.30145636,"('untrustworthy', 'trustworthy')",-1.6799762,-1.3093417,-0.030489331,0.3102637,-0.21944243,0.12324207,-2.1384768,-1.7590319,-0.07927863,0.014175765,-1.4981421,-1.4218318,-0.8933984,-0.6205686,-0.2728298
3,-0.5706946,-0.6395432,"('repellent', 'pleasant')",-0.98973906,-0.77634865,0.3514516,0.3651154,-0.09857164,-0.28439853,-1.7005942,-1.5461391,-0.43837714,-0.44713855,0.73198503,0.55534434,-0.3877914,-0.3961584,0.008367
75,0.5688535,0.67632526,"('meek', 'impulsive')",0.01461,-0.021488719,0.13066204,0.14354882,-0.07315674,-0.15396535,1.5259601,1.4480616,-0.46204337,-0.55734086,0.15843678,0.42199326,0.2661889,0.2795906,-0.0134017
2,0.5624523,0.9975312,"('unlikable', 'likable')",0.6619213,0.9284173,0.58992094,0.8458797,0.5826966,1.155661,0.30310607,0.5822059,1.4609693,1.5502014,0.978143,0.9925524,0.7341728,1.0074927,-0.2733199
52,0.5260644,0.3305904,"('irrational', 'rational')",1.092305,0.6852899,-0.96457654,-1.2288356,0.24316582,0.027226428,0.941185,0.83829546,0.512193,0.23481648,0.13377853,0.17373754,0.3548736,0.1515887,0.2032849
39,0.51101416,0.5902752,"('exploitative', 'cooperative')",0.13013132,0.42761862,0.8272677,0.9594527,0.16067116,0.76264787,-0.53470135,-0.41464537,0.26582527,0.37281296,0.10158102,0.0610844,0.208827,0.394178,-0.185351
18,-0.4762587,-0.23576194,"('disagreeable', 'welcoming')",-0.008188341,-0.15048066,-1.193035,-1.2817249,-0.72450507,-0.76539993,-0.8093041,-0.75691456,0.7852142,0.7375881,-0.62312543,-0.81919765,-0.4356003,-0.4674131,0.0318128
72,0.46732742,0.64795434,"('unambitious', 'ambitious')",0.8505249,1.0030401,-0.59426355,-0.42750776,0.2957043,0.7369605,-0.72210157,-0.45100895,0.348115,0.22603884,-0.60381716,-0.509095,0.005927,0.1751974,-0.1692704
85,0.46645603,0.45514044,"('insignificant', 'prestigious')",2.1077802,1.6576122,-0.96646035,-1.0526395,-0.9673001,-1.1495186,2.6220524,2.3975945,1.1102561,0.98573875,0.40675223,0.73394674,0.6827909,0.5754106,0.1073803
43,-0.45786405,-0.17771833,"('irresponsible', 'responsible')",-1.0863585,-0.77914166,0.49949467,0.7334541,0.053691663,0.46209452,-2.4885643,-2.1832948,-0.4479649,-0.23535453,0.28451002,0.3584923,-0.5204365,-0.2602098,-0.2602267
35,0.4564646,0.21934886,"('corrupt', 'incorrupt')",2.3962743,2.0308185,-0.2063257,-0.3004461,-0.52594256,-0.5381073,3.9598954,3.5863647,-0.43545544,-0.4866446,0.03490405,-0.033515174,0.8114021,0.6396884,0.1717137
41,-0.43002802,-0.42979708,"('unforgiving', 'forgiving')",0.13680932,-0.011461575,-0.033481337,-0.45032454,0.63759756,0.10989152,-1.0516299,-1.1526775,0.56316185,0.31309468,-0.13811386,-0.38389066,-0.0450978,-0.2864522,0.2413544
19,-0.41222173,-0.5080927,"('inhospitable', 'hospitable')",0.09296304,-0.069200955,0.040076002,-0.19459468,-1.2372737,-1.4595524,0.27480656,0.14886858,-1.230884,-1.3681382,0.36953026,0.4333593,-0.3004291,-0.4310501,0.130621
65,-0.40715697,-0.316974,"('insecure', 'secure')",-0.63664824,-0.31154,-0.048377793,0.16468525,0.16005105,0.4813867,-2.6083024,-2.372301,0.08872861,0.2860689,-0.9301571,-0.9550765,-0.6259804,-0.4319644,-0.194016
36,-0.396737,-0.64874566,"('hostile', 'amicable')",1.7465979,1.1576333,-0.044864856,-0.23454365,-1.008137,-1.5764523,1.8736212,1.4491949,-0.075944364,-0.34538954,0.6997795,0.6862894,0.3991879,0.0697124,0.3294755
47,-0.38029432,-0.3020876,"('stupid', 'smart')",-0.2983992,-0.005769292,0.28151584,0.46580353,-0.43102047,-0.13858919,-0.46466732,-0.30069932,0.7817001,0.99165523,4.70619,4.7610106,0.5992892,0.7816177,-0.1823285
78,-0.35567415,-0.25175077,"('nonresilient', 'resilient')",-0.48883617,-0.56455487,-0.44667566,-0.4553627,0.5496511,0.17204979,-0.66321653,-0.6519115,0.11191043,0.23444307,0.6890261,0.86954015,-0.0862593,-0.0925067,0.0062474
50,0.31978086,0.4777082,"('clumsy', 'skillful')",-0.1308535,-0.0500833,0.1271887,0.2126457,0.56569934,0.56239957,0.5066131,0.48259583,0.64424205,0.8461409,0.6164983,0.6175226,0.3784527,0.4498471,-0.0713944
81,-0.31447002,-0.43480635,"('submissive', 'aggressive')",-2.1169398,-1.6627444,1.2856479,1.2325737,0.23511599,0.087170124,-2.2328255,-2.1944861,0.37690872,0.27298513,-1.76996,-1.8092159,-0.6480747,-0.6440748,-0.0039999
71,-0.30885014,-0.32346904,"('diffident', 'self-confident')",1.0150428,0.7175476,-0.70783305,-0.8228751,0.0014544353,-0.22361861,-0.03223053,-0.19338858,0.36366522,0.253789,0.099759966,0.23368278,0.0615727,-0.0511903,0.112763
53,0.26337507,0.38530728,"('uncreative', 'creative')",0.27371454,-0.0039500073,-1.0354471,-1.1964314,0.2998185,0.14558956,-0.216103,-0.22775753,0.9786965,0.98036903,1.4744569,1.4477785,0.2912159,0.2187008,0.0725151
21,-0.2537509,-0.28906524,"('immoral', 'moral')",-1.3236903,-1.1259445,0.47078654,0.48689958,0.34275496,0.3321331,-2.581424,-2.5608563,0.42086142,0.32545125,-1.5780783,-1.6984633,-0.6432201,-0.6471208,0.0039007
40,0.23973057,0.71462405,"('stingy', 'generous')",0.50348336,0.479184,-1.2028792,-0.9174137,0.6436822,0.8974921,-0.17176919,0.20313,-0.01865812,-0.055125758,-2.5663333,-2.440987,-0.3675348,-0.1598709,-0.2076639
26,-0.2089727,-0.084587164,"('hardhearted', 'benevolent')",0.9332042,0.5846571,-0.17318158,-0.1926702,-0.28535396,-0.32154664,0.20919655,0.16795251,2.840553,2.7228823,1.6211008,1.588692,0.7052209,0.6379114,0.0673095
68,0.20295368,-0.05037485,"('dependent', 'independent')",-0.61097395,-0.5581424,-0.61477673,-0.6564866,0.12888107,0.018350437,-0.042737607,-0.23582554,-0.7273297,-0.83937496,-1.3354248,-1.3648607,-0.4284868,-0.5266735,0.0981867
83,0.17697424,0.21373193,"('powerless', 'powerful')",0.30319458,0.49977192,-0.6182911,-0.42206502,0.8073647,0.8018259,-1.1471329,-1.0285493,0.55679125,0.43329227,-0.9956819,-1.0693973,-0.1309687,-0.0816271,-0.0493416
74,0.17502657,0.36867493,"('undedicated', 'dedicated')",0.25495505,0.2281353,0.35018152,0.4528774,0.14077325,0.090411894,-0.858844,-0.6780153,0.7565869,0.792217,-0.041918337,0.0617224,0.1109659,0.1880034,-0.0770375
16,0.14737898,0.07424933,"('unpopular', 'popular')",-0.5799994,-0.6869594,-0.238432,-0.35342738,-0.1416201,-0.16769987,0.7571773,0.7910296,-0.045020152,0.16584873,0.39083374,0.49145928,0.0414741,0.0449286,-0.0034545
61,-0.1470501,0.04163395,"('illogical', 'logical')",-0.05098369,0.043237478,0.039279986,0.17739575,0.30420914,0.504829,-0.41652924,-0.27250785,0.9116385,0.97946876,-0.068234876,0.04600575,0.0817614,0.2171518,-0.1353904
14,0.11882951,0.3361448,"('antisocial', 'social')",-0.50987816,-0.07328334,-0.15667456,0.21852532,0.5612795,1.0575881,-2.3652914,-2.1178253,1.3914778,1.553239,-0.94545096,-0.89049625,-0.272244,0.0119846,-0.2842286
82,-0.10876541,-0.03749102,"('poor', 'rich')",-0.9198029,-0.87420094,-0.6860148,-0.77251583,-0.14305033,-0.15207572,-1.3965594,-1.2365036,-0.08289838,0.053569496,4.920833,5.236568,0.2262488,0.3167643,-0.0905155
31,0.10410483,0.024772983,"('evil', 'good')",1.1395731,0.77710044,-0.86771667,-0.9728674,-0.74269307,-0.7812995,1.7486573,1.5942638,-0.9055625,-1.0220741,-0.5133938,-0.42459008,-0.0052901,-0.1149563,0.1096662
5,0.10153886,0.12228004,"('distant', 'outgoing')",0.7305857,0.3495702,-0.35127082,-0.41918537,-0.41721767,-0.42886898,1.6055478,1.467332,0.1963336,0.17041731,0.53570825,0.71102315,0.3430323,0.2817955,0.0612368
56,-0.08742258,0.1769211,"('impractical', 'practical')",0.070863605,0.44860187,0.84497696,1.0013893,1.0313092,1.2485317,-1.4248503,-1.2695519,0.22673106,0.30967608,-0.74472713,-0.78764,-0.0118742,0.1611326,-0.1730068
51,0.084854566,-0.01986662,"('uneducated', 'educated')",0.21336612,0.30083925,0.5421463,0.28982043,0.95170176,0.71961546,-0.8980629,-0.9824634,0.9792913,0.64790577,-0.5210562,-0.77190495,0.1931773,0.026278,0.1668993
57,-0.076940715,0.19506277,"('unimaginative', 'imaginative')",-1.1605905,-0.9364001,-0.22304189,-0.12132968,0.22326325,0.19344284,-2.3504906,-2.2400885,0.2824116,0.21524009,-3.0340385,-2.9561238,-0.9056325,-0.8071709,-0.0984616
17,-0.076097615,-0.10961761,"('nasty', 'nice')",0.97985935,1.0546956,-0.18148656,-0.14725901,-0.25026813,-0.20801309,-0.19585684,-0.18777853,0.092990294,0.1941331,-0.3219537,-0.38995337,0.006741,0.0294582,-0.0227172
15,-0.06296368,0.07021153,"('boring', 'funny')",0.9033787,0.90646416,0.72163033,0.7313052,0.02399585,0.24773403,0.12082232,0.07110101,0.25759712,0.40269953,0.17295536,0.18184501,0.3053451,0.3730515,-0.0677064
25,0.056412507,0.0036703944,"('egoistic', 'altruistic')",1.3694887,1.0752156,-0.7719181,-0.83004355,-0.28075582,-0.34300584,0.60900414,0.62783265,0.34474856,0.32115486,1.213568,1.326663,0.3629354,0.311641,0.0512944
12,-0.04901871,0.08390342,"('unsupportive', 'supportive')",-0.05301839,-0.13112636,-0.7465542,-0.7031365,-0.0653537,-0.120433815,-1.4154066,-1.3844078,1.127766,0.99116373,-2.131265,-2.0376623,-0.4761215,-0.4716713,-0.0044502
6,-0.048820153,-0.06251076,"('distant', 'open')",1.4664053,1.0509596,0.043637283,-0.2003403,-0.26919633,-0.3898919,1.9065921,1.7755355,0.5936369,0.5009013,0.78203833,0.86752206,0.6391847,0.506025,0.1331597
87,-0.044419207,0.16274095,"('unsuccessful', 'successful')",-0.1351535,-0.03119592,0.0041626655,0.24023387,0.04645064,0.5817991,-1.0135767,-0.82553434,2.1662672,2.4928546,0.35339987,0.6869128,0.196733,0.4725444,-0.2758114
54,0.015323266,0.1881995,"('incapable', 'capable')",-0.29897648,-0.2084187,-0.2619513,-0.24802679,-0.78454953,-0.49399096,-0.11176965,0.035958603,0.3175905,0.39369726,0.7349487,1.0121214,-0.0556263,0.0970772,-0.1527035
58,-0.013164579,0.2799669,"('undiscriminating', 'discriminating')",-0.43738988,-0.34189406,-0.63895655,-0.46258414,-0.1652326,-0.09843172,-0.91680574,-0.76528114,0.30602324,0.32267433,0.5605974,0.55027896,-0.1864184,-0.0736101,-0.1128083
76,0.008927891,0.2775492,"('anxious', 'daring')",-0.07326369,0.32467803,0.083982766,0.42051694,0.060451776,0.5019781,-1.4708167,-1.086954,1.6471915,2.0529375,-0.087547,0.0036869347,0.0241324,0.3563418,-0.3322094
