,zions_male,zions_female,tuple,bancorporation_male,bancorporation_female,n_male,n_female,a_male,a_female,average_male,average_female,male-female
19,-0.8520708,-0.6247486,"('inhospitable', 'hospitable')",-1.2840533,-1.2047244,-0.20322156,0.034177378,-0.5615285,-0.46058932,-0.7252185,-0.5639712,-0.1612473
25,-0.84630907,-0.9432231,"('egoistic', 'altruistic')",0.4982609,0.46712932,0.091726184,-0.040403124,0.528879,0.31500614,0.0681392,-0.0503727,0.1185119
73,0.84537095,0.82645106,"('helpless', 'self-reliant')",1.1784151,1.1942812,-1.2810392,-0.99900466,-3.5889225,-3.6291692,-0.7115439,-0.6518604,-0.0596835
16,-0.84007996,-1.0750622,"('unpopular', 'popular')",-0.21620482,-0.22036299,-0.410675,-0.4432022,0.24939564,0.24436165,-0.304391,-0.3735664,0.0691754
1,-0.8155554,-0.81579113,"('unfriendly', 'friendly')",-0.8764784,-0.936438,0.21701531,0.13557673,1.328574,1.1238449,-0.0366111,-0.1232019,0.0865908
39,0.8038422,0.84885347,"('exploitative', 'cooperative')",0.45489272,0.49911648,-0.034369737,-0.095793694,-0.884609,-1.0164436,0.0849391,0.0589332,0.0260059
47,-0.7678195,-0.6055817,"('stupid', 'smart')",0.07775059,-0.0032571647,1.1271273,0.9968522,4.8527102,4.8932333,1.3224422,1.3203117,0.0021305
80,0.7490299,0.6016774,"('dominated', 'dominating')",-0.36953205,-0.46567586,0.7089882,0.9688982,0.023937166,0.14361076,0.2781058,0.3121276,-0.0340218
23,0.7479016,0.5413225,"('insincere', 'sincere')",-0.53665173,-0.7454415,0.9362873,0.5633091,5.7572074,5.5931892,1.7261862,1.4880948,0.2380914
44,-0.731695,-1.0250313,"('prejudiced', 'unprejudiced')",0.8598038,0.8266494,-0.8249561,-0.983021,-1.9322973,-1.9658757,-0.6572862,-0.7868197,0.1295335
64,-0.7187407,-0.71556735,"('shy', 'confident')",-0.46299353,-0.43214858,-0.989803,-1.0403137,-5.8937097,-5.717946,-2.0163116,-1.976494,-0.0398176
2,0.7152467,0.66532403,"('unlikable', 'likable')",1.6074754,1.4360005,1.1483448,0.9969661,0.95629215,0.85221225,1.1068397,0.9876257,0.119214
74,0.703337,0.6890361,"('undedicated', 'dedicated')",-0.49275213,-0.6414108,0.6679739,0.48407704,0.15595578,0.0833199,0.2586286,0.1537555,0.1048731
6,-0.6993264,-0.54637516,"('distant', 'open')",0.35916552,0.50026685,-0.8097678,-0.8663306,0.10228299,-0.026760627,-0.2619114,-0.2347999,-0.0271115
52,-0.6864886,-0.6946248,"('irrational', 'rational')",-0.26165083,-0.0762654,0.045189127,-0.13382909,1.0234997,0.6517615,0.0301374,-0.0632394,0.0933768
42,0.6806439,0.63894796,"('unreliable', 'reliable')",0.54618675,0.5177005,-0.35058445,-0.1953606,-3.2099316,-3.1832445,-0.5834213,-0.5554892,-0.0279321
56,0.6720086,0.96553373,"('impractical', 'practical')",-0.17792822,-0.17052771,1.1231508,1.6084523,0.3511633,0.4967695,0.4920986,0.7250569,-0.2329583
83,-0.6698613,-0.58809155,"('powerless', 'powerful')",0.25678238,0.30158913,-1.2095757,-0.9544601,-1.2759686,-1.1664717,-0.7246557,-0.6018586,-0.1227971
5,-0.66947275,-0.4310772,"('distant', 'outgoing')",0.7595638,0.8870711,-0.9116186,-0.8468499,-0.90306395,-0.94114894,-0.4311479,-0.3330013,-0.0981466
76,0.63621396,0.500505,"('anxious', 'daring')",0.12494731,-0.054669768,0.23490074,0.16738698,-0.61995167,-0.6429589,0.0940276,-0.0074342,0.1014618
53,-0.6149555,-0.8422065,"('uncreative', 'creative')",-0.8462231,-1.0598412,0.57796705,0.5648509,0.50296247,0.37883517,-0.0950623,-0.2395904,0.1445281
54,-0.5925912,-0.44946837,"('incapable', 'capable')",-0.0054200552,-0.041870564,0.41547468,0.43231708,1.3954791,1.2350656,0.3032356,0.2940109,0.0092247
88,-0.5768327,-0.68380874,"('low', 'eminent')",-1.0976155,-1.1172497,0.14088792,0.19498998,-0.5657306,-0.35472262,-0.5248227,-0.4901978,-0.0346249
38,0.5467464,0.7912754,"('untruthful', 'truthful')",-0.07771049,-0.018938279,0.31108475,0.5214894,1.5618286,1.703352,0.5854873,0.7492946,-0.1638073
41,0.5419572,0.49948394,"('unforgiving', 'forgiving')",0.4077404,0.33398354,0.29808736,0.18769458,0.55156714,0.5835175,0.449838,0.4011699,0.0486681
45,-0.5386996,-0.45150405,"('incompetent', 'competent')",-1.7311567,-1.8560029,0.892084,0.9358099,0.88115585,0.9713916,-0.1241542,-0.1000764,-0.0240778
18,0.52916306,0.22830671,"('disagreeable', 'welcoming')",0.08389349,-0.07120149,-0.23424053,-0.56091905,-0.46470296,-0.541999,-0.0214717,-0.2364532,0.2149815
75,-0.52317023,-0.5021063,"('meek', 'impulsive')",1.0501168,1.1303378,-0.9249365,-0.6452794,-0.7165172,-0.6373409,-0.2786268,-0.1635972,-0.1150296
72,0.5224299,0.4413394,"('unambitious', 'ambitious')",-0.8212082,-0.7047341,0.59409213,0.7162528,1.0630159,1.1656548,0.3395824,0.4046282,-0.0650458
17,-0.5189853,-0.3773738,"('nasty', 'nice')",0.391079,0.52563024,-0.6173148,-0.5540274,-0.8064753,-0.7566363,-0.3879241,-0.2906018,-0.0973223
77,-0.48257905,-0.6817441,"('unmotivated', 'motivated')",-0.06701598,-0.21852458,-1.2017431,-1.1487393,-1.0630479,-0.98349375,-0.7035965,-0.7581254,0.0545289
79,0.451994,0.55484843,"('wavering', 'unwavering')",0.0071356185,0.18208764,0.3469318,0.51110464,0.44212055,0.37578067,0.3120455,0.4059553,-0.0939098
35,-0.45151335,-0.54734766,"('corrupt', 'incorrupt')",1.4715725,1.5680817,-1.5000594,-1.6079905,-0.74703634,-0.9313184,-0.3067591,-0.3796437,0.0728846
85,-0.44737262,-0.6371152,"('insignificant', 'prestigious')",0.32135892,0.28890318,-0.5062545,-0.54655564,-0.09144449,-0.55912596,-0.1809282,-0.3634734,0.1825452
11,0.44063428,0.5638242,"('unhelpful', 'helpful')",-0.9171566,-0.9530977,1.2136891,1.2983367,2.3610735,2.4995813,0.7745601,0.8521612,-0.0776011
37,-0.43367556,-0.536619,"('fake', 'genuine')",-1.3151971,-1.3498206,0.07166934,-0.1791009,0.8106845,0.70123416,-0.2166297,-0.3410766,0.1244469
57,-0.42970923,-0.5344607,"('unimaginative', 'imaginative')",-1.1721549,-1.2319589,0.16040853,0.32279554,-2.5735316,-2.5427353,-1.0037467,-0.9965899,-0.0071568
86,0.4200269,0.5776427,"('uninfluential', 'influential')",-2.2249827,-2.2273767,-0.22636017,0.02400501,0.6519906,0.8472689,-0.3448313,-0.194615,-0.1502163
59,0.4033606,0.37035376,"('foolish', 'wise')",0.058945127,0.13596971,0.3599254,0.0727987,1.3803574,1.1753988,0.5506471,0.4386303,0.1120168
78,-0.39221027,-0.346331,"('nonresilient', 'resilient')",-0.55283463,-0.60588956,-0.05412706,-0.13932312,0.10083566,0.15733834,-0.2245841,-0.2335513,0.0089672
46,-0.3822977,-0.6092214,"('uncompetitive', 'competitive')",-1.0911218,-1.3833095,-0.35139826,-0.4735413,-0.0048583,-0.0023478568,-0.457419,-0.617105,0.159686
82,-0.36929,-0.16316971,"('poor', 'rich')",-0.64602244,-0.7970421,1.6188862,1.5398278,5.7571764,5.9826393,1.5901875,1.6405638,-0.0503763
0,-0.32320005,-0.21114814,"('unsociable', 'sociable')",-0.65647686,-0.7454586,0.550398,0.6912512,-0.25745493,-0.10904993,-0.1716835,-0.0936014,-0.0780821
20,-0.3203764,-0.5717821,"('rough', 'thoughtful')",-0.079055406,-0.08176264,-0.13243255,-0.22282198,0.17929575,-0.031537842,-0.0881421,-0.2269761,0.138834
50,-0.29515356,-0.41745472,"('clumsy', 'skillful')",0.04493246,-0.083663985,0.3795938,0.204771,0.9184929,0.791415,0.2619664,0.1237668,0.1381996
3,-0.2932751,-0.4916972,"('repellent', 'pleasant')",-0.21121912,-0.3198386,1.3559583,1.0591096,1.3210028,1.2966098,0.5431167,0.3860459,0.1570708
60,0.28082442,0.13496488,"('inefficient', 'efficient')",-0.7427224,-0.9778647,0.379637,0.3736395,0.037810147,0.23463273,-0.0111127,-0.0586569,0.0475442
70,0.2788558,0.29480654,"('lethargic', 'energetic')",-1.0263002,-1.1516676,0.8059115,0.8131264,0.63183117,0.5931775,0.1725746,0.1373607,0.0352139
58,-0.25141102,-0.37703064,"('undiscriminating', 'discriminating')",0.41305918,0.2836775,-0.5737899,-0.4159612,-0.0018733963,-0.051708966,-0.1035038,-0.1402558,0.036752
15,0.2458777,0.42340094,"('boring', 'funny')",0.90568554,0.9574107,1.0729461,1.1168281,-0.19411317,-0.24253792,0.507599,0.5637754,-0.0561764
63,0.23418355,0.41285366,"('unperceptive', 'insightful')",-0.76678634,-0.8845087,0.0035413168,0.21511105,1.0952433,1.2985159,0.1415455,0.260493,-0.1189475
51,0.2241037,0.56923074,"('uneducated', 'educated')",-1.5638568,-1.5673289,1.6757089,2.0644436,-0.06345236,0.39822137,0.0681258,0.3661417,-0.2980159
55,-0.21959275,-0.32944658,"('incompetent', 'clever')",-2.151461,-2.3790536,0.47570977,0.42948842,0.20270488,0.33442843,-0.4231597,-0.4861458,0.0629861
48,-0.20597358,-0.20346932,"('unintelligent', 'intelligent')",-1.9238007,-1.9424453,-0.5681919,-0.53767204,0.67444575,0.760279,-0.5058801,-0.4808269,-0.0250532
65,0.20188671,0.04297172,"('insecure', 'secure')",-0.59731245,-0.8173778,0.7500759,0.55543244,0.19940624,0.11925349,0.1385141,-0.02493,0.1634441
14,0.19346294,0.38479567,"('antisocial', 'social')",0.027227186,-0.06708346,0.67095494,0.8140139,-0.9941333,-0.85673124,-0.0256221,0.0687487,-0.0943708
34,-0.19097781,-0.03711827,"('mean', 'honorable')",0.39073402,0.26654837,0.79621,0.704587,4.6303935,4.672444,1.40659,1.4016153,0.0049747
28,0.18341944,0.024580505,"('disloyal', 'loyal')",-1.4653796,-1.4679425,1.1644319,1.141302,2.153384,1.9182155,0.5089639,0.4040389,0.104925
33,0.18191558,0.16225317,"('wrong', 'right')",1.0648464,1.1808221,0.3124665,0.39718813,-0.22845618,-0.3262119,0.3326931,0.3535129,-0.0208198
22,-0.17954287,-0.28903568,"('untrustworthy', 'trustworthy')",-0.96636045,-1.0794839,0.49179325,0.29944587,-0.82629704,-0.847961,-0.3701018,-0.4792587,0.1091569
71,0.1748326,0.0658952,"('diffident', 'self-confident')",0.20849265,0.19836822,-0.02517882,-0.15945306,-0.12227645,-0.28829187,0.0589675,-0.0458704,0.1048379
69,0.17427082,0.07171765,"('lazy', 'industrious')",2.5287008,2.6840587,-0.887744,-0.93920475,-1.0780486,-1.1904842,0.1842948,0.1565219,0.0277729
10,-0.17354965,-0.052338384,"('unsympathetic', 'sympathetic')",-2.486885,-2.5030656,0.43137753,0.52438855,0.7943222,1.0045757,-0.3586838,-0.2566099,-0.1020739
27,0.15085441,0.07931499,"('hardhearted', 'softhearted')",-0.49707502,-0.48482212,-0.38309303,-0.59887975,0.95642644,0.8386748,0.0567782,-0.041428,0.0982062
87,-0.13182394,-0.2554158,"('unsuccessful', 'successful')",0.49797112,0.42743912,1.6620651,1.6435223,0.8102772,0.81134295,0.7096224,0.6567221,0.0529003
8,-0.12758686,-0.06998204,"('unaffectionate', 'affectionate')",-1.1548901,-1.2481103,0.254262,0.09394918,0.64830226,0.40815097,-0.0949782,-0.203998,0.1090198
21,0.12729841,0.020455081,"('immoral', 'moral')",-1.1361344,-1.1818144,0.80202633,0.84898764,0.072335854,0.16684875,-0.0336185,-0.0363807,0.0027622
66,-0.12201497,-0.09563,"('inactive', 'active')",0.9906717,1.0364873,-0.07865751,0.010195054,0.6754234,0.59380865,0.3663557,0.3862153,-0.0198596
13,-0.1092451,0.11357799,"('impolite', 'polite')",-0.18806657,-0.21080333,-0.4146971,-0.1785592,-0.13492413,0.23141465,-0.2117332,-0.0110925,-0.2006407
67,-0.09553583,0.22053534,"('doubtful', 'determined')",1.0285925,1.1350775,-0.4233325,-0.09279795,-0.94740903,-0.58312136,-0.1094212,0.1699234,-0.2793446
62,0.08234793,0.21414672,"('incompetent', 'brilliant')",-0.65063024,-0.71445155,1.0736136,1.2644762,1.0143422,1.2069746,0.3799184,0.4927865,-0.1128681
81,0.037978522,0.1803537,"('submissive', 'aggressive')",-0.84940314,-0.87166035,-0.011555899,0.27333596,-0.54936767,-0.2078269,-0.343087,-0.1564494,-0.1866376
32,0.020632237,0.33095983,"('unkind', 'kind')",-0.040018857,-0.006711716,1.1805171,1.3296676,1.1772999,1.3972851,0.5846076,0.7628002,-0.1781926
24,-0.014332764,0.10792464,"('dishonest', 'honest')",-1.5669018,-1.4666888,-0.49794394,-0.43306583,1.4041986,1.4445883,-0.168745,-0.0868104,-0.0819346
4,-0.0114865955,-0.17163633,"('disliked', 'liked')",0.4079687,0.44682798,-0.08120918,0.12512097,-5.8896985,-5.808319,-1.3936064,-1.3520017,-0.0416047
9,-0.0057729594,0.11563878,"('unaffectionate', 'caring')",-0.5572755,-0.6062232,0.3858011,0.26544726,1.4760594,1.3512708,0.324703,0.2815334,0.0431696
30,0.0051805973,0.37429833,"('intolerant', 'tolerant')",-0.45943904,-0.5484882,-0.87372047,-0.6420715,-0.3928923,-0.09450187,-0.4302178,-0.2276908,-0.202527
