,l3_male,l3_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.0533288,-2.2057226,"('unfriendly', 'friendly')",-0.32870007,-0.26513824,1.6504881,1.3903224,-0.2438469,-0.3601794,0.1163325
36,-2.0267746,-1.9636847,"('hostile', 'amicable')",-1.3194553,-1.1231968,0.26164684,0.106392525,-1.0281944,-0.9934963,-0.0346981
60,1.8793052,1.9448864,"('inefficient', 'efficient')",1.3052206,1.3985066,-0.042666253,0.12103275,1.0472866,1.1548086,-0.107522
62,1.6166136,1.5729824,"('incompetent', 'brilliant')",1.1355089,1.0404705,0.29136884,0.12278936,1.0144971,0.9120808,0.1024163
31,-1.594501,-1.7217383,"('evil', 'good')",-0.91355735,-0.8622851,-0.93613625,-1.1405822,-1.1480649,-1.2415352,0.0934703
79,-1.4623016,-1.3666129,"('wavering', 'unwavering')",-1.5401477,-1.5120412,0.025356315,-0.1314601,-0.9923643,-1.0033714,0.0110071
67,1.4168447,1.569311,"('doubtful', 'determined')",0.41271818,0.63191915,-0.4751934,-0.303218,0.4514565,0.6326707,-0.1812142
56,1.3937894,1.3780786,"('impractical', 'practical')",0.33769923,0.34854758,-0.2121811,-0.141042,0.5064359,0.5285281,-0.0220922
39,1.3364743,1.3255508,"('exploitative', 'cooperative')",0.59333634,0.7133767,0.09832218,0.092916965,0.6760443,0.7106148,-0.0345705
55,1.3096777,1.4139882,"('incompetent', 'clever')",0.3642727,0.4791111,-0.18648504,-0.10690564,0.4958218,0.5953979,-0.0995761
19,-1.2984464,-1.1717138,"('inhospitable', 'hospitable')",-1.1956527,-1.0095844,-0.055816542,-0.13636416,-0.8499719,-0.7725542,-0.0774177
26,-1.279842,-1.3563583,"('hardhearted', 'benevolent')",0.34687513,0.44427615,1.3118173,1.4270368,0.1262835,0.1716515,-0.045368
85,-1.2162251,-1.1024098,"('insignificant', 'prestigious')",0.17760581,0.24788988,0.59889144,0.62184477,-0.1465759,-0.0775584,-0.0690175
42,1.2002709,1.5528631,"('unreliable', 'reliable')",-0.7805513,-0.6915764,-2.7705429,-2.6975908,-0.7836078,-0.6121014,-0.1715064
80,1.1480238,1.056257,"('dominated', 'dominating')",0.4424222,0.24819061,-1.1872613,-1.1749347,0.1343949,0.043171,0.0912239
8,-1.1185901,-1.1816046,"('unaffectionate', 'affectionate')",-0.36749443,-0.33644184,0.7984181,0.40633836,-0.2292222,-0.3705694,0.1413472
70,1.112474,1.2597129,"('lethargic', 'energetic')",0.43618587,0.6395901,0.81496423,0.8897398,0.7878747,0.9296809,-0.1418062
25,-1.0983405,-1.2137524,"('egoistic', 'altruistic')",0.3606485,0.3968691,1.3553498,1.2729726,0.2058859,0.1520298,0.0538561
53,-1.0976192,-1.1223288,"('uncreative', 'creative')",0.7128776,0.71501994,1.0466812,0.8708151,0.2206465,0.1545021,0.0661444
81,1.0293435,1.0170463,"('submissive', 'aggressive')",0.9798148,0.9248766,-0.7417513,-0.5283302,0.422469,0.4711976,-0.0487286
88,-0.99085134,-0.7202166,"('low', 'eminent')",0.08731572,0.45139635,-0.07353072,0.15025845,-0.3256888,-0.0395206,-0.2861682
78,-0.98909914,-0.9651041,"('nonresilient', 'resilient')",1.2548357,1.1118188,0.26465264,0.23853767,0.1767964,0.1284175,0.0483789
4,-0.98021054,-0.88066167,"('disliked', 'liked')",-0.5232043,-0.6023109,-6.5267115,-6.2438664,-2.6767089,-2.575613,-0.1010959
5,-0.97466546,-0.9887626,"('distant', 'outgoing')",-0.51210713,-0.53840506,0.07581003,-0.25754493,-0.4703208,-0.5949042,0.1245834
76,0.95877695,1.2084644,"('anxious', 'daring')",0.7177129,0.79574406,0.3365839,0.51731104,0.6710246,0.8405066,-0.169482
6,-0.93639123,-0.97795916,"('distant', 'open')",-0.8569539,-0.9082209,0.7513466,0.39727646,-0.3473329,-0.4963012,0.1489683
14,0.87753975,1.0017118,"('antisocial', 'social')",0.61215585,0.6930197,-0.81548506,-0.6736862,0.2247368,0.3403484,-0.1156116
63,0.8725261,0.9510196,"('unperceptive', 'insightful')",0.5152044,0.55523574,0.92029417,0.8353106,0.7693416,0.780522,-0.0111804
9,-0.8602027,-0.9162483,"('unaffectionate', 'caring')",-0.075783335,-0.061282147,1.377341,1.0567861,0.1471183,0.0264185,0.1206998
35,-0.85498816,-0.9649521,"('corrupt', 'incorrupt')",-0.6432572,-0.70146245,-0.17462137,-0.35162678,-0.5576222,-0.6726805,0.1150583
66,-0.82777196,-0.733788,"('inactive', 'active')",-0.7521516,-0.63995975,1.1479031,0.9879118,-0.1440068,-0.128612,-0.0153948
0,-0.75647336,-0.6512681,"('unsociable', 'sociable')",-0.6569159,-0.37616345,-0.50401866,-0.39083087,-0.639136,-0.4727542,-0.1663818
7,0.74768865,0.78462166,"('insensitive', 'sensitive')",0.51877475,0.6458206,0.75345856,0.63541937,0.6733073,0.6886206,-0.0153133
54,-0.74531364,-0.68585134,"('incapable', 'capable')",0.17846654,0.33554223,1.4065465,1.2863725,0.2798998,0.3120211,-0.0321213
52,-0.7417138,-0.85637695,"('irrational', 'rational')",-0.42075282,-0.48885685,0.07100656,-0.30874404,-0.36382,-0.551326,0.187506
64,0.66413265,0.83591974,"('shy', 'confident')",-0.12486134,-0.1528866,-6.6343665,-6.332994,-2.0316984,-1.8833203,-0.1483781
28,-0.6625056,-0.86894506,"('disloyal', 'loyal')",0.058303624,-0.10751013,0.98067576,0.85307884,0.1254912,-0.0411255,0.1666167
16,-0.64965117,-0.5585729,"('unpopular', 'popular')",-0.4878951,-0.37596467,0.6287365,0.6568185,-0.1696033,-0.092573,-0.0770303
82,-0.61683106,-0.42529613,"('poor', 'rich')",0.06829916,0.3163659,6.49676,6.3874955,1.9827426,2.0928551,-0.1101125
43,0.61053365,0.6928354,"('irresponsible', 'responsible')",-0.1668221,-0.01038878,0.4235813,0.44152856,0.2890976,0.3746584,-0.0855608
21,0.59962827,0.6792625,"('immoral', 'moral')",0.36662516,0.49787343,-0.9934326,-0.9249069,-0.0090597,0.0840763,-0.093136
57,-0.58870274,-0.5821911,"('unimaginative', 'imaginative')",0.5204162,0.56657624,-2.590053,-2.5415668,-0.8861132,-0.8523939,-0.0337193
71,0.58379894,0.6333498,"('diffident', 'self-confident')",0.78304386,0.8799348,0.7672569,0.7421728,0.7113666,0.7518191,-0.0404525
30,0.5625561,0.6084042,"('intolerant', 'tolerant')",1.4212943,1.6734743,0.91570663,1.1187718,0.966519,1.1335501,-0.1670311
34,-0.5576424,-0.5002829,"('mean', 'honorable')",-0.09489371,0.010291185,6.219038,6.1384764,1.8555007,1.8828282,-0.0273275
12,0.5543159,0.69742656,"('unsupportive', 'supportive')",0.48026147,0.624432,-1.7671286,-1.754782,-0.2441837,-0.1443078,-0.0998759
86,-0.5497451,-0.5894781,"('uninfluential', 'influential')",-0.3736791,-0.3403867,-0.30730927,-0.35175613,-0.4102445,-0.427207,0.0169625
46,0.54850614,0.6092281,"('uncompetitive', 'competitive')",0.45550144,0.5456868,-0.9319382,-0.7542505,0.0240231,0.1335548,-0.1095317
38,-0.5339847,-0.49673295,"('untruthful', 'truthful')",-0.7702878,-0.71833473,-0.025072267,-0.040009998,-0.4431149,-0.4183592,-0.0247557
22,0.51148295,0.48139897,"('untrustworthy', 'trustworthy')",-0.3412919,-0.273159,-0.8578077,-1.0244051,-0.2292055,-0.272055,0.0428495
73,0.48671907,0.5825714,"('helpless', 'self-reliant')",0.55385894,0.45751798,-2.9617176,-3.0587833,-0.6403799,-0.672898,0.0325181
65,0.4855435,0.49964276,"('insecure', 'secure')",-0.3975344,-0.32931396,-0.5207017,-0.55887926,-0.1442309,-0.1295168,-0.0147141
29,0.438325,0.27362743,"('unfair', 'fair')",-0.9835954,-1.137871,-0.76581764,-1.0209192,-0.4370294,-0.6283876,0.1913582
3,0.41565543,0.42749527,"('repellent', 'pleasant')",0.010037765,-0.063756794,0.044419684,0.007755762,0.1567043,0.1238314,0.0328729
45,0.4147257,0.4118241,"('incompetent', 'competent')",-0.59876835,-0.5394595,-0.34999335,-0.4151427,-0.178012,-0.180926,0.002914
11,0.35062024,0.48620093,"('unhelpful', 'helpful')",0.90619653,1.0762069,1.6969507,1.85574,0.9845891,1.1393826,-0.1547935
84,0.3391576,0.28101343,"('inferior', 'superior')",0.5493552,0.39355877,0.8574606,0.7524507,0.5819912,0.4756743,0.1063169
68,0.33446154,0.2988622,"('dependent', 'independent')",-0.37673533,-0.36525747,-0.4428596,-0.61823624,-0.1617111,-0.2282105,0.0664994
72,0.3242013,0.40027797,"('unambitious', 'ambitious')",-0.7017461,-0.773114,-0.8863829,-1.1442814,-0.4213092,-0.5057058,0.0843966
17,-0.28317276,-0.22538207,"('nasty', 'nice')",-1.1061952,-0.95969313,-0.49530226,-0.41936272,-0.6282234,-0.5348126,-0.0934108
20,0.26296055,0.17267358,"('rough', 'thoughtful')",0.7747701,0.6771143,0.89705044,0.67868,0.644927,0.5094893,0.1354377
37,0.26281673,0.36812717,"('fake', 'genuine')",-0.22967304,-0.09842218,0.50841194,0.306025,0.1805185,0.19191,-0.0113915
51,0.25494415,0.43429548,"('uneducated', 'educated')",-0.3543895,-0.2631331,0.1442484,0.3576198,0.0149344,0.1762607,-0.1613263
27,-0.23847324,-0.25090048,"('hardhearted', 'softhearted')",0.18801035,0.23827198,1.3539687,1.1120216,0.434502,0.3664644,0.0680376
18,-0.23347376,0.02943679,"('disagreeable', 'welcoming')",0.042551726,0.254175,-0.5635441,-0.43271482,-0.2514887,-0.049701,-0.2017877
75,-0.23028855,-0.18574771,"('meek', 'impulsive')",0.02928266,0.019698855,-0.13028724,-0.28160587,-0.110431,-0.1492182,0.0387872
61,0.20753331,0.23863368,"('illogical', 'logical')",0.2115883,0.3324372,0.13718204,0.060137533,0.1854346,0.2104028,-0.0249682
13,0.20658204,0.16496576,"('impolite', 'polite')",-0.23342182,-0.08430089,-0.21856864,-0.16267827,-0.0818028,-0.0273378,-0.054465
24,-0.20083456,-0.2531185,"('dishonest', 'honest')",-1.5167382,-1.542849,0.63759345,0.48943952,-0.3599931,-0.4355093,0.0755162
87,0.19171953,0.27346745,"('unsuccessful', 'successful')",0.6813885,0.743762,0.8069576,0.6692066,0.5600219,0.5621454,-0.0021235
49,0.19166368,0.14165881,"('unable', 'able')",0.7293118,0.8100591,0.40855995,0.23619564,0.4431785,0.3959712,0.0472073
41,-0.17355391,0.012269609,"('unforgiving', 'forgiving')",-0.7800685,-0.61491054,-0.1802402,0.083875895,-0.3779542,-0.1729217,-0.2050325
74,0.17151937,0.40415123,"('undedicated', 'dedicated')",0.24946389,0.5094592,0.02178584,0.2619539,0.1475897,0.3918548,-0.2442651
83,-0.15681547,-0.17739841,"('powerless', 'powerful')",-0.043442078,-0.08886134,-0.9771558,-0.9991846,-0.3924711,-0.4218148,0.0293437
2,0.15409045,0.5527015,"('unlikable', 'likable')",0.046932902,0.41577718,0.37352303,0.51484215,0.1915155,0.4944403,-0.3029248
59,0.15247326,0.04923632,"('foolish', 'wise')",0.20255351,0.17028174,0.46856496,0.15885986,0.2745306,0.126126,0.1484046
33,0.123904474,0.16386867,"('wrong', 'right')",0.22630706,0.27243635,-0.2642398,-0.3665861,0.0286572,0.0232396,0.0054176
40,0.10995806,-0.050633136,"('stingy', 'generous')",0.2841718,-0.06871052,-1.6059589,-1.7912616,-0.403943,-0.6368684,0.2329254
32,-0.07507696,0.14001714,"('unkind', 'kind')",-0.25835407,-0.023033602,0.5226897,0.6151707,0.0630862,0.2440514,-0.1809652
48,0.07073509,-0.25445256,"('unintelligent', 'intelligent')",0.7771496,0.6642587,0.41561365,0.44038343,0.4211661,0.2833965,0.1377696
50,0.07027336,0.42532727,"('clumsy', 'skillful')",0.26127222,0.4445069,0.2838687,0.22154829,0.2051381,0.3637942,-0.1586561
44,0.059306603,0.21899273,"('prejudiced', 'unprejudiced')",-0.13562468,-0.16167167,-1.1891112,-0.99447006,-0.4218098,-0.312383,-0.1094268
77,-0.0516667,0.055799223,"('unmotivated', 'motivated')",0.9042044,0.88912666,-0.9864853,-0.9977963,-0.0446492,-0.0176235,-0.0270257
69,-0.046744287,0.010118425,"('lazy', 'industrious')",0.9799323,1.032722,-0.1338639,-0.2109456,0.2664414,0.2772983,-0.0108569
10,0.043810613,0.18256427,"('unsympathetic', 'sympathetic')",-0.8174016,-0.6729354,-0.32358655,-0.32872537,-0.3657258,-0.2730322,-0.0926936
47,0.033142474,-0.026434842,"('stupid', 'smart')",0.9210612,1.0856341,6.0587654,5.6601915,2.3376563,2.239797,0.0978593
15,0.020954944,0.0017269216,"('boring', 'funny')",0.10228728,0.31403324,0.47949162,0.39937773,0.2009113,0.2383793,-0.037468
23,0.0064672288,0.06949735,"('insincere', 'sincere')",-0.21735662,-0.09810558,5.7630463,5.4794407,1.850719,1.8169441,0.0337749
58,0.0016541146,-0.07843426,"('undiscriminating', 'discriminating')",0.12409513,-0.033150464,-0.19393353,-0.28447372,-0.0227281,-0.1320195,0.1092914
