,corning_male,corning_female,tuple,inc_male,inc_female,average_male,average_female,male-female
43,0.30816472,0.37475598,"('irresponsible', 'responsible')",0.71622264,0.6602079,0.5121937,0.5174819,-0.0052882
8,-0.3054478,-0.36899698,"('unaffectionate', 'affectionate')",1.0930665,0.9837403,0.3938093,0.3073717,0.0864376
85,-0.26986817,-0.23853971,"('insignificant', 'prestigious')",0.7107256,0.7537044,0.2204287,0.2575824,-0.0371537
52,-0.26160106,-0.118398406,"('irrational', 'rational')",0.21086317,0.19827615,-0.0253689,0.0399389,-0.0653078
24,-0.25975555,-0.19492258,"('dishonest', 'honest')",0.49318042,0.51065373,0.1167124,0.1578656,-0.0411532
55,0.25432533,0.32251486,"('incompetent', 'clever')",0.1557661,0.109438956,0.2050457,0.2159769,-0.0109312
74,0.22990806,0.2560094,"('undedicated', 'dedicated')",0.20211332,0.14755768,0.2160107,0.2017835,0.0142272
27,-0.22852714,-0.15702297,"('hardhearted', 'softhearted')",1.5664744,1.500789,0.6689736,0.671883,-0.0029094
65,0.22162545,0.16645181,"('insecure', 'secure')",-0.5463573,-0.57904947,-0.1623659,-0.2062988,0.0439329
12,-0.21635872,-0.088142104,"('unsupportive', 'supportive')",-1.5762141,-1.6424327,-0.8962864,-0.8652874,-0.030999
32,-0.21621999,-0.10839663,"('unkind', 'kind')",0.7252753,0.7278332,0.2545276,0.3097183,-0.0551907
28,0.206718,0.014934301,"('disloyal', 'loyal')",1.0436033,0.8445941,0.6251606,0.4297642,0.1953964
46,-0.20564444,-0.26192078,"('uncompetitive', 'competitive')",-0.54888755,-0.7515344,-0.377266,-0.5067276,0.1294616
22,-0.20348553,-0.35815147,"('untrustworthy', 'trustworthy')",-1.0078206,-1.0989034,-0.605653,-0.7285274,0.1228744
17,-0.1990246,-0.40703112,"('nasty', 'nice')",-0.24999152,-0.39815697,-0.2245081,-0.402594,0.1780859
50,0.18819985,0.25119868,"('clumsy', 'skillful')",0.25448027,0.36923116,0.2213401,0.3102149,-0.0888748
57,-0.1871827,-0.67540276,"('unimaginative', 'imaginative')",-2.0402265,-2.3825724,-1.1137046,-1.5289876,0.415283
20,0.17978013,-0.009892564,"('rough', 'thoughtful')",1.3471211,1.3540668,0.7634506,0.6720871,0.0913635
35,-0.17182316,-0.39733136,"('corrupt', 'incorrupt')",-0.045892596,0.0055653565,-0.1088579,-0.195883,0.0870251
59,-0.16475287,-0.072859034,"('foolish', 'wise')",0.30707327,0.33782786,0.0711602,0.1324844,-0.0613242
40,-0.14994983,-0.046407975,"('stingy', 'generous')",-1.2458026,-1.4055214,-0.6978762,-0.7259647,0.0280885
44,0.11742,0.09183958,"('prejudiced', 'unprejudiced')",-1.4356816,-1.2601073,-0.6591308,-0.5841339,-0.0749969
38,-0.10795069,-0.045257624,"('untruthful', 'truthful')",-0.17244624,-0.06001257,-0.1401985,-0.0526351,-0.0875634
21,0.1044572,0.50098246,"('immoral', 'moral')",-0.698537,-0.59624803,-0.2970399,-0.0476328,-0.2494071
29,-0.09749183,-0.25104487,"('unfair', 'fair')",-0.3631838,-0.4994129,-0.2303378,-0.3752289,0.1448911
75,-0.06639646,-0.17550345,"('meek', 'impulsive')",-0.32973468,-0.2972444,-0.1980656,-0.2363739,0.0383083
76,0.053570814,0.07086123,"('anxious', 'daring')",0.036268875,0.14572081,0.0449198,0.108291,-0.0633712
25,-0.03487943,0.3426728,"('egoistic', 'altruistic')",1.4383966,1.6157862,0.7017586,0.9792295,-0.2774709
10,-0.033760987,-0.12295203,"('unsympathetic', 'sympathetic')",0.07559538,-0.12821858,0.0209172,-0.1255853,0.1465025
7,-0.02560148,-0.13955295,"('insensitive', 'sensitive')",0.7133853,0.5257121,0.3438919,0.1930796,0.1508123
34,-0.020135269,0.1949472,"('mean', 'honorable')",5.570674,5.6537266,2.7752693,2.9243369,-0.1490676
26,0.019830428,-0.10786735,"('hardhearted', 'benevolent')",2.1004221,2.0438025,1.0601263,0.9679676,0.0921587
0,-0.012729317,-0.14212754,"('unsociable', 'sociable')",-0.22135964,-0.42502335,-0.1170445,-0.2835754,0.1665309
83,0.012396008,-0.16907063,"('powerless', 'powerful')",-1.0183134,-1.084362,-0.5029587,-0.6267163,0.1237576
58,0.00891551,-0.31395343,"('undiscriminating', 'discriminating')",0.047462747,-0.14053836,0.0281891,-0.2272459,0.255435
4,0.006408669,-0.2500913,"('disliked', 'liked')",-6.0335083,-6.1430707,-3.0135498,-3.1965809,0.1830311
